accepted_splits,accuracy,aupr_oos,auroc,bootstrap_stability,boundary,dataset,delta,distance,experiment_id,f1_all,f1_k,f1_u,false_accept_rate,false_reject_rate,fit_seconds,fpr95,inference_seconds,kir,known_macro_f1,known_recall,mean_k_y,method,n,oos_f1,oos_precision,oos_recall,protocol_version,radius_lambda,radius_method,rejected_splits,representation,run_id,seed,source,source_path,tau,tau_parent,test_used_for_selection,threshold_source,total_centers,trainable_parameters
,0.7746666666666666,0.8321384307538693,0.8780081111111111,,mean_std,stackoverflow,,mahalanobis_diag,,0.8061479473885722,0.8087148148928659,0.7804792723456359,0.25633333333333336,0.162,,,,0.5,0.8087148148928659,0.838,1.0,BRAK_known_only,1,0.7804792723456359,,,protocol_v2_textoir_v1,,,,,,87,validated_reused,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/brak_v1/summaries/BRAK_PILOT_SUMMARY.tsv,,,,BRAK_known_only,10,
,nan,nan,nan,,mean_std,stackoverflow,,mahalanobis_diag,,nan,nan,0.48373833977299346,nan,nan,,,,0.5,nan,nan,nan,CCSG_k1_reused,3,0.48373833977299346,,,protocol_v2_textoir_v1,,,,,,aggregate,validated_reused,/home/bo/bo01/llmpy311/s2c/results/diagnostics/ccsg/pilot_summary.csv,,,,Known-only,nan,
,nan,nan,nan,,mean_std,stackoverflow,,mahalanobis_diag,,nan,nan,0.44766692672354563,nan,nan,,,,0.5,nan,nan,nan,CCSG_k2_reused,3,0.44766692672354563,,,protocol_v2_textoir_v1,,,,,,aggregate,validated_reused,/home/bo/bo01/llmpy311/s2c/results/diagnostics/ccsg/pilot_summary.csv,,,,Known-only,nan,
,nan,nan,nan,,mean_std,stackoverflow,,mahalanobis_diag,,nan,nan,0.7119386209015355,nan,nan,,,,0.5,nan,nan,nan,URCSG_primary_reused,3,0.7119386209015355,,,protocol_v2_textoir_v1,,,,,,aggregate,validated_reused,/home/bo/bo01/llmpy311/s2c/results/diagnostics/urcsg/pilot_summary.csv,,,,Known-only,nan,
,0.6388333333333334,0.8015602505787192,0.8605508888888889,,MOGB_mean_radius,stackoverflow,,euclidean,,0.4585184886906548,0.4310773384240245,0.7329299913569577,0.010666666666666666,0.7103333333333334,,,,0.5,0.4310773384240245,0.28966666666666663,nan,MOGB-MiniLM-compatible-component-reference,1,0.7329299913569577,,,protocol_v2_textoir_v1,,,,,,13,validated_reused,/home/bo/bo01/llmpy311/s2c/results/mogb/fair_matrix.csv,,,,MOGB-compatible,74.0,
,0.6351666666666667,0.8034067311024371,0.8616684444444443,,MOGB_mean_radius,stackoverflow,,euclidean,,0.44669996467555745,0.41820882953179705,0.7316113161131611,0.008666666666666666,0.7186666666666667,,,,0.5,0.41820882953179705,0.2813333333333333,nan,MOGB-MiniLM-compatible-component-reference,1,0.7316113161131611,,,protocol_v2_textoir_v1,,,,,,42,validated_reused,/home/bo/bo01/llmpy311/s2c/results/mogb/fair_matrix.csv,,,,MOGB-compatible,78.0,
,0.635,0.7899092536360274,0.8488495555555555,,MOGB_mean_radius,stackoverflow,,euclidean,,0.44919686800965214,0.42099378229003237,0.7312277252058498,0.008333333333333333,0.7206666666666667,,,,0.5,0.42099378229003237,0.2793333333333333,nan,MOGB-MiniLM-compatible-component-reference,1,0.7312277252058498,,,protocol_v2_textoir_v1,,,,,,87,validated_reused,/home/bo/bo01/llmpy311/s2c/results/mogb/fair_matrix.csv,,,,MOGB-compatible,74.0,
0,0.6063333333333333,0.8030290334643637,0.8699977777777778,0.756494007620742,weighted_class_evidence_parent_margin,stackoverflow,0.01752710674302249,mahalanobis_diag,adaptive_v1,0.7643342897722598,0.7903289196732733,0.5043879907621247,0.636,0.07933333333333334,1.182685136795044,0.31266666666666665,0.21489322800334776,0.5,0.7903289196732733,0.9206666666666666,1.0,RC-AMBL-KnownOnly,1,0.5043879907621247,0.8210526315789474,0.364,protocol_v2_textoir_v1,1.0,mean_std,1,frozen_minilm,adaptive_v1__stackoverflow__kir_0.50__seed_13__KnownOnly,13,new_run,,0.5268227325745793,1.0264723401773468,False,calibration_threshold_known_only,10,0
0,0.6063333333333333,0.8030290334643637,0.8699977777777778,0.756494007620742,weighted_class_evidence_parent_margin,stackoverflow,0.01752710674302249,mahalanobis_diag,adaptive_v1,0.7643342897722598,0.7903289196732733,0.5043879907621247,0.636,0.07933333333333334,2.9400064945220947,0.31266666666666665,0.16184867799893254,0.5,0.7903289196732733,0.9206666666666666,1.0,RC-AMBL-ProxyOOS,1,0.5043879907621247,0.8210526315789474,0.364,protocol_v2_textoir_v1,1.0,mean_std,1,frozen_minilm,adaptive_v1__stackoverflow__kir_0.50__seed_13__ProxyOOS,13,new_run,,0.5268227325745793,1.0264723401773468,False,calibration_threshold_known_only,10,0
0,0.6938333333333333,0.8275674044240751,0.8922228888888889,0.7711569750847946,weighted_class_evidence_parent_margin,stackoverflow,0.017797997399478516,mahalanobis_diag,adaptive_v1,0.7773844941382805,0.7868967433893745,0.6822620016273393,0.441,0.07966666666666666,1.198746919631958,0.2836666666666667,0.18016491700109327,0.5,0.7868967433893745,0.9203333333333333,1.0,RC-AMBL-KnownOnly,1,0.6822620016273393,0.8752609603340292,0.559,protocol_v2_textoir_v1,1.0,mean_std,1,frozen_minilm,adaptive_v1__stackoverflow__kir_0.50__seed_42__KnownOnly,42,new_run,,0.5252477568335495,1.0249368339888556,False,calibration_threshold_known_only,10,0
0,0.6938333333333333,0.8275674044240751,0.8922228888888889,0.7711569750847946,weighted_class_evidence_parent_margin,stackoverflow,0.017797997399478516,mahalanobis_diag,adaptive_v1,0.7773844941382805,0.7868967433893745,0.6822620016273393,0.441,0.07966666666666666,2.5058672428131104,0.2836666666666667,0.17100723999828915,0.5,0.7868967433893745,0.9203333333333333,1.0,RC-AMBL-ProxyOOS,1,0.6822620016273393,0.8752609603340292,0.559,protocol_v2_textoir_v1,1.0,mean_std,1,frozen_minilm,adaptive_v1__stackoverflow__kir_0.50__seed_42__ProxyOOS,42,new_run,,0.5252477568335495,1.0249368339888556,False,calibration_threshold_known_only,10,0
0,0.6378333333333334,0.8211940827460592,0.8779263333333335,0.7051200322578862,weighted_class_evidence_parent_margin,stackoverflow,0.015194911869403804,mahalanobis_diag,adaptive_v1,0.7655656945088682,0.787249430288812,0.5487283367094306,0.5936666666666667,0.07466666666666667,1.1776511669158936,0.31933333333333336,0.16677537100258633,0.5,0.787249430288812,0.9253333333333333,1.0,RC-AMBL-KnownOnly,1,0.5487283367094306,0.8447678447678447,0.4063333333333333,protocol_v2_textoir_v1,1.0,mean_std,1,frozen_minilm,adaptive_v1__stackoverflow__kir_0.50__seed_87__KnownOnly,87,new_run,,0.5413010905796388,1.0404817063068805,False,calibration_threshold_known_only,10,0
0,0.6378333333333334,0.8211940827460592,0.8779263333333335,0.7051200322578862,weighted_class_evidence_parent_margin,stackoverflow,0.015194911869403804,mahalanobis_diag,adaptive_v1,0.7655656945088682,0.787249430288812,0.5487283367094306,0.5936666666666667,0.07466666666666667,2.4070663452148438,0.31933333333333336,0.16847252899970044,0.5,0.787249430288812,0.9253333333333333,1.0,RC-AMBL-ProxyOOS,1,0.5487283367094306,0.8447678447678447,0.4063333333333333,protocol_v2_textoir_v1,1.0,mean_std,1,frozen_minilm,adaptive_v1__stackoverflow__kir_0.50__seed_87__ProxyOOS,87,new_run,,0.5413010905796388,1.0404817063068805,False,calibration_threshold_known_only,10,0
