dataset,kir,seed,method,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,source,recipe,geometry,checkpoint,validation_selection
banking77,0.6,13,Ours,0.7160381644706951,0.8068115515075241,0.7659090909090909,0.9059782608695652,0.36451612903225805,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir60_seed13/Ours.json,temperature10,"{""boundary"": ""intent_quantile_0.99"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 3, ""known_correct_accept_rate"": 0.8901098901098901, ""known_coverage"": 0.9010989010989011, ""known_wrong_accept_rate"": 0.01098901098901099, ""rule"": ""nearest_sphere"", ""threshold"": 2.6461375231512276, ""utility"": 0.8461538461538461}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir60_seed13_temperature10/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.8,42,Ours,0.5627062706270627,0.8466381361174714,0.787012987012987,0.8907258064516129,0.43166666666666664,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir80_seed42/Ours.json,all6,"{""boundary"": ""mean_std_1.5"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 1.0, ""k"": 1, ""known_correct_accept_rate"": 0.8924050632911392, ""known_coverage"": 0.9012658227848102, ""known_wrong_accept_rate"": 0.008860759493670886, ""rule"": ""nearest_sphere"", ""threshold"": 8.801481238246458, ""utility"": 0.8569620253164557}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir80_seed42_all6/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.75,42,Ours,0.6473029045643154,0.8479771817240028,0.7954545454545454,0.9060344827586206,0.38421052631578945,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir75_seed42/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 1.0, ""k"": 3, ""known_correct_accept_rate"": 0.8867667121418826, ""known_coverage"": 0.9004092769440655, ""known_wrong_accept_rate"": 0.013642564802182811, ""rule"": ""nearest_sphere"", ""threshold"": 7.342145524534911, ""utility"": 0.8321964529331515}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir75_seed42_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.6,87,Ours,0.7815800591465991,0.8190691406000256,0.7987012987012987,0.8902173913043478,0.2540322580645161,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir60_seed87/Ours.json,temperature10,"{""boundary"": ""intent_quantile_0.99"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 3, ""known_correct_accept_rate"": 0.8854166666666666, ""known_coverage"": 0.9010416666666666, ""known_wrong_accept_rate"": 0.015625, ""rule"": ""nearest_sphere"", ""threshold"": 2.207499606326772, ""utility"": 0.8229166666666666}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir60_seed87_temperature10/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.25,42,Ours,0.8890429958391124,0.7484371937815101,0.8376623376623377,0.8907894736842106,0.1711206896551724,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir25_seed42/Ours.json,lr_low,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 3, ""known_correct_accept_rate"": 0.9024390243902439, ""known_coverage"": 0.9024390243902439, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 2.44270349907469, ""utility"": 0.9024390243902439}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir25_seed42_lr_low/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.4,42,Ours,0.8396143733567046,0.7922651921882344,0.8051948051948052,0.882258064516129,0.2190217391304348,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir40_seed42/Ours.json,last1,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 4, ""known_correct_accept_rate"": 0.897172236503856, ""known_coverage"": 0.9023136246786633, ""known_wrong_accept_rate"": 0.005141388174807198, ""rule"": ""nearest_sphere"", ""threshold"": 2.688418118612847, ""utility"": 0.8766066838046273}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir40_seed42_last1/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.7,42,Ours,0.6840579710144927,0.8395497549178196,0.7892857142857143,0.9004629629629629,0.358695652173913,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir70_seed42/Ours.json,lr_high,"{""boundary"": ""mean_std_1.5"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 2.0, ""k"": 5, ""known_correct_accept_rate"": 0.8903703703703704, ""known_coverage"": 0.9007407407407407, ""known_wrong_accept_rate"": 0.01037037037037037, ""rule"": ""nearest_sphere"", ""threshold"": 11.721118730938613, ""utility"": 0.8488888888888889}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir70_seed42_lr_high/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.25,13,Ours,0.905821532928748,0.753456009332402,0.8581168831168832,0.85,0.1314655172413793,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir25_seed13/Ours.json,lr_low,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 3, ""known_correct_accept_rate"": 0.9029850746268657, ""known_coverage"": 0.9029850746268657, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 2.290285762348078, ""utility"": 0.9029850746268657}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir25_seed13_lr_low/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.3,42,Ours,0.8777367773677737,0.7585707276005627,0.8285714285714286,0.8684782608695653,0.17407407407407408,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir30_seed42/Ours.json,compact_margin,"{""boundary"": ""center_quantile_0.5"", ""distance"": ""euclidean"", ""fusion"": ""max_ratio"", ""fusion_weight"": 2.0, ""k"": 4, ""known_correct_accept_rate"": 0.9010238907849829, ""known_coverage"": 0.9010238907849829, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 1.6727290232079968, ""utility"": 0.9010238907849829}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir30_seed42_compact_margin/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.1,42,Ours,0.9180011576307158,0.5769821279919273,0.8600649350649351,0.8625,0.13804347826086957,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir10_seed42/Ours.json,last2,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""ratio"", ""fusion_weight"": 2.0, ""k"": 1, ""known_correct_accept_rate"": 0.9065420560747663, ""known_coverage"": 0.9065420560747663, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 2.8952282503243656, ""utility"": 0.9065420560747663}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir10_seed42_last2/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.2,42,Ours,0.8892756145312161,0.6927751658391578,0.8308441558441558,0.8783333333333333,0.17580645161290323,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir20_seed42/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 1, ""known_correct_accept_rate"": 0.9030612244897959, ""known_coverage"": 0.9030612244897959, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 2.5934269916253467, ""utility"": 0.9030612244897959}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir20_seed42_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.5,87,Ours,0.8223978014428032,0.7974667810631252,0.8012987012987013,0.8986842105263158,0.2326923076923077,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir50_seed87/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 2.0, ""k"": 5, ""known_correct_accept_rate"": 0.8881856540084389, ""known_coverage"": 0.9008438818565401, ""known_wrong_accept_rate"": 0.012658227848101266, ""rule"": ""nearest_sphere"", ""threshold"": 10.347907791272105, ""utility"": 0.8375527426160337}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir50_seed87_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.1,13,Ours,0.9403125588401431,0.6308911651480006,0.8957792207792208,0.83125,0.09528985507246376,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir10_seed13/Ours.json,last2,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""ratio"", ""fusion_weight"": 2.0, ""k"": 1, ""known_correct_accept_rate"": 0.9017857142857143, ""known_coverage"": 0.9017857142857143, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 2.796446436481027, ""utility"": 0.9017857142857143}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir10_seed13_last2/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.9,87,Ours,0.5707006369426751,0.8669797200945929,0.8298701298701299,0.9126811594202898,0.3,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir90_seed87/Ours.json,lr_high,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""max_ratio"", ""fusion_weight"": 2.0, ""k"": 2, ""known_correct_accept_rate"": 0.8766816143497758, ""known_coverage"": 0.9002242152466368, ""known_wrong_accept_rate"": 0.023542600896860985, ""rule"": ""nearest_sphere"", ""threshold"": 1.760139493271537, ""utility"": 0.7825112107623319}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir90_seed87_lr_high/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.8,13,Ours,0.6195826645264848,0.8476077354742177,0.7993506493506494,0.8951612903225806,0.3566666666666667,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir80_seed13/Ours.json,all6,"{""boundary"": ""mean_std_1.5"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 1.0, ""k"": 1, ""known_correct_accept_rate"": 0.8828402366863906, ""known_coverage"": 0.9005917159763314, ""known_wrong_accept_rate"": 0.01775147928994083, ""rule"": ""nearest_sphere"", ""threshold"": 8.668624645186588, ""utility"": 0.8118343195266272}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir80_seed13_all6/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.2,87,Ours,0.8311569301260023,0.6408926980509771,0.7545454545454545,0.8816666666666667,0.2685483870967742,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir20_seed87/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 1, ""known_correct_accept_rate"": 0.9011627906976745, ""known_coverage"": 0.9011627906976745, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 3.1612050957117015, ""utility"": 0.9011627906976745}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir20_seed87_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.5,13,Ours,0.7789322823360803,0.7980141155924999,0.7785714285714286,0.9052631578947369,0.3032051282051282,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir50_seed13/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 2.0, ""k"": 5, ""known_correct_accept_rate"": 0.8918918918918919, ""known_coverage"": 0.9015444015444015, ""known_wrong_accept_rate"": 0.009652509652509652, ""rule"": ""nearest_sphere"", ""threshold"": 13.140002161311884, ""utility"": 0.8532818532818532}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir50_seed13_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.5,42,Ours,0.824905400756794,0.8165007317766803,0.8136363636363636,0.9026315789473685,0.23141025641025642,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir50_seed42/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 2.0, ""k"": 5, ""known_correct_accept_rate"": 0.8959183673469387, ""known_coverage"": 0.9020408163265307, ""known_wrong_accept_rate"": 0.006122448979591836, ""rule"": ""nearest_sphere"", ""threshold"": 10.867595024540393, ""utility"": 0.8714285714285714}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir50_seed42_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.3,87,Ours,0.8480404551201012,0.7437429550379961,0.797077922077922,0.8717391304347826,0.22361111111111112,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir30_seed87/Ours.json,compact_margin,"{""boundary"": ""center_quantile_0.5"", ""distance"": ""euclidean"", ""fusion"": ""max_ratio"", ""fusion_weight"": 2.0, ""k"": 4, ""known_correct_accept_rate"": 0.8981132075471698, ""known_coverage"": 0.9018867924528302, ""known_wrong_accept_rate"": 0.0037735849056603774, ""rule"": ""nearest_sphere"", ""threshold"": 1.6828353434703214, ""utility"": 0.8830188679245283}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir30_seed87_compact_margin/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.2,13,Ours,0.9240426867545511,0.7397519297033889,0.8792207792207792,0.8483333333333334,0.10967741935483871,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir20_seed13/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 1, ""known_correct_accept_rate"": 0.9014084507042254, ""known_coverage"": 0.9014084507042254, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 2.2519835826871515, ""utility"": 0.9014084507042254}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir20_seed13_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.8,87,Ours,0.6568627450980392,0.8459726749411223,0.8081168831168831,0.910483870967742,0.33,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir80_seed87/Ours.json,all6,"{""boundary"": ""mean_std_1.5"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 1.0, ""k"": 1, ""known_correct_accept_rate"": 0.8795944233206591, ""known_coverage"": 0.9011406844106464, ""known_wrong_accept_rate"": 0.021546261089987327, ""rule"": ""nearest_sphere"", ""threshold"": 11.40504709410062, ""utility"": 0.7934093789607097}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir80_seed87_all6/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.7,87,Ours,0.7671673819742489,0.839416806844316,0.814935064935065,0.8939814814814815,0.22282608695652173,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir70_seed87/Ours.json,lr_high,"{""boundary"": ""mean_std_1.5"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 2.0, ""k"": 5, ""known_correct_accept_rate"": 0.8813314037626628, ""known_coverage"": 0.9001447178002895, ""known_wrong_accept_rate"": 0.01881331403762663, ""rule"": ""nearest_sphere"", ""threshold"": 10.40186707596238, ""utility"": 0.8060781476121563}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir70_seed87_lr_high/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
