dataset,kir,comparator,comparator_label,metric,metric_label,n_seeds,mean_delta,std_delta,median_delta,ci95_low,ci95_high,wins,ties,losses
clinc150,0.25,single_centroid,Frozen K=1,known_recall,Known Recall,5,-0.04315789473684206,0.005527011930534507,-0.041228070175438614,-0.04789473684210523,-0.03982456140350869,0,0,5
clinc150,0.25,single_centroid,Frozen K=1,false_accept_rate,False acceptance,5,-0.027982456140350876,0.003517669639436468,-0.026535087719298203,-0.031140350877193003,-0.026096491228070163,0,0,5
clinc150,0.5,single_centroid,Frozen K=1,oos_f1,OOS F1,5,0.014960833899474047,0.0018216584726809782,0.01510948902298459,0.013612461097290706,0.01639303301791899,5,0,0
clinc150,0.5,single_centroid,Frozen K=1,f1_all,F1-All,5,0.015472778084784245,0.0040930124718648484,0.0137014471553345,0.012488649925910523,0.018988162559999133,5,0,0
clinc150,0.5,single_centroid,Frozen K=1,known_recall,Known Recall,5,-0.0431111111111111,0.011942247860039465,-0.04266666666666663,-0.0528,-0.033511111111111117,0,0,5
clinc150,0.5,single_centroid,Frozen K=1,false_accept_rate,False acceptance,5,-0.051246376811594184,0.007092274463657138,-0.05101449275362321,-0.056695652173913036,-0.045797101449275325,0,0,5
clinc150,0.75,single_centroid,Frozen K=1,oos_f1,OOS F1,5,0.011027542276440937,0.00462887387289671,0.010798648630164998,0.007353904113959464,0.014727872449514567,5,0,0
clinc150,0.75,single_centroid,Frozen K=1,f1_all,F1-All,5,0.011714999362909474,0.00492645897544741,0.010591658714924845,0.008639967088291733,0.01620570997310411,5,0,0
clinc150,0.75,single_centroid,Frozen K=1,known_recall,Known Recall,5,-0.039523809523809496,0.004721742839479583,-0.04077380952380949,-0.04315476190476186,-0.03589285714285713,0,0,5
clinc150,0.75,single_centroid,Frozen K=1,false_accept_rate,False acceptance,5,-0.060854700854700884,0.006435846357954424,-0.0581196581196581,-0.06615384615384617,-0.05606837606837609,0,0,5
stackoverflow,0.25,single_centroid,Frozen K=1,oos_f1,OOS F1,5,0.05997615649869357,0.04149836934960367,0.07134509273765133,0.025485503492097085,0.09076630997510597,5,0,0
stackoverflow,0.25,single_centroid,Frozen K=1,f1_all,F1-All,5,0.06625673043494591,0.03795541841123324,0.07956530040805343,0.0342853583053027,0.09240177811799852,5,0,0
stackoverflow,0.25,single_centroid,Frozen K=1,known_recall,Known Recall,5,-0.01319999999999999,0.017084105673598107,-0.006000000000000005,-0.029066666666666664,-0.0038666666666666407,0,0,5
stackoverflow,0.25,single_centroid,Frozen K=1,false_accept_rate,False acceptance,5,-0.11106666666666669,0.07435971961508842,-0.1317777777777778,-0.16564444444444443,-0.04862222222222227,0,0,5
stackoverflow,0.5,single_centroid,Frozen K=1,oos_f1,OOS F1,5,0.11121070917264594,0.04074117608121342,0.10306261819864027,0.07926940873078081,0.14315200961451108,5,0,0
stackoverflow,0.5,single_centroid,Frozen K=1,f1_all,F1-All,5,0.06571131259481078,0.024795340481395315,0.057343309839071654,0.05213353256707931,0.0880691627681774,5,0,0
stackoverflow,0.5,single_centroid,Frozen K=1,known_recall,Known Recall,5,-0.032533333333333345,0.011280760415661527,-0.03433333333333333,-0.041266666666666695,-0.023799999999999998,0,0,5
stackoverflow,0.5,single_centroid,Frozen K=1,false_accept_rate,False acceptance,5,-0.20366666666666666,0.05783309317913637,-0.184,-0.2482666666666667,-0.15906666666666663,0,0,5
stackoverflow,0.75,single_centroid,Frozen K=1,oos_f1,OOS F1,5,0.1069848305862825,0.06385477471495032,0.10048794787778659,0.05547684517957452,0.15081020115293609,5,0,0
stackoverflow,0.75,single_centroid,Frozen K=1,f1_all,F1-All,5,0.06042050272246054,0.015846973392627372,0.05429930390854898,0.0491455800086994,0.07433059361914258,5,0,0
stackoverflow,0.75,single_centroid,Frozen K=1,known_recall,Known Recall,5,-0.03506666666666665,0.007066526902880607,-0.03599999999999992,-0.04053333333333329,-0.029600000000000005,0,0,5
stackoverflow,0.75,single_centroid,Frozen K=1,false_accept_rate,False acceptance,5,-0.24026666666666668,0.11104413536968082,-0.2306666666666667,-0.32186666666666663,-0.15466666666666667,0,0,5
banking77,0.25,random_partition,Random K=2,oos_f1,OOS F1,5,0.06648992298504963,0.01358100665710224,0.06287167499389901,0.05664986156442338,0.07690084030678186,5,0,0
banking77,0.25,random_partition,Random K=2,f1_all,F1-All,5,0.09195491647336082,0.019044693781122276,0.08731213842624552,0.07772951189154458,0.10618032105517708,5,0,0
banking77,0.25,random_partition,Random K=2,known_recall,Known Recall,5,-0.02894736842105261,0.00483451922917731,-0.02894736842105261,-0.032631578947368386,-0.02526315789473683,0,0,5
banking77,0.25,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.1198275862068966,0.021402500631788272,-0.1129310344827587,-0.13810344827586207,-0.10413793103448281,0,0,5
banking77,0.5,random_partition,Random K=2,oos_f1,OOS F1,5,0.11941976656247251,0.019676090832228394,0.11507569387460281,0.10626106154200006,0.13672781866827782,5,0,0
banking77,0.5,random_partition,Random K=2,f1_all,F1-All,5,0.06953501225510954,0.01541260873512025,0.060914058978160046,0.06035891131645803,0.08381813153978315,5,0,0
banking77,0.5,random_partition,Random K=2,known_recall,Known Recall,5,-0.0375,0.007008972287060022,-0.03486842105263155,-0.04368421052631579,-0.03302631578947368,0,0,5
banking77,0.5,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.20756410256410263,0.03194019209612569,-0.1967948717948718,-0.23679487179487185,-0.18910256410256418,0,0,5
banking77,0.75,random_partition,Random K=2,oos_f1,OOS F1,5,0.15274607373182375,0.02511613227844314,0.14681745878723618,0.1377848285818973,0.17444044515490167,5,0,0
banking77,0.75,random_partition,Random K=2,f1_all,F1-All,5,0.05237721006616709,0.006617463604114146,0.05169535308799422,0.048039600313613914,0.0580311987027947,5,0,0
banking77,0.75,random_partition,Random K=2,known_recall,Known Recall,5,-0.04862068965517239,0.007920954989325841,-0.04655172413793096,-0.05482758620689656,-0.04293103448275857,0,0,5
banking77,0.75,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.29710526315789476,0.022103696686351305,-0.2947368421052632,-0.31552631578947377,-0.28210526315789475,0,0,5
clinc150,0.25,random_partition,Random K=2,oos_f1,OOS F1,5,0.009242994189446874,0.0035631844940414922,0.009432294957740783,0.00647983555346836,0.012006152825425387,5,0,0
clinc150,0.25,random_partition,Random K=2,f1_all,F1-All,5,0.009095768638449875,0.006893999125192934,0.010659288850810356,0.0031422042519179127,0.013957631824981132,4,0,1
clinc150,0.25,random_partition,Random K=2,known_recall,Known Recall,5,-0.052105263157894724,0.007860549760428,-0.052631578947368474,-0.05736842105263158,-0.045263157894736825,0,0,5
clinc150,0.25,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.02934210526315788,0.005259501654007475,-0.0307017543859649,-0.03342105263157894,-0.02526315789473682,0,0,5
clinc150,0.5,random_partition,Random K=2,oos_f1,OOS F1,5,0.013703034269944592,0.002716870553050791,0.014203939411040811,0.011486038417956989,0.015690966600386824,5,0,0
clinc150,0.5,random_partition,Random K=2,f1_all,F1-All,5,0.010659075969319188,0.0036681113465217986,0.009322782934690577,0.007824314410554955,0.013493837528083419,5,0,0
clinc150,0.5,random_partition,Random K=2,known_recall,Known Recall,5,-0.050311111111111105,0.012050920768058547,-0.05155555555555558,-0.05973333333333335,-0.040000000000000015,0,0,5
clinc150,0.5,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.052695652173913046,0.0074926274763019605,-0.0562318840579711,-0.05843478260869567,-0.04695652173913042,0,0,5
clinc150,0.75,random_partition,Random K=2,oos_f1,OOS F1,5,0.006441878353032493,0.006293576459949825,0.004986614332244121,0.0014777262847834205,0.011406030421281566,5,0,0
clinc150,0.75,random_partition,Random K=2,f1_all,F1-All,5,0.005671106931750059,0.007320764260424298,0.003346447853708301,0.0007537698182375818,0.011631525852973269,4,0,1
clinc150,0.75,random_partition,Random K=2,known_recall,Known Recall,5,-0.04928571428571429,0.004661326208080715,-0.05089285714285707,-0.05244047619047616,-0.04523809523809528,0,0,5
clinc150,0.75,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.062051282051282054,0.009335430715154275,-0.057692307692307696,-0.07008547008547009,-0.05564102564102565,0,0,5
stackoverflow,0.25,random_partition,Random K=2,oos_f1,OOS F1,5,0.06369549246168012,0.04484290532946399,0.073882208623129,0.02810531685454769,0.09714570327254997,5,0,0
stackoverflow,0.25,random_partition,Random K=2,f1_all,F1-All,5,0.06772718777879727,0.0398063347099986,0.08273480968158453,0.03428246925725074,0.09504941252264656,5,0,0
stackoverflow,0.25,random_partition,Random K=2,known_recall,Known Recall,5,-0.018000000000000016,0.018293896978682996,-0.010666666666666713,-0.034533333333333346,-0.00746666666666671,0,0,5
stackoverflow,0.25,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.11835555555555555,0.07958249078475851,-0.13733333333333328,-0.17724444444444445,-0.05408888888888885,0,0,5
stackoverflow,0.5,random_partition,Random K=2,oos_f1,OOS F1,5,0.11790698965739932,0.04246416186039895,0.10803426920156944,0.08458727496814253,0.1512267043466561,5,0,0
stackoverflow,0.5,random_partition,Random K=2,f1_all,F1-All,5,0.06746682383061849,0.025526696554622336,0.05802117093421855,0.0533410353746598,0.09057038093325735,5,0,0
stackoverflow,0.5,random_partition,Random K=2,known_recall,Known Recall,5,-0.03746666666666667,0.012876766329754964,-0.04266666666666663,-0.04706666666666668,-0.02786666666666666,0,0,5
stackoverflow,0.5,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.21639999999999998,0.05997379057184527,-0.1936666666666667,-0.2624666666666667,-0.1703333333333333,0,0,5
stackoverflow,0.75,random_partition,Random K=2,oos_f1,OOS F1,5,0.11293861135866809,0.06540985754847461,0.10760490636644338,0.060694476275378384,0.1578579038885342,5,0,0
stackoverflow,0.75,random_partition,Random K=2,f1_all,F1-All,5,0.06200851699830545,0.015134753306726959,0.056989047056877906,0.051363635553573664,0.07488754071145753,5,0,0
stackoverflow,0.75,random_partition,Random K=2,known_recall,Known Recall,5,-0.04079999999999999,0.006119388333832617,-0.04177777777777769,-0.04542222222222221,-0.03586666666666669,0,0,5
stackoverflow,0.75,random_partition,Random K=2,false_accept_rate,False acceptance,5,-0.25759999999999994,0.11131796301086758,-0.2533333333333333,-0.3394666666666667,-0.1708,0,0,5
banking77,0.25,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.05875987987903901,0.02059808717671888,0.07033663952776192,0.04128819713503866,0.07384658457603906,5,0,0
banking77,0.25,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.07410409057541474,0.014620944040283714,0.06829979367188965,0.06508033761141067,0.08646468793210371,5,0,0
banking77,0.25,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.0005263157894736858,0.016659162668964604,0.001315789473684159,-0.013947368421052597,0.011842105263157876,3,0,2
banking77,0.25,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.10000000000000002,0.033586133877283854,-0.10991379310344832,-0.1247413793103449,-0.07146551724137928,0,0,5
banking77,0.5,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.08102491487210714,0.02601641501303108,0.07703483782743159,0.060347680529052795,0.09895093242005967,5,0,0
banking77,0.5,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.05509624355484759,0.011250693209497046,0.05597822175125966,0.046722018611790615,0.06383667761097837,5,0,0
banking77,0.5,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.003421052631578947,0.010478922916252647,-0.003947368421052588,-0.011578947368421067,0.004736842105263173,2,0,3
banking77,0.5,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.1330769230769231,0.04758422754835992,-0.1320512820512821,-0.16743589743589748,-0.09461538461538466,0,0,5
banking77,0.75,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.093424711070215,0.020887521194779574,0.09260847751145063,0.07713912906393465,0.10869372663621486,5,0,0
banking77,0.75,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.03868197538699889,0.007269383935126864,0.03625739558700758,0.034195433540150776,0.045190961309168,5,0,0
banking77,0.75,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.007241379310344809,0.00602986276348746,-0.006896551724137945,-0.011724137931034485,-0.002586206896551668,1,0,4
banking77,0.75,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.1647368421052632,0.02881849302385897,-0.17368421052631589,-0.1857894736842106,-0.13999999999999996,0,0,5
clinc150,0.25,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.006924353219263324,0.00323401805782717,0.006451323865418024,0.004609119539143602,0.009624766480954509,5,0,0
clinc150,0.25,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.01676471645574078,0.0078315996162561,0.01923773814290719,0.009610508430368658,0.021909924869061424,5,0,0
clinc150,0.25,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.007192982456140329,0.006692010920266888,-0.00877192982456143,-0.012280701754385915,-0.0019298245614035147,1,0,4
clinc150,0.25,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.01491228070175438,0.006120739358312642,-0.0160087719298245,-0.01969298245614034,-0.010657894736842099,0,0,5
clinc150,0.5,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.01238834108552742,0.003681574543351247,0.013538491229166838,0.009065836681943763,0.014532074816888563,5,0,0
clinc150,0.5,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.01722303047500564,0.0033720892228502825,0.01618810348109856,0.014850598798411375,0.02021208144310114,5,0,0
clinc150,0.5,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.006933333333333324,0.011175811622969432,-0.007555555555555538,-0.015555555555555545,0.0016888888888888954,1,1,3
clinc150,0.5,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.02747826086956522,0.01169054177811032,-0.03275362318840581,-0.034376811594202916,-0.017101449275362314,0,0,5
clinc150,0.75,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.013454772794569636,0.007168643750599388,0.011128135128638084,0.008720742782478141,0.01973156803138374,5,0,0
clinc150,0.75,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.014778695780525842,0.006875660902795369,0.015490436611982794,0.008681630550272445,0.020143367319153983,5,0,0
clinc150,0.75,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.006845238095238071,0.007356670889469186,-0.008928571428571397,-0.01124999999999996,-0.00011904761904761863,1,0,4
clinc150,0.75,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.03307692307692308,0.006727207034578607,-0.031623931623931706,-0.038803418803418845,-0.028290598290598302,0,0,5
stackoverflow,0.25,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.08818224835352187,0.044717847207543494,0.06970045064326291,0.05564394580410055,0.12458073423737488,5,0,0
stackoverflow,0.25,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.10838199178446455,0.037375188315083706,0.096551674768944,0.08037579902700001,0.13924611564119652,5,0,0
stackoverflow,0.25,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.009200000000000009,0.01926078341547343,-0.021333333333333315,-0.022933333333333316,0.006933333333333303,2,0,3
stackoverflow,0.25,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.1562222222222222,0.07656289273015929,-0.128,-0.2199111111111111,-0.10035555555555556,0,0,5
stackoverflow,0.5,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.24141215790063958,0.031610199739354944,0.23785965820697796,0.21624001811829477,0.2665842976829844,5,0,0
stackoverflow,0.5,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.1379194718579801,0.03138694633531722,0.12652548309289846,0.1152772078182643,0.1618391208148657,5,0,0
stackoverflow,0.5,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.029933333333333347,0.010261578825892263,-0.033333333333333326,-0.03626666666666669,-0.020399999999999995,0,0,5
stackoverflow,0.5,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.37826666666666664,0.036115862935219435,-0.3776666666666667,-0.4068666666666667,-0.3496666666666667,0,0,5
stackoverflow,0.75,fixed_k2,Frozen K=2,oos_f1,OOS F1,5,0.3266908681220603,0.08879571253537319,0.3384698248693119,0.24787129433420327,0.3931286054940855,5,0,0
stackoverflow,0.75,fixed_k2,Frozen K=2,f1_all,F1-All,5,0.12814158057714672,0.025033248516390928,0.12262829859915847,0.1135416993785358,0.15050927839723677,5,0,0
stackoverflow,0.75,fixed_k2,Frozen K=2,known_recall,Known Recall,5,-0.03906666666666665,0.011595443975443744,-0.04444444444444451,-0.047733333333333315,-0.029555555555555512,0,0,5
stackoverflow,0.75,fixed_k2,Frozen K=2,false_accept_rate,False acceptance,5,-0.5286666666666667,0.13021008665486195,-0.544,-0.622,-0.4144,0,0,5
banking77,0.25,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.013546323975643194,0.01714990125207737,0.017914197540567,-0.001005121914908913,0.025287528778249514,4,0,1
banking77,0.25,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.22634433973076148,0.03133658633913606,0.24443921648790823,0.20274250545732678,0.24994617400419622,5,0,0
banking77,0.25,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.41868421052631577,0.025093316146644635,0.42499999999999993,0.3989473684210527,0.4376315789473685,5,0,0
banking77,0.25,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.08827586206896551,0.031263225501021216,0.08836206896551721,0.0665517241379311,0.11474137931034481,5,0,0
banking77,0.5,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.08570376379212186,0.017664379841200162,0.09622044476300284,0.06974518504583802,0.09699394989919967,5,0,0
banking77,0.5,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.33072742649414905,0.023472396101378898,0.33353934674742824,0.31199210754911094,0.34929372776613504,5,0,0
banking77,0.5,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.48802631578947375,0.019962525487089933,0.48486842105263167,0.4727631578947368,0.5035526315789474,5,0,0
banking77,0.5,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.14653846153846156,0.029801143476907575,0.1378205128205128,0.12474358974358976,0.17192307692307698,5,0,0
banking77,0.75,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.21018989377259484,0.02776370948821111,0.20787427246962198,0.1909750148836277,0.23362063613635273,5,0,0
banking77,0.75,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.41738292213519407,0.018386144778745454,0.4192764640020485,0.4028365988765635,0.4319292453938247,5,0,0
banking77,0.75,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.5364655172413793,0.013168085811828592,0.5387931034482758,0.5253448275862069,0.5460344827586207,5,0,0
banking77,0.75,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.18842105263157893,0.0451739481954795,0.1960526315789474,0.15184210526315792,0.22236842105263155,5,0,0
clinc150,0.25,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.027806639669319,0.005124942391131956,0.026882173672822973,0.02427482255102793,0.03221747581658627,5,0,0
clinc150,0.25,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.2744957991824698,0.026948088532755644,0.26910152106056706,0.25466798813778296,0.2969044368693535,5,0,0
clinc150,0.25,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.36526315789473685,0.02306367061921234,0.368421052631579,0.3471929824561404,0.3828070175438597,5,0,0
clinc150,0.25,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.02578947368421054,0.009852081990344761,0.029824561403508802,0.01710526315789474,0.03280701754385969,5,0,0
clinc150,0.5,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.09119903794751208,0.002648807906349657,0.0910004449298224,0.08901098836735102,0.09329308897871473,5,0,0
clinc150,0.5,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.36862816558049366,0.011409693469170147,0.37130124057926317,0.3591524288707181,0.37710210599786337,5,0,0
clinc150,0.5,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.4287111111111111,0.012635829910649503,0.428888888888889,0.4187555555555555,0.4381333333333334,5,0,0
clinc150,0.5,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.027884057971014498,0.007595640974581722,0.026666666666666596,0.0222608695652174,0.03408695652173914,5,0,0
clinc150,0.75,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.169177800446872,0.0023994656141041004,0.1678670276169807,0.1675164026057816,0.17131080669183088,5,0,0
clinc150,0.75,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.4111536689108507,0.01071611663329772,0.41258335772980553,0.40234654395499914,0.41923931728234115,5,0,0
clinc150,0.75,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.4592261904761905,0.00583211843519804,0.4604166666666667,0.45494047619047623,0.46375,5,0,0
clinc150,0.75,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.03188034188034188,0.004374866287887089,0.030769230769230802,0.02871794871794872,0.03564102564102562,5,0,0
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.06039685255607961,0.01309872016583242,0.06250290094792432,0.050234303119067555,0.07055940199309166,5,0,0
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.33566881966552153,0.05135451336573523,0.35271439533850335,0.29573926253931193,0.375598376791731,5,0,0
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.5168,0.050829562701684206,0.5186666666666666,0.47519999999999996,0.5533333333333333,5,0,0
stackoverflow,0.25,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.029111111111111098,0.0195018201113209,0.0268888888888889,0.014666666666666661,0.04515555555555554,5,0,0
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.1475072375603531,0.018587290515829465,0.14387130936946435,0.1334273032998056,0.16178485494688588,5,0,0
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.43252738126445783,0.04267434671428836,0.4109591319838143,0.40388950554197417,0.46848621849235494,5,0,0
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.5680000000000001,0.024869660230891797,0.5606666666666666,0.5546666666666668,0.5900666666666667,5,0,0
stackoverflow,0.5,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.0854666666666667,0.030145572735570236,0.0843333333333334,0.06026666666666669,0.10893333333333335,5,0,0
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,oos_f1,OOS F1,5,0.3071538117740757,0.02845545597746744,0.31118547726142515,0.2842226972974265,0.3275709418286498,5,0,0
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,f1_all,F1-All,5,0.5418678928158714,0.025918955930706714,0.5527218610049904,0.5210963834301496,0.5615604874234101,5,0,0
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,known_recall,Known Recall,5,0.6294222222222222,0.0207522719267905,0.6335555555555556,0.6138222222222223,0.6446222222222223,5,0,0
stackoverflow,0.75,mogb_minilm,MOGB-MiniLM,false_accept_rate,False acceptance,5,0.08133333333333334,0.05559576322786553,0.059333333333333294,0.0390666666666667,0.1257333333333333,5,0,0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,-0.004021600184011742,0.014905978627360674,-0.0013506360732762346,-0.01718786494075535,0.005937509444496447,2,0,3
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.07360488878673092,0.024655724368983157,0.07029449507271113,0.05420872358040496,0.09300105399305689,5,0,0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.201578947368421,0.03749884578094433,0.20394736842105265,0.17342105263157892,0.22999999999999998,5,0,0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.06310344827586206,0.030300835077946727,0.0573275862068966,0.04146551724137933,0.08844827586206896,5,0,0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,0.04166585883096015,0.01580660197293649,0.048132883637863055,0.02766372632348797,0.052250357464252994,5,0,0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.16863831395599443,0.01857762231682928,0.1711582019841157,0.1535740781700775,0.18243896918920804,5,0,0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.3002631578947369,0.018877108401623578,0.3013157894736842,0.28578947368421054,0.31473684210526315,5,0,0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.12243589743589745,0.026402942726434633,0.11282051282051281,0.10256410256410256,0.1433333333333334,5,0,0
