ci95_high,ci95_low,dataset,left_method,losses,mean_delta,metric,n,right_method,std_delta,ties,wins
0.0,0.0,banking77,ccsg_k1,0,0.0,f1_k,3,current_k1,0.0,3,0
0.0,0.0,banking77,ccsg_k1,0,0.0,known_recall,3,current_k1,0.0,3,0
0.0,0.0,banking77,ccsg_k1,0,0.0,false_accept_rate,3,current_k1,0.0,3,0
0.0,0.0,banking77,ccsg_k1,0,0.0,false_reject_rate,3,current_k1,0.0,3,0
-0.0891229280024537,-0.15354699002114514,clinc150,ccsg_k2,3,-0.12170782711332273,oos_f1,3,ccsg_k1,0.03221850452163246,0,0
-0.02568202805667541,-0.05600676661250348,clinc150,ccsg_k2,3,-0.0367695275859794,f1_all,3,ccsg_k1,0.016724566736517964,0,0
-0.024836149390731754,-0.05470623030038824,clinc150,ccsg_k2,3,-0.03563701692561486,f1_k,3,ccsg_k1,0.01656289801282913,0,0
0.008000000000000007,-0.01244444444444448,clinc150,ccsg_k2,1,-0.0013333333333333346,known_recall,3,ccsg_k1,0.01033751408854492,0,2
0.19797101449275356,0.10782608695652174,clinc150,ccsg_k2,0,0.15217391304347824,false_accept_rate,3,ccsg_k1,0.045089935566986455,0,3
0.012444444444444439,-0.008,clinc150,ccsg_k2,2,0.0013333333333333298,false_reject_rate,3,ccsg_k1,0.010337514088544893,0,1
-0.08780394619169096,-0.15267127434164074,clinc150,ccsg_k2,3,-0.11257369730022544,oos_f1,3,current_k2_union,0.03504496042514297,0,0
-0.02230123373137749,-0.04164476828023911,clinc150,ccsg_k2,3,-0.031076982278964643,f1_all,3,current_k2_union,0.00979549033419534,0,0
-0.02142786423190679,-0.04016441486608713,clinc150,ccsg_k2,3,-0.029990359412014594,f1_k,3,current_k2_union,0.009471664442127733,0,0
0.008888888888888835,-0.007111111111111068,clinc150,ccsg_k2,2,-0.001185185185185178,known_recall,3,current_k2_union,0.008769569533006609,0,1
0.1971014492753623,0.10231884057971014,clinc150,ccsg_k2,0,0.14038647342995167,false_accept_rate,3,current_k2_union,0.05006723757481421,0,3
0.00711111111111111,-0.00888888888888889,clinc150,ccsg_k2,1,0.0011851851851851826,false_reject_rate,3,current_k2_union,0.008769569533006663,0,2
0.0,0.0,clinc150,ccsg_k1,0,0.0,oos_f1,3,current_k1,0.0,3,0
0.0,0.0,clinc150,ccsg_k1,0,0.0,f1_all,3,current_k1,0.0,3,0
0.0,0.0,clinc150,ccsg_k1,0,0.0,f1_k,3,current_k1,0.0,3,0
0.0,0.0,clinc150,ccsg_k1,0,0.0,known_recall,3,current_k1,0.0,3,0
0.0,0.0,clinc150,ccsg_k1,0,0.0,false_accept_rate,3,current_k1,0.0,3,0
0.0,0.0,clinc150,ccsg_k1,0,0.0,false_reject_rate,3,current_k1,0.0,3,0
-0.00733188188911682,-0.08740367192810405,stackoverflow,ccsg_k2,3,-0.03607141304944781,oos_f1,3,ccsg_k1,0.044561153478424466,0,0
0.0038695102418689897,-0.010280798675408986,stackoverflow,ccsg_k2,2,-0.003947553470168248,f1_all,3,ccsg_k1,0.007190903881601603,0,1
0.005604329799168251,-0.005241320985749476,stackoverflow,ccsg_k2,2,-0.0007351675122402312,f1_k,3,ccsg_k1,0.005650477630967931,0,1
-0.00666666666666671,-0.020666666666666722,stackoverflow,ccsg_k2,3,-0.016000000000000014,known_recall,3,ccsg_k1,0.008082903768654736,0,0
0.07900000000000007,0.0010000000000000009,stackoverflow,ccsg_k2,0,0.030000000000000027,false_accept_rate,3,ccsg_k1,0.042673176586703776,0,3
0.020666666666666667,0.006666666666666668,stackoverflow,ccsg_k2,0,0.016,false_reject_rate,3,ccsg_k1,0.00808290376865476,0,3
-0.05245117598811816,-0.07024864410663811,stackoverflow,ccsg_k2,3,-0.06347285044197347,oos_f1,3,current_k2_union,0.009628504329045464,0,0
0.028389301122360155,0.022255543759598595,stackoverflow,ccsg_k2,0,0.024814618004666555,f1_all,3,current_k2_union,0.0031905079349415283,0,3
0.038253095645259916,0.029726215734370176,stackoverflow,ccsg_k2,0,0.033643364849330504,f1_k,3,current_k2_union,0.004305423590344419,0,3
-0.005333333333333301,-0.026666666666666616,stackoverflow,ccsg_k2,3,-0.01788888888888888,known_recall,3,current_k2_union,0.011157126936693051,0,0
0.05833333333333335,0.04633333333333334,stackoverflow,ccsg_k2,0,0.052222222222222205,false_accept_rate,3,current_k2_union,0.006003085626328939,0,3
0.02666666666666666,0.005333333333333336,stackoverflow,ccsg_k2,0,0.017888888888888888,false_reject_rate,3,current_k2_union,0.01115712693669304,0,3
-0.006543478990695739,-0.06109107962406646,stackoverflow,ccsg_k1,3,-0.04029918574238239,oos_f1,3,current_k1,0.02949416072395958,0,0
-0.0015090225350818942,-0.009070378802753298,stackoverflow,ccsg_k1,3,-0.006275184804969654,f1_all,3,current_k1,0.004148139835986032,0,0
-0.0010055768895205208,-0.003868308720621938,stackoverflow,ccsg_k1,3,-0.0028727847112283897,f1_k,3,current_k1,0.0016182344965079809,0,0
0.0010000000000000009,0.0,stackoverflow,ccsg_k1,0,0.0004444444444444695,known_recall,3,current_k1,0.0005091750772173079,1,2
0.0666666666666666,0.006000000000000005,stackoverflow,ccsg_k1,0,0.039111111111111076,false_accept_rate,3,current_k1,0.030712526097005713,0,3
0.0,-0.0010000000000000009,stackoverflow,ccsg_k1,2,-0.0004444444444444441,false_reject_rate,3,current_k1,0.0005091750772173161,1,0
