phase,dataset,kir,data_seed,distance,k_gate,oos_source,bucket,validation_q20,validation_q80,known_test_count,bucket_oos_count,oos_precision,oos_recall,oos_f1,id_recall,oos_rejection,auroc,aupr_oos,fpr95
tuned,stackoverflow,25,42,euclidean,1,combined,medium,0.8167195141325787,0.9517223070909842,1497,2772,0.9194787838289342,0.9927849927849928,0.9547267996530788,0.8390113560454242,0.9927849927849928,0.9550385041367004,0.9626984126077436,0.1269205076820307
tuned,stackoverflow,25,42,euclidean,1,combined,far,0.8167195141325787,0.9517223070909842,1497,814,0.771563981042654,1.0,0.8710540395933655,0.8390113560454242,1.0,0.9911625051905611,0.9771698941592142,0.0300601202404809
tuned,stackoverflow,25,42,euclidean,1,heldout_unknown,near,0.8167195141325787,0.9517223070909842,1497,907,0.5996677740863787,0.3980154355016538,0.4784625579854208,0.8390113560454242,0.3980154355016538,0.7845017488118464,0.5656603947550569,0.4949899799599198
tuned,stackoverflow,25,42,euclidean,1,heldout_unknown,medium,0.8167195141325787,0.9517223070909842,1497,2772,0.9194787838289342,0.9927849927849928,0.9547267996530788,0.8390113560454242,0.9927849927849928,0.9550385041367004,0.9626984126077436,0.1269205076820307
tuned,stackoverflow,25,42,euclidean,1,heldout_unknown,far,0.8167195141325787,0.9517223070909842,1497,814,0.771563981042654,1.0,0.8710540395933655,0.8390113560454242,1.0,0.9911625051905611,0.9771698941592142,0.0300601202404809
tuned,stackoverflow,25,42,mahalanobis_diag,1,combined,near,0.8167195141325787,0.9517223070909842,1497,907,0.6127717391304348,0.4972436604189636,0.548995739500913,0.8096192384769539,0.4972436604189636,0.7917724460313498,0.5921653397152272,0.4776219104876419
tuned,stackoverflow,25,42,mahalanobis_diag,1,combined,medium,0.8167195141325787,0.9517223070909842,1497,2772,0.905971626525899,0.9906204906204906,0.946407030846114,0.8096192384769539,0.9906204906204906,0.951896819131288,0.960108587226144,0.14562458249833
tuned,stackoverflow,25,42,mahalanobis_diag,1,combined,far,0.8167195141325787,0.9517223070909842,1497,814,0.740673339399454,1.0,0.851019341348667,0.8096192384769539,1.0,0.9879004528303126,0.9651314273684232,0.034068136272545
tuned,stackoverflow,25,42,mahalanobis_diag,1,heldout_unknown,near,0.8167195141325787,0.9517223070909842,1497,907,0.6127717391304348,0.4972436604189636,0.548995739500913,0.8096192384769539,0.4972436604189636,0.7917724460313498,0.5921653397152272,0.4776219104876419
tuned,stackoverflow,25,42,mahalanobis_diag,1,heldout_unknown,medium,0.8167195141325787,0.9517223070909842,1497,2772,0.905971626525899,0.9906204906204906,0.946407030846114,0.8096192384769539,0.9906204906204906,0.951896819131288,0.960108587226144,0.14562458249833
tuned,stackoverflow,25,42,mahalanobis_diag,1,heldout_unknown,far,0.8167195141325787,0.9517223070909842,1497,814,0.740673339399454,1.0,0.851019341348667,0.8096192384769539,1.0,0.9879004528303126,0.9651314273684232,0.034068136272545
tuned,stackoverflow,50,42,euclidean,1,combined,near,0.7731206060452468,0.8962383258859457,2993,615,0.3727544910179641,0.4048780487804878,0.3881527669524552,0.8600066822586034,0.4048780487804878,0.8224724900105667,0.4213014354064983,0.4072836618777146
tuned,stackoverflow,50,42,euclidean,1,combined,medium,0.7731206060452468,0.8962383258859457,2993,1727,0.7902902902902903,0.9143022582513028,0.8477852348993289,0.8600066822586034,0.9143022582513028,0.9307190624872436,0.8044734234154325,0.1566989642499164
tuned,stackoverflow,50,42,euclidean,1,combined,far,0.7731206060452468,0.8962383258859457,2993,655,0.6098696461824954,1.0,0.7576633892423366,0.8600066822586034,1.0,0.9662311296332664,0.7291324757981681,0.0704978282659539
tuned,stackoverflow,50,42,euclidean,1,heldout_unknown,near,0.7731206060452468,0.8962383258859457,2993,615,0.3727544910179641,0.4048780487804878,0.3881527669524552,0.8600066822586034,0.4048780487804878,0.8224724900105667,0.4213014354064983,0.4072836618777146
tuned,stackoverflow,50,42,euclidean,1,heldout_unknown,medium,0.7731206060452468,0.8962383258859457,2993,1727,0.7902902902902903,0.9143022582513028,0.8477852348993289,0.8600066822586034,0.9143022582513028,0.9307190624872436,0.8044734234154325,0.1566989642499164
tuned,stackoverflow,50,42,euclidean,1,heldout_unknown,far,0.7731206060452468,0.8962383258859457,2993,655,0.6098696461824954,1.0,0.7576633892423366,0.8600066822586034,1.0,0.9662311296332664,0.7291324757981681,0.0704978282659539
tuned,stackoverflow,50,42,mahalanobis_diag,1,combined,near,0.7731206060452468,0.8962383258859457,2993,615,0.3588456712672522,0.465040650406504,0.405099150141643,0.8292682926829268,0.465040650406504,0.8167322668883221,0.3785450149454781,0.3935850317407283
tuned,stackoverflow,50,42,mahalanobis_diag,1,combined,medium,0.7731206060452468,0.8962383258859457,2993,1727,0.759981211836543,0.9368847712796756,0.8392116182572614,0.8292682926829268,0.9368847712796756,0.9271179171009134,0.8349848134218472,0.1734046107584363
tuned,stackoverflow,50,42,mahalanobis_diag,1,combined,far,0.7731206060452468,0.8962383258859457,2993,655,0.5617495711835334,1.0,0.7193849533223503,0.8292682926829268,1.0,0.9678180385275568,0.8265070084599986,0.0985633144002672
tuned,stackoverflow,50,42,mahalanobis_diag,1,heldout_unknown,near,0.7731206060452468,0.8962383258859457,2993,615,0.3588456712672522,0.465040650406504,0.405099150141643,0.8292682926829268,0.465040650406504,0.8167322668883221,0.3785450149454781,0.3935850317407283
tuned,stackoverflow,50,42,mahalanobis_diag,1,heldout_unknown,medium,0.7731206060452468,0.8962383258859457,2993,1727,0.759981211836543,0.9368847712796756,0.8392116182572614,0.8292682926829268,0.9368847712796756,0.9271179171009134,0.8349848134218472,0.1734046107584363
tuned,stackoverflow,50,42,mahalanobis_diag,1,heldout_unknown,far,0.7731206060452468,0.8962383258859457,2993,655,0.5617495711835334,1.0,0.7193849533223503,0.8292682926829268,1.0,0.9678180385275568,0.8265070084599986,0.0985633144002672
tuned,stackoverflow,75,42,euclidean,1,combined,near,0.7376409115908129,0.8768478447037467,4491,274,0.1088328075709779,0.2518248175182482,0.1519823788546255,0.8741928301046538,0.2518248175182482,0.7718388927083689,0.117586180693347,0.4150523268759741
tuned,stackoverflow,75,42,euclidean,1,combined,medium,0.7376409115908129,0.8768478447037467,4491,905,0.5295587010824313,0.7027624309392265,0.603988603988604,0.8741928301046538,0.7027624309392265,0.9040332352857956,0.5043497443984929,0.2073034958806502
tuned,stackoverflow,75,42,euclidean,1,combined,far,0.7376409115908129,0.8768478447037467,4491,320,0.3615819209039548,1.0,0.5311203319502075,0.8741928301046538,1.0,0.9573292418169672,0.4266314683422331,0.0843910042306835
tuned,stackoverflow,75,42,euclidean,1,heldout_unknown,near,0.7376409115908129,0.8768478447037467,4491,274,0.1088328075709779,0.2518248175182482,0.1519823788546255,0.8741928301046538,0.2518248175182482,0.7718388927083689,0.117586180693347,0.4150523268759741
tuned,stackoverflow,75,42,euclidean,1,heldout_unknown,medium,0.7376409115908129,0.8768478447037467,4491,905,0.5295587010824313,0.7027624309392265,0.603988603988604,0.8741928301046538,0.7027624309392265,0.9040332352857956,0.5043497443984929,0.2073034958806502
tuned,stackoverflow,75,42,euclidean,1,heldout_unknown,far,0.7376409115908129,0.8768478447037467,4491,320,0.3615819209039548,1.0,0.5311203319502075,0.8741928301046538,1.0,0.9573292418169672,0.4266314683422331,0.0843910042306835
tuned,stackoverflow,75,42,mahalanobis_diag,2,combined,near,0.7376409115908129,0.8768478447037467,4491,274,0.09846547314578,0.2810218978102189,0.1458333333333333,0.8430193720774883,0.2810218978102189,0.7431846661693217,0.1020393332795738,0.518147405922957
tuned,stackoverflow,75,42,mahalanobis_diag,2,combined,medium,0.7376409115908129,0.8768478447037467,4491,905,0.4857768052516411,0.7359116022099448,0.5852372583479789,0.8430193720774883,0.7359116022099448,0.8950741261528581,0.5235419108131775,0.2643063905588955
tuned,stackoverflow,75,42,mahalanobis_diag,2,combined,far,0.7376409115908129,0.8768478447037467,4491,320,0.3081452404317958,0.98125,0.4690067214339059,0.8430193720774883,0.98125,0.9658010465375194,0.6451419724325462,0.1233578267646404
tuned,stackoverflow,75,42,mahalanobis_diag,2,heldout_unknown,near,0.7376409115908129,0.8768478447037467,4491,274,0.09846547314578,0.2810218978102189,0.1458333333333333,0.8430193720774883,0.2810218978102189,0.7431846661693217,0.1020393332795738,0.518147405922957
tuned,stackoverflow,75,42,mahalanobis_diag,2,heldout_unknown,medium,0.7376409115908129,0.8768478447037467,4491,905,0.4857768052516411,0.7359116022099448,0.5852372583479789,0.8430193720774883,0.7359116022099448,0.8950741261528581,0.5235419108131775,0.2643063905588955
tuned,stackoverflow,75,42,mahalanobis_diag,2,heldout_unknown,far,0.7376409115908129,0.8768478447037467,4491,320,0.3081452404317958,0.98125,0.4690067214339059,0.8430193720774883,0.98125,0.9658010465375194,0.6451419724325462,0.1233578267646404
