dataset,kir,seed,intent,trainable_known_count,trainable_known_false_reject,trainable_known_false_reject_rate,trainable_oos_false_accept,trainable_oos_false_accept_rate,mogb_known_count,mogb_known_false_reject,mogb_known_false_reject_rate,mogb_oos_false_accept,mogb_oos_false_accept_rate,known_count,known_recovery_count,known_recovery_rate,extra_oos_accept_count,extra_oos_accept_rate,coverage_tradeoff_net_count,ball_count,train_support_total,mean_ball_support,min_ball_support,max_ball_support,mean_radius,max_radius,max_depth,tiny_ball_ratio,dominant_ball_ratio,missing_selected_ball,ball_count_group
clinc150,0.5,13,last_maintenance,30,6,0.2,3,0.0008695652173913,30,11,0.3666666666666666,0,0.0,30,5,0.16666666666666657,3,0.0008695652173913,2,2.0,91.0,45.5,26.0,65.0,0.530659124874972,0.6364634995365367,2.0,0.0,0.7142857142857143,False,2
clinc150,0.5,13,lost_luggage,30,2,0.0666666666666666,0,0.0,30,7,0.2333333333333333,0,0.0,30,5,0.1666666666666667,0,0.0,5,1.0,100.0,100.0,100.0,100.0,0.6002804310567982,0.6002804310567982,2.0,0.0,1.0,False,1
clinc150,0.5,13,maybe,30,6,0.2,8,0.0023188405797101,30,18,0.6,0,0.0,30,12,0.39999999999999997,8,0.0023188405797101,4,1.0,75.0,75.0,75.0,75.0,0.7645702439547479,0.7645702439547479,2.0,0.0,1.0,False,1
clinc150,0.5,13,meaning_of_life,30,5,0.1666666666666666,0,0.0,30,22,0.7333333333333333,0,0.0,30,17,0.5666666666666667,0,0.0,17,2.0,79.0,39.5,14.0,65.0,0.5155607996813139,0.5745908775395836,3.0,0.5,0.8227848101265823,False,2
clinc150,0.5,13,measurement_conversion,30,5,0.1666666666666666,0,0.0,30,24,0.8,0,0.0,30,19,0.6333333333333334,0,0.0,19,1.0,68.0,68.0,68.0,68.0,0.7380444411404544,0.7380444411404544,2.0,0.0,1.0,False,1
clinc150,0.5,13,meeting_schedule,30,12,0.4,0,0.0,30,27,0.9,0,0.0,30,15,0.5,0,0.0,15,3.0,62.0,20.666666666666668,12.0,27.0,0.5375943165442291,0.5944676701870449,4.0,0.3333333333333333,0.43548387096774194,False,3+
clinc150,0.5,13,nutrition_info,30,5,0.1666666666666666,0,0.0,30,22,0.7333333333333333,0,0.0,30,17,0.5666666666666667,0,0.0,17,2.0,52.0,26.0,11.0,41.0,0.5733007528045189,0.7192666823776889,4.0,0.5,0.7884615384615384,False,2
clinc150,0.5,13,oil_change_how,30,5,0.1666666666666666,0,0.0,30,9,0.3,0,0.0,30,4,0.1333333333333334,0,0.0,4,1.0,98.0,98.0,98.0,98.0,0.4588048666557372,0.4588048666557372,3.0,0.0,1.0,False,1
clinc150,0.5,13,order,30,14,0.4666666666666667,4,0.001159420289855,30,28,0.9333333333333332,0,0.0,30,14,0.46666666666666656,4,0.001159420289855,10,2.0,58.0,29.0,22.0,36.0,0.5872135475931757,0.7464293827017654,5.0,0.0,0.6206896551724138,False,2
clinc150,0.5,13,payday,30,7,0.2333333333333333,0,0.0,30,23,0.7666666666666667,0,0.0,30,16,0.5333333333333334,0,0.0,16,3.0,66.0,22.0,12.0,40.0,0.4919274476237249,0.5260945435017285,5.0,0.6666666666666666,0.6060606060606061,False,3+
clinc150,0.5,13,plug_type,30,6,0.2,0,0.0,30,14,0.4666666666666667,0,0.0,30,8,0.26666666666666666,0,0.0,8,1.0,98.0,98.0,98.0,98.0,0.7126880544488207,0.7126880544488207,1.0,0.0,1.0,False,1
clinc150,0.5,13,pto_request_status,30,8,0.2666666666666666,2,0.0005797101449275,30,17,0.5666666666666667,0,0.0,30,9,0.30000000000000004,2,0.0005797101449275,7,1.0,80.0,80.0,80.0,80.0,0.5652752070089424,0.5652752070089424,2.0,0.0,1.0,False,1
clinc150,0.5,13,pto_used,30,6,0.2,21,0.0060869565217391,30,14,0.4666666666666667,3,0.0008695652173913,30,8,0.26666666666666666,18,0.0052173913043478,-10,3.0,74.0,24.666666666666668,18.0,31.0,0.48418240029496534,0.4953962602472296,3.0,0.3333333333333333,0.4189189189189189,False,3+
clinc150,0.5,13,redeem_rewards,30,11,0.3666666666666666,0,0.0,30,28,0.9333333333333332,0,0.0,30,17,0.5666666666666667,0,0.0,17,4.0,81.0,20.25,10.0,32.0,0.5154767393908009,0.5708240166119661,4.0,0.5,0.3950617283950617,False,3+
clinc150,0.5,13,reminder_update,30,8,0.2666666666666666,18,0.0052173913043478,30,27,0.9,7,0.0020289855072463,30,19,0.6333333333333334,11,0.0031884057971014994,8,2.0,53.0,26.5,13.0,40.0,0.6464631087153474,0.6469433290361857,4.0,0.5,0.7547169811320755,False,2
clinc150,0.5,13,repeat,30,7,0.2333333333333333,0,0.0,30,16,0.5333333333333333,0,0.0,30,9,0.30000000000000004,0,0.0,9,3.0,79.0,26.333333333333332,10.0,53.0,0.6158548750558633,0.702040466557726,2.0,0.6666666666666666,0.6708860759493671,False,3+
clinc150,0.5,13,replacement_card_duration,30,9,0.3,1,0.0002898550724637,30,23,0.7666666666666667,0,0.0,30,14,0.46666666666666673,1,0.0002898550724637,13,1.0,91.0,91.0,91.0,91.0,0.5423901442120723,0.5423901442120723,2.0,0.0,1.0,False,1
clinc150,0.5,13,reset_settings,30,7,0.2333333333333333,0,0.0,30,14,0.4666666666666667,0,0.0,30,7,0.23333333333333336,0,0.0,7,2.0,99.0,49.5,26.0,73.0,0.4749426607592202,0.5567672044523441,4.0,0.0,0.7373737373737373,False,2
clinc150,0.5,13,restaurant_reservation,30,9,0.3,2,0.0005797101449275,30,19,0.6333333333333333,1,0.0002898550724637,30,10,0.3333333333333333,1,0.0002898550724638,9,2.0,79.0,39.5,14.0,65.0,0.6616404404889444,0.6953755688520422,2.0,0.5,0.8227848101265823,False,2
clinc150,0.5,13,restaurant_suggestion,30,13,0.4333333333333333,0,0.0,30,24,0.8,0,0.0,30,11,0.36666666666666675,0,0.0,11,2.0,66.0,33.0,13.0,53.0,0.6203880002530062,0.6898695246714164,3.0,0.5,0.803030303030303,False,2
clinc150,0.5,13,rewards_balance,30,7,0.2333333333333333,0,0.0,30,23,0.7666666666666667,0,0.0,30,16,0.5333333333333334,0,0.0,16,1.0,51.0,51.0,51.0,51.0,0.6131215075457068,0.6131215075457068,2.0,0.0,1.0,False,1
clinc150,0.5,13,rollover_401k,30,5,0.1666666666666666,0,0.0,30,17,0.5666666666666667,0,0.0,30,12,0.4,0,0.0,12,1.0,100.0,100.0,100.0,100.0,0.4459445251944376,0.4459445251944376,2.0,0.0,1.0,False,1
clinc150,0.5,13,routing,30,11,0.3666666666666666,0,0.0,30,21,0.7,0,0.0,30,10,0.33333333333333337,0,0.0,10,1.0,100.0,100.0,100.0,100.0,0.6252632488806834,0.6252632488806834,2.0,0.0,1.0,False,1
clinc150,0.5,13,schedule_meeting,30,7,0.2333333333333333,1,0.0002898550724637,30,24,0.8,0,0.0,30,17,0.5666666666666668,1,0.0002898550724637,16,3.0,38.0,12.666666666666666,10.0,17.0,0.5070187796601784,0.5333957475981621,9.0,1.0,0.4473684210526316,False,3+
clinc150,0.5,13,share_location,30,4,0.1333333333333333,0,0.0,30,21,0.7,0,0.0,30,17,0.5666666666666667,0,0.0,17,3.0,76.0,25.333333333333332,10.0,37.0,0.7060778562668992,0.7358070397741643,5.0,0.3333333333333333,0.4868421052631579,False,3+
clinc150,0.5,13,shopping_list,30,12,0.4,1,0.0002898550724637,30,19,0.6333333333333333,0,0.0,30,7,0.23333333333333328,1,0.0002898550724637,6,3.0,73.0,24.333333333333332,10.0,34.0,0.4567262873165257,0.5024458991755103,8.0,0.3333333333333333,0.4657534246575342,False,3+
clinc150,0.5,13,shopping_list_update,30,11,0.3666666666666666,0,0.0,30,24,0.8,0,0.0,30,13,0.43333333333333346,0,0.0,13,2.0,39.0,19.5,13.0,26.0,0.6715087553134859,0.6871575144691175,4.0,0.5,0.6666666666666666,False,2
clinc150,0.5,13,spelling,30,5,0.1666666666666666,0,0.0,30,19,0.6333333333333333,0,0.0,30,14,0.4666666666666667,0,0.0,14,1.0,63.0,63.0,63.0,63.0,0.8165387417414417,0.8165387417414417,1.0,0.0,1.0,False,1
clinc150,0.5,13,sync_device,30,4,0.1333333333333333,0,0.0,30,20,0.6666666666666666,0,0.0,30,16,0.5333333333333333,0,0.0,16,1.0,100.0,100.0,100.0,100.0,0.6416469228795815,0.6416469228795815,3.0,0.0,1.0,False,1
clinc150,0.5,13,tell_joke,30,8,0.2666666666666666,0,0.0,30,21,0.7,0,0.0,30,13,0.43333333333333335,0,0.0,13,2.0,86.0,43.0,24.0,62.0,0.6479987539768068,0.648246194345903,3.0,0.0,0.7209302325581395,False,2
clinc150,0.5,13,timezone,30,9,0.3,5,0.0014492753623188,30,17,0.5666666666666667,4,0.001159420289855,30,8,0.26666666666666666,1,0.00028985507246380004,7,1.0,93.0,93.0,93.0,93.0,0.6912329198151591,0.6912329198151591,2.0,0.0,1.0,False,1
clinc150,0.5,13,tire_pressure,30,3,0.1,0,0.0,30,20,0.6666666666666666,0,0.0,30,17,0.5666666666666667,0,0.0,17,1.0,99.0,99.0,99.0,99.0,0.5779081797646736,0.5779081797646736,2.0,0.0,1.0,False,1
clinc150,0.5,13,todo_list_update,30,11,0.3666666666666666,6,0.0017391304347826,30,24,0.8,4,0.001159420289855,30,13,0.43333333333333346,2,0.0005797101449276001,11,2.0,72.0,36.0,14.0,58.0,0.6471756984818418,0.6851022762773202,6.0,0.5,0.8055555555555556,False,2
clinc150,0.5,13,transfer,30,6,0.2,0,0.0,30,13,0.4333333333333333,0,0.0,30,7,0.23333333333333328,0,0.0,7,2.0,73.0,36.5,10.0,63.0,0.6581171065061155,0.6839710941990647,3.0,0.5,0.863013698630137,False,2
clinc150,0.5,13,travel_alert,30,17,0.5666666666666667,0,0.0,30,24,0.8,0,0.0,30,7,0.2333333333333334,0,0.0,7,1.0,75.0,75.0,75.0,75.0,0.5910893318689605,0.5910893318689605,2.0,0.0,1.0,False,1
clinc150,0.5,13,travel_notification,30,11,0.3666666666666666,0,0.0,30,29,0.9666666666666668,0,0.0,30,18,0.6000000000000002,0,0.0,18,1.0,77.0,77.0,77.0,77.0,0.6194209672412487,0.6194209672412487,2.0,0.0,1.0,False,1
clinc150,0.5,13,travel_suggestion,30,3,0.1,0,0.0,30,25,0.8333333333333334,0,0.0,30,22,0.7333333333333334,0,0.0,22,1.0,38.0,38.0,38.0,38.0,0.7484715731863115,0.7484715731863115,2.0,0.0,1.0,False,1
clinc150,0.5,13,uber,30,5,0.1666666666666666,1,0.0002898550724637,30,15,0.5,1,0.0002898550724637,30,10,0.33333333333333337,0,0.0,10,1.0,99.0,99.0,99.0,99.0,0.6452426657894869,0.6452426657894869,3.0,0.0,1.0,False,1
clinc150,0.5,13,user_name,30,11,0.3666666666666666,1,0.0002898550724637,30,27,0.9,0,0.0,30,16,0.5333333333333334,1,0.0002898550724637,15,3.0,44.0,14.666666666666666,12.0,18.0,0.5098599520290703,0.5589726488831914,7.0,1.0,0.4090909090909091,False,3+
clinc150,0.5,13,vaccines,30,13,0.4333333333333333,0,0.0,30,20,0.6666666666666666,0,0.0,30,7,0.23333333333333334,0,0.0,7,1.0,95.0,95.0,95.0,95.0,0.6545786809116017,0.6545786809116017,2.0,0.0,1.0,False,1
clinc150,0.5,13,what_are_your_hobbies,30,11,0.3666666666666666,0,0.0,30,16,0.5333333333333333,0,0.0,30,5,0.16666666666666674,0,0.0,5,2.0,91.0,45.5,10.0,81.0,0.5468375131484613,0.5565611299092585,3.0,0.5,0.8901098901098901,False,2
clinc150,0.5,13,what_is_your_name,30,7,0.2333333333333333,1,0.0002898550724637,30,28,0.9333333333333332,0,0.0,30,21,0.7,1,0.0002898550724637,20,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,True,0
clinc150,0.5,13,what_song,30,6,0.2,1,0.0002898550724637,30,19,0.6333333333333333,0,0.0,30,13,0.4333333333333333,1,0.0002898550724637,12,1.0,94.0,94.0,94.0,94.0,0.6579162693684484,0.6579162693684484,2.0,0.0,1.0,False,1
clinc150,0.5,13,whisper_mode,30,4,0.1333333333333333,0,0.0,30,12,0.4,0,0.0,30,8,0.2666666666666667,0,0.0,8,1.0,79.0,79.0,79.0,79.0,0.5135103039621619,0.5135103039621619,3.0,0.0,1.0,False,1
clinc150,0.5,42,accept_reservations,30,6,0.2,0,0.0,30,12,0.4,0,0.0,30,6,0.2,0,0.0,6,2.0,54.0,27.0,16.0,38.0,0.7063894463513541,0.7083565867696655,3.0,0.5,0.7037037037037037,False,2
clinc150,0.5,42,apr,30,9,0.3,0,0.0,30,19,0.6333333333333333,0,0.0,30,10,0.3333333333333333,0,0.0,10,1.0,100.0,100.0,100.0,100.0,0.4970251440777191,0.4970251440777191,4.0,0.0,1.0,False,1
clinc150,0.5,42,book_flight,30,10,0.3333333333333333,0,0.0,30,26,0.8666666666666667,0,0.0,30,16,0.5333333333333334,0,0.0,16,1.0,85.0,85.0,85.0,85.0,0.6806454653970387,0.6806454653970387,3.0,0.0,1.0,False,1
clinc150,0.5,42,book_hotel,30,7,0.2333333333333333,0,0.0,30,25,0.8333333333333334,0,0.0,30,18,0.6000000000000001,0,0.0,18,1.0,52.0,52.0,52.0,52.0,0.6984752863500595,0.6984752863500595,2.0,0.0,1.0,False,1
clinc150,0.5,42,calculator,30,5,0.1666666666666666,2,0.0005797101449275,30,29,0.9666666666666668,0,0.0,30,24,0.8000000000000002,2,0.0005797101449275,22,2.0,26.0,13.0,10.0,16.0,0.6956993298386615,0.7647199023370671,3.0,1.0,0.6153846153846154,False,2
clinc150,0.5,42,calendar,30,11,0.3666666666666666,3,0.0008695652173913,30,17,0.5666666666666667,0,0.0,30,6,0.20000000000000007,3,0.0008695652173913,3,1.0,73.0,73.0,73.0,73.0,0.6730024648533958,0.6730024648533958,2.0,0.0,1.0,False,1
clinc150,0.5,42,cancel,30,6,0.2,1,0.0002898550724637,30,25,0.8333333333333334,0,0.0,30,19,0.6333333333333333,1,0.0002898550724637,18,1.0,38.0,38.0,38.0,38.0,0.7352522991114484,0.7352522991114484,3.0,0.0,1.0,False,1
clinc150,0.5,42,cancel_reservation,30,0,0.0,0,0.0,30,15,0.5,0,0.0,30,15,0.5,0,0.0,15,2.0,68.0,34.0,34.0,34.0,0.5487536734591145,0.5533452530767639,3.0,0.0,0.5,False,2
clinc150,0.5,42,card_declined,30,12,0.4,0,0.0,30,23,0.7666666666666667,0,0.0,30,11,0.3666666666666667,0,0.0,11,1.0,85.0,85.0,85.0,85.0,0.5467380533303463,0.5467380533303463,2.0,0.0,1.0,False,1
clinc150,0.5,42,carry_on,30,7,0.2333333333333333,0,0.0,30,17,0.5666666666666667,0,0.0,30,10,0.33333333333333337,0,0.0,10,2.0,92.0,46.0,25.0,67.0,0.5927456437408887,0.6948213698727803,2.0,0.0,0.7282608695652174,False,2
clinc150,0.5,42,change_language,30,6,0.2,2,0.0005797101449275,30,27,0.9,0,0.0,30,21,0.7,2,0.0005797101449275,19,2.0,52.0,26.0,23.0,29.0,0.6438789725437516,0.6534801712104963,6.0,0.0,0.5576923076923077,False,2
clinc150,0.5,42,change_speed,30,5,0.1666666666666666,0,0.0,30,21,0.7,0,0.0,30,16,0.5333333333333333,0,0.0,16,1.0,76.0,76.0,76.0,76.0,0.608962180624867,0.608962180624867,3.0,0.0,1.0,False,1
clinc150,0.5,42,change_user_name,30,8,0.2666666666666666,14,0.0040579710144927,30,29,0.9666666666666668,0,0.0,30,21,0.7000000000000002,14,0.0040579710144927,7,2.0,21.0,10.5,10.0,11.0,0.6855578384198422,0.7117313690243441,6.0,1.0,0.5238095238095238,False,2
clinc150,0.5,42,change_volume,30,11,0.3666666666666666,0,0.0,30,25,0.8333333333333334,0,0.0,30,14,0.4666666666666668,0,0.0,14,2.0,61.0,30.5,21.0,40.0,0.4578923979879829,0.5017242007224367,4.0,0.0,0.6557377049180327,False,2
clinc150,0.5,42,confirm_reservation,30,10,0.3333333333333333,0,0.0,30,25,0.8333333333333334,0,0.0,30,15,0.5,0,0.0,15,2.0,47.0,23.5,10.0,37.0,0.47270801036720633,0.5642557050118736,6.0,0.5,0.7872340425531915,False,2
clinc150,0.5,42,cook_time,30,4,0.1333333333333333,0,0.0,30,21,0.7,0,0.0,30,17,0.5666666666666667,0,0.0,17,1.0,55.0,55.0,55.0,55.0,0.7475658965506408,0.7475658965506408,3.0,0.0,1.0,False,1
clinc150,0.5,42,credit_limit,30,13,0.4333333333333333,0,0.0,30,26,0.8666666666666667,0,0.0,30,13,0.4333333333333334,0,0.0,13,2.0,81.0,40.5,13.0,68.0,0.5255505180154437,0.5429741841895828,3.0,0.5,0.8395061728395061,False,2
clinc150,0.5,42,credit_limit_change,30,5,0.1666666666666666,0,0.0,30,14,0.4666666666666667,0,0.0,30,9,0.30000000000000004,0,0.0,9,1.0,80.0,80.0,80.0,80.0,0.568829774399021,0.568829774399021,2.0,0.0,1.0,False,1
clinc150,0.5,42,credit_score,30,9,0.3,0,0.0,30,19,0.6333333333333333,0,0.0,30,10,0.3333333333333333,0,0.0,10,2.0,100.0,50.0,11.0,89.0,0.3926686904209718,0.4762484900515942,3.0,0.5,0.89,False,2
clinc150,0.5,42,current_location,30,5,0.1666666666666666,2,0.0005797101449275,30,13,0.4333333333333333,0,0.0,30,8,0.2666666666666667,2,0.0005797101449275,6,3.0,73.0,24.333333333333332,11.0,45.0,0.5292769121272088,0.595537478102612,6.0,0.6666666666666666,0.6164383561643836,False,3+
clinc150,0.5,42,damaged_card,30,8,0.2666666666666666,12,0.0034782608695652,30,19,0.6333333333333333,5,0.0014492753623188,30,11,0.3666666666666667,7,0.0020289855072464,4,3.0,73.0,24.333333333333332,10.0,42.0,0.5686739854350066,0.5972567001898631,3.0,0.3333333333333333,0.5753424657534246,False,3+
clinc150,0.5,42,date,30,2,0.0666666666666666,0,0.0,30,20,0.6666666666666666,0,0.0,30,18,0.6000000000000001,0,0.0,18,1.0,88.0,88.0,88.0,88.0,0.5780174959613658,0.5780174959613658,3.0,0.0,1.0,False,1
clinc150,0.5,42,directions,30,13,0.4333333333333333,11,0.0031884057971014,30,29,0.9666666666666668,0,0.0,30,16,0.5333333333333334,11,0.0031884057971014,5,2.0,30.0,15.0,13.0,17.0,0.6690342704596712,0.7190325580384436,2.0,1.0,0.5666666666666667,False,2
clinc150,0.5,42,exchange_rate,30,8,0.2666666666666666,1,0.0002898550724637,30,24,0.8,1,0.0002898550724637,30,16,0.5333333333333334,0,0.0,16,1.0,91.0,91.0,91.0,91.0,0.707409502928898,0.707409502928898,2.0,0.0,1.0,False,1
clinc150,0.5,42,expiration_date,30,5,0.1666666666666666,0,0.0,30,15,0.5,0,0.0,30,10,0.33333333333333337,0,0.0,10,1.0,91.0,91.0,91.0,91.0,0.5115652775027273,0.5115652775027273,4.0,0.0,1.0,False,1
clinc150,0.5,42,flight_status,30,11,0.3666666666666666,0,0.0,30,24,0.8,0,0.0,30,13,0.43333333333333346,0,0.0,13,3.0,90.0,30.0,10.0,67.0,0.5353153163204412,0.6463838471115162,4.0,0.6666666666666666,0.7444444444444445,False,3+
clinc150,0.5,42,food_last,30,8,0.2666666666666666,0,0.0,30,29,0.9666666666666668,0,0.0,30,21,0.7000000000000002,0,0.0,21,1.0,50.0,50.0,50.0,50.0,0.7342324608836804,0.7342324608836804,2.0,0.0,1.0,False,1
clinc150,0.5,42,freeze_account,30,4,0.1333333333333333,1,0.0002898550724637,30,10,0.3333333333333333,0,0.0,30,6,0.2,1,0.0002898550724637,5,2.0,92.0,46.0,12.0,80.0,0.510657244407245,0.6503170609641231,3.0,0.5,0.8695652173913043,False,2
clinc150,0.5,42,gas,30,10,0.3333333333333333,12,0.0034782608695652,30,19,0.6333333333333333,0,0.0,30,9,0.3,12,0.0034782608695652,-3,1.0,80.0,80.0,80.0,80.0,0.642778115657413,0.642778115657413,2.0,0.0,1.0,False,1
clinc150,0.5,42,how_busy,30,10,0.3333333333333333,1,0.0002898550724637,30,25,0.8333333333333334,1,0.0002898550724637,30,15,0.5,0,0.0,15,3.0,49.0,16.333333333333332,13.0,19.0,0.70750284220648,0.7282007553533318,5.0,1.0,0.3877551020408163,False,3+
clinc150,0.5,42,ingredient_substitution,30,9,0.3,0,0.0,30,26,0.8666666666666667,0,0.0,30,17,0.5666666666666667,0,0.0,17,1.0,81.0,81.0,81.0,81.0,0.7988867104960645,0.7988867104960645,2.0,0.0,1.0,False,1
clinc150,0.5,42,ingredients_list,30,10,0.3333333333333333,3,0.0008695652173913,30,28,0.9333333333333332,0,0.0,30,18,0.5999999999999999,3,0.0008695652173913,15,3.0,61.0,20.333333333333332,16.0,23.0,0.7136558201268507,0.7370577259251093,4.0,0.3333333333333333,0.3770491803278688,False,3+
clinc150,0.5,42,international_fees,30,7,0.2333333333333333,0,0.0,30,20,0.6666666666666666,0,0.0,30,13,0.43333333333333335,0,0.0,13,2.0,96.0,48.0,11.0,85.0,0.5468205074240258,0.6486017900334862,3.0,0.5,0.8854166666666666,False,2
clinc150,0.5,42,jump_start,30,5,0.1666666666666666,0,0.0,30,6,0.2,0,0.0,30,1,0.03333333333333341,0,0.0,1,2.0,97.0,48.5,21.0,76.0,0.48235071525865536,0.525378231168984,3.0,0.0,0.7835051546391752,False,2
clinc150,0.5,42,lost_luggage,30,2,0.0666666666666666,0,0.0,30,7,0.2333333333333333,0,0.0,30,5,0.1666666666666667,0,0.0,5,1.0,98.0,98.0,98.0,98.0,0.5974263962692716,0.5974263962692716,3.0,0.0,1.0,False,1
clinc150,0.5,42,make_call,30,8,0.2666666666666666,5,0.0014492753623188,30,20,0.6666666666666666,1,0.0002898550724637,30,12,0.4,4,0.0011594202898551,8,1.0,33.0,33.0,33.0,33.0,0.7390170700173452,0.7390170700173452,2.0,0.0,1.0,False,1
clinc150,0.5,42,maybe,30,5,0.1666666666666666,1,0.0002898550724637,30,28,0.9333333333333332,0,0.0,30,23,0.7666666666666666,1,0.0002898550724637,22,2.0,51.0,25.5,12.0,39.0,0.6809193234261643,0.7365587538275702,4.0,0.5,0.7647058823529411,False,2
clinc150,0.5,42,meal_suggestion,30,14,0.4666666666666667,1,0.0002898550724637,30,23,0.7666666666666667,0,0.0,30,9,0.30000000000000004,1,0.0002898550724637,8,3.0,84.0,28.0,12.0,36.0,0.5806099356700929,0.652603695491984,8.0,0.3333333333333333,0.42857142857142855,False,3+
clinc150,0.5,42,meaning_of_life,30,5,0.1666666666666666,0,0.0,30,13,0.4333333333333333,0,0.0,30,8,0.2666666666666667,0,0.0,8,1.0,99.0,99.0,99.0,99.0,0.5419761747810443,0.5419761747810443,2.0,0.0,1.0,False,1
clinc150,0.5,42,measurement_conversion,30,4,0.1333333333333333,0,0.0,30,20,0.6666666666666666,0,0.0,30,16,0.5333333333333333,0,0.0,16,3.0,70.0,23.333333333333332,15.0,33.0,0.6593744064749204,0.7533171346635702,3.0,0.3333333333333333,0.4714285714285714,False,3+
clinc150,0.5,42,new_card,30,11,0.3666666666666666,0,0.0,30,20,0.6666666666666666,0,0.0,30,9,0.30000000000000004,0,0.0,9,2.0,86.0,43.0,22.0,64.0,0.5230989882581696,0.5851392739644035,4.0,0.0,0.7441860465116279,False,2
clinc150,0.5,42,next_song,30,10,0.3333333333333333,0,0.0,30,24,0.8,0,0.0,30,14,0.46666666666666673,0,0.0,14,2.0,94.0,47.0,11.0,83.0,0.5886556863039485,0.610930874394177,8.0,0.5,0.8829787234042553,False,2
clinc150,0.5,42,no,30,2,0.0666666666666666,12,0.0034782608695652,30,22,0.7333333333333333,0,0.0,30,20,0.6666666666666667,12,0.0034782608695652,8,2.0,51.0,25.5,14.0,37.0,0.7250886148270865,0.7732552199622379,3.0,0.5,0.7254901960784313,False,2
clinc150,0.5,42,oil_change_how,30,5,0.1666666666666666,0,0.0,30,9,0.3,0,0.0,30,4,0.1333333333333334,0,0.0,4,1.0,99.0,99.0,99.0,99.0,0.4634207685808812,0.4634207685808812,2.0,0.0,1.0,False,1
clinc150,0.5,42,order_checks,30,4,0.1333333333333333,0,0.0,30,19,0.6333333333333333,0,0.0,30,15,0.5,0,0.0,15,1.0,89.0,89.0,89.0,89.0,0.6231421303223426,0.6231421303223426,1.0,0.0,1.0,False,1
clinc150,0.5,42,order_status,30,8,0.2666666666666666,1,0.0002898550724637,30,19,0.6333333333333333,1,0.0002898550724637,30,11,0.3666666666666667,0,0.0,11,1.0,98.0,98.0,98.0,98.0,0.6837909318487551,0.6837909318487551,2.0,0.0,1.0,False,1
clinc150,0.5,42,pin_change,30,13,0.4333333333333333,0,0.0,30,19,0.6333333333333333,0,0.0,30,6,0.2,0,0.0,6,1.0,98.0,98.0,98.0,98.0,0.5385744383539959,0.5385744383539959,2.0,0.0,1.0,False,1
clinc150,0.5,42,play_music,30,14,0.4666666666666667,26,0.0075362318840579,30,27,0.9,4,0.001159420289855,30,13,0.43333333333333335,22,0.0063768115942029,-9,2.0,65.0,32.5,17.0,48.0,0.7004162107298084,0.7215723140185061,3.0,0.5,0.7384615384615385,False,2
clinc150,0.5,42,reminder,30,9,0.3,0,0.0,30,21,0.7,0,0.0,30,12,0.39999999999999997,0,0.0,12,1.0,69.0,69.0,69.0,69.0,0.5046289084107622,0.5046289084107622,4.0,0.0,1.0,False,1
clinc150,0.5,42,reminder_update,30,4,0.1333333333333333,3,0.0008695652173913,30,29,0.9666666666666668,0,0.0,30,25,0.8333333333333335,3,0.0008695652173913,22,1.0,19.0,19.0,19.0,19.0,0.559371389517507,0.559371389517507,8.0,1.0,1.0,False,1
clinc150,0.5,42,repeat,30,8,0.2666666666666666,0,0.0,30,21,0.7,0,0.0,30,13,0.43333333333333335,0,0.0,13,3.0,33.0,11.0,10.0,12.0,0.6096117054931309,0.6443030740628561,4.0,1.0,0.36363636363636365,False,3+
clinc150,0.5,42,replacement_card_duration,30,9,0.3,0,0.0,30,23,0.7666666666666667,0,0.0,30,14,0.46666666666666673,0,0.0,14,3.0,91.0,30.333333333333332,11.0,63.0,0.4448232918067178,0.5059260548419523,3.0,0.6666666666666666,0.6923076923076923,False,3+
clinc150,0.5,42,restaurant_reservation,30,9,0.3,0,0.0,30,30,1.0,0,0.0,30,21,0.7,0,0.0,21,1.0,20.0,20.0,20.0,20.0,0.5921150185415968,0.5921150185415968,3.0,0.0,1.0,False,1
clinc150,0.5,42,rewards_balance,30,6,0.2,5,0.0014492753623188,30,16,0.5333333333333333,0,0.0,30,10,0.3333333333333333,5,0.0014492753623188,5,4.0,80.0,20.0,10.0,41.0,0.5403691414611994,0.6268531672296137,4.0,0.75,0.5125,False,3+
clinc150,0.5,42,roll_dice,30,7,0.2333333333333333,0,0.0,30,19,0.6333333333333333,0,0.0,30,12,0.4,0,0.0,12,2.0,97.0,48.5,13.0,84.0,0.5415573150924251,0.5475137246906389,3.0,0.5,0.865979381443299,False,2
clinc150,0.5,42,schedule_maintenance,30,14,0.4666666666666667,4,0.001159420289855,30,27,0.9,0,0.0,30,13,0.43333333333333335,4,0.001159420289855,9,2.0,67.0,33.5,24.0,43.0,0.5085211308360288,0.6197297056022516,4.0,0.0,0.6417910447761194,False,2
clinc150,0.5,42,schedule_meeting,30,7,0.2333333333333333,5,0.0014492753623188,30,21,0.7,0,0.0,30,14,0.4666666666666667,5,0.0014492753623188,9,2.0,77.0,38.5,18.0,59.0,0.5586560708819888,0.6167838522676429,4.0,0.5,0.7662337662337663,False,2
clinc150,0.5,42,share_location,30,3,0.1,0,0.0,30,25,0.8333333333333334,0,0.0,30,22,0.7333333333333334,0,0.0,22,2.0,48.0,24.0,19.0,29.0,0.6888482185025013,0.699218459588872,3.0,0.5,0.6041666666666666,False,2
