dataset,radius_lambda,n_seeds,mean_oos_f1,std_oos_f1,mean_oos_precision,std_oos_precision,mean_oos_recall,std_oos_recall,mean_f1_all,std_f1_all,mean_f1_k,std_f1_k,mean_f1_u,std_f1_u,mean_accuracy,std_accuracy,mean_known_macro_f1,std_known_macro_f1,mean_known_recall,std_known_recall,mean_false_accept_rate,std_false_accept_rate,mean_false_reject_rate,std_false_reject_rate,mean_auroc,std_auroc,mean_aupr_oos,std_aupr_oos
clinc150,1.0,3,-0.002429856246775349,0.006003130361088627,-0.020744440649357987,0.0044365116259972226,0.020579710144927543,0.008753431229299544,-0.02057793265765558,0.0026745675668635185,-0.02081990700980063,0.0027046122489914537,-0.002429856246775349,0.006003130361088627,-0.006081871345029244,0.004562527976559013,-0.032495584086286756,0.005292995294705702,-0.04800000000000004,0.005461424767753129,-0.020579710144927505,0.008753431229299431,0.04800000000000004,0.005461424767753124,0.0021116049382715607,0.006396164717961109,0.004405852906158063,0.008252017906280867
clinc150,1.25,3,0.0041918752366325585,0.006044900413675814,-0.019335479321158828,0.005667728190853789,0.030434782608695737,0.007263747296314031,-0.010119734139360514,0.0017469104978895928,-0.010310555597707141,0.0017051939097743223,0.0041918752366325585,0.006044900413675814,0.001929824561403522,0.004427869987411934,-0.026642966741404095,0.0031989320662762365,-0.04251851851851851,0.0076508156051409235,-0.030434782608695667,0.007263747296314058,0.042518518518518504,0.0076508156051409955,0.0022432635534084997,0.005692702176735503,0.004295268177242684,0.00806216443403478
clinc150,1.5,3,0.0072386175669203094,0.005694005834049817,-0.020530701488723564,0.00564530762002178,0.034879227053140095,0.00681210811094578,-0.006932257530544124,0.0011073246868509039,-0.007121202531843636,0.0010466169379939891,0.0072386175669203094,0.005694005834049817,0.0049122807017544234,0.004601711245124222,-0.02503422269891546,0.0016698655634305318,-0.04133333333333333,0.007316478948068619,-0.0348792270531401,0.006812108110945823,0.041333333333333305,0.007316478948068546,0.0022596242619430016,0.005063014465893057,0.004141527654266786,0.00787502200065442
clinc150,2.0,3,0.01816705150886322,0.008078968813177479,-0.017388971181820072,0.004745899168877257,0.0452173913043478,0.014164396200429691,0.0009832856825331786,0.006554485073997555,0.0007541688048487242,0.006552438588682452,0.01816705150886322,0.008078968813177479,0.01508771929824563,0.009485048414676017,-0.018011431037413466,0.003354912949894839,-0.03081481481481474,0.006686390575642581,-0.04521739130434779,0.014164396200429702,0.0308148148148148,0.006686390575642523,0.002154074074074049,0.00400335353418318,0.0038119785554995658,0.007426584616483457
stackoverflow,0.0,3,-0.025407646234426557,0.014803119517196142,-0.0021178391867205937,0.0055408618048431255,-0.06300000000000006,0.033238197571134616,-0.012220533310775957,0.00448080622721835,-0.010901822018410945,0.003775426048731088,-0.025407646234426557,0.014803119517196142,-0.020722222222222236,0.011967935556372367,0.013630449054223837,0.00960982670158614,0.023777777777777787,0.012167047178220286,0.06299999999999996,0.033238197571134616,-0.02377777777777777,0.012167047178220286,-0.03008018518518522,0.02870329595913496,-0.028877837007262392,0.03396662975753754
stackoverflow,0.25,3,-0.04065060754111945,0.018186309451306733,-0.0032941403507416402,0.004025345256730721,-0.08900000000000001,0.03852416269188873,-0.02567672005023014,0.008189407283106314,-0.024179331301141176,0.007233780876530591,-0.04065060754111945,0.018186309451306733,-0.035499999999999976,0.0159330195227117,0.007710427184621301,0.0035672490283894056,0.025333333333333357,0.008621678104251657,0.08900000000000002,0.03852416269188871,-0.02533333333333332,0.008621678104251742,-0.031005888888888927,0.023101550357625993,-0.02909806616812523,0.027759702526583673
stackoverflow,0.5,3,-0.05648545516521786,0.02250820452909994,-0.0033330897484349733,0.0031793222634146257,-0.11144444444444446,0.044858212840674566,-0.03490894070119236,0.008000976352338497,-0.03275128925478987,0.006795230668782219,-0.05648545516521786,0.02250820452909994,-0.04700000000000001,0.017785762095938816,0.005515680823210856,0.005170284053288441,0.02677777777777779,0.00819439736332993,0.11144444444444442,0.04485821284067457,-0.02677777777777776,0.00819439736332993,-0.030181185185185238,0.019607166812772123,-0.028159759175220327,0.02500054918081835
stackoverflow,0.75,3,-0.07732577085736363,0.022677223823490474,-0.00017974385533233347,0.004157070794754764,-0.14044444444444446,0.04531412991959982,-0.043148809999797866,0.0043643780209132385,-0.039731113914041195,0.0025722770738361074,-0.07732577085736363,0.022677223823490474,-0.05988888888888888,0.017276616609784506,0.005129738658516773,0.008343563689417575,0.03377777777777776,0.010243335683551805,0.14044444444444446,0.04531412991959987,-0.03377777777777773,0.010243335683551805,-0.028673296296296186,0.017815535772698808,-0.027122721555493706,0.02370691556824293
stackoverflow,1.0,3,-0.10143866215379516,0.026118122988061803,0.003590689093354434,0.0021868278776186055,-0.16622222222222227,0.048660197439126966,-0.05006519740694426,0.00435914980106049,-0.044927850932259115,0.0026378465413639234,-0.10143866215379516,0.026118122988061803,-0.07138888888888884,0.019166183568790914,0.0044994633173958505,0.00932011185241633,0.03944444444444443,0.005102650001424474,0.16622222222222224,0.048660197439126904,-0.03944444444444447,0.005102650001424496,-0.02713829629629631,0.016958453070587756,-0.026409911495215915,0.02302406522400873
stackoverflow,1.25,3,-0.13172642358542389,0.02641341270917751,0.014055847828533677,0.007716163326577721,-0.1925555555555555,0.04851612942944657,-0.05679862186348524,0.003348804728755703,-0.049305841691291374,0.001775354547881893,-0.13172642358542389,0.02641341270917751,-0.08205555555555555,0.022405563131938054,0.004378229944175509,0.010268754642866293,0.048444444444444436,0.00467063323488526,0.19255555555555556,0.04851612942944657,-0.048444444444444436,0.004670633234885207,-0.025812222222222125,0.01663696969417628,-0.025941475275638465,0.022748390089667146
stackoverflow,1.5,3,-0.1703872728194368,0.041941687619095835,0.02338229385917438,0.008921217849616601,-0.216,0.06299559067462138,-0.06324930977826426,0.004893129396777503,-0.05253551347414709,0.0019962549682567277,-0.1703872728194368,0.041941687619095835,-0.09216666666666666,0.03162321580386439,0.004546818374567311,0.0098762102418464,0.0527777777777777,0.009179284245476831,0.216,0.06299559067462143,-0.05277777777777779,0.00917928424547679,-0.02492685185185184,0.016535664675211337,-0.0258375534308705,0.022652879763824418
stackoverflow,2.0,3,-0.2605403315753347,0.09069029055415337,0.016496385020682958,0.008202927599406946,-0.24055555555555563,0.08768018484706114,-0.07648149208229886,0.010086323830733544,-0.05807560813299525,0.002538116685810136,-0.2605403315753347,0.09069029055415337,-0.10477777777777782,0.04414380959914909,0.00431424746148427,0.008700985102618849,0.04266666666666663,0.016455326729596563,0.24055555555555555,0.0876801848470612,-0.04266666666666669,0.01645532672959665,-0.02402929629629628,0.01656551909183336,-0.026273714655545437,0.022594354983475687
