dataset,k_label,radius_lambda,n_seeds,mean_oos_f1,std_oos_f1,mean_oos_precision,std_oos_precision,mean_oos_recall,std_oos_recall,mean_f1_all,std_f1_all,mean_f1_k,std_f1_k,mean_f1_u,std_f1_u,mean_accuracy,std_accuracy,mean_known_macro_f1,std_known_macro_f1,mean_known_recall,std_known_recall,mean_false_accept_rate,std_false_accept_rate,mean_false_reject_rate,std_false_reject_rate,mean_auroc,std_auroc,mean_aupr_oos,std_aupr_oos
banking77,k_2,0.5,3,0.8198887995989566,0.010892843280148891,0.7508402595468336,0.005113175147766595,0.9029914529914529,0.019062655495462284,0.7482318760936592,0.00705723526213493,0.746346167580362,0.006967644258556314,0.8198887995989566,0.010892843280148891,0.7858225108225109,0.0100404673970511,0.7842519686812656,0.0024950415038056725,0.6925438596491228,0.00211483569320019,0.09700854700854696,0.019062655495462377,0.30745614035087715,0.00211483569320019,0.8705121176338282,0.008830615342759751,0.8405230712843075,0.0072880462026658635
banking77,k_2,0.75,3,0.8191562994980428,0.01281476574700105,0.7898749389636842,0.004301824611757385,0.8508547008547008,0.023485812485878593,0.7719004333667572,0.007151888239988378,0.7706568579422496,0.00702262893821703,0.8191562994980428,0.01281476574700105,0.7919913419913419,0.010582290706423898,0.8260566212124285,0.00404872281796725,0.7677631578947368,0.003947368421052644,0.14914529914529914,0.02348581248587858,0.2322368421052631,0.003947368421052658,0.8738997132253713,0.009145592752683802,0.8450296410755668,0.007950777589840356
banking77,k_2,1.0,3,0.7976986741746646,0.019257955707940443,0.813742328126923,0.0028707565884924856,0.7826923076923077,0.034263405166391696,0.7743668985792563,0.00783682933976318,0.7737529044846402,0.007542524041075172,0.7976986741746646,0.019257955707940443,0.7779220779220779,0.014241371558091756,0.8496749908613426,0.005720885069533186,0.8162280701754385,0.004620900768795049,0.21730769230769229,0.034263405166391675,0.18377192982456136,0.004620900768795073,0.8764664867296447,0.009378909936343542,0.8482444737271052,0.008459785676690377
banking77,k_2,1.25,3,0.7583178449212604,0.026253105421977986,0.8335039668533993,0.005382244171360989,0.6961538461538462,0.04052174520327979,0.7693200745536867,0.011095303792810618,0.7696096069124349,0.01069698262080077,0.7583178449212604,0.026253105421977986,0.7507575757575758,0.018278192323416317,0.8677325265948154,0.003831509842274816,0.8574561403508771,0.0038549113665014988,0.3038461538461538,0.04052174520327973,0.14254385964912275,0.0038549113665014936,0.8783150584795321,0.009644955711793067,0.8505220336079384,0.008953491544356587
banking77,k_2,1.5,3,0.7020090133335738,0.03238138300582608,0.8529343515981057,0.005839601568130632,0.5972222222222222,0.04460697189571401,0.7580425716787408,0.013719007173758868,0.7595171390036136,0.013233435130145152,0.7020090133335738,0.03238138300582608,0.7127705627705628,0.020494018121662072,0.877803341541236,0.003009547402460636,0.894517543859649,0.0037409478309719034,0.40277777777777773,0.04460697189571398,0.10548245614035083,0.003740947830971893,0.87963787674314,0.009900419882094327,0.8520719552027485,0.00949746560204491
banking77,k_2,2.0,3,0.5670708846006821,0.03421482057126605,0.8872418945670913,0.006096161395543193,0.41752136752136754,0.038463319047102776,0.7387716467482083,0.013675922312844174,0.7432900878573538,0.013161644198223686,0.5670708846006821,0.03421482057126605,0.6382034632034631,0.016761969607402012,0.8901187920067484,0.002436173352558389,0.9453947368421053,0.007587212233336032,0.5824786324786325,0.03846331904710281,0.05460526315789469,0.00758721223333609,0.8812086707152497,0.010271601922676173,0.8539975407771544,0.01018415215012969
clinc150,k_1,0.0,3,0.8369422665839776,0.006275544671360146,0.7274828638607223,0.008700413002995604,0.9852173913043479,0.0019007068186382597,0.5733465411258073,0.025358362039970373,0.5698319314530317,0.025613339042623126,0.8369422665839776,0.006275544671360146,0.7642105263157895,0.010632505315439815,0.5771105411184794,0.024753351450662403,0.4339259259259259,0.023993140309117648,0.0147826086956521,0.0019007068186382714,0.5660740740740741,0.023993140309117623,0.9055581749865809,0.002470931163096129,0.9172063312306248,0.0048487820387041565
clinc150,k_1,0.25,3,0.8538241598169046,0.0064796717132655545,0.7585988487564225,0.009086772447630174,0.976425120772947,0.0018859151010573011,0.64898554325002,0.021184297225698742,0.6462543616957949,0.021380398451689785,0.8538241598169046,0.0064796717132655545,0.792982456140351,0.010179974790458951,0.6583605441691397,0.02019302060364986,0.5234074074074074,0.022759432540099208,0.023574879227053102,0.0018859151010572634,0.4765925925925926,0.022759432540099205,0.9146950509930222,0.0016329995610051106,0.9271836343134309,0.0031014066326127184
clinc150,k_1,0.5,3,0.869090689434968,0.00611762562909079,0.7895558951796832,0.008762335776230095,0.9664734299516908,0.0020968632284261266,0.7066042177982542,0.014869187112274933,0.7044377315097647,0.014986213678630036,0.869090689434968,0.00611762562909079,0.8174853801169591,0.008199447716414284,0.7219879335741335,0.013391037096184747,0.6048888888888889,0.020093608098590777,0.03352657004830913,0.002096863228426154,0.39511111111111114,0.02009360809859077,0.9201615458937198,0.0012801696802541666,0.9321405150088045,0.0021773957078617
clinc150,k_1,0.75,3,0.8849514344313926,0.007297844975818379,0.8243697224049195,0.009928273316163338,0.9551690821256038,0.004112810947592728,0.757622705614777,0.013378779781645055,0.7559249892305554,0.013460470619637,0.8849514344313926,0.007297844975818379,0.8408771929824561,0.008681995109935881,0.7800347109814009,0.010804641962969853,0.6878518518518518,0.02032979123165394,0.04483091787439606,0.0041128109475927965,0.3121481481481481,0.020329791231653953,0.9233717659688674,0.0012383826003889667,0.9347628967348264,0.0017613928162881758
