dataset,kir,seed,method,method_label,ball_id,depth,majority_label,parent_id,purity,radius,sample_count,selected,split_reason,stop_reason,test_known_false_reject_count,test_oos_assignment_count,test_oos_false_accept_count,test_assignment_count,test_known_assignment_count,test_oos_assignment_count_calc,test_known_correct_count,test_known_wrong_known_count,test_known_false_reject_count_calc,test_oos_false_accept_count_calc,scoring_radius,score_median,zero_test_assignment,tiny_support_lt_20,oos_assignment_per_train,known_assignment_per_train,oos_accept_rate_within_assignment,known_reject_rate_within_assignment,false_accept_share_cell,known_false_reject_share_cell,oos_assignment_share_cell,support_quartile
clinc150,0.5,13,mogb_minilm,MOGB-Fair,159,2,cook_time,13,1.0,0.7479318329537092,64,True,,purity_reached,21,56,0,87,31,56,10,0,21,0,0.7479318329537092,1.25128728277751,False,False,0.875,0.484375,0.0,0.6774193548387096,0.0,0.0136540962288686,0.016231884057971,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,167,2,credit_limit_change,14,1.0,0.5806767714613655,94,True,,purity_reached,13,33,0,63,30,33,17,0,13,0,0.5806767714613655,1.270239003562456,False,False,0.351063829787234,0.3191489361702128,0.0,0.4333333333333333,0.0,0.0084525357607282,0.0095652173913043,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,170,2,credit_score,15,1.0,0.4801009861798155,100,True,,purity_reached,21,36,0,66,30,36,9,0,21,0,0.4801009861798155,1.4431624728514467,False,False,0.36,0.3,0.0,0.7,0.0,0.0136540962288686,0.0104347826086956,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,184,2,date,18,1.0,0.5608564608283116,81,True,,purity_reached,22,34,0,65,31,34,9,0,22,0,0.5608564608283116,1.452526961180751,False,False,0.419753086419753,0.382716049382716,0.0,0.7096774193548387,0.0,0.0143042912873862,0.0098550724637681,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,185,2,bill_due,18,1.0,0.5438404928278063,17,True,,purity_reached,11,4,0,15,11,4,0,0,11,0,0.5438404928278063,1.3007717266615628,False,True,0.2352941176470588,0.6470588235294118,0.0,1.0,0.0,0.0071521456436931,0.001159420289855,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,196,2,direct_deposit,19,1.0,0.4684133569740247,88,True,,purity_reached,17,9,0,39,30,9,13,0,17,0,0.4684133569740247,1.3761824928520696,False,False,0.1022727272727272,0.3409090909090909,0.0,0.5666666666666667,0.0,0.0110533159947984,0.0026086956521739,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,203,2,flight_status,21,1.0,0.6374983746170024,85,True,,purity_reached,26,23,0,52,29,23,3,0,26,0,0.6374983746170024,1.2679150012406455,False,False,0.2705882352941176,0.3411764705882353,0.0,0.896551724137931,0.0,0.0169050715214564,0.0066666666666666,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,211,2,food_last,23,1.0,0.7284989162651818,45,True,,purity_reached,28,20,0,48,28,20,0,0,28,0,0.7284989162651818,1.2457824030722202,False,False,0.4444444444444444,0.6222222222222222,0.0,1.0,0.0,0.0182054616384915,0.0057971014492753,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,224,2,gas_type,25,1.0,0.5453694780948625,95,True,,purity_reached,12,58,0,88,30,58,18,0,12,0,0.5453694780948625,1.5712648193894578,False,False,0.6105263157894737,0.3157894736842105,0.0,0.4,0.0,0.0078023407022106,0.0168115942028985,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,229,2,greeting,26,1.0,0.7117855412143286,46,True,,purity_reached,13,77,0,93,16,77,3,0,13,0,0.7117855412143286,1.400565355514974,False,False,1.673913043478261,0.3478260869565217,0.0,0.8125,0.0,0.0084525357607282,0.0223188405797101,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,236,2,income,27,1.0,0.6447652161553792,87,True,,purity_reached,15,72,0,99,27,72,12,0,15,0,0.6447652161553792,1.4175026463369984,False,False,0.8275862068965517,0.3103448275862069,0.0,0.5555555555555556,0.0,0.0097529258777633,0.0208695652173913,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,241,2,pto_used,27,1.0,0.4953962602472296,18,True,,purity_reached,11,15,0,35,20,15,9,0,11,0,0.4953962602472296,1.296656626480108,False,True,0.8333333333333334,1.1111111111111112,0.0,0.55,0.0,0.0071521456436931,0.0043478260869565,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,244,2,ingredient_substitution,28,1.0,0.7989792116250342,54,True,,purity_reached,26,74,0,101,27,74,1,0,26,0,0.7989792116250342,1.3167986467147317,False,False,1.3703703703703705,0.5,0.0,0.9629629629629628,0.0,0.0169050715214564,0.0214492753623188,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,254,2,insurance,30,1.0,0.6296130689624825,93,True,,purity_reached,13,37,0,67,30,37,17,0,13,0,0.6296130689624825,1.1627720453058208,False,False,0.3978494623655914,0.3225806451612903,0.0,0.4333333333333333,0.0,0.0084525357607282,0.0107246376811594,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,260,2,last_maintenance,32,1.0,0.6364634995365367,65,True,,purity_reached,8,67,0,89,22,67,14,0,8,0,0.6364634995365367,1.5445155497313012,False,False,1.0307692307692309,0.3384615384615385,0.0,0.3636363636363636,0.0,0.0052015604681404,0.0194202898550724,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,263,2,lost_luggage,33,1.0,0.6002804310567982,100,True,,purity_reached,7,6,0,36,30,6,23,0,7,0,0.6002804310567982,0.9589780770233564,False,False,0.06,0.3,0.0,0.2333333333333333,0.0,0.0045513654096228,0.0017391304347826,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,267,2,maybe,34,1.0,0.7645702439547479,75,True,,purity_reached,20,108,0,140,32,108,12,0,20,0,0.7645702439547479,1.2997423347681178,False,False,1.44,0.4266666666666667,0.0,0.625,0.0,0.0130039011703511,0.0313043478260869,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,271,2,meaning_of_life,35,1.0,0.4565307218230441,65,True,,purity_reached,13,0,0,20,20,0,7,0,13,0,0.4565307218230441,1.0658466574094656,False,False,0.0,0.3076923076923077,0.0,0.65,0.0,0.0084525357607282,0.0,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,273,2,measurement_conversion,36,1.0,0.7380444411404544,68,True,,purity_reached,22,53,0,81,28,53,6,0,22,0,0.7380444411404544,1.3718480976221663,False,False,0.7794117647058824,0.4117647058823529,0.0,0.7857142857142857,0.0,0.0143042912873862,0.0153623188405797,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,277,2,calendar,37,1.0,0.6064215733381683,17,True,,purity_reached,11,23,0,34,11,23,0,0,11,0,0.6064215733381683,1.4576604964437,False,True,1.3529411764705883,0.6470588235294118,0.0,1.0,0.0,0.0071521456436931,0.0066666666666666,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,285,2,schedule_meeting,37,1.0,0.5045330452126705,11,True,,purity_reached,17,3,0,20,17,3,0,0,17,0,0.5045330452126705,1.281445516238419,False,True,0.2727272727272727,1.5454545454545454,0.0,1.0,0.0,0.0110533159947984,0.0008695652173913,Q1-small
clinc150,0.5,13,mogb_minilm,MOGB-Fair,305,2,last_maintenance,39,1.0,0.4248547502134074,26,True,,purity_reached,3,33,0,41,8,33,5,0,3,0,0.4248547502134074,1.4779817209738642,False,False,1.2692307692307692,0.3076923076923077,0.0,0.375,0.0,0.0019505851755526,0.0095652173913043,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,321,2,pto_request_status,43,1.0,0.5652752070089424,80,True,,purity_reached,15,22,0,50,28,22,13,0,15,0,0.5652752070089424,1.1934809935333872,False,False,0.275,0.35,0.0,0.5357142857142857,0.0,0.0097529258777633,0.0063768115942028,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,326,2,pto_used,44,1.0,0.4911392808677128,25,True,,purity_reached,4,13,0,22,9,13,5,0,4,0,0.4911392808677128,1.2158148259647072,False,False,0.52,0.36,0.0,0.4444444444444444,0.0,0.0026007802340702,0.0037681159420289,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,331,2,redeem_rewards,45,1.0,0.4765767730957747,32,True,,purity_reached,13,0,0,13,13,0,0,0,13,0,0.4765767730957747,1.4068054683013236,False,False,0.0,0.40625,0.0,1.0,0.0,0.0084525357607282,0.0,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,335,2,reminder_update,46,1.0,0.6459828883945091,40,True,,purity_reached,13,68,5,82,14,68,1,0,13,5,0.6459828883945091,1.3671466842259137,False,False,1.7,0.35,0.0735294117647058,0.9285714285714286,0.1388888888888889,0.0084525357607282,0.0197101449275362,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,344,2,repeat,47,1.0,0.702040466557726,53,True,,purity_reached,10,15,0,35,20,15,10,0,10,0,0.702040466557726,1.3331989180067405,False,False,0.2830188679245283,0.3773584905660377,0.0,0.5,0.0,0.0065019505851755,0.0043478260869565,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,353,2,replacement_card_duration,48,1.0,0.5423901442120723,91,True,,purity_reached,22,32,0,61,29,32,7,0,22,0,0.5423901442120723,1.4411440843058887,False,False,0.3516483516483517,0.3186813186813186,0.0,0.7586206896551724,0.0,0.0143042912873862,0.0092753623188405,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,358,2,reset_settings,49,1.0,0.5567672044523441,73,True,,purity_reached,8,4,0,21,17,4,9,0,8,0,0.5567672044523441,1.0806966883252085,False,False,0.0547945205479452,0.2328767123287671,0.0,0.4705882352941176,0.0,0.0052015604681404,0.001159420289855,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,364,2,restaurant_reservation,50,1.0,0.6953755688520422,65,True,,purity_reached,13,31,1,55,24,31,11,0,13,1,0.6953755688520422,1.222906900177868,False,False,0.4769230769230769,0.3692307692307692,0.032258064516129,0.5416666666666666,0.0277777777777777,0.0084525357607282,0.0089855072463768,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,377,2,rewards_balance,52,1.0,0.6131215075457068,51,True,,purity_reached,19,12,0,38,26,12,7,0,19,0,0.6131215075457068,1.2072689102847276,False,False,0.2352941176470588,0.5098039215686274,0.0,0.7307692307692307,0.0,0.0123537061118335,0.0034782608695652,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,386,2,rollover_401k,53,1.0,0.4459445251944376,100,True,,purity_reached,17,0,0,30,30,0,13,0,17,0,0.4459445251944376,1.087198261460194,False,False,0.0,0.3,0.0,0.5666666666666667,0.0,0.0110533159947984,0.0,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,388,2,routing,54,1.0,0.6252632488806834,100,True,,purity_reached,21,18,0,48,30,18,9,0,21,0,0.6252632488806834,1.2404123509206473,False,False,0.18,0.3,0.0,0.7,0.0,0.0136540962288686,0.0052173913043478,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,394,2,restaurant_reservation,55,1.0,0.6279053121258465,14,True,,purity_reached,5,90,0,95,5,90,0,0,5,0,0.6279053121258465,1.313117281275216,False,True,6.428571428571429,0.3571428571428571,0.0,1.0,0.0,0.0032509752925877,0.0260869565217391,Q1-small
clinc150,0.5,13,mogb_minilm,MOGB-Fair,398,2,share_location,56,1.0,0.6870979519380662,29,True,,purity_reached,2,7,0,10,3,7,1,0,2,0,0.6870979519380662,1.4000864940799571,False,False,0.2413793103448276,0.1034482758620689,0.0,0.6666666666666666,0.0,0.0013003901170351,0.0020289855072463,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,421,2,tell_joke,61,1.0,0.6477513136077108,62,True,,purity_reached,12,1,0,19,18,1,6,0,12,0,0.6477513136077108,1.094058062048,False,False,0.0161290322580645,0.2903225806451613,0.0,0.6666666666666666,0.0,0.0078023407022106,0.0002898550724637,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,430,2,timezone,62,1.0,0.6912329198151591,93,True,,purity_reached,17,70,4,100,30,70,13,0,17,4,0.6912329198151591,1.2061867438174212,False,False,0.7526881720430108,0.3225806451612903,0.0571428571428571,0.5666666666666667,0.1111111111111111,0.0110533159947984,0.0202898550724637,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,434,2,tire_pressure,63,1.0,0.5779081797646736,99,True,,purity_reached,20,35,0,65,30,35,10,0,20,0,0.5779081797646736,1.4381665641376344,False,False,0.3535353535353535,0.303030303030303,0.0,0.6666666666666666,0.0,0.0130039011703511,0.0101449275362318,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,447,2,transfer,65,1.0,0.6839710941990647,63,True,,purity_reached,9,61,0,78,17,61,8,0,9,0,0.6839710941990647,1.366958978522815,False,False,0.9682539682539684,0.2698412698412698,0.0,0.5294117647058824,0.0,0.0058517555266579,0.0176811594202898,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,449,2,travel_alert,66,1.0,0.5910893318689605,75,True,,purity_reached,14,6,0,26,20,6,6,0,14,0,0.5910893318689605,1.339902357466092,False,False,0.08,0.2666666666666666,0.0,0.7,0.0,0.0091027308192457,0.0017391304347826,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,454,2,travel_notification,67,1.0,0.6194209672412487,77,True,,purity_reached,29,48,0,78,30,48,1,0,29,0,0.6194209672412487,1.413557677321354,False,False,0.6233766233766234,0.3896103896103896,0.0,0.9666666666666668,0.0,0.0188556566970091,0.0139130434782608,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,462,2,travel_suggestion,68,1.0,0.7484715731863115,38,True,,purity_reached,26,87,0,118,31,87,5,0,26,0,0.7484715731863115,1.3551553569581367,False,False,2.289473684210526,0.8157894736842105,0.0,0.8387096774193549,0.0,0.0169050715214564,0.0252173913043478,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,474,2,user_name,70,1.0,0.4916146271250689,18,True,,purity_reached,1,2,0,3,1,2,0,0,1,0,0.4916146271250689,1.935918797146428,False,True,0.1111111111111111,0.0555555555555555,0.0,1.0,0.0,0.0006501950585175,0.0005797101449275,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,476,2,vaccines,71,1.0,0.6545786809116017,95,True,,purity_reached,29,22,0,61,39,22,10,0,29,0,0.6545786809116017,1.317932668268231,False,False,0.231578947368421,0.4105263157894737,0.0,0.7435897435897436,0.0,0.0188556566970091,0.0063768115942028,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,496,2,what_song,74,1.0,0.6579162693684484,94,True,,purity_reached,19,101,0,131,30,101,11,0,19,0,0.6579162693684484,1.3384139547533265,False,False,1.074468085106383,0.3191489361702128,0.0,0.6333333333333333,0.0,0.0123537061118335,0.0292753623188405,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,504,2,repeat,75,1.0,0.5421138267313752,10,True,,purity_reached,1,2,0,4,2,2,1,0,1,0,0.5421138267313752,1.4860527604863598,False,True,0.2,0.2,0.0,0.5,0.0,0.0006501950585175,0.0005797101449275,Q1-small
clinc150,0.5,13,mogb_minilm,MOGB-Fair,511,3,application_status,78,1.0,0.5803624787041048,15,True,,purity_reached,6,14,0,23,9,14,3,0,6,0,0.5803624787041048,1.3958745100548045,False,True,0.9333333333333332,0.6,0.0,0.6666666666666666,0.0,0.0039011703511053,0.0040579710144927,Q1-small
clinc150,0.5,13,mogb_minilm,MOGB-Fair,513,3,application_status,81,1.0,0.5240652969324974,48,True,,purity_reached,3,19,0,34,15,19,12,0,3,0,0.5240652969324974,1.3942945485314129,False,False,0.3958333333333333,0.3125,0.0,0.2,0.0,0.0019505851755526,0.0055072463768115,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,515,3,apr,82,1.0,0.4939552296265561,99,True,,purity_reached,19,16,0,46,30,16,11,0,19,0,0.4939552296265561,1.2809339250117897,False,False,0.1616161616161616,0.303030303030303,0.0,0.6333333333333333,0.0,0.0123537061118335,0.0046376811594202,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,517,3,car_rental,97,1.0,0.6200572191031761,10,True,,purity_reached,2,3,0,5,2,3,0,0,2,0,0.6200572191031761,1.4514352950116731,False,True,0.3,0.2,0.0,1.0,0.0,0.0013003901170351,0.0008695652173913,Q1-small
clinc150,0.5,13,mogb_minilm,MOGB-Fair,519,3,book_flight,98,1.0,0.6364784179753291,21,True,,purity_reached,11,14,0,25,11,14,0,0,11,0,0.6364784179753291,1.4204637305214127,False,False,0.6666666666666666,0.5238095238095238,0.0,1.0,0.0,0.0071521456436931,0.0040579710144927,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,555,3,current_location,175,1.0,0.5868716381926817,30,True,,purity_reached,4,7,0,21,14,7,10,0,4,0,0.5868716381926817,1.1270517843423151,False,False,0.2333333333333333,0.4666666666666667,0.0,0.2857142857142857,0.0,0.0026007802340702,0.0020289855072463,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,561,3,share_location,177,1.0,0.7358070397741643,37,True,,purity_reached,13,104,0,123,19,104,6,0,13,0,0.7358070397741643,1.3493931573795348,False,False,2.810810810810811,0.5135135135135135,0.0,0.6842105263157895,0.0,0.0084525357607282,0.0301449275362318,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,564,3,damaged_card,179,1.0,0.6173252876213801,70,True,,purity_reached,17,41,7,65,24,41,7,0,17,7,0.6173252876213801,1.1664687188396263,False,False,0.5857142857142857,0.3428571428571428,0.1707317073170731,0.7083333333333334,0.1944444444444444,0.0110533159947984,0.0118840579710144,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,572,3,exchange_rate,200,1.0,0.7039918826362865,83,True,,purity_reached,26,29,1,61,32,29,6,0,26,1,0.7039918826362865,1.300304822316872,False,False,0.3493975903614458,0.3855421686746988,0.0344827586206896,0.8125,0.0277777777777777,0.0169050715214564,0.0084057971014492,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,578,3,flip_coin,207,1.0,0.597626780317134,98,True,,purity_reached,13,18,0,48,30,18,17,0,13,0,0.597626780317134,1.1712692348143268,False,False,0.1836734693877551,0.3061224489795918,0.0,0.4333333333333333,0.0,0.0084525357607282,0.0052173913043478,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,594,3,fun_fact,219,1.0,0.8041908038881604,28,True,,purity_reached,14,171,0,187,16,171,2,0,14,0,0.8041908038881604,1.3166426216057836,False,False,6.107142857142857,0.5714285714285714,0.0,0.875,0.0,0.0091027308192457,0.0495652173913043,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,596,3,fun_fact,223,1.0,0.7433601074873396,24,True,,purity_reached,5,40,0,47,7,40,2,0,5,0,0.7433601074873396,1.3583002394587689,False,False,1.6666666666666667,0.2916666666666667,0.0,0.7142857142857143,0.0,0.0032509752925877,0.0115942028985507,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,598,3,tell_joke,223,1.0,0.648246194345903,24,True,,purity_reached,8,12,0,23,11,12,3,0,8,0,0.648246194345903,1.4005033005807386,False,False,0.5,0.4583333333333333,0.0,0.7272727272727273,0.0,0.0052015604681404,0.0034782608695652,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,599,3,greeting,231,1.0,0.55136107914599,12,True,,purity_reached,9,5,0,20,15,5,6,0,9,0,0.55136107914599,1.1605861615849091,False,True,0.4166666666666667,1.25,0.0,0.6,0.0,0.0058517555266579,0.0014492753623188,Q1-small
clinc150,0.5,13,mogb_minilm,MOGB-Fair,601,3,meaning_of_life,232,1.0,0.5745908775395836,14,True,,purity_reached,8,5,0,14,9,5,1,0,8,0,0.5745908775395836,1.3786638044572652,False,True,0.3571428571428571,0.6428571428571429,0.0,0.8888888888888888,0.0,0.0052015604681404,0.0014492753623188,Q1-small
clinc150,0.5,13,mogb_minilm,MOGB-Fair,607,3,ingredients_list,246,1.0,0.7431047516608875,62,True,,purity_reached,22,57,0,86,29,57,7,0,22,0,0.7431047516608875,1.2152221564765493,False,False,0.9193548387096774,0.4677419354838709,0.0,0.7586206896551724,0.0,0.0143042912873862,0.0165217391304347,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,614,3,ingredient_substitution,250,1.0,0.6851802459698663,18,True,,purity_reached,6,2,0,8,6,2,0,0,6,0,0.6851802459698663,1.293800119038779,False,True,0.1111111111111111,0.3333333333333333,0.0,1.0,0.0,0.0039011703511053,0.0005797101449275,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,625,3,meeting_schedule,275,1.0,0.5366519044113934,23,True,,purity_reached,17,3,0,21,18,3,1,0,17,0,0.5366519044113934,1.3850199018019145,False,False,0.1304347826086956,0.782608695652174,0.0,0.9444444444444444,0.0,0.0110533159947984,0.0008695652173913,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,628,3,nutrition_info,291,1.0,0.7192666823776889,41,True,,purity_reached,20,7,0,35,28,7,8,0,20,0,0.7192666823776889,1.0370511737433012,False,False,0.1707317073170731,0.6829268292682927,0.0,0.7142857142857143,0.0,0.0130039011703511,0.0020289855072463,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,630,3,calories,292,1.0,0.700739887398583,24,True,,purity_reached,31,7,0,38,31,7,0,0,31,0,0.700739887398583,1.228674452818462,False,False,0.2916666666666667,1.2916666666666667,0.0,1.0,0.0,0.0201560468140442,0.0020289855072463,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,641,3,oil_change_how,301,1.0,0.4588048666557372,98,True,,purity_reached,10,7,0,38,31,7,21,0,10,0,0.4588048666557372,0.9887328395515992,False,False,0.0714285714285714,0.3163265306122449,0.0,0.3225806451612903,0.0,0.0065019505851755,0.0020289855072463,Q4-large
clinc150,0.5,13,mogb_minilm,MOGB-Fair,643,3,order,306,1.0,0.7464293827017654,36,True,,purity_reached,17,117,0,136,19,117,2,0,17,0,0.7464293827017654,1.3423399774957123,False,False,3.25,0.5277777777777778,0.0,0.8947368421052632,0.0,0.0110533159947984,0.0339130434782608,Q3
clinc150,0.5,13,mogb_minilm,MOGB-Fair,650,3,payday,317,1.0,0.5260945435017285,12,True,,purity_reached,12,4,0,18,14,4,2,0,12,0,0.5260945435017285,1.2396197696247555,False,True,0.3333333333333333,1.1666666666666667,0.0,0.8571428571428571,0.0,0.0078023407022106,0.001159420289855,Q1-small
clinc150,0.5,13,mogb_minilm,MOGB-Fair,657,3,pto_used,324,1.0,0.4660116597699537,31,True,,purity_reached,1,27,3,30,3,27,2,0,1,3,0.4660116597699537,1.301183450242568,False,False,0.8709677419354839,0.0967741935483871,0.1111111111111111,0.3333333333333333,0.0833333333333333,0.0006501950585175,0.0078260869565217,Q2
clinc150,0.5,13,mogb_minilm,MOGB-Fair,659,3,redeem_rewards,333,1.0,0.5708240166119661,23,True,,purity_reached,13,2,0,16,14,2,1,0,13,0,0.5708240166119661,1.1374391933259935,False,False,0.0869565217391304,0.6086956521739131,0.0,0.9285714285714286,0.0,0.0084525357607282,0.0005797101449275,Q2
