dataset,kir,workpoint,radius_multiplier_mean,radius_multiplier_std,calibration_known_recall_mean,calibration_known_recall_std,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,id_recall_mean,id_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,auroc_mean,auroc_std,aupr_oos_mean,aupr_oos_std
clinc150,0.25,calibration_coverage_0.85,1.272962737707476,0.03914917110790809,0.85,0.0,0.8835540916126263,0.02781328654162184,0.7379667297614124,0.025271196117150417,0.7341354833969068,0.025238926739344743,0.8256842105263157,0.03757962716635768,0.8503508771929825,0.021149266519191256,0.17802631578947364,0.047676921408855294,0.1496491228070175,0.02114926651919128,0.9060657894736842,0.014568116456954692,0.963469654341278,0.00732799147890243
clinc150,0.25,calibration_coverage_0.90,1.3389720177841664,0.036612210650944985,0.9,0.0,0.8023171431568752,0.037756255614535175,0.6976239810711142,0.02056243192251992,0.6948688978583311,0.020145722629409953,0.7277192982456141,0.0434781655223973,0.8991228070175439,0.011931114481346816,0.311798245614035,0.055145856781448684,0.1008771929824561,0.011931114481346896,0.9060657894736842,0.014568116456954692,0.963469654341278,0.00732799147890243
clinc150,0.25,calibration_coverage_0.95,1.4468508253643708,0.0524225249734737,0.95,0.0,0.5750478927196998,0.09038643070295728,0.609789817229463,0.04278883050389383,0.6107040784007726,0.04156940596444427,0.5168421052631579,0.07469090920261369,0.9512280701754385,0.005936464672171457,0.5866666666666667,0.09460011352486104,0.04877192982456136,0.0059364646721714745,0.9060657894736842,0.014568116456954692,0.963469654341278,0.00732799147890243
clinc150,0.25,default_radius,1.0,0.0,0.33999999999999997,0.02420122819163069,0.9238361040438375,0.0029534277865939165,0.5224035964713533,0.032761230904904334,0.5118395831141827,0.03354694706319405,0.8688771929824561,0.005504132586605538,0.37105263157894736,0.026693200095970083,0.006578947368420999,0.0021764729431227024,0.6289473684210527,0.02669320009597005,0.9060657894736842,0.014568116456954692,0.963469654341278,0.00732799147890243
clinc150,0.5,calibration_coverage_0.80,1.2877962705111197,0.008945972295802967,0.8,0.0,0.8370156422648879,0.019752220648835795,0.7638255204317005,0.012946627601680367,0.7628496521405913,0.01310630855898168,0.7983508771929825,0.02014627946240407,0.8069333333333333,0.008132240363721,0.18915942028985505,0.03485776903606731,0.19306666666666666,0.00813224036372104,0.8764096876006441,0.007663174447065316,0.8832486853189302,0.00819012602665888
clinc150,0.5,calibration_coverage_0.85,1.341847851427202,0.013830850536204012,0.85,0.0,0.7809268983469442,0.03697388968952601,0.7561779124409101,0.008694530084845718,0.755847925962163,0.00894400878135172,0.7487719298245614,0.031500389616862835,0.8559111111111111,0.009430185314283482,0.29768115942028983,0.05765602831746439,0.14408888888888888,0.009430185314283506,0.8764096876006441,0.007663174447065316,0.8832486853189302,0.00819012602665888
clinc150,0.5,calibration_coverage_0.90,1.4114940851339037,0.022305452906982028,0.9,0.0,0.6753822719519551,0.05795541237556745,0.7304250546129682,0.005867013701281533,0.7311589583817818,0.006308474482531377,0.6682105263157895,0.03936679485023571,0.9013333333333333,0.0102415276638248,0.4545507246376811,0.07294086419996233,0.0986666666666666,0.010241527663824832,0.8764096876006441,0.007663174447065316,0.8832486853189302,0.00819012602665888
clinc150,0.5,calibration_coverage_0.95,1.5263372901680294,0.03560825573812874,0.95,0.0,0.47061199835511325,0.05464100922923248,0.6805293532830737,0.00835651213964645,0.6833282513487798,0.008512455907065829,0.5455438596491228,0.024358371363110847,0.9500444444444444,0.005867676680733996,0.6807536231884057,0.049168938783166784,0.049955555555555496,0.005867676680734003,0.8764096876006441,0.007663174447065316,0.8832486853189302,0.00819012602665888
clinc150,0.5,default_radius,1.0,0.0,0.29906666666666665,0.016961394072684235,0.8131951016346013,0.0029937394053626406,0.44953800389890197,0.017795263450771055,0.44468924259575926,0.017993685362080927,0.7237894736842105,0.005768969538955549,0.3157333333333333,0.013693649965685421,0.00904347826086952,0.0015255301295003965,0.6842666666666666,0.013693649965685424,0.8764096876006441,0.007663174447065316,0.8832486853189302,0.00819012602665888
clinc150,0.75,calibration_coverage_0.80,1.3317375149767277,0.015327454678791954,0.8,0.0,0.7523243636745686,0.03395952262918058,0.7738572829913689,0.011532100862682233,0.7740495411995546,0.011365291275831286,0.7672631578947369,0.024482517427494386,0.8109523809523809,0.004421421199060448,0.2321367521367521,0.054980089901989077,0.18904761904761902,0.004421421199060444,0.8643049450549449,0.01180926068657238,0.7520503201772899,0.01588424170491822
clinc150,0.75,calibration_coverage_0.85,1.387063677220933,0.014770766058751706,0.85,0.0,0.6941621303139713,0.03466296495097448,0.7702190354152074,0.010778076694029923,0.7708981149250399,0.010661988488377827,0.7353333333333334,0.022605928616582786,0.8589285714285714,0.003817189088803753,0.3596581196581196,0.04942931680616297,0.14107142857142854,0.003817189088803769,0.8643049450549449,0.01180926068657238,0.7520503201772899,0.01588424170491822
clinc150,0.75,calibration_coverage_0.90,1.4595623106490685,0.013657174783531283,0.9,0.0,0.5882624826289794,0.03825012355840476,0.759038936123756,0.010385354727640607,0.7605637258871021,0.010401361316835398,0.6861754385964912,0.01957905741024226,0.9032142857142859,0.0022311505730942304,0.5243589743589744,0.04562553756224164,0.09678571428571424,0.00223115057309419,0.8643049450549449,0.01180926068657238,0.7520503201772899,0.01588424170491822
clinc150,0.75,calibration_coverage_0.95,1.5939098218735306,0.018299900763368095,0.95,0.0,0.37284028285440846,0.047553232008708354,0.7310364152881025,0.010553940343781064,0.7342345950419747,0.010643317654330289,0.610982456140351,0.014017313306406017,0.9551785714285714,0.003996304628062276,0.7551282051282051,0.03853388257955559,0.044821428571428526,0.0039963046280623036,0.8643049450549449,0.01180926068657238,0.7520503201772899,0.01588424170491822
clinc150,0.75,default_radius,1.0,0.0,0.28258928571428565,0.008523162094659309,0.6593154230507091,0.004187552090302015,0.4179709109786164,0.01552778390349888,0.41581604926368704,0.015630168685979436,0.5781754385964912,0.00747582540779645,0.29196428571428573,0.012156927538988137,0.00829059829059824,0.003359528890091204,0.7080357142857142,0.012156927538988144,0.8643049450549449,0.01180926068657238,0.7520503201772899,0.01588424170491822
stackoverflow,0.25,calibration_coverage_0.80,1.1492998606387654,0.03412430529479502,0.8,0.0,0.847283375319974,0.07564524437699165,0.7670466788256306,0.029233898236566587,0.7509993395267618,0.02118961461027192,0.7884333333333333,0.08672326677426305,0.8014666666666667,0.020598813342304723,0.21008888888888885,0.11530856081631956,0.19853333333333328,0.02059881334230474,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
stackoverflow,0.25,calibration_coverage_0.85,1.1786382683268115,0.04123045726769225,0.85,0.0,0.760988727883559,0.15604749671657134,0.7420856778793008,0.046140666042100126,0.7383050678784491,0.028012646093635154,0.7049666666666666,0.14081047151717407,0.8544,0.028294483168592708,0.3364,0.1885338755296305,0.14559999999999995,0.028294483168592757,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
stackoverflow,0.25,calibration_coverage_0.90,1.2166899659351245,0.047057651118294144,0.9,0.0,0.6291581929304655,0.17451873992018355,0.6967212287538678,0.055753292593257064,0.7102338359185483,0.03909495697972944,0.5856333333333333,0.1299869865281393,0.9052,0.025735405788739906,0.5083555555555556,0.17373419459153797,0.09479999999999997,0.02573540578873999,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
stackoverflow,0.25,calibration_coverage_0.95,1.2745577219525746,0.05242259701353808,0.95,0.0,0.3943435049206612,0.13231492593848054,0.6089425913192827,0.05914388888879413,0.6518624085990071,0.05685218018539849,0.4166333333333333,0.07615840582481867,0.9517333333333333,0.01491159131533438,0.7436444444444444,0.1001772010236774,0.04826666666666662,0.014911591315334403,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
stackoverflow,0.25,default_radius,1.0,0.0,0.328,0.04192851058647327,0.8944000569448456,0.005949655171098938,0.540703865522772,0.04633819785305139,0.4699646272383573,0.05456022850638987,0.8243333333333334,0.011034667593040072,0.3261333333333333,0.048486882533091163,0.00937777777777774,0.005384935548750563,0.6738666666666667,0.04848688253309118,0.8672337777777779,0.02197997091655155,0.9256037956668599,0.016348535218525497
stackoverflow,0.5,calibration_coverage_0.80,1.216124271126324,0.044740101278421485,0.8,0.0,0.7463684129877951,0.10165826116706193,0.7315174741937851,0.08842039851802294,0.7300323803143841,0.08747030805011997,0.7367666666666667,0.09137192007273233,0.8027999999999998,0.009188156628084988,0.2774,0.1441745469907917,0.1972,0.00918815662808498,0.8476909333333333,0.03540406497216227,0.7865554428431313,0.04414474605820934
stackoverflow,0.5,calibration_coverage_0.85,1.247655683034755,0.04623208635244957,0.85,0.0,0.6796892901831797,0.1198779811245505,0.7130382345965207,0.09315272717506361,0.7163731290378548,0.09130818513056138,0.6919333333333333,0.09490372314438811,0.8533333333333333,0.009186342519680441,0.39866666666666667,0.1456361524103438,0.14666666666666664,0.009186342519680427,0.8476909333333333,0.03540406497216227,0.7865554428431313,0.04414474605820934
stackoverflow,0.5,calibration_coverage_0.90,1.2899402069546049,0.044610748156589844,0.9,0.0,0.5406053554637162,0.11521529372768856,0.6722180471047355,0.08930163889533005,0.6853793162688375,0.08841245983898884,0.6121666666666667,0.07936055205341142,0.909,0.0041766546953806395,0.5887333333333333,0.11240759167719352,0.09099999999999996,0.0041766546953805285,0.8476909333333333,0.03540406497216227,0.7865554428431313,0.04414474605820934
stackoverflow,0.5,calibration_coverage_0.95,1.3462162623942442,0.04416249028413693,0.95,0.0,0.3166823080567921,0.07931718275027899,0.6130678943526563,0.0808013371503696,0.6427064529822427,0.08262006775906736,0.5155666666666667,0.0553607612744703,0.9566666666666667,0.004326918328582414,0.8015333333333332,0.05770066435203902,0.0433333333333333,0.004326918328582402,0.8476909333333333,0.03540406497216227,0.7865554428431313,0.04414474605820934
stackoverflow,0.5,default_radius,1.0,0.0,0.2818,0.03288920795641025,0.729199427573284,0.006249432392941407,0.43298039378929865,0.03399553971951928,0.4033584904109001,0.036784448480959665,0.6305666666666667,0.012082241329966738,0.2709333333333333,0.023698804470549447,0.00793333333333328,0.0025755258362775845,0.7290666666666666,0.023698804470549423,0.8476909333333333,0.03540406497216227,0.7865554428431313,0.04414474605820934
stackoverflow,0.75,calibration_coverage_0.80,1.2960255199712831,0.055425893572041564,0.8,0.0,0.5083440337246216,0.11939912478650073,0.6658143713178729,0.08960442255250191,0.6763123938240897,0.08873035229996323,0.6636333333333333,0.06885264055293094,0.8115555555555556,0.004695677024247869,0.45519999999999994,0.17054318449524092,0.1884444444444444,0.004695677024247894,0.8032848592592593,0.04412659084290659,0.4815859856491138,0.06763131222870251
stackoverflow,0.75,calibration_coverage_0.85,1.3232085716935154,0.0527163678872471,0.85,0.0,0.4526207946112584,0.13015135877279554,0.653939899741758,0.09524913496513741,0.6673611734171245,0.09431980741416285,0.6468,0.07227161345307791,0.8573777777777778,0.00624084514694506,0.5714666666666667,0.1585807890845126,0.14262222222222218,0.006240845146945096,0.8032848592592593,0.04412659084290659,0.4815859856491138,0.06763131222870251
stackoverflow,0.75,calibration_coverage_0.90,1.3563217319304972,0.04915099928762655,0.9,0.0,0.3715433106323251,0.12395464487982057,0.6364892980009433,0.0971833365247377,0.6541523638255179,0.09688736659990854,0.6256999999999999,0.06895987158405156,0.9034222222222222,0.009616857626963425,0.6977333333333333,0.12192402005620821,0.09657777777777772,0.009616857626963394,0.8032848592592593,0.04412659084290659,0.4815859856491138,0.06763131222870251
stackoverflow,0.75,calibration_coverage_0.95,1.4083281306969724,0.047609416964135724,0.95,0.0,0.23503631748358894,0.07442726536576928,0.6121304909742945,0.09350605639791774,0.6372701025403416,0.09570271337267952,0.5988666666666667,0.05948148638208547,0.9524888888888888,0.005511827910374243,0.8457333333333332,0.05415738381995774,0.04751111111111106,0.005511827910374226,0.8032848592592593,0.04412659084290659,0.4815859856491138,0.06763131222870251
stackoverflow,0.75,default_radius,1.0,0.0,0.21959999999999996,0.018273234828872296,0.4558840331344417,0.004201451885150502,0.33093232311807846,0.020763371557782045,0.3226022091169876,0.021914733652955033,0.40553333333333336,0.010516785524949042,0.21173333333333327,0.014546986451317514,0.006666666666666619,0.004784233364802465,0.7882666666666667,0.014546986451317526,0.8032848592592593,0.04412659084290659,0.4815859856491138,0.06763131222870251
