dataset,kir,intent,known_count_mean,trainable_correct_rate,mogb_correct_rate,trainable_reject_rate,mogb_reject_rate,trainable_wrong_intent_rate,mogb_wrong_intent_rate,n_seeds,correct_rate_delta
clinc150,0.5,reset_settings,30.0,0.7666666666666667,0.5333333333333333,0.23333333333333334,0.4666666666666667,0.0,0.0,1,0.2333333333333334
clinc150,0.5,restaurant_reservation,30.0,0.7,0.09999999999999999,0.2833333333333333,0.8916666666666666,0.016666666666666666,0.008333333333333333,4,0.6
clinc150,0.5,restaurant_reviews,30.0,0.5333333333333333,0.23333333333333334,0.4666666666666667,0.7666666666666667,0.0,0.0,1,0.3
clinc150,0.5,restaurant_suggestion,30.0,0.6166666666666667,0.18333333333333335,0.3833333333333333,0.8166666666666667,0.0,0.0,2,0.43333333333333335
clinc150,0.5,rewards_balance,30.0,0.7916666666666667,0.325,0.20833333333333334,0.675,0.0,0.0,4,0.46666666666666673
clinc150,0.5,roll_dice,30.0,0.7666666666666667,0.36666666666666664,0.23333333333333334,0.6333333333333333,0.0,0.0,1,0.4000000000000001
clinc150,0.5,rollover_401k,30.0,0.8333333333333334,0.43333333333333335,0.16666666666666666,0.5666666666666667,0.0,0.0,1,0.4
clinc150,0.5,routing,30.0,0.6333333333333333,0.3,0.36666666666666664,0.7,0.0,0.0,1,0.3333333333333333
clinc150,0.5,schedule_maintenance,30.0,0.5333333333333333,0.1,0.4666666666666667,0.9,0.0,0.0,1,0.43333333333333335
clinc150,0.5,schedule_meeting,30.0,0.7666666666666667,0.44166666666666665,0.23333333333333334,0.5583333333333333,0.0,0.0,4,0.32500000000000007
clinc150,0.5,share_location,30.0,0.8500000000000001,0.21666666666666667,0.11666666666666667,0.75,0.03333333333333333,0.03333333333333333,4,0.6333333333333334
clinc150,0.5,shopping_list,30.0,0.5555555555555555,0.2888888888888889,0.39999999999999997,0.6777777777777777,0.044444444444444446,0.03333333333333333,3,0.26666666666666655
clinc150,0.5,shopping_list_update,30.0,0.6083333333333333,0.13333333333333333,0.375,0.8666666666666667,0.016666666666666666,0.0,4,0.475
clinc150,0.5,smart_home,30.0,0.7,0.11666666666666667,0.3,0.8833333333333333,0.0,0.0,2,0.5833333333333333
clinc150,0.5,spelling,30.0,0.8666666666666667,0.26666666666666666,0.13333333333333333,0.7333333333333334,0.0,0.0,3,0.6000000000000001
clinc150,0.5,spending_history,30.0,0.7111111111111111,0.35555555555555557,0.2888888888888889,0.6444444444444444,0.0,0.0,3,0.35555555555555557
clinc150,0.5,sync_device,30.0,0.8166666666666667,0.275,0.18333333333333335,0.725,0.0,0.0,4,0.5416666666666666
clinc150,0.5,taxes,30.0,0.9,0.5083333333333333,0.1,0.4916666666666667,0.0,0.0,4,0.3916666666666667
clinc150,0.5,tell_joke,30.0,0.7166666666666666,0.3333333333333333,0.2833333333333333,0.6666666666666666,0.0,0.0,4,0.38333333333333325
clinc150,0.5,text,30.0,0.6999999999999998,0.14444444444444446,0.3,0.8555555555555556,0.0,0.0,3,0.5555555555555554
clinc150,0.5,thank_you,30.0,0.8333333333333334,0.16666666666666669,0.16666666666666666,0.8333333333333334,0.0,0.0,2,0.6666666666666667
clinc150,0.5,time,30.0,0.8,0.23333333333333334,0.2,0.7666666666666667,0.0,0.0,1,0.5666666666666667
clinc150,0.5,timer,30.0,0.8166666666666667,0.6166666666666667,0.15,0.3833333333333333,0.03333333333333333,0.0,4,0.19999999999999996
clinc150,0.5,timezone,30.0,0.7111111111111111,0.4222222222222222,0.2888888888888889,0.5777777777777778,0.0,0.0,3,0.2888888888888889
clinc150,0.5,tire_change,30.0,0.8111111111111112,0.5444444444444444,0.18888888888888888,0.45555555555555555,0.0,0.0,3,0.26666666666666683
clinc150,0.5,tire_pressure,30.0,0.9,0.35,0.1,0.6499999999999999,0.0,0.0,2,0.55
clinc150,0.5,todo_list,30.0,0.9333333333333333,0.4,0.06666666666666667,0.6,0.0,0.0,1,0.5333333333333333
clinc150,0.5,todo_list_update,30.0,0.6583333333333333,0.30833333333333335,0.31666666666666665,0.6833333333333333,0.025,0.008333333333333333,4,0.35
clinc150,0.5,traffic,30.0,0.8444444444444444,0.3666666666666667,0.15555555555555556,0.6333333333333333,0.0,0.0,3,0.47777777777777775
clinc150,0.5,transactions,30.0,0.6666666666666666,0.25,0.21666666666666667,0.75,0.11666666666666667,0.0,2,0.41666666666666663
clinc150,0.5,transfer,30.0,0.7777777777777778,0.45555555555555555,0.22222222222222224,0.5444444444444444,0.0,0.0,3,0.32222222222222224
clinc150,0.5,translate,30.0,0.5333333333333333,0.05,0.4666666666666667,0.95,0.0,0.0,4,0.48333333333333334
clinc150,0.5,travel_alert,30.0,0.45,0.2583333333333333,0.55,0.7416666666666667,0.0,0.0,4,0.1916666666666667
clinc150,0.5,travel_notification,30.0,0.6,0.08,0.4,0.9199999999999999,0.0,0.0,5,0.52
clinc150,0.5,travel_suggestion,30.0,0.9166666666666667,0.16666666666666666,0.08333333333333334,0.8333333333333334,0.0,0.0,2,0.7500000000000001
clinc150,0.5,uber,30.0,0.8222222222222223,0.5,0.17777777777777778,0.5,0.0,0.0,3,0.3222222222222223
clinc150,0.5,update_playlist,30.0,0.6777777777777777,0.3,0.27777777777777773,0.7000000000000001,0.044444444444444446,0.0,3,0.3777777777777777
clinc150,0.5,user_name,30.0,0.6666666666666666,0.18333333333333335,0.3,0.8,0.03333333333333333,0.016666666666666666,2,0.4833333333333333
clinc150,0.5,vaccines,30.0,0.5333333333333333,0.3444444444444444,0.4666666666666666,0.6555555555555556,0.0,0.0,3,0.18888888888888894
clinc150,0.5,w2,30.0,0.9166666666666667,0.6,0.08333333333333334,0.4,0.0,0.0,2,0.31666666666666676
clinc150,0.5,what_are_your_hobbies,30.0,0.6444444444444444,0.4444444444444445,0.35555555555555557,0.5555555555555555,0.0,0.0,3,0.1999999999999999
clinc150,0.5,what_can_i_ask_you,30.0,0.7222222222222222,0.32222222222222224,0.27777777777777773,0.6777777777777777,0.0,0.0,3,0.39999999999999997
clinc150,0.5,what_is_your_name,30.0,0.8000000000000002,0.06666666666666667,0.19999999999999998,0.9111111111111111,0.0,0.022222222222222223,3,0.7333333333333335
clinc150,0.5,what_song,30.0,0.7888888888888889,0.35555555555555557,0.2111111111111111,0.6444444444444444,0.0,0.0,3,0.4333333333333333
clinc150,0.5,where_are_you_from,30.0,0.7083333333333333,0.2833333333333333,0.29166666666666663,0.7166666666666667,0.0,0.0,4,0.42499999999999993
clinc150,0.5,whisper_mode,30.0,0.8666666666666667,0.6,0.11111111111111112,0.4000000000000001,0.022222222222222223,0.0,3,0.2666666666666667
clinc150,0.5,who_do_you_work_for,30.0,0.5333333333333333,0.23333333333333334,0.4666666666666667,0.7666666666666667,0.0,0.0,1,0.3
clinc150,0.5,yes,30.0,0.6166666666666667,0.23333333333333334,0.3833333333333333,0.7666666666666667,0.0,0.0,2,0.38333333333333336
clinc150,0.75,accept_reservations,30.0,0.76,0.33999999999999997,0.24,0.6599999999999999,0.0,0.0,5,0.42000000000000004
clinc150,0.75,account_blocked,30.0,0.5555555555555555,0.3444444444444444,0.4444444444444445,0.6555555555555556,0.0,0.0,3,0.21111111111111108
clinc150,0.75,alarm,30.0,0.8833333333333333,0.3833333333333333,0.06666666666666667,0.6166666666666667,0.05,0.0,2,0.5
clinc150,0.75,application_status,30.0,0.9066666666666666,0.4866666666666667,0.09333333333333334,0.5133333333333333,0.0,0.0,5,0.41999999999999993
clinc150,0.75,apr,30.0,0.7166666666666666,0.29166666666666663,0.2833333333333333,0.7083333333333334,0.0,0.0,4,0.42499999999999993
clinc150,0.75,are_you_a_bot,30.0,0.76,0.42000000000000004,0.24,0.58,0.0,0.0,5,0.33999999999999997
clinc150,0.75,balance,30.0,0.7111111111111111,0.3111111111111111,0.2888888888888889,0.6888888888888888,0.0,0.0,3,0.4
clinc150,0.75,bill_balance,30.0,0.4666666666666667,0.06666666666666667,0.5333333333333333,0.9333333333333333,0.0,0.0,2,0.4
clinc150,0.75,bill_due,30.0,0.725,0.20833333333333331,0.275,0.7916666666666666,0.0,0.0,4,0.5166666666666666
clinc150,0.75,book_flight,30.0,0.6416666666666666,0.10833333333333334,0.35833333333333334,0.8916666666666667,0.0,0.0,4,0.5333333333333332
clinc150,0.75,book_hotel,30.0,0.8333333333333334,0.20833333333333331,0.16666666666666669,0.7916666666666666,0.0,0.0,4,0.625
clinc150,0.75,calculator,30.0,0.8166666666666667,0.09166666666666667,0.175,0.9083333333333333,0.008333333333333333,0.0,4,0.725
clinc150,0.75,calendar,30.0,0.6533333333333333,0.1,0.3,0.9,0.04666666666666667,0.0,5,0.5533333333333333
clinc150,0.75,calendar_update,30.0,0.76,0.08666666666666667,0.24,0.9133333333333333,0.0,0.0,5,0.6733333333333333
clinc150,0.75,calories,30.0,0.7666666666666666,0.11666666666666667,0.23333333333333334,0.8833333333333333,0.0,0.0,2,0.6499999999999999
clinc150,0.75,cancel,30.0,0.7916666666666667,0.19166666666666665,0.20833333333333334,0.8083333333333333,0.0,0.0,4,0.6000000000000001
clinc150,0.75,cancel_reservation,30.0,0.9916666666666667,0.5416666666666666,0.008333333333333333,0.45833333333333337,0.0,0.0,4,0.45000000000000007
clinc150,0.75,car_rental,30.0,0.6416666666666666,0.25,0.3583333333333333,0.75,0.0,0.0,4,0.3916666666666666
clinc150,0.75,card_declined,30.0,0.5666666666666667,0.23333333333333334,0.39333333333333337,0.7666666666666666,0.04,0.0,5,0.3333333333333333
clinc150,0.75,carry_on,30.0,0.7666666666666667,0.44166666666666665,0.23333333333333334,0.5583333333333333,0.0,0.0,4,0.32500000000000007
clinc150,0.75,change_accent,30.0,0.6999999999999998,0.3333333333333333,0.3,0.6666666666666666,0.0,0.0,3,0.36666666666666653
clinc150,0.75,change_ai_name,30.0,0.6583333333333333,0.016666666666666666,0.31666666666666665,0.9833333333333334,0.025,0.0,4,0.6416666666666666
clinc150,0.75,change_language,30.0,0.7916666666666667,0.06666666666666667,0.20833333333333331,0.925,0.0,0.008333333333333333,4,0.7250000000000001
clinc150,0.75,change_speed,30.0,0.8400000000000001,0.4066666666666666,0.15333333333333332,0.5933333333333334,0.006666666666666666,0.0,5,0.43333333333333346
clinc150,0.75,change_user_name,30.0,0.5222222222222223,0.011111111111111112,0.2888888888888889,0.9888888888888889,0.18888888888888888,0.0,3,0.5111111111111112
clinc150,0.75,change_volume,30.0,0.6333333333333333,0.2066666666666667,0.3466666666666667,0.7933333333333333,0.02,0.0,5,0.42666666666666664
clinc150,0.75,confirm_reservation,30.0,0.6466666666666667,0.13333333333333333,0.3333333333333333,0.8666666666666668,0.02,0.0,5,0.5133333333333334
clinc150,0.75,cook_time,30.0,0.8133333333333332,0.2533333333333333,0.18666666666666668,0.74,0.0,0.006666666666666666,5,0.5599999999999999
clinc150,0.75,credit_limit,30.0,0.5533333333333333,0.09333333333333334,0.44666666666666666,0.9066666666666666,0.0,0.0,5,0.46
clinc150,0.75,credit_limit_change,30.0,0.8400000000000001,0.44000000000000006,0.15999999999999998,0.5599999999999999,0.0,0.0,5,0.4
clinc150,0.75,credit_score,30.0,0.7266666666666667,0.30666666666666664,0.2733333333333333,0.6933333333333332,0.0,0.0,5,0.42000000000000004
clinc150,0.75,current_location,30.0,0.8266666666666668,0.4066666666666666,0.17333333333333334,0.5933333333333334,0.0,0.0,5,0.42000000000000015
clinc150,0.75,damaged_card,30.0,0.6499999999999999,0.3416666666666667,0.35,0.6583333333333333,0.0,0.0,4,0.30833333333333324
clinc150,0.75,date,30.0,0.8866666666666667,0.32,0.10666666666666666,0.6799999999999999,0.006666666666666666,0.0,5,0.5666666666666667
clinc150,0.75,definition,30.0,0.5,0.0,0.5,1.0,0.0,0.0,3,0.5
clinc150,0.75,direct_deposit,30.0,0.74,0.4333333333333334,0.26,0.5666666666666667,0.0,0.0,5,0.3066666666666666
clinc150,0.75,directions,30.0,0.6266666666666667,0.006666666666666666,0.37333333333333335,0.9933333333333334,0.0,0.0,5,0.62
clinc150,0.75,distance,30.0,0.6166666666666667,0.058333333333333334,0.35,0.9416666666666667,0.03333333333333333,0.0,4,0.5583333333333333
clinc150,0.75,do_you_have_pets,30.0,0.8416666666666667,0.6333333333333333,0.15833333333333333,0.36666666666666664,0.0,0.0,4,0.20833333333333337
clinc150,0.75,exchange_rate,30.0,0.725,0.16666666666666669,0.275,0.8333333333333334,0.0,0.0,4,0.5583333333333333
clinc150,0.75,expiration_date,30.0,0.8222222222222223,0.48888888888888893,0.14444444444444446,0.5111111111111111,0.03333333333333333,0.0,3,0.33333333333333337
clinc150,0.75,find_phone,30.0,0.8555555555555556,0.37777777777777777,0.14444444444444446,0.6222222222222222,0.0,0.0,3,0.47777777777777786
clinc150,0.75,flight_status,30.0,0.6583333333333333,0.20833333333333334,0.3416666666666667,0.7916666666666667,0.0,0.0,4,0.44999999999999996
clinc150,0.75,flip_coin,30.0,0.86,0.5733333333333334,0.13999999999999999,0.42666666666666664,0.0,0.0,5,0.2866666666666666
clinc150,0.75,food_last,30.0,0.7533333333333333,0.13999999999999999,0.24666666666666667,0.86,0.0,0.0,5,0.6133333333333333
clinc150,0.75,freeze_account,30.0,0.8333333333333334,0.4083333333333333,0.16666666666666669,0.5916666666666667,0.0,0.0,4,0.42500000000000004
clinc150,0.75,fun_fact,30.0,0.8083333333333333,0.3,0.18333333333333335,0.6916666666666667,0.008333333333333333,0.008333333333333333,4,0.5083333333333333
clinc150,0.75,gas,30.0,0.6666666666666666,0.26666666666666666,0.3333333333333333,0.7333333333333334,0.0,0.0,3,0.39999999999999997
clinc150,0.75,gas_type,30.0,0.8333333333333334,0.5333333333333333,0.14444444444444446,0.4666666666666666,0.022222222222222223,0.0,3,0.30000000000000004
clinc150,0.75,goodbye,30.0,0.8333333333333334,0.2,0.16666666666666666,0.8,0.0,0.0,2,0.6333333333333333
clinc150,0.75,greeting,30.0,0.9166666666666667,0.4166666666666667,0.075,0.5833333333333333,0.008333333333333333,0.0,4,0.5
clinc150,0.75,how_busy,30.0,0.6444444444444444,0.15555555555555556,0.3222222222222222,0.8111111111111112,0.03333333333333333,0.03333333333333333,3,0.4888888888888888
clinc150,0.75,how_old_are_you,30.0,0.8333333333333334,0.4666666666666667,0.16666666666666666,0.5333333333333333,0.0,0.0,2,0.3666666666666667
clinc150,0.75,improve_credit_score,30.0,0.7166666666666666,0.3333333333333333,0.2833333333333333,0.6666666666666666,0.0,0.0,4,0.38333333333333325
clinc150,0.75,income,30.0,0.7733333333333333,0.5733333333333334,0.22666666666666666,0.42666666666666664,0.0,0.0,5,0.19999999999999996
clinc150,0.75,ingredient_substitution,30.0,0.6222222222222222,0.05555555555555555,0.37777777777777777,0.9444444444444445,0.0,0.0,3,0.5666666666666667
clinc150,0.75,ingredients_list,30.0,0.6599999999999999,0.15333333333333332,0.27999999999999997,0.8400000000000001,0.06000000000000001,0.006666666666666666,5,0.5066666666666666
clinc150,0.75,insurance,30.0,0.9333333333333333,0.7166666666666667,0.06666666666666667,0.2833333333333333,0.0,0.0,2,0.21666666666666667
clinc150,0.75,insurance_change,30.0,0.7166666666666666,0.5666666666666667,0.2833333333333333,0.43333333333333335,0.0,0.0,2,0.1499999999999999
clinc150,0.75,interest_rate,30.0,0.6666666666666666,0.27777777777777773,0.3,0.7222222222222222,0.03333333333333333,0.0,3,0.3888888888888889
clinc150,0.75,international_fees,30.0,0.7222222222222222,0.27777777777777773,0.27777777777777773,0.7222222222222222,0.0,0.0,3,0.4444444444444445
clinc150,0.75,international_visa,30.0,0.6333333333333333,0.06666666666666667,0.36666666666666664,0.9333333333333333,0.0,0.0,1,0.5666666666666667
clinc150,0.75,jump_start,30.0,0.8416666666666667,0.5666666666666667,0.15833333333333333,0.4333333333333333,0.0,0.0,4,0.275
clinc150,0.75,last_maintenance,30.0,0.8533333333333333,0.5733333333333333,0.14666666666666667,0.42666666666666664,0.0,0.0,5,0.28
clinc150,0.75,lost_luggage,30.0,0.9133333333333333,0.78,0.08666666666666667,0.22000000000000003,0.0,0.0,5,0.1333333333333333
clinc150,0.75,make_call,30.0,0.775,0.23333333333333334,0.225,0.7666666666666666,0.0,0.0,4,0.5416666666666667
clinc150,0.75,maybe,30.0,0.8111111111111112,0.19999999999999998,0.18888888888888888,0.7999999999999999,0.0,0.0,3,0.6111111111111113
clinc150,0.75,meal_suggestion,30.0,0.5555555555555555,0.2111111111111111,0.4444444444444445,0.7888888888888889,0.0,0.0,3,0.34444444444444433
clinc150,0.75,meaning_of_life,30.0,0.8250000000000001,0.525,0.175,0.475,0.0,0.0,4,0.30000000000000004
clinc150,0.75,measurement_conversion,30.0,0.8200000000000001,0.35333333333333333,0.18,0.6466666666666667,0.0,0.0,5,0.46666666666666673
clinc150,0.75,meeting_schedule,30.0,0.7066666666666667,0.12666666666666665,0.23333333333333334,0.8466666666666667,0.06,0.026666666666666665,5,0.5800000000000001
clinc150,0.75,min_payment,30.0,0.9,0.35,0.1,0.6499999999999999,0.0,0.0,2,0.55
clinc150,0.75,mpg,30.0,0.9583333333333334,0.6416666666666666,0.041666666666666664,0.35833333333333334,0.0,0.0,4,0.31666666666666676
clinc150,0.75,new_card,30.0,0.5777777777777778,0.3111111111111111,0.4222222222222222,0.6888888888888888,0.0,0.0,3,0.2666666666666667
clinc150,0.75,next_holiday,30.0,0.8444444444444444,0.26666666666666666,0.14444444444444446,0.7333333333333334,0.011111111111111112,0.0,3,0.5777777777777777
clinc150,0.75,next_song,30.0,0.6555555555555556,0.25555555555555554,0.3444444444444444,0.7444444444444445,0.0,0.0,3,0.4
clinc150,0.75,no,30.0,0.925,0.275,0.075,0.725,0.0,0.0,4,0.65
clinc150,0.75,nutrition_info,30.0,0.8583333333333334,0.30000000000000004,0.14166666666666666,0.7,0.0,0.0,4,0.5583333333333333
clinc150,0.75,oil_change_how,30.0,0.8250000000000001,0.55,0.175,0.45,0.0,0.0,4,0.275
clinc150,0.75,oil_change_when,30.0,0.7833333333333334,0.3833333333333333,0.21666666666666667,0.6166666666666667,0.0,0.0,2,0.40000000000000013
clinc150,0.75,order,30.0,0.525,0.13333333333333333,0.475,0.8666666666666667,0.0,0.0,4,0.3916666666666667
clinc150,0.75,order_checks,30.0,0.8933333333333333,0.4133333333333333,0.10666666666666666,0.5866666666666667,0.0,0.0,5,0.48000000000000004
clinc150,0.75,order_status,30.0,0.6833333333333333,0.19999999999999998,0.30833333333333335,0.8,0.008333333333333333,0.0,4,0.4833333333333334
clinc150,0.75,pay_bill,30.0,0.7833333333333334,0.225,0.21666666666666667,0.775,0.0,0.0,4,0.5583333333333335
clinc150,0.75,payday,30.0,0.7333333333333333,0.30833333333333335,0.2583333333333333,0.6916666666666667,0.008333333333333333,0.0,4,0.42499999999999993
clinc150,0.75,pin_change,30.0,0.5666666666666667,0.36666666666666664,0.43333333333333335,0.6333333333333333,0.0,0.0,3,0.2
clinc150,0.75,play_music,30.0,0.5111111111111111,0.06666666666666667,0.48888888888888893,0.9333333333333332,0.0,0.0,3,0.4444444444444444
clinc150,0.75,plug_type,30.0,0.7666666666666667,0.3888888888888889,0.2333333333333333,0.611111111111111,0.0,0.0,3,0.3777777777777778
clinc150,0.75,pto_balance,30.0,0.888888888888889,0.16666666666666666,0.08888888888888889,0.8333333333333334,0.022222222222222223,0.0,3,0.7222222222222223
clinc150,0.75,pto_request,30.0,0.5666666666666667,0.35833333333333334,0.4083333333333333,0.6416666666666666,0.025,0.0,4,0.20833333333333331
clinc150,0.75,pto_request_status,30.0,0.6999999999999998,0.4777777777777778,0.3,0.5222222222222223,0.0,0.0,3,0.22222222222222204
clinc150,0.75,pto_used,30.0,0.7888888888888889,0.3444444444444444,0.2111111111111111,0.6555555555555556,0.0,0.0,3,0.4444444444444445
clinc150,0.75,recipe,30.0,0.6444444444444444,0.03333333333333333,0.35555555555555557,0.9666666666666667,0.0,0.0,3,0.611111111111111
clinc150,0.75,redeem_rewards,30.0,0.6666666666666666,0.09166666666666666,0.2833333333333333,0.9083333333333333,0.05,0.0,4,0.575
clinc150,0.75,reminder,30.0,0.6222222222222222,0.22222222222222224,0.3333333333333333,0.7777777777777778,0.044444444444444446,0.0,3,0.4
clinc150,0.75,reminder_update,30.0,0.7533333333333333,0.08,0.20666666666666664,0.9199999999999999,0.04,0.0,5,0.6733333333333333
clinc150,0.75,repeat,30.0,0.7555555555555555,0.5222222222222223,0.2333333333333333,0.4777777777777778,0.011111111111111112,0.0,3,0.23333333333333328
clinc150,0.75,replacement_card_duration,30.0,0.72,0.24,0.26,0.7533333333333333,0.02,0.006666666666666666,5,0.48
clinc150,0.75,report_fraud,30.0,0.5333333333333333,0.1,0.4666666666666667,0.9,0.0,0.0,2,0.43333333333333335
clinc150,0.75,report_lost_card,30.0,0.8333333333333334,0.6333333333333333,0.16666666666666666,0.3666666666666667,0.0,0.0,3,0.20000000000000007
clinc150,0.75,reset_settings,30.0,0.7888888888888889,0.5444444444444444,0.2111111111111111,0.45555555555555555,0.0,0.0,3,0.24444444444444446
clinc150,0.75,restaurant_reservation,30.0,0.6466666666666667,0.07333333333333333,0.31999999999999995,0.9266666666666667,0.03333333333333333,0.0,5,0.5733333333333334
clinc150,0.75,restaurant_reviews,30.0,0.5666666666666667,0.11111111111111112,0.43333333333333335,0.888888888888889,0.0,0.0,3,0.45555555555555555
clinc150,0.75,restaurant_suggestion,30.0,0.6666666666666666,0.11666666666666667,0.3333333333333333,0.8833333333333333,0.0,0.0,2,0.5499999999999999
clinc150,0.75,rewards_balance,30.0,0.7833333333333334,0.3,0.21666666666666667,0.7,0.0,0.0,4,0.48333333333333345
clinc150,0.75,roll_dice,30.0,0.6999999999999998,0.35555555555555557,0.3,0.6444444444444444,0.0,0.0,3,0.3444444444444443
clinc150,0.75,rollover_401k,30.0,0.8111111111111112,0.4222222222222222,0.18888888888888888,0.5777777777777778,0.0,0.0,3,0.388888888888889
clinc150,0.75,routing,30.0,0.6499999999999999,0.3,0.35,0.7,0.0,0.0,2,0.3499999999999999
clinc150,0.75,schedule_maintenance,30.0,0.5111111111111111,0.25555555555555554,0.48888888888888893,0.7444444444444445,0.0,0.0,3,0.25555555555555554
clinc150,0.75,schedule_meeting,30.0,0.7333333333333334,0.3,0.26666666666666666,0.7,0.0,0.0,4,0.4333333333333334
clinc150,0.75,share_location,30.0,0.8666666666666667,0.22499999999999998,0.1,0.75,0.03333333333333333,0.025,4,0.6416666666666667
clinc150,0.75,shopping_list,30.0,0.5583333333333333,0.31666666666666665,0.39166666666666666,0.6416666666666666,0.05,0.041666666666666664,4,0.2416666666666667
clinc150,0.75,shopping_list_update,30.0,0.6733333333333332,0.13333333333333336,0.31333333333333335,0.8666666666666668,0.013333333333333332,0.0,5,0.5399999999999998
clinc150,0.75,smart_home,30.0,0.7555555555555555,0.12222222222222223,0.24444444444444446,0.8777777777777778,0.0,0.0,3,0.6333333333333333
clinc150,0.75,spelling,30.0,0.8333333333333334,0.041666666666666664,0.16666666666666666,0.9583333333333334,0.0,0.0,4,0.7916666666666667
clinc150,0.75,spending_history,30.0,0.7222222222222222,0.3444444444444444,0.27777777777777773,0.6555555555555556,0.0,0.0,3,0.3777777777777778
clinc150,0.75,sync_device,30.0,0.8166666666666667,0.2583333333333333,0.18333333333333335,0.7416666666666667,0.0,0.0,4,0.5583333333333333
clinc150,0.75,taxes,30.0,0.8916666666666667,0.5166666666666666,0.10833333333333334,0.48333333333333334,0.0,0.0,4,0.3750000000000001
clinc150,0.75,tell_joke,30.0,0.7333333333333334,0.30833333333333335,0.26666666666666666,0.6916666666666667,0.0,0.0,4,0.42500000000000004
clinc150,0.75,text,30.0,0.6933333333333334,0.09333333333333334,0.30666666666666664,0.9066666666666666,0.0,0.0,5,0.6
clinc150,0.75,thank_you,30.0,0.8333333333333334,0.20000000000000004,0.16666666666666666,0.8000000000000002,0.0,0.0,3,0.6333333333333333
clinc150,0.75,time,30.0,0.8333333333333334,0.2111111111111111,0.16666666666666666,0.7555555555555555,0.0,0.03333333333333333,3,0.6222222222222222
clinc150,0.75,timer,30.0,0.8083333333333333,0.6416666666666666,0.14166666666666666,0.35833333333333334,0.05,0.0,4,0.16666666666666674
clinc150,0.75,timezone,30.0,0.7083333333333333,0.2583333333333333,0.275,0.7333333333333334,0.016666666666666666,0.008333333333333333,4,0.44999999999999996
clinc150,0.75,tire_change,30.0,0.7916666666666667,0.5166666666666666,0.20833333333333331,0.48333333333333334,0.0,0.0,4,0.27500000000000013
clinc150,0.75,tire_pressure,30.0,0.9,0.29166666666666663,0.1,0.7083333333333333,0.0,0.0,4,0.6083333333333334
clinc150,0.75,todo_list,30.0,0.888888888888889,0.25555555555555554,0.07777777777777778,0.7444444444444445,0.03333333333333333,0.0,3,0.6333333333333334
clinc150,0.75,todo_list_update,30.0,0.6583333333333333,0.15,0.29166666666666663,0.8166666666666667,0.049999999999999996,0.03333333333333333,4,0.5083333333333333
clinc150,0.75,traffic,30.0,0.8400000000000001,0.4,0.15999999999999998,0.6,0.0,0.0,5,0.44000000000000006
clinc150,0.75,transactions,30.0,0.6888888888888888,0.26666666666666666,0.2333333333333333,0.7333333333333334,0.07777777777777778,0.0,3,0.4222222222222221
clinc150,0.75,transfer,30.0,0.7888888888888889,0.3888888888888889,0.18888888888888888,0.6111111111111112,0.022222222222222223,0.0,3,0.39999999999999997
clinc150,0.75,translate,30.0,0.5466666666666666,0.04666666666666667,0.4533333333333333,0.9533333333333334,0.0,0.0,5,0.49999999999999994
clinc150,0.75,travel_alert,30.0,0.44666666666666666,0.24,0.5533333333333333,0.76,0.0,0.0,5,0.20666666666666667
clinc150,0.75,travel_notification,30.0,0.58,0.08666666666666667,0.42000000000000004,0.9133333333333333,0.0,0.0,5,0.4933333333333333
clinc150,0.75,travel_suggestion,30.0,0.9166666666666667,0.125,0.08333333333333333,0.875,0.0,0.0,4,0.7916666666666667
clinc150,0.75,uber,30.0,0.8133333333333332,0.4866666666666667,0.18666666666666668,0.5133333333333333,0.0,0.0,5,0.32666666666666655
clinc150,0.75,update_playlist,30.0,0.6416666666666666,0.23333333333333334,0.25,0.7666666666666667,0.10833333333333334,0.0,4,0.40833333333333327
clinc150,0.75,user_name,30.0,0.6916666666666667,0.175,0.225,0.8083333333333333,0.08333333333333333,0.016666666666666666,4,0.5166666666666666
clinc150,0.75,vaccines,30.0,0.5555555555555555,0.35555555555555557,0.4444444444444445,0.6444444444444444,0.0,0.0,3,0.1999999999999999
clinc150,0.75,w2,30.0,0.9111111111111111,0.4888888888888889,0.08888888888888889,0.5111111111111111,0.0,0.0,3,0.4222222222222222
clinc150,0.75,weather,30.0,1.0,0.37777777777777777,0.0,0.6222222222222222,0.0,0.0,3,0.6222222222222222
clinc150,0.75,what_are_your_hobbies,30.0,0.6833333333333333,0.42500000000000004,0.31666666666666665,0.575,0.0,0.0,4,0.2583333333333333
clinc150,0.75,what_can_i_ask_you,30.0,0.7111111111111111,0.16666666666666666,0.2888888888888889,0.8333333333333334,0.0,0.0,3,0.5444444444444445
clinc150,0.75,what_is_your_name,30.0,0.8111111111111112,0.05555555555555555,0.17777777777777778,0.9444444444444445,0.011111111111111112,0.0,3,0.7555555555555556
clinc150,0.75,what_song,30.0,0.7888888888888889,0.37777777777777777,0.2111111111111111,0.6222222222222222,0.0,0.0,3,0.4111111111111111
clinc150,0.75,where_are_you_from,30.0,0.6933333333333332,0.30666666666666664,0.30666666666666664,0.6933333333333334,0.0,0.0,5,0.3866666666666666
clinc150,0.75,whisper_mode,30.0,0.8500000000000001,0.4916666666666667,0.13333333333333333,0.5083333333333333,0.016666666666666666,0.0,4,0.3583333333333334
clinc150,0.75,who_do_you_work_for,30.0,0.5166666666666666,0.31666666666666665,0.48333333333333334,0.6833333333333333,0.0,0.0,2,0.19999999999999996
