dataset,seed,split,k,radius_lambda,threshold,acceptance_mode,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
banking77_oos,13,test,1,0.75,0.6,nearest_sphere,0.939793652866658,0.0784345755183507,0.8870098039215686,0.04375,0.0005555555555555556,0.95625,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.7,nearest_sphere,0.9224671785979688,0.26345843031919874,0.8600178890876565,0.16486486486486487,0.0021436227224008574,0.8351351351351352,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.7,nearest_sphere,0.9463955637707948,0.28613434200990245,0.9004901960784314,0.1875,0.0044444444444444444,0.8125,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.75,nearest_sphere,0.9279279279279279,0.37239977250896056,0.8711985688729875,0.25405405405405407,0.006430868167202572,0.745945945945946,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.75,nearest_sphere,0.9497132186207816,0.4037425134656964,0.9073529411764706,0.29791666666666666,0.011111111111111112,0.7020833333333333,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.8,nearest_sphere,0.9346504559270516,0.48930364208662563,0.8846153846153846,0.35945945945945945,0.011254019292604502,0.6405405405405405,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.8,nearest_sphere,0.9555136155297924,0.5358851499572254,0.9188725490196078,0.42916666666666664,0.015555555555555555,0.5708333333333333,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.85,nearest_sphere,0.9422084623323014,0.6204969220673863,0.8993738819320215,0.5027027027027027,0.021436227224008574,0.4972972972972973,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.85,nearest_sphere,0.9566284779050737,0.6109628216663426,0.9213235294117647,0.53125,0.025833333333333333,0.46875,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.9,nearest_sphere,0.9435843610600892,0.6823386727700119,0.9029516994633273,0.6027027027027027,0.03644158628081458,0.3972972972972973,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.9,nearest_sphere,0.9573761417104899,0.6819806719143796,0.9235294117647059,0.6520833333333333,0.03916666666666667,0.34791666666666665,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,0.95,nearest_sphere,0.9360902255639098,0.7071971376894558,0.8917710196779964,0.6891891891891891,0.06591639871382636,0.3108108108108108,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,0.95,nearest_sphere,0.9529577464788732,0.7100570720989289,0.9161764705882353,0.75625,0.06027777777777778,0.24375,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,1.0,nearest_sphere,0.9167591564927858,0.6979630122470176,0.8622540250447227,0.7675675675675676,0.11468381564844587,0.23243243243243245,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,1.0,nearest_sphere,0.9418537708693149,0.7124297713579194,0.8982843137254902,0.8416666666666667,0.09111111111111111,0.15833333333333333,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,1.05,nearest_sphere,0.8892094633583382,0.690345347441455,0.8233452593917711,0.8405405405405405,0.17416934619506966,0.15945945945945947,0.9141348744242636,0.978338892124127
banking77_oos,13,test,1,0.75,1.05,nearest_sphere,0.9188628960615931,0.6784727865454503,0.861764705882353,0.89375,0.13805555555555554,0.10625,0.9397447916666666,0.9908698322101686
banking77_oos,13,val,1,0.75,1.1,nearest_sphere,0.8343558282208589,0.6511652212386942,0.751788908765653,0.9081081081081082,0.27116827438370844,0.0918918918918919,0.9141348744242636,0.978338892124127
