epoch,phase,loss,classification_ce,intra_compactness,inter_margin,selection_score,calibration_f1_k,calibration_known_recall,dataset,kir,seed,test_oos_f1,test_known_recall,best_epoch_manifest
4,finetune,0.0516779378769879,0.0217292963507327,0.2946659326553345,0.0048204775443895,0.9898356316042324,0.9450356316042324,0.896,stackoverflow,0.25,123,0.9561480828558836,0.842,4
1,warmup,0.3765656981379428,0.2699813728636883,1.028626758367457,0.0372164779976802,0.8766309968112882,0.8359309968112882,0.8140000000000001,stackoverflow,0.5,13,0.8565782973818541,0.8426666666666667,4
2,finetune,0.2866654235948908,0.1941416316685524,0.8964665177020621,0.0287713698765381,0.9190672534619864,0.8776672534619863,0.8280000000000001,stackoverflow,0.5,13,0.8565782973818541,0.8426666666666667,4
3,finetune,0.1925862242883824,0.1273612566589516,0.6312747410637267,0.0209749088191645,0.9257265939905892,0.8843765939905893,0.827,stackoverflow,0.5,13,0.8565782973818541,0.8426666666666667,4
4,finetune,0.1381411554014429,0.0953305240601618,0.4111107518064215,0.0169955527613018,0.9310034422223245,0.8896034422223245,0.8280000000000001,stackoverflow,0.5,13,0.8565782973818541,0.8426666666666667,4
1,warmup,0.4208984731676731,0.3113175006781487,1.0527612649379892,0.0430484592141781,0.8702480599556242,0.8297480599556242,0.81,stackoverflow,0.5,42,0.8754826254826255,0.835,4
2,finetune,0.3173267642392757,0.2219484989788938,0.9207855031845418,0.0329971373913453,0.9219396799639874,0.8810396799639874,0.8180000000000001,stackoverflow,0.5,42,0.8754826254826255,0.835,4
3,finetune,0.2178242626659413,0.1508394299035376,0.6455322827430482,0.0243160259424451,0.9281736306194548,0.8868236306194548,0.827,stackoverflow,0.5,42,0.8754826254826255,0.835,4
4,finetune,0.1630327666693545,0.1172766443738277,0.4375679714882627,0.0199932492873136,0.9282376826845083,0.8872876826845083,0.819,stackoverflow,0.5,42,0.8754826254826255,0.835,4
1,warmup,0.3629618174535163,0.2572321167334597,1.0224951404206295,0.0348018348771841,0.9300676158660736,0.8877676158660736,0.846,stackoverflow,0.5,87,0.8692120227457352,0.84,4
2,finetune,0.2862608940043348,0.1964286726285168,0.8694964070269402,0.0288257963182602,0.9426422229997284,0.9001922229997283,0.849,stackoverflow,0.5,87,0.8692120227457352,0.84,4
3,finetune,0.1936013034366547,0.1314842301084006,0.600265806025647,0.0209049146741311,0.9425947289412322,0.9001447289412322,0.849,stackoverflow,0.5,87,0.8692120227457352,0.84,4
4,finetune,0.1440744940191507,0.1030530832569174,0.3923990393572665,0.0178150431738492,0.944830357217908,0.902380357217908,0.849,stackoverflow,0.5,87,0.8692120227457352,0.84,4
1,warmup,0.3514953101886079,0.244077338936164,1.0376769583275978,0.0365027408710027,0.9237696311786708,0.8826696311786707,0.8220000000000001,stackoverflow,0.5,100,0.9016032694121345,0.8353333333333334,2
2,finetune,0.2620433205144202,0.1731669021611835,0.8625233293847835,0.0262408370716853,0.9421354210399578,0.9003854210399579,0.835,stackoverflow,0.5,100,0.9016032694121345,0.8353333333333334,2
3,finetune,0.1736043768122475,0.1158177043568897,0.5587962425135552,0.0190704684119988,0.9392851164820494,0.8977351164820494,0.831,stackoverflow,0.5,100,0.9016032694121345,0.8353333333333334,2
4,finetune,0.1212264961622496,0.083986439960117,0.3575561331941726,0.0148444210223734,0.9420497642197052,0.9004497642197051,0.832,stackoverflow,0.5,100,0.9016032694121345,0.8353333333333334,2
1,warmup,0.4053914020670221,0.2946025936844501,1.0642911157709487,0.0435969622587745,0.8778522556562036,0.8360022556562037,0.837,stackoverflow,0.5,123,0.8806571106458367,0.8416666666666667,4
2,finetune,0.2759221521146754,0.1863368760318832,0.8675671061302753,0.0282856316870435,0.9516446292534132,0.9092946292534132,0.847,stackoverflow,0.5,123,0.8806571106458367,0.8416666666666667,4
3,finetune,0.1831810049950442,0.123017930029396,0.5813996157747634,0.0202311231492166,0.9533027361799198,0.9109027361799198,0.848,stackoverflow,0.5,123,0.8806571106458367,0.8416666666666667,4
4,finetune,0.1273041760271534,0.086783515378595,0.3897382544076189,0.0154683422024777,0.9536942733276342,0.9113442733276342,0.847,stackoverflow,0.5,123,0.8806571106458367,0.8416666666666667,4
1,warmup,0.5483331012387648,0.4350480966217129,1.073612723367434,0.0592373111780653,0.8733026910320352,0.8317360243653685,0.8313333333333334,stackoverflow,0.75,13,0.7781475318912923,0.8437777777777777,4
2,finetune,0.3920502729238347,0.3014302005898868,0.862745575871028,0.0434551139408392,0.9208458173988968,0.8792124840655635,0.8326666666666667,stackoverflow,0.75,13,0.7781475318912923,0.8437777777777777,4
3,finetune,0.2855397634578089,0.2255479142016975,0.5653308469352992,0.0345876309294121,0.925549806749753,0.8837831400830862,0.8353333333333334,stackoverflow,0.75,13,0.7781475318912923,0.8437777777777777,4
4,finetune,0.2293039864153726,0.1863006185343925,0.4003004630406697,0.0297332103199041,0.9257603397632098,0.8840270064298765,0.8346666666666667,stackoverflow,0.75,13,0.7781475318912923,0.8437777777777777,4
1,warmup,0.5291997238676599,0.4143337039871418,1.0921673098354474,0.056492883381797,0.8678638894467511,0.8268305561134177,0.8206666666666667,stackoverflow,0.75,42,0.748558246828143,0.8511111111111112,3
2,finetune,0.3651263736029889,0.2726549089800381,0.8875955727928919,0.0371190409460071,0.9399260463951348,0.8977260463951349,0.844,stackoverflow,0.75,42,0.748558246828143,0.8511111111111112,3
3,finetune,0.256121832798136,0.1958100715163329,0.5753798992075818,0.0277376985375551,0.9424955154765152,0.9001621821431819,0.8466666666666667,stackoverflow,0.75,42,0.748558246828143,0.8511111111111112,3
4,finetune,0.1969487975410958,0.1542094178788416,0.4041470352639543,0.0232467486338148,0.9410096666741568,0.8990096666741567,0.84,stackoverflow,0.75,42,0.748558246828143,0.8511111111111112,3
1,warmup,0.5147548033624676,0.4037797963048549,1.054992309698822,0.0547577457647797,0.8956598883036954,0.854126554970362,0.8306666666666667,stackoverflow,0.75,87,0.7736311631707982,0.8331111111111111,2
2,finetune,0.3773355873975348,0.2877297894170521,0.8537282601315924,0.0423296963439342,0.9204356167568448,0.8790356167568447,0.8280000000000001,stackoverflow,0.75,87,0.7736311631707982,0.8331111111111111,2
3,finetune,0.2803460972528931,0.2203001158562957,0.5664693224937358,0.0339904817891247,0.9178820137537456,0.8764820137537455,0.8280000000000001,stackoverflow,0.75,87,0.7736311631707982,0.8331111111111111,2
4,finetune,0.2175420149103969,0.1738716344091486,0.4081757580134885,0.0285280349644574,0.919443543464831,0.8781768767981644,0.8253333333333334,stackoverflow,0.75,87,0.7736311631707982,0.8331111111111111,2
1,warmup,0.4712714464106458,0.3597549536655135,1.0657748470069668,0.0493900947246357,0.904237172306678,0.8626705056400112,0.8313333333333334,stackoverflow,0.75,100,0.7201610583836641,0.8388888888888889,4
2,finetune,0.3363484201807502,0.247803113060006,0.8509728802856824,0.0344801525591958,0.9341690029460122,0.8919690029460122,0.844,stackoverflow,0.75,100,0.7201610583836641,0.8388888888888889,4
3,finetune,0.2432610910412267,0.1861913934984105,0.5434648149402429,0.0272321648803268,0.9340823333003376,0.8920489999670044,0.8406666666666667,stackoverflow,0.75,100,0.7201610583836641,0.8388888888888889,4
4,finetune,0.1840147868010169,0.1437044427432912,0.3809583569672091,0.0221450752562162,0.9354654340343528,0.8936321007010196,0.8366666666666667,stackoverflow,0.75,100,0.7201610583836641,0.8388888888888889,4
1,warmup,0.5397238568634006,0.425655740055632,1.0816283505013649,0.059052778658926,0.8587725838293283,0.8178392504959949,0.8186666666666667,stackoverflow,0.75,123,0.7946912242686891,0.8388888888888889,4
2,finetune,0.3709538806203409,0.280844249940933,0.8595441254318184,0.0415521713753118,0.9291253683616014,0.8875253683616015,0.832,stackoverflow,0.75,123,0.7946912242686891,0.8388888888888889,4
3,finetune,0.2701014270807834,0.2109209796849717,0.5587320422872584,0.0330724213272333,0.9287351538304706,0.8872351538304706,0.83,stackoverflow,0.75,123,0.7946912242686891,0.8388888888888889,4
4,finetune,0.2101581617661401,0.1677728281323368,0.3955611316024834,0.028292197707697,0.931669445577152,0.8902361122438187,0.8286666666666667,stackoverflow,0.75,123,0.7946912242686891,0.8388888888888889,4
