dataset,kir,seed,structure,workpoint,threshold,calibration_known_recall,selected_using_test_known,selected_using_test_oos,selection_split,registered_known_classes,missing_class_count,missing_classes,original_ball_count,fallback_ball_count,final_ball_count,elapsed_seconds,oos_precision,oos_recall,oos_f1,id_recall,oos_rejection,auroc,aupr_oos,fpr95,false_accept_rate,false_reject_rate,accuracy,f1_all,f1_k,f1_u
stackoverflow,0.25,42,selected_balls,default_radius,1.0,0.292,False,False,paper_default_radius,5,0,,32,0,32,0.517218747001607,0.807858687815429,0.996,0.8921178343949044,0.2893333333333333,0.996,0.8299065185185187,0.8986100578344981,0.366,0.004,0.7106666666666667,0.819,0.497747469785648,0.4188733968637967,0.8921178343949044
stackoverflow,0.25,42,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.292,False,False,paper_default_radius,5,0,,32,0,32,0.5390501840156503,0.807858687815429,0.996,0.8921178343949044,0.2893333333333333,0.996,0.8299065185185187,0.8986100578344981,0.366,0.004,0.7106666666666667,0.819,0.497747469785648,0.4188733968637967,0.8921178343949044
stackoverflow,0.25,42,selected_balls,calibration_coverage_0.80,1.1902876340979136,0.8,False,False,calibration_known,5,0,,32,0,32,0.5636411280138418,0.9076607387140904,0.5897777777777777,0.7149784482758621,0.8200000000000001,0.5897777777777777,0.8299065185185187,0.8986100578344981,0.366,0.4102222222222222,0.18,0.6378333333333334,0.7202242027894078,0.7212733536921169,0.7149784482758621
stackoverflow,0.25,42,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1902876340979136,0.8,False,False,calibration_known,5,0,,32,0,32,0.5847538840025663,0.9076607387140904,0.5897777777777777,0.7149784482758621,0.8200000000000001,0.5897777777777777,0.8299065185185187,0.8986100578344981,0.366,0.4102222222222222,0.18,0.6378333333333334,0.7202242027894078,0.7212733536921169,0.7149784482758621
stackoverflow,0.25,87,selected_balls,default_radius,1.0,0.302,False,False,paper_default_radius,5,0,,42,0,42,0.6171986479894258,0.8054656598345918,0.9955555555555556,0.8904790300139137,0.2786666666666666,0.9955555555555556,0.876148,0.9380926923751848,0.394,0.0044444444444444,0.7213333333333334,0.8161666666666667,0.4994948099512815,0.4212979659387551,0.8904790300139137
stackoverflow,0.25,87,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.302,False,False,paper_default_radius,5,0,,42,0,42,0.6398976540076546,0.8054656598345918,0.9955555555555556,0.8904790300139137,0.2786666666666666,0.9955555555555556,0.876148,0.9380926923751848,0.394,0.0044444444444444,0.7213333333333334,0.8161666666666667,0.4994948099512815,0.4212979659387551,0.8904790300139137
stackoverflow,0.25,87,selected_balls,calibration_coverage_0.80,1.1602552809768327,0.8,False,False,calibration_known,5,0,,42,0,42,0.6658307199832052,0.9250518672199172,0.7926666666666666,0.853757778841551,0.8073333333333333,0.7926666666666666,0.876148,0.9380926923751848,0.394,0.2073333333333333,0.1926666666666666,0.7913333333333333,0.7581017338713942,0.7389705248773628,0.853757778841551
stackoverflow,0.25,87,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1602552809768327,0.8,False,False,calibration_known,5,0,,42,0,42,0.6884492259705439,0.9250518672199172,0.7926666666666666,0.853757778841551,0.8073333333333333,0.7926666666666666,0.876148,0.9380926923751848,0.394,0.2073333333333333,0.1926666666666666,0.7913333333333333,0.7581017338713942,0.7389705248773628,0.853757778841551
stackoverflow,0.25,100,selected_balls,default_radius,1.0,0.316,False,False,paper_default_radius,5,0,,45,0,45,0.6007442089612596,0.8151275931705526,0.9866666666666668,0.8927314768271841,0.3286666666666666,0.9866666666666668,0.8785337777777776,0.9322091049793786,0.3926666666666666,0.0133333333333333,0.6713333333333333,0.8221666666666667,0.5480994069507599,0.479172992975475,0.8927314768271841
stackoverflow,0.25,100,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.316,False,False,paper_default_radius,5,0,,45,0,45,0.6229138299822807,0.8151275931705526,0.9866666666666668,0.8927314768271841,0.3286666666666666,0.9866666666666668,0.8785337777777776,0.9322091049793786,0.3926666666666666,0.0133333333333333,0.6713333333333333,0.8221666666666667,0.5480994069507599,0.479172992975475,0.8927314768271841
stackoverflow,0.25,100,selected_balls,calibration_coverage_0.80,1.135519671839581,0.8,False,False,calibration_known,5,0,,45,0,45,0.6476693399599753,0.9292855401121678,0.8468888888888889,0.8861760260434833,0.8066666666666666,0.8468888888888889,0.8785337777777776,0.9322091049793786,0.3926666666666666,0.1531111111111111,0.1933333333333333,0.835,0.7939592496869791,0.7755158944156781,0.8861760260434833
stackoverflow,0.25,100,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.135519671839581,0.8,False,False,calibration_known,5,0,,45,0,45,0.6694169229594991,0.9292855401121678,0.8468888888888889,0.8861760260434833,0.8066666666666666,0.8468888888888889,0.8785337777777776,0.9322091049793786,0.3926666666666666,0.1531111111111111,0.1933333333333333,0.835,0.7939592496869791,0.7755158944156781,0.8861760260434833
stackoverflow,0.25,123,selected_balls,default_radius,1.0,0.398,False,False,paper_default_radius,5,0,,29,0,29,0.4158208180451765,0.8325555348142617,0.9911111111111112,0.9049406513137872,0.402,0.9911111111111112,0.8661577777777778,0.9221497591887984,0.3746666666666666,0.0088888888888888,0.598,0.8436666666666667,0.6110573406094942,0.5522806784686356,0.9049406513137872
stackoverflow,0.25,123,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.398,False,False,paper_default_radius,5,0,,29,0,29,0.4362106600310653,0.8325555348142617,0.9911111111111112,0.9049406513137872,0.402,0.9911111111111112,0.8661577777777778,0.9221497591887984,0.3746666666666666,0.0088888888888888,0.598,0.8436666666666667,0.6110573406094942,0.5522806784686356,0.9049406513137872
stackoverflow,0.25,123,selected_balls,calibration_coverage_0.80,1.0990755181849043,0.8,False,False,calibration_known,5,0,,29,0,29,0.4585906460415572,0.916567625386261,0.8568888888888889,0.8857241300103366,0.766,0.8568888888888889,0.8661577777777778,0.9221497591887984,0.3746666666666666,0.1431111111111111,0.234,0.8315,0.7831383249802059,0.7626211639741797,0.8857241300103366
stackoverflow,0.25,123,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.0990755181849043,0.8,False,False,calibration_known,5,0,,29,0,29,0.4802229110500775,0.916567625386261,0.8568888888888889,0.8857241300103366,0.766,0.8568888888888889,0.8661577777777778,0.9221497591887984,0.3746666666666666,0.1431111111111111,0.234,0.8315,0.7831383249802059,0.7626211639741797,0.8857241300103366
stackoverflow,0.5,13,selected_balls,default_radius,1.0,0.305,False,False,paper_default_radius,10,0,,74,0,74,1.0375590749899857,0.5820749166503236,0.9893333333333332,0.7329299913569577,0.2896666666666666,0.9893333333333332,0.8605508888888889,0.8015602505787192,0.3833333333333333,0.0106666666666666,0.7103333333333334,0.6388333333333334,0.4585184886906548,0.4310773384240245,0.7329299913569577
stackoverflow,0.5,13,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.305,False,False,paper_default_radius,10,0,,74,0,74,1.0600570709793828,0.5820749166503236,0.9893333333333332,0.7329299913569577,0.2896666666666666,0.9893333333333332,0.8605508888888889,0.8015602505787192,0.3833333333333333,0.0106666666666666,0.7103333333333334,0.6388333333333334,0.4585184886906548,0.4310773384240245,0.7329299913569577
stackoverflow,0.5,13,selected_balls,calibration_coverage_0.80,1.18482828661174,0.8,False,False,calibration_known,10,0,,74,0,74,1.0844756700098517,0.8,0.788,0.7939546599496222,0.8029999999999999,0.788,0.8605508888888889,0.8015602505787192,0.3833333333333333,0.212,0.197,0.7823333333333333,0.7880163318397595,0.7874224990287733,0.7939546599496222
stackoverflow,0.5,13,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.18482828661174,0.8,False,False,calibration_known,10,0,,74,0,74,1.1072496289853009,0.8,0.788,0.7939546599496222,0.8029999999999999,0.788,0.8605508888888889,0.8015602505787192,0.3833333333333333,0.212,0.197,0.7823333333333333,0.7880163318397595,0.7874224990287733,0.7939546599496222
stackoverflow,0.5,42,selected_balls,default_radius,1.0,0.311,False,False,paper_default_radius,10,0,,78,0,78,1.0987625400302932,0.5797270955165692,0.9913333333333332,0.7316113161131611,0.2813333333333333,0.9913333333333332,0.8616684444444443,0.8034067311024371,0.3373333333333333,0.0086666666666666,0.7186666666666667,0.6351666666666667,0.4466999646755574,0.418208829531797,0.7316113161131611
stackoverflow,0.5,42,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.311,False,False,paper_default_radius,10,0,,78,0,78,1.121995704015717,0.5797270955165692,0.9913333333333332,0.7316113161131611,0.2813333333333333,0.9913333333333332,0.8616684444444443,0.8034067311024371,0.3373333333333333,0.0086666666666666,0.7186666666666667,0.6351666666666667,0.4466999646755574,0.418208829531797,0.7316113161131611
stackoverflow,0.5,42,selected_balls,calibration_coverage_0.80,1.2218600613105892,0.8,False,False,calibration_known,10,0,,78,0,78,1.1465613470063545,0.7951684246342293,0.779,0.7870011786496043,0.7993333333333333,0.779,0.8616684444444443,0.8034067311024371,0.3373333333333333,0.221,0.2006666666666666,0.7698333333333334,0.7423905520222764,0.7379294893595437,0.7870011786496043
stackoverflow,0.5,42,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.2218600613105892,0.8,False,False,calibration_known,10,0,,78,0,78,1.169115403026808,0.7951684246342293,0.779,0.7870011786496043,0.7993333333333333,0.779,0.8616684444444443,0.8034067311024371,0.3373333333333333,0.221,0.2006666666666666,0.7698333333333334,0.7423905520222764,0.7379294893595437,0.7870011786496043
stackoverflow,0.5,87,selected_balls,default_radius,1.0,0.287,False,False,paper_default_radius,10,0,,74,0,74,1.0566177029977553,0.5791317889818961,0.9916666666666668,0.7312277252058498,0.2793333333333333,0.9916666666666668,0.8488495555555555,0.7899092536360274,0.441,0.0083333333333333,0.7206666666666667,0.635,0.4491968680096521,0.4209937822900323,0.7312277252058498
stackoverflow,0.5,87,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.287,False,False,paper_default_radius,10,0,,74,0,74,1.0800324350129813,0.5791317889818961,0.9916666666666668,0.7312277252058498,0.2793333333333333,0.9916666666666668,0.8488495555555555,0.7899092536360274,0.441,0.0083333333333333,0.7206666666666667,0.635,0.4491968680096521,0.4209937822900323,0.7312277252058498
stackoverflow,0.5,87,selected_balls,calibration_coverage_0.80,1.1662744049860334,0.8,False,False,calibration_known,10,0,,74,0,74,1.1059041320113463,0.7855181880576527,0.763,0.7740953669259385,0.7916666666666666,0.763,0.8488495555555555,0.7899092536360274,0.441,0.237,0.2083333333333333,0.769,0.7838822393633265,0.7848609266070652,0.7740953669259385
stackoverflow,0.5,87,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1662744049860334,0.8,False,False,calibration_known,10,0,,74,0,74,1.1282956250361167,0.7855181880576527,0.763,0.7740953669259385,0.7916666666666666,0.763,0.8488495555555555,0.7899092536360274,0.441,0.237,0.2083333333333333,0.769,0.7838822393633265,0.7848609266070652,0.7740953669259385
stackoverflow,0.5,100,selected_balls,default_radius,1.0,0.278,False,False,paper_default_radius,10,0,,65,0,65,0.9410173349897376,0.578702807357212,0.9963333333333332,0.7321494182486221,0.2746666666666666,0.9963333333333332,0.8798437777777778,0.8266341415187699,0.335,0.0036666666666666,0.7253333333333334,0.6346666666666667,0.4367131651087204,0.4071695397947302,0.7321494182486221
stackoverflow,0.5,100,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.278,False,False,paper_default_radius,10,0,,65,0,65,0.9631015759659932,0.578702807357212,0.9963333333333332,0.7321494182486221,0.2746666666666666,0.9963333333333332,0.8798437777777778,0.8266341415187699,0.335,0.0036666666666666,0.7253333333333334,0.6346666666666667,0.4367131651087204,0.4071695397947302,0.7321494182486221
stackoverflow,0.5,100,selected_balls,calibration_coverage_0.80,1.224967380518212,0.8,False,False,calibration_known,10,0,,65,0,65,0.9877929940121248,0.805528134254689,0.816,0.8107302533532041,0.8029999999999999,0.816,0.8798437777777778,0.8266341415187699,0.335,0.184,0.197,0.7886666666666666,0.7666539010878825,0.7622462658613502,0.8107302533532041
stackoverflow,0.5,100,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.224967380518212,0.8,False,False,calibration_known,10,0,,65,0,65,1.0119809699826874,0.805528134254689,0.816,0.8107302533532041,0.8029999999999999,0.816,0.8798437777777778,0.8266341415187699,0.335,0.184,0.197,0.7886666666666666,0.7666539010878825,0.7622462658613502,0.8107302533532041
stackoverflow,0.5,123,selected_balls,default_radius,1.0,0.228,False,False,paper_default_radius,10,2,drupal|sharepoint,58,2,58,0.947945315972902,0.5628074158153613,0.9916666666666668,0.7180786869418296,0.2296666666666666,0.9916666666666668,0.787542,0.7112668373797029,0.4606666666666666,0.0083333333333333,0.7703333333333333,0.6091666666666666,0.3737734824619087,0.3393429620139166,0.7180786869418296
stackoverflow,0.5,123,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.335,False,False,paper_default_radius,10,2,drupal|sharepoint,58,2,60,0.9708656659931876,0.5809040980143642,0.9166666666666666,0.7111455908973364,0.3386666666666666,0.9166666666666666,0.6567455555555555,0.6152868450184228,0.719,0.0833333333333333,0.6613333333333333,0.614,0.4533372047078781,0.4275563660889322,0.7111455908973364
stackoverflow,0.5,123,selected_balls,calibration_coverage_0.80,1.2826912222050453,0.8,False,False,calibration_known,10,2,drupal|sharepoint,58,2,58,0.995092556986492,0.7184615384615385,0.467,0.566060606060606,0.817,0.467,0.787542,0.7112668373797029,0.4606666666666666,0.533,0.183,0.574,0.5766443466556805,0.5777027207151879,0.566060606060606
stackoverflow,0.5,123,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1103820703888636,0.8,False,False,calibration_known,10,2,drupal|sharepoint,58,2,60,1.018583337950986,0.5630563798219584,0.253,0.3491260349586016,0.8036666666666666,0.253,0.6567455555555555,0.6152868450184228,0.719,0.747,0.1963333333333333,0.4611666666666666,0.6111572148179087,0.6373603328038395,0.3491260349586016
stackoverflow,0.75,13,selected_balls,default_radius,1.0,0.2186666666666666,False,False,paper_default_radius,15,1,sharepoint,100,1,100,1.596289781969972,0.2941640378548896,0.9946666666666668,0.4540474741326841,0.2044444444444444,0.9946666666666668,0.8265428148148147,0.4993648798883425,0.3828888888888889,0.0053333333333333,0.7955555555555556,0.4001666666666666,0.3204666793469222,0.3115612930278714,0.4540474741326841
stackoverflow,0.75,13,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2653333333333333,False,False,paper_default_radius,15,1,sharepoint,100,1,101,1.6185175139689818,0.2895408163265306,0.908,0.4390715667311411,0.2573333333333333,0.908,0.6289502222222223,0.4093471426923417,0.7837777777777778,0.092,0.7426666666666667,0.4011666666666666,0.3449797869307329,0.3387070016107057,0.4390715667311411
stackoverflow,0.75,13,selected_balls,calibration_coverage_0.80,1.3059512941764817,0.8,False,False,calibration_known,15,1,sharepoint,100,1,100,1.644421983975917,0.5208898534997287,0.64,0.5743344301525576,0.8037777777777778,0.64,0.8265428148148147,0.4993648798883425,0.3828888888888889,0.36,0.1962222222222222,0.6896666666666667,0.6846642664647599,0.6920195888855734,0.5743344301525576
stackoverflow,0.75,13,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1589277325715297,0.8,False,False,calibration_known,15,1,sharepoint,100,1,101,1.6688174979644828,0.4013333333333333,0.4013333333333333,0.4013333333333333,0.8004444444444444,0.4013333333333333,0.6289502222222223,0.4093471426923417,0.7837777777777778,0.5986666666666667,0.1995555555555555,0.566,0.6457242273530194,0.6620169536209987,0.4013333333333333
stackoverflow,0.75,42,selected_balls,default_radius,1.0,0.2066666666666666,False,False,paper_default_radius,15,2,magento|sharepoint,98,2,98,1.6464856380480342,0.2916992952231793,0.9933333333333332,0.4509685230024213,0.1959999999999999,0.9933333333333332,0.7468154074074073,0.4046853658308483,0.4846666666666667,0.0066666666666666,0.804,0.3943333333333333,0.3126891283998402,0.3034705020930014,0.4509685230024213
stackoverflow,0.75,42,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.298,False,False,paper_default_radius,15,2,magento|sharepoint,98,2,100,1.671152628026903,0.3168697883258499,0.988,0.4798445847498785,0.29,0.988,0.7344512592592594,0.4196765837162789,0.5573333333333333,0.012,0.71,0.4376666666666666,0.3795741661516635,0.3728894715784492,0.4798445847498785
stackoverflow,0.75,42,selected_balls,calibration_coverage_0.80,1.329331273416736,0.8,False,False,calibration_known,15,2,magento|sharepoint,98,2,98,1.697167824022472,0.3815887156644394,0.3426666666666667,0.3610818405338953,0.8148888888888889,0.3426666666666667,0.7468154074074073,0.4046853658308483,0.4846666666666667,0.6573333333333333,0.1851111111111111,0.5965,0.5951685152516072,0.6107742935661213,0.3610818405338953
stackoverflow,0.75,42,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1274397619129766,0.8,False,False,calibration_known,15,2,magento|sharepoint,98,2,100,1.7209725090069696,0.3946716232961586,0.4246666666666667,0.4091201027617213,0.7828888888888889,0.4246666666666667,0.7344512592592594,0.4196765837162789,0.5573333333333333,0.5753333333333334,0.2171111111111111,0.5568333333333333,0.616770171307599,0.6306135092106577,0.4091201027617213
stackoverflow,0.75,87,selected_balls,default_radius,1.0,0.246,False,False,paper_default_radius,15,1,drupal,91,1,91,1.3992660560179502,0.3013754045307443,0.9933333333333332,0.462445685909373,0.2324444444444444,0.9933333333333332,0.8628362962962963,0.581777238630704,0.3724444444444444,0.0066666666666666,0.7675555555555555,0.421,0.3585894215736091,0.3516656706178916,0.462445685909373
stackoverflow,0.75,87,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2813333333333333,False,False,paper_default_radius,15,1,drupal,91,1,92,1.4224156790296547,0.3015202702702703,0.952,0.4579858883899936,0.2648888888888888,0.952,0.6588758518518519,0.3999097617162955,0.7282222222222222,0.048,0.7351111111111112,0.4293333333333333,0.3858697393467581,0.3810619960772091,0.4579858883899936
stackoverflow,0.75,87,selected_balls,calibration_coverage_0.80,1.248292808389624,0.8,False,False,calibration_known,15,1,drupal,91,1,91,1.4481638950528577,0.5766129032258065,0.7626666666666667,0.6567164179104478,0.8133333333333334,0.7626666666666667,0.8628362962962963,0.581777238630704,0.3724444444444444,0.2373333333333333,0.1866666666666666,0.745,0.7559651845013378,0.7625817689407304,0.6567164179104478
stackoverflow,0.75,87,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1607735842646123,0.8,False,False,calibration_known,15,1,drupal,91,1,92,1.471393344050739,0.371031746031746,0.374,0.3725099601593625,0.7886666666666666,0.374,0.6588758518518519,0.3999097617162955,0.7282222222222222,0.626,0.2113333333333333,0.6005,0.7080346295793437,0.7304029408740093,0.3725099601593625
stackoverflow,0.75,100,selected_balls,default_radius,1.0,0.2273333333333333,False,False,paper_default_radius,15,0,,97,0,97,1.5588159369654022,0.2965710848205334,0.986,0.4559889008786804,0.2204444444444444,0.986,0.799214962962963,0.4853878502244323,0.5617777777777778,0.014,0.7795555555555556,0.411,0.3475308153103965,0.3403002762725108,0.4559889008786804
stackoverflow,0.75,100,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.2273333333333333,False,False,paper_default_radius,15,0,,97,0,97,1.5813324049813673,0.2965710848205334,0.986,0.4559889008786804,0.2204444444444444,0.986,0.799214962962963,0.4853878502244323,0.5617777777777778,0.014,0.7795555555555556,0.411,0.3475308153103965,0.3403002762725108,0.4559889008786804
stackoverflow,0.75,100,selected_balls,calibration_coverage_0.80,1.2319745945198868,0.8,False,False,calibration_known,15,0,,97,0,97,1.607417160004843,0.5005861664712778,0.5693333333333334,0.5327510917030568,0.8106666666666666,0.5693333333333334,0.799214962962963,0.4853878502244323,0.5617777777777778,0.4306666666666666,0.1893333333333333,0.6998333333333333,0.7412597177454658,0.7551602928149599,0.5327510917030568
stackoverflow,0.75,100,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.2319745945198868,0.8,False,False,calibration_known,15,0,,97,0,97,1.63097093696706,0.5005861664712778,0.5693333333333334,0.5327510917030568,0.8106666666666666,0.5693333333333334,0.799214962962963,0.4853878502244323,0.5617777777777778,0.4306666666666666,0.1893333333333333,0.6998333333333333,0.7412597177454658,0.7551602928149599,0.5327510917030568
stackoverflow,0.75,123,selected_balls,default_radius,1.0,0.1993333333333333,False,False,paper_default_radius,15,4,drupal|magento|sharepoint|wordpress,97,4,97,1.601028568984475,0.2953694581280788,0.9993333333333332,0.4559695817490494,0.2053333333333333,0.9993333333333332,0.7810148148148148,0.4367145936712419,0.3951111111111111,0.0006666666666666,0.7946666666666666,0.4011666666666666,0.3153855709596245,0.3060133035736628,0.4559695817490494
stackoverflow,0.75,123,selected_balls_plus_missing_class_fallback,default_radius,1.0,0.324,False,False,paper_default_radius,15,4,drupal|magento|sharepoint|wordpress,97,4,101,1.6253838749835268,0.310536044362292,0.896,0.4612216884008236,0.3368888888888889,0.896,0.6323764444444444,0.345399137899368,0.732,0.104,0.6631111111111111,0.4596666666666666,0.4468141204032811,0.4458536158701116,0.4612216884008236
stackoverflow,0.75,123,selected_balls,calibration_coverage_0.80,1.3645776293536869,0.8,False,False,calibration_known,15,4,drupal|magento|sharepoint|wordpress,97,4,97,1.6513565329951234,0.4246196403872752,0.4093333333333333,0.41683638832315,0.8151111111111111,0.4093333333333333,0.7810148148148148,0.4367145936712419,0.3951111111111111,0.5906666666666667,0.1848888888888888,0.5871666666666666,0.552014172626194,0.5610260249130635,0.41683638832315
stackoverflow,0.75,123,selected_balls_plus_missing_class_fallback,calibration_coverage_0.80,1.1216950745674883,0.8,False,False,calibration_known,15,4,drupal|magento|sharepoint|wordpress,97,4,101,1.6747631559846925,0.2858286629303442,0.238,0.2597308112040742,0.8017777777777778,0.238,0.6323764444444444,0.345399137899368,0.732,0.762,0.1982222222222222,0.5668333333333333,0.6642493041674395,0.6912172036983305,0.2597308112040742
