dataset,kir,seed,workpoint,missing_class_count,missing_classes,fallback_ball_count,oos_f1_baseline,f1_all_baseline,f1_k_baseline,accuracy_baseline,id_recall_baseline,false_accept_rate_baseline,false_reject_rate_baseline,auroc_baseline,aupr_oos_baseline,oos_f1_rescue,f1_all_rescue,f1_k_rescue,accuracy_rescue,id_recall_rescue,false_accept_rate_rescue,false_reject_rate_rescue,auroc_rescue,aupr_oos_rescue,delta_oos_f1,delta_f1_all,delta_f1_k,delta_accuracy,delta_id_recall,delta_false_accept_rate,delta_false_reject_rate,delta_auroc,delta_aupr_oos
banking77,0.75,100,default_radius,1,card_acceptance,1,0.4722831193235202,0.4099356051176451,0.4088606479761645,0.4512987012987013,0.2762931034482758,0.0078947368421052,0.7237068965517242,0.7946920372050815,0.5009837538229381,0.4764612954186414,0.421472024852059,0.4205239339802214,0.4587662337662337,0.2883620689655172,0.0078947368421052,0.7116379310344828,0.8050119101633395,0.5192356783002816,0.004178176095121222,0.011536419734413883,0.011663286004056916,0.007467532467532401,0.012068965517241403,0.0,-0.012068965517241348,0.01031987295825798,0.018251924477343473
banking77,0.75,100,calibration_coverage_0.80,1,card_acceptance,1,0.538370720188902,0.746542015620452,0.7501311758865132,0.6987012987012987,0.7939655172413793,0.4,0.2060344827586206,0.7946920372050815,0.5009837538229381,0.5511163337250293,0.7580457604129252,0.7616135091489235,0.7061688311688312,0.7961206896551725,0.3828947368421053,0.2038793103448276,0.8050119101633395,0.5192356783002816,0.012745613536127354,0.01150374479247318,0.011482333262410216,0.007467532467532512,0.0021551724137931494,-0.017105263157894735,-0.0021551724137930106,0.01031987295825798,0.018251924477343473
banking77,0.75,123,default_radius,0,,0,0.4761306532663316,0.4190987558031048,0.4181154472261526,0.4577922077922078,0.2818965517241379,0.0026315789473684,0.718103448275862,0.8194243421052633,0.49228640796684,0.4761306532663316,0.4190987558031048,0.4181154472261526,0.4577922077922078,0.2818965517241379,0.0026315789473684,0.718103448275862,0.8194243421052633,0.49228640796684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banking77,0.75,123,calibration_coverage_0.80,0,,0,0.5710914454277286,0.7371926853173886,0.7400564997982448,0.6987012987012987,0.805603448275862,0.3631578947368421,0.1943965517241379,0.8194243421052633,0.49228640796684,0.5710914454277286,0.7371926853173886,0.7400564997982448,0.6987012987012987,0.805603448275862,0.3631578947368421,0.1943965517241379,0.8194243421052633,0.49228640796684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,13,default_radius,0,,0,0.8917312921744385,0.5471203003166764,0.4781981019451239,0.8206666666666667,0.3319999999999999,0.0162222222222222,0.668,0.8854228148148149,0.93695736395644,0.8917312921744385,0.5471203003166764,0.4781981019451239,0.8206666666666667,0.3319999999999999,0.0162222222222222,0.668,0.8854228148148149,0.93695736395644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,13,calibration_coverage_0.80,0,,0,0.8957804934286373,0.7798098828001659,0.7566157606744717,0.8465,0.8073333333333333,0.1366666666666666,0.1926666666666666,0.8854228148148149,0.93695736395644,0.8957804934286373,0.7798098828001659,0.7566157606744717,0.8465,0.8073333333333333,0.1366666666666666,0.1926666666666666,0.8854228148148149,0.93695736395644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,42,default_radius,0,,0,0.8921178343949044,0.497747469785648,0.4188733968637967,0.819,0.2893333333333333,0.004,0.7106666666666667,0.8299065185185187,0.8986100578344981,0.8921178343949044,0.497747469785648,0.4188733968637967,0.819,0.2893333333333333,0.004,0.7106666666666667,0.8299065185185187,0.8986100578344981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,42,calibration_coverage_0.80,0,,0,0.7149784482758621,0.7202242027894078,0.7212733536921169,0.6378333333333334,0.8200000000000001,0.4102222222222222,0.18,0.8299065185185187,0.8986100578344981,0.7149784482758621,0.7202242027894078,0.7212733536921169,0.6378333333333334,0.8200000000000001,0.4102222222222222,0.18,0.8299065185185187,0.8986100578344981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,87,default_radius,0,,0,0.8904790300139137,0.4994948099512815,0.4212979659387551,0.8161666666666667,0.2786666666666666,0.0044444444444444,0.7213333333333334,0.876148,0.9380926923751848,0.8904790300139137,0.4994948099512815,0.4212979659387551,0.8161666666666667,0.2786666666666666,0.0044444444444444,0.7213333333333334,0.876148,0.9380926923751848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,87,calibration_coverage_0.80,0,,0,0.853757778841551,0.7581017338713942,0.7389705248773628,0.7913333333333333,0.8073333333333333,0.2073333333333333,0.1926666666666666,0.876148,0.9380926923751848,0.853757778841551,0.7581017338713942,0.7389705248773628,0.7913333333333333,0.8073333333333333,0.2073333333333333,0.1926666666666666,0.876148,0.9380926923751848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,100,default_radius,0,,0,0.8927314768271841,0.5480994069507599,0.479172992975475,0.8221666666666667,0.3286666666666666,0.0133333333333333,0.6713333333333333,0.8785337777777776,0.9322091049793786,0.8927314768271841,0.5480994069507599,0.479172992975475,0.8221666666666667,0.3286666666666666,0.0133333333333333,0.6713333333333333,0.8785337777777776,0.9322091049793786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,100,calibration_coverage_0.80,0,,0,0.8861760260434833,0.7939592496869791,0.7755158944156781,0.835,0.8066666666666666,0.1531111111111111,0.1933333333333333,0.8785337777777776,0.9322091049793786,0.8861760260434833,0.7939592496869791,0.7755158944156781,0.835,0.8066666666666666,0.1531111111111111,0.1933333333333333,0.8785337777777776,0.9322091049793786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,123,default_radius,0,,0,0.9049406513137872,0.6110573406094942,0.5522806784686356,0.8436666666666667,0.402,0.0088888888888888,0.598,0.8661577777777778,0.9221497591887984,0.9049406513137872,0.6110573406094942,0.5522806784686356,0.8436666666666667,0.402,0.0088888888888888,0.598,0.8661577777777778,0.9221497591887984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,123,calibration_coverage_0.80,0,,0,0.8857241300103366,0.7831383249802059,0.7626211639741797,0.8315,0.766,0.1431111111111111,0.234,0.8661577777777778,0.9221497591887984,0.8857241300103366,0.7831383249802059,0.7626211639741797,0.8315,0.766,0.1431111111111111,0.234,0.8661577777777778,0.9221497591887984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,13,default_radius,0,,0,0.7329299913569577,0.4585184886906548,0.4310773384240245,0.6388333333333334,0.2896666666666666,0.0106666666666666,0.7103333333333334,0.8605508888888889,0.8015602505787192,0.7329299913569577,0.4585184886906548,0.4310773384240245,0.6388333333333334,0.2896666666666666,0.0106666666666666,0.7103333333333334,0.8605508888888889,0.8015602505787192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,13,calibration_coverage_0.80,0,,0,0.7939546599496222,0.7880163318397595,0.7874224990287733,0.7823333333333333,0.8029999999999999,0.212,0.197,0.8605508888888889,0.8015602505787192,0.7939546599496222,0.7880163318397595,0.7874224990287733,0.7823333333333333,0.8029999999999999,0.212,0.197,0.8605508888888889,0.8015602505787192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,42,default_radius,0,,0,0.7316113161131611,0.4466999646755574,0.418208829531797,0.6351666666666667,0.2813333333333333,0.0086666666666666,0.7186666666666667,0.8616684444444443,0.8034067311024371,0.7316113161131611,0.4466999646755574,0.418208829531797,0.6351666666666667,0.2813333333333333,0.0086666666666666,0.7186666666666667,0.8616684444444443,0.8034067311024371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,42,calibration_coverage_0.80,0,,0,0.7870011786496043,0.7423905520222764,0.7379294893595437,0.7698333333333334,0.7993333333333333,0.221,0.2006666666666666,0.8616684444444443,0.8034067311024371,0.7870011786496043,0.7423905520222764,0.7379294893595437,0.7698333333333334,0.7993333333333333,0.221,0.2006666666666666,0.8616684444444443,0.8034067311024371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,87,default_radius,0,,0,0.7312277252058498,0.4491968680096521,0.4209937822900323,0.635,0.2793333333333333,0.0083333333333333,0.7206666666666667,0.8488495555555555,0.7899092536360274,0.7312277252058498,0.4491968680096521,0.4209937822900323,0.635,0.2793333333333333,0.0083333333333333,0.7206666666666667,0.8488495555555555,0.7899092536360274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,87,calibration_coverage_0.80,0,,0,0.7740953669259385,0.7838822393633265,0.7848609266070652,0.769,0.7916666666666666,0.237,0.2083333333333333,0.8488495555555555,0.7899092536360274,0.7740953669259385,0.7838822393633265,0.7848609266070652,0.769,0.7916666666666666,0.237,0.2083333333333333,0.8488495555555555,0.7899092536360274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,100,default_radius,0,,0,0.7321494182486221,0.4367131651087204,0.4071695397947302,0.6346666666666667,0.2746666666666666,0.0036666666666666,0.7253333333333334,0.8798437777777778,0.8266341415187699,0.7321494182486221,0.4367131651087204,0.4071695397947302,0.6346666666666667,0.2746666666666666,0.0036666666666666,0.7253333333333334,0.8798437777777778,0.8266341415187699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,100,calibration_coverage_0.80,0,,0,0.8107302533532041,0.7666539010878825,0.7622462658613502,0.7886666666666666,0.8029999999999999,0.184,0.197,0.8798437777777778,0.8266341415187699,0.8107302533532041,0.7666539010878825,0.7622462658613502,0.7886666666666666,0.8029999999999999,0.184,0.197,0.8798437777777778,0.8266341415187699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,123,default_radius,2,drupal|sharepoint,2,0.7180786869418296,0.3737734824619087,0.3393429620139166,0.6091666666666666,0.2296666666666666,0.0083333333333333,0.7703333333333333,0.787542,0.7112668373797029,0.7111455908973364,0.4533372047078781,0.4275563660889322,0.614,0.3386666666666666,0.0833333333333333,0.6613333333333333,0.6567455555555555,0.6152868450184228,-0.006933096044493214,0.07956372224596936,0.0882134040750156,0.004833333333333356,0.10900000000000001,0.075,-0.10899999999999999,-0.1307964444444445,-0.09597999236128008
stackoverflow,0.5,123,calibration_coverage_0.80,2,drupal|sharepoint,2,0.566060606060606,0.5766443466556805,0.5777027207151879,0.574,0.817,0.533,0.183,0.787542,0.7112668373797029,0.3491260349586016,0.6111572148179087,0.6373603328038395,0.4611666666666666,0.8036666666666666,0.747,0.1963333333333333,0.6567455555555555,0.6152868450184228,-0.21693457110200443,0.034512868162228205,0.05965761208865161,-0.11283333333333334,-0.013333333333333308,0.21399999999999997,0.013333333333333308,-0.1307964444444445,-0.09597999236128008
stackoverflow,0.75,13,default_radius,1,sharepoint,1,0.4540474741326841,0.3204666793469222,0.3115612930278714,0.4001666666666666,0.2044444444444444,0.0053333333333333,0.7955555555555556,0.8265428148148147,0.4993648798883425,0.4390715667311411,0.3449797869307329,0.3387070016107057,0.4011666666666666,0.2573333333333333,0.092,0.7426666666666667,0.6289502222222223,0.4093471426923417,-0.014975907401542976,0.0245131075838107,0.027145708582834327,0.0010000000000000009,0.0528888888888889,0.0866666666666667,-0.052888888888888874,-0.19759259259259243,-0.09001773719600081
stackoverflow,0.75,13,calibration_coverage_0.80,1,sharepoint,1,0.5743344301525576,0.6846642664647599,0.6920195888855734,0.6896666666666667,0.8037777777777778,0.36,0.1962222222222222,0.8265428148148147,0.4993648798883425,0.4013333333333333,0.6457242273530194,0.6620169536209987,0.566,0.8004444444444444,0.5986666666666667,0.1995555555555555,0.6289502222222223,0.4093471426923417,-0.17300109681922426,-0.03894003911174049,-0.030002635264574695,-0.1236666666666667,-0.0033333333333334103,0.2386666666666667,0.003333333333333327,-0.19759259259259243,-0.09001773719600081
stackoverflow,0.75,42,default_radius,2,magento|sharepoint,2,0.4509685230024213,0.3126891283998402,0.3034705020930014,0.3943333333333333,0.1959999999999999,0.0066666666666666,0.804,0.7468154074074073,0.4046853658308483,0.4798445847498785,0.3795741661516635,0.3728894715784492,0.4376666666666666,0.29,0.012,0.71,0.7344512592592594,0.4196765837162789,0.028876061747457216,0.0668850377518233,0.06941896948544779,0.04333333333333328,0.09400000000000008,0.0053333333333334,-0.09400000000000008,-0.012364148148147902,0.014991217885430619
stackoverflow,0.75,42,calibration_coverage_0.80,2,magento|sharepoint,2,0.3610818405338953,0.5951685152516072,0.6107742935661213,0.5965,0.8148888888888889,0.6573333333333333,0.1851111111111111,0.7468154074074073,0.4046853658308483,0.4091201027617213,0.616770171307599,0.6306135092106577,0.5568333333333333,0.7828888888888889,0.5753333333333334,0.2171111111111111,0.7344512592592594,0.4196765837162789,0.04803826222782598,0.021601656055991847,0.01983921564453639,-0.03966666666666674,-0.03200000000000003,-0.08199999999999996,0.032,-0.012364148148147902,0.014991217885430619
stackoverflow,0.75,87,default_radius,1,drupal,1,0.462445685909373,0.3585894215736091,0.3516656706178916,0.421,0.2324444444444444,0.0066666666666666,0.7675555555555555,0.8628362962962963,0.581777238630704,0.4579858883899936,0.3858697393467581,0.3810619960772091,0.4293333333333333,0.2648888888888888,0.048,0.7351111111111112,0.6588758518518519,0.3999097617162955,-0.004459797519379416,0.027280317773148988,0.029396325459317474,0.008333333333333304,0.03244444444444439,0.0413333333333334,-0.03244444444444439,-0.2039604444444444,-0.18186747691440847
stackoverflow,0.75,87,calibration_coverage_0.80,1,drupal,1,0.6567164179104478,0.7559651845013378,0.7625817689407304,0.745,0.8133333333333334,0.2373333333333333,0.1866666666666666,0.8628362962962963,0.581777238630704,0.3725099601593625,0.7080346295793437,0.7304029408740093,0.6005,0.7886666666666666,0.626,0.2113333333333333,0.6588758518518519,0.3999097617162955,-0.2842064577510853,-0.04793055492199405,-0.03217882806672112,-0.14449999999999996,-0.024666666666666726,0.3886666666666667,0.024666666666666698,-0.2039604444444444,-0.18186747691440847
stackoverflow,0.75,100,default_radius,0,,0,0.4559889008786804,0.3475308153103965,0.3403002762725108,0.411,0.2204444444444444,0.014,0.7795555555555556,0.799214962962963,0.4853878502244323,0.4559889008786804,0.3475308153103965,0.3403002762725108,0.411,0.2204444444444444,0.014,0.7795555555555556,0.799214962962963,0.4853878502244323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.75,100,calibration_coverage_0.80,0,,0,0.5327510917030568,0.7412597177454658,0.7551602928149599,0.6998333333333333,0.8106666666666666,0.4306666666666666,0.1893333333333333,0.799214962962963,0.4853878502244323,0.5327510917030568,0.7412597177454658,0.7551602928149599,0.6998333333333333,0.8106666666666666,0.4306666666666666,0.1893333333333333,0.799214962962963,0.4853878502244323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.75,123,default_radius,4,drupal|magento|sharepoint|wordpress,4,0.4559695817490494,0.3153855709596245,0.3060133035736628,0.4011666666666666,0.2053333333333333,0.0006666666666666,0.7946666666666666,0.7810148148148148,0.4367145936712419,0.4612216884008236,0.4468141204032811,0.4458536158701116,0.4596666666666666,0.3368888888888889,0.104,0.6631111111111111,0.6323764444444444,0.345399137899368,0.005252106651774224,0.13142854944365662,0.13984031229644878,0.058499999999999996,0.1315555555555556,0.1033333333333334,-0.13155555555555554,-0.14863837037037042,-0.09131545577187389
stackoverflow,0.75,123,calibration_coverage_0.80,4,drupal|magento|sharepoint|wordpress,4,0.41683638832315,0.552014172626194,0.5610260249130635,0.5871666666666666,0.8151111111111111,0.5906666666666667,0.1848888888888888,0.7810148148148148,0.4367145936712419,0.2597308112040742,0.6642493041674395,0.6912172036983305,0.5668333333333333,0.8017777777777778,0.762,0.1982222222222222,0.6323764444444444,0.345399137899368,-0.1571055771190758,0.11223513154124554,0.13019117878526698,-0.020333333333333314,-0.013333333333333308,0.17133333333333334,0.013333333333333391,-0.14863837037037042,-0.09131545577187389
