method,dataset,kir,seed,threshold,oos_f1,known_recall,false_accept_rate,false_reject_rate,oos_precision,oos_recall
mogb_minilm_fair,banking77,0.25,13,1.0822343586874894,0.9061996779388084,0.4776315789473684,0.029741379310344828,0.5223684210526316,0.8500755287009063,0.9702586206896552
mogb_minilm_fair,banking77,0.25,13,1.1070755926216753,0.9092750101255569,0.5092105263157894,0.032327586206896554,0.49078947368421055,0.8575248281130634,0.9676724137931034
mogb_minilm_fair,banking77,0.25,13,1.1321624877896102,0.9113511310372937,0.5381578947368421,0.03620689655172414,0.46184210526315794,0.864321608040201,0.9637931034482758
mogb_minilm_fair,banking77,0.25,13,1.1493697690966727,0.9097621000820345,0.5552631578947368,0.04396551724137931,0.4447368421052632,0.8677621283255086,0.9560344827586207
mogb_minilm_fair,banking77,0.25,13,1.1653312360888566,0.9077399380804954,0.5710526315789474,0.052155172413793104,0.42894736842105263,0.8708910891089109,0.9478448275862069
mogb_minilm_fair,banking77,0.25,13,1.181228496568601,0.9061071873701704,0.5881578947368421,0.05991379310344828,0.4118421052631579,0.8744987971130713,0.9400862068965518
mogb_minilm_fair,banking77,0.25,13,1.19817406393759,0.9046822742474916,0.6052631578947368,0.06724137931034482,0.39473684210526316,0.8782467532467533,0.9327586206896552
mogb_minilm_fair,banking77,0.25,13,1.2200277795423788,0.9021670523879655,0.6197368421052631,0.07586206896551724,0.38026315789473686,0.8812166050143855,0.9241379310344827
mogb_minilm_fair,banking77,0.25,13,1.2354505041366335,0.8979246082168573,0.6289473684210526,0.08620689655172414,0.3710526315789474,0.8825978351373855,0.9137931034482759
mogb_minilm_fair,banking77,0.25,13,1.2502176508395122,0.8953314858239182,0.6434210526315789,0.09482758620689655,0.3565789473684211,0.8857022353437368,0.9051724137931034
mogb_minilm_fair,banking77,0.25,13,1.2685402974449154,0.8920832439390689,0.6552631578947369,0.10387931034482759,0.3447368421052631,0.8880820162323794,0.8961206896551724
mogb_minilm_fair,banking77,0.25,13,1.2817789640621702,0.8894168466522678,0.6697368421052632,0.1125,0.3302631578947368,0.8913419913419913,0.8875
mogb_minilm_fair,banking77,0.25,13,1.298792216201884,0.8841052402696238,0.6763157894736842,0.12370689655172414,0.3236842105263158,0.8920579201404124,0.8762931034482758
mogb_minilm_fair,banking77,0.25,13,1.3106659647799321,0.8791593695271454,0.6842105263157895,0.13448275862068965,0.3157894736842105,0.8932384341637011,0.8655172413793103
mogb_minilm_fair,banking77,0.25,13,1.321500018891692,0.8745867313202557,0.6934210526315789,0.14482758620689656,0.30657894736842106,0.8949030221019395,0.8551724137931035
mogb_minilm_fair,banking77,0.25,13,1.3318080066814941,0.8684268915021078,0.6973684210526315,0.1564655172413793,0.3026315789473685,0.8948331047096479,0.8435344827586206
mogb_minilm_fair,banking77,0.25,13,1.3405928074618114,0.8628239499553172,0.7039473684210527,0.16767241379310344,0.29605263157894735,0.8956400742115028,0.8323275862068965
mogb_minilm_fair,banking77,0.25,13,1.355234484047319,0.8598425196850393,0.718421052631579,0.17629310344827587,0.28157894736842104,0.8992941176470588,0.8237068965517241
mogb_minilm_fair,banking77,0.25,13,1.3689369570584078,0.8545536927956502,0.7263157894736842,0.1870689655172414,0.27368421052631575,0.9006685768863419,0.8129310344827586
mogb_minilm_fair,banking77,0.25,13,1.3783626178915453,0.8496463609399955,0.7355263157894737,0.19741379310344828,0.2644736842105263,0.902569074163839,0.8025862068965517
mogb_minilm_fair,banking77,0.25,13,1.3861983531063198,0.8421778084079945,0.7368421052631579,0.20991379310344827,0.26315789473684215,0.9016232169208067,0.7900862068965517
mogb_minilm_fair,banking77,0.25,13,1.3966382400622226,0.8357242017584452,0.7421052631578947,0.22155172413793103,0.2578947368421053,0.9020979020979021,0.778448275862069
mogb_minilm_fair,banking77,0.25,13,1.4036731857297629,0.8291773479375437,0.7473684210526316,0.2331896551724138,0.25263157894736843,0.9025875190258752,0.7668103448275863
mogb_minilm_fair,banking77,0.25,13,1.4125406016787252,0.8225352112676056,0.7526315789473684,0.24482758620689654,0.24736842105263157,0.9030927835051547,0.7551724137931034
