dataset,kir,comparison_method,comparison_label,metric,n_seeds,mean_trainable_minus_comparison,mean_delta_pp,ci95_low,ci95_high,wins,ties,losses
clinc150,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,known_recall,5,0.3173684210526316,31.736842105263158,0.3096491228070176,0.3264912280701754,5,0,0
clinc150,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,false_accept_rate,5,0.0205701754385965,2.05701754385965,0.014956140350877199,0.026184210526315803,5,0,0
clinc150,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,false_reject_rate,5,-0.31736842105263163,-31.736842105263165,-0.32649122807017544,-0.3096491228070176,0,0,5
clinc150,0.5,single_centroid,Frozen K=1,oos_f1,5,0.014960833899474047,1.4960833899474046,0.013612461097290706,0.01639303301791899,5,0,0
clinc150,0.5,single_centroid,Frozen K=1,oos_precision,5,-0.015670894262464995,-1.5670894262464996,-0.0200698713290997,-0.010966242649678604,0,0,5
clinc150,0.5,single_centroid,Frozen K=1,oos_recall,5,0.051246376811594205,5.12463768115942,0.04579710144927533,0.0567536231884058,5,0,0
clinc150,0.5,single_centroid,Frozen K=1,known_recall,5,-0.0431111111111111,-4.31111111111111,-0.0528,-0.03351111111111107,0,0,5
clinc150,0.5,single_centroid,Frozen K=1,false_accept_rate,5,-0.051246376811594184,-5.1246376811594185,-0.05675362318840578,-0.045797101449275325,0,0,5
clinc150,0.5,single_centroid,Frozen K=1,false_reject_rate,5,0.04311111111111113,4.311111111111113,0.03315555555555559,0.0528,5,0,0
clinc150,0.5,fixed_k2,Frozen K=2,oos_f1,5,0.01238834108552742,1.2388341085527421,0.009165320718347924,0.014532074816888563,5,0,0
clinc150,0.5,fixed_k2,Frozen K=2,oos_precision,5,0.00012085093940390479,0.012085093940390479,-0.003323745169066683,0.003565447047874493,3,0,2
clinc150,0.5,fixed_k2,Frozen K=2,oos_recall,5,0.02747826086956522,2.747826086956522,0.017101449275362324,0.034376811594202916,5,0,0
clinc150,0.5,fixed_k2,Frozen K=2,known_recall,5,-0.006933333333333347,-0.6933333333333347,-0.01555555555555559,0.0016888888888888954,1,1,3
clinc150,0.5,fixed_k2,Frozen K=2,false_accept_rate,5,-0.02747826086956522,-2.747826086956522,-0.03437681159420292,-0.017101449275362314,0,0,5
clinc150,0.5,fixed_k2,Frozen K=2,false_reject_rate,5,0.006933333333333324,0.6933333333333325,-0.0016888888888888843,0.015555555555555534,3,1,1
clinc150,0.5,random_partition,Random K=2,oos_f1,5,0.013703034269944592,1.3703034269944592,0.011486038417956989,0.015690966600386824,5,0,0
clinc150,0.5,random_partition,Random K=2,oos_precision,5,-0.019395556034281225,-1.9395556034281225,-0.023855801207982162,-0.014413127036992024,0,0,5
clinc150,0.5,random_partition,Random K=2,oos_recall,5,0.05269565217391305,5.269565217391305,0.04695652173913041,0.0584347826086957,5,0,0
clinc150,0.5,random_partition,Random K=2,known_recall,5,-0.050311111111111105,-5.031111111111111,-0.059733333333333374,-0.03982222222222218,0,0,5
clinc150,0.5,random_partition,Random K=2,false_accept_rate,5,-0.052695652173913046,-5.269565217391305,-0.058434782608695654,-0.04695652173913042,0,0,5
clinc150,0.5,random_partition,Random K=2,false_reject_rate,5,0.050311111111111105,5.031111111111111,0.03964444444444444,0.05973333333333334,5,0,0
clinc150,0.5,mogb_minilm,MOGB MiniLM,oos_f1,5,0.09119903794751208,9.119903794751208,0.08905364659359657,0.09329308897871473,5,0,0
clinc150,0.5,mogb_minilm,MOGB MiniLM,oos_precision,5,0.16294908107124786,16.294908107124787,0.16021171505955362,0.16540954005602432,5,0,0
clinc150,0.5,mogb_minilm,MOGB MiniLM,oos_recall,5,-0.02788405797101452,-2.788405797101452,-0.03408695652173914,-0.022260869565217424,0,0,5
clinc150,0.5,mogb_minilm,MOGB MiniLM,known_recall,5,0.4287111111111111,42.87111111111111,0.4187555555555555,0.4381333333333334,5,0,0
clinc150,0.5,mogb_minilm,MOGB MiniLM,false_accept_rate,5,0.027884057971014498,2.7884057971014498,0.0222608695652174,0.03414492753623186,5,0,0
clinc150,0.5,mogb_minilm,MOGB MiniLM,false_reject_rate,5,-0.4287111111111111,-42.87111111111111,-0.4381333333333334,-0.4187555555555556,0,0,5
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + ours,oos_f1,5,0.04883975328188104,4.883975328188104,0.04764431571393981,0.05003519084982226,5,0,0
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + ours,oos_precision,5,0.09026259583014293,9.026259583014292,0.08597444336385054,0.09455074829643532,5,0,0
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + ours,oos_recall,5,-0.01194202898550727,-1.194202898550727,-0.01930434782608703,-0.006260869565217408,0,0,5
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + ours,known_recall,5,0.21102222222222222,21.102222222222224,0.19777777777777775,0.2242666666666667,5,0,0
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + ours,false_accept_rate,5,0.011942028985507261,1.194202898550726,0.0062608695652173986,0.019304347826086983,5,0,0
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + ours,false_reject_rate,5,-0.21102222222222222,-21.102222222222224,-0.22426666666666661,-0.1977777777777778,0,0,5
clinc150,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,oos_f1,5,0.07116170928491863,7.116170928491863,0.0683055896810576,0.07326188160214235,5,0,0
clinc150,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,oos_precision,5,0.12945227442495566,12.945227442495566,0.12573114268827318,0.13233954024973385,5,0,0
clinc150,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,oos_recall,5,-0.02005797101449276,-2.005797101449276,-0.028347826086956608,-0.013333333333333353,0,0,5
clinc150,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,known_recall,5,0.32204444444444447,32.20444444444445,0.3101333333333333,0.3323555555555556,5,0,0
clinc150,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,false_accept_rate,5,0.02005797101449278,2.005797101449278,0.013333333333333358,0.028000000000000063,5,0,0
clinc150,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,false_reject_rate,5,-0.32204444444444447,-32.20444444444445,-0.33235555555555557,-0.3099555555555556,0,0,5
clinc150,0.75,single_centroid,Frozen K=1,oos_f1,5,0.011027542276440937,1.1027542276440938,0.007327212103367309,0.014727872449514567,5,0,0
clinc150,0.75,single_centroid,Frozen K=1,oos_precision,5,-0.0207340348766204,-2.07340348766204,-0.02448975832621301,-0.01697831142702779,0,0,5
clinc150,0.75,single_centroid,Frozen K=1,oos_recall,5,0.060854700854700884,6.085470085470089,0.05606837606837609,0.0661538461538462,5,0,0
clinc150,0.75,single_centroid,Frozen K=1,known_recall,5,-0.03952380952380952,-3.9523809523809517,-0.043154761904761904,-0.03589285714285713,0,0,5
clinc150,0.75,single_centroid,Frozen K=1,false_accept_rate,5,-0.060854700854700884,-6.085470085470089,-0.06615384615384617,-0.05606837606837609,0,0,5
clinc150,0.75,single_centroid,Frozen K=1,false_reject_rate,5,0.039523809523809524,3.9523809523809526,0.035833333333333356,0.043154761904761904,5,0,0
clinc150,0.75,fixed_k2,Frozen K=2,oos_f1,5,0.013454772794569636,1.3454772794569636,0.008720742782478141,0.01973156803138374,5,0,0
clinc150,0.75,fixed_k2,Frozen K=2,oos_precision,5,0.0014106887662935553,0.14106887662935552,-0.0031385183579293098,0.00807958137201419,2,0,3
clinc150,0.75,fixed_k2,Frozen K=2,oos_recall,5,0.033076923076923094,3.3076923076923093,0.028290598290598302,0.038803418803418845,5,0,0
clinc150,0.75,fixed_k2,Frozen K=2,known_recall,5,-0.0068452380952380935,-0.6845238095238093,-0.01124999999999996,-0.00011904761904764083,1,0,4
clinc150,0.75,fixed_k2,Frozen K=2,false_accept_rate,5,-0.03307692307692308,-3.307692307692308,-0.038803418803418845,-0.028290598290598302,0,0,5
clinc150,0.75,fixed_k2,Frozen K=2,false_reject_rate,5,0.00684523809523806,0.684523809523806,0.00011904761904757422,0.01124999999999996,4,0,1
clinc150,0.75,random_partition,Random K=2,oos_f1,5,0.006441878353032493,0.6441878353032493,0.0014777262847834205,0.011406030421281566,5,0,0
clinc150,0.75,random_partition,Random K=2,oos_precision,5,-0.029328960783685586,-2.9328960783685587,-0.03349981213758426,-0.025158109429786912,0,0,5
clinc150,0.75,random_partition,Random K=2,oos_recall,5,0.062051282051282075,6.205128205128208,0.05564102564102567,0.07008547008547013,5,0,0
clinc150,0.75,random_partition,Random K=2,known_recall,5,-0.04928571428571429,-4.928571428571429,-0.052440476190476204,-0.04523809523809528,0,0,5
clinc150,0.75,random_partition,Random K=2,false_accept_rate,5,-0.062051282051282054,-6.205128205128205,-0.07008547008547009,-0.05564102564102565,0,0,5
clinc150,0.75,random_partition,Random K=2,false_reject_rate,5,0.04928571428571428,4.928571428571428,0.0452380952380952,0.052440476190476204,5,0,0
clinc150,0.75,mogb_minilm,MOGB MiniLM,oos_f1,5,0.169177800446872,16.9177800446872,0.1675164026057816,0.17126759396499597,5,0,0
clinc150,0.75,mogb_minilm,MOGB MiniLM,oos_precision,5,0.23498120137531817,23.498120137531817,0.23220317379870106,0.23838425402550242,5,0,0
clinc150,0.75,mogb_minilm,MOGB MiniLM,oos_recall,5,-0.031880341880341875,-3.1880341880341874,-0.03539102564102562,-0.02871794871794873,0,0,5
clinc150,0.75,mogb_minilm,MOGB MiniLM,known_recall,5,0.4592261904761905,45.92261904761905,0.45492857142857146,0.46375,5,0,0
clinc150,0.75,mogb_minilm,MOGB MiniLM,false_accept_rate,5,0.03188034188034188,3.1880341880341883,0.02871794871794872,0.03538461538461542,5,0,0
clinc150,0.75,mogb_minilm,MOGB MiniLM,false_reject_rate,5,-0.4592261904761905,-45.92261904761905,-0.46375,-0.4551785714285715,0,0,5
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,oos_f1,5,0.10874981752645278,10.874981752645278,0.10570382310411888,0.11177854825514774,5,0,0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,oos_precision,5,0.16039654051572025,16.039654051572025,0.1566536540528413,0.16370397326255243,5,0,0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,oos_recall,5,-0.02128205128205123,-2.128205128205123,-0.026495726495726422,-0.016153846153846095,0,0,5
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,known_recall,5,0.27029761904761906,27.029761904761905,0.2594047619047619,0.2802976190476191,5,0,0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,false_accept_rate,5,0.02128205128205128,2.128205128205128,0.016153846153846164,0.026495726495726502,5,0,0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + ours,false_reject_rate,5,-0.2702976190476191,-27.029761904761912,-0.2801785714285715,-0.25869047619047625,0,0,5
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,oos_f1,5,0.1280887512487786,12.808875124877861,0.12477250787688607,0.13166733019773436,5,0,0
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,oos_precision,5,0.18421284416052439,18.421284416052437,0.18070868436787574,0.18802338723055584,5,0,0
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,oos_recall,5,-0.021367521367521312,-2.1367521367521314,-0.024786324786324743,-0.01735042735042731,0,0,5
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,known_recall,5,0.32273809523809527,32.273809523809526,0.3163690476190476,0.3298214285714286,5,0,0
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,false_accept_rate,5,0.021367521367521364,2.1367521367521363,0.017350427350427362,0.02478632478632478,5,0,0
clinc150,0.75,ours_partition_mogb_boundary,Ours partition + MOGB,false_reject_rate,5,-0.3227380952380953,-32.27380952380953,-0.32988095238095244,-0.3163095238095239,0,0,5
banking77,0.25,single_centroid,Frozen K=1,oos_f1,5,0.06481458714285207,6.481458714285207,0.05466229299903787,0.07496688128666626,5,0,0
banking77,0.25,single_centroid,Frozen K=1,oos_precision,5,0.0010595979115394006,0.10595979115394007,-0.0019129257433345038,0.0039011963347236112,3,0,2
banking77,0.25,single_centroid,Frozen K=1,oos_recall,5,0.11508620689655176,11.508620689655176,0.10077586206896556,0.13068965517241377,5,0,0
banking77,0.25,single_centroid,Frozen K=1,known_recall,5,-0.020526315789473705,-2.0526315789473704,-0.028157894736842114,-0.013157894736842146,0,0,5
banking77,0.25,single_centroid,Frozen K=1,false_accept_rate,5,-0.11508620689655176,-11.508620689655176,-0.13068965517241385,-0.10077586206896554,0,0,5
banking77,0.25,single_centroid,Frozen K=1,false_reject_rate,5,0.02052631578947367,2.0526315789473673,0.013157894736842085,0.028157894736842114,5,0,0
banking77,0.25,fixed_k2,Frozen K=2,oos_f1,5,0.05875987987903901,5.875987987903901,0.0427903185696346,0.07384658457603906,5,0,0
banking77,0.25,fixed_k2,Frozen K=2,oos_precision,5,0.007151334754347705,0.7151334754347705,0.0016649476778980653,0.01158539912415113,4,0,1
banking77,0.25,fixed_k2,Frozen K=2,oos_recall,5,0.09999999999999998,9.999999999999998,0.0742241379310344,0.12474137931034486,5,0,0
banking77,0.25,fixed_k2,Frozen K=2,known_recall,5,-0.0005263157894736858,-0.052631578947368585,-0.013947368421052597,0.011842105263157876,3,0,2
banking77,0.25,fixed_k2,Frozen K=2,false_accept_rate,5,-0.10000000000000002,-10.000000000000002,-0.1247413793103449,-0.07422413793103445,0,0,5
banking77,0.25,fixed_k2,Frozen K=2,false_reject_rate,5,0.0005263157894736914,0.05263157894736913,-0.011842105263157886,0.01394736842105263,2,0,3
banking77,0.25,random_partition,Random K=2,oos_f1,5,0.06648992298504963,6.648992298504963,0.05664986156442338,0.07729216268614816,5,0,0
banking77,0.25,random_partition,Random K=2,oos_precision,5,-0.0017355544137019451,-0.17355544137019452,-0.0033135027715779806,-0.000333535383508754,1,0,4
banking77,0.25,random_partition,Random K=2,oos_recall,5,0.11982758620689657,11.982758620689657,0.1041379310344828,0.1381034482758621,5,0,0
banking77,0.25,random_partition,Random K=2,known_recall,5,-0.028947368421052656,-2.8947368421052655,-0.032631578947368414,-0.025263157894736855,0,0,5
banking77,0.25,random_partition,Random K=2,false_accept_rate,5,-0.1198275862068966,-11.98275862068966,-0.1381034482758621,-0.10413793103448281,0,0,5
banking77,0.25,random_partition,Random K=2,false_reject_rate,5,0.028947368421052676,2.8947368421052677,0.025263157894736876,0.03263157894736846,5,0,0
banking77,0.25,mogb_minilm,MOGB MiniLM,oos_f1,5,0.013546323975643194,1.3546323975643193,-0.001005121914908913,0.025287528778249514,4,0,1
banking77,0.25,mogb_minilm,MOGB MiniLM,oos_precision,5,0.10417464190203451,10.417464190203452,0.09966660289114,0.10920533700109905,5,0,0
banking77,0.25,mogb_minilm,MOGB MiniLM,oos_recall,5,-0.0882758620689655,-8.82758620689655,-0.11474137931034475,-0.06560344827586209,0,0,5
banking77,0.25,mogb_minilm,MOGB MiniLM,known_recall,5,0.41868421052631577,41.868421052631575,0.39973684210526317,0.4376315789473685,5,0,0
banking77,0.25,mogb_minilm,MOGB MiniLM,false_accept_rate,5,0.08827586206896551,8.827586206896552,0.06801724137931035,0.11474137931034481,5,0,0
banking77,0.25,mogb_minilm,MOGB MiniLM,false_reject_rate,5,-0.41868421052631577,-41.868421052631575,-0.4376315789473685,-0.39894736842105266,0,0,5
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,oos_f1,5,-0.004021600184011742,-0.40216001840117416,-0.01718786494075535,0.005939119542065521,2,0,3
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,oos_precision,5,0.053358882011421874,5.335888201142187,0.04676279636115375,0.0602820370411602,5,0,0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,oos_recall,5,-0.06310344827586203,-6.310344827586204,-0.08844827586206887,-0.0414655172413793,0,0,5
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,known_recall,5,0.20157894736842102,20.157894736842103,0.17342105263157898,0.23263157894736836,5,0,0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,false_accept_rate,5,0.06310344827586206,6.310344827586206,0.04146551724137933,0.08844827586206896,5,0,0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,false_reject_rate,5,-0.201578947368421,-20.1578947368421,-0.22999999999999998,-0.17342105263157892,0,0,5
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,oos_f1,5,0.009765053440882677,0.9765053440882677,-0.0028888646621515026,0.02035030844426051,4,0,1
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,oos_precision,5,0.07441941040968218,7.441941040968218,0.06985306681895116,0.07741108274193084,5,0,0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,oos_recall,5,-0.05818965517241374,-5.818965517241375,-0.0785344827586206,-0.03905172413793101,0,0,5
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,known_recall,5,0.2797368421052632,27.97368421052632,0.2636842105263158,0.2905263157894737,5,0,0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,false_accept_rate,5,0.05818965517241376,5.8189655172413755,0.03939655172413785,0.07853448275862071,5,0,0
banking77,0.25,ours_partition_mogb_boundary,Ours partition + MOGB,false_reject_rate,5,-0.2797368421052632,-27.97368421052632,-0.2905263157894737,-0.26421052631578956,0,0,5
banking77,0.5,single_centroid,Frozen K=1,oos_f1,5,0.11136046753964343,11.136046753964344,0.09681289825531869,0.13412825311768845,5,0,0
banking77,0.5,single_centroid,Frozen K=1,oos_precision,5,0.012441665276707935,1.2441665276707936,0.0063872268207034065,0.018496103732712467,5,0,0
banking77,0.5,single_centroid,Frozen K=1,oos_recall,5,0.191025641025641,19.102564102564102,0.16999999999999996,0.22641025641025642,5,0,0
banking77,0.5,single_centroid,Frozen K=1,known_recall,5,-0.028026315789473677,-2.8026315789473677,-0.033947368421052636,-0.02092105263157895,0,0,5
banking77,0.5,single_centroid,Frozen K=1,false_accept_rate,5,-0.191025641025641,-19.102564102564102,-0.22641025641025636,-0.17000000000000004,0,0,5
banking77,0.5,single_centroid,Frozen K=1,false_reject_rate,5,0.028026315789473677,2.8026315789473677,0.021184210526315795,0.033947368421052636,5,0,0
banking77,0.5,fixed_k2,Frozen K=2,oos_f1,5,0.08102491487210714,8.102491487210713,0.06045571788497554,0.09999492135781914,5,0,0
banking77,0.5,fixed_k2,Frozen K=2,oos_precision,5,0.02270910644691968,2.270910644691968,0.01858993892773071,0.02682827396610865,5,0,0
banking77,0.5,fixed_k2,Frozen K=2,oos_recall,5,0.13307692307692306,13.307692307692307,0.09461538461538462,0.16743589743589746,5,0,0
banking77,0.5,fixed_k2,Frozen K=2,known_recall,5,-0.0034210526315789024,-0.34210526315789025,-0.011578947368420977,0.004736842105263173,2,0,3
banking77,0.5,fixed_k2,Frozen K=2,false_accept_rate,5,-0.1330769230769231,-13.30769230769231,-0.16745512820512823,-0.0955128205128205,0,0,5
banking77,0.5,fixed_k2,Frozen K=2,false_reject_rate,5,0.003421052631578947,0.3421052631578947,-0.004736842105263145,0.01157894736842104,3,0,2
banking77,0.5,random_partition,Random K=2,oos_f1,5,0.11941976656247251,11.94197665624725,0.10568176650224467,0.1373071137080332,5,0,0
banking77,0.5,random_partition,Random K=2,oos_precision,5,0.00666053186363369,0.666053186363369,0.004978592643850588,0.008588163881477118,5,0,0
banking77,0.5,random_partition,Random K=2,oos_recall,5,0.20756410256410257,20.756410256410255,0.18910256410256415,0.23679487179487185,5,0,0
banking77,0.5,random_partition,Random K=2,known_recall,5,-0.03749999999999996,-3.7499999999999956,-0.04368421052631575,-0.03302631578947364,0,0,5
banking77,0.5,random_partition,Random K=2,false_accept_rate,5,-0.20756410256410263,-20.756410256410263,-0.23679487179487185,-0.18884615384615394,0,0,5
banking77,0.5,random_partition,Random K=2,false_reject_rate,5,0.03750000000000002,3.7500000000000018,0.03302631578947372,0.04368421052631579,5,0,0
banking77,0.5,mogb_minilm,MOGB MiniLM,oos_f1,5,0.08570376379212186,8.570376379212185,0.06974518504583802,0.09699394989919967,5,0,0
banking77,0.5,mogb_minilm,MOGB MiniLM,oos_precision,5,0.22536953892107753,22.536953892107753,0.22005631626176014,0.23068276158039488,5,0,0
banking77,0.5,mogb_minilm,MOGB MiniLM,oos_recall,5,-0.14653846153846156,-14.653846153846157,-0.17025641025641028,-0.12474358974358976,0,0,5
banking77,0.5,mogb_minilm,MOGB MiniLM,known_recall,5,0.48802631578947375,48.80263157894738,0.4727631578947369,0.5035526315789475,5,0,0
banking77,0.5,mogb_minilm,MOGB MiniLM,false_accept_rate,5,0.14653846153846156,14.653846153846157,0.12474358974358975,0.17192307692307698,5,0,0
banking77,0.5,mogb_minilm,MOGB MiniLM,false_reject_rate,5,-0.48802631578947364,-48.80263157894736,-0.5035526315789474,-0.4727631578947368,0,0,5
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,oos_f1,5,0.04166585883096015,4.1665858830960145,0.027767778858110347,0.052354409998875376,5,0,0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,oos_precision,5,0.154816998933488,15.4816998933488,0.14841016262976997,0.16122383523720601,5,0,0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,oos_recall,5,-0.12243589743589745,-12.243589743589745,-0.14371794871794885,-0.1025641025641025,0,0,5
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,known_recall,5,0.3002631578947369,30.02631578947369,0.28578947368421054,0.3147368421052632,5,0,0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,false_accept_rate,5,0.12243589743589745,12.243589743589745,0.10256410256410256,0.1441025641025642,5,0,0
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + ours,false_reject_rate,5,-0.3002631578947369,-30.02631578947369,-0.3147368421052632,-0.28578947368421054,0,0,5
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,oos_f1,5,0.04704595729472083,4.704595729472083,0.03611818669873699,0.05797372789070467,5,0,0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,oos_precision,5,0.1539571686402032,15.39571686402032,0.1510078448790702,0.1569064924013362,5,0,0
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,oos_recall,5,-0.10500000000000001,-10.500000000000002,-0.1306410256410257,-0.07935897435897432,0,0,5
banking77,0.5,ours_partition_mogb_boundary,Ours partition + MOGB,known_recall,5,0.28960526315789475,28.960526315789476,0.27815789473684216,0.3019736842105264,5,0,0
