dataset,kir,seed,target_known_recall,oos_f1_mogb_minilm_fair,oos_f1_s2c_trainable_k1,known_recall_mogb_minilm_fair,known_recall_s2c_trainable_k1,false_accept_rate_mogb_minilm_fair,false_accept_rate_s2c_trainable_k1,threshold_mogb_minilm_fair,threshold_s2c_trainable_k1,delta_oos_f1_s2c_minus_mogb,delta_known_recall_s2c_minus_mogb,delta_fa_s2c_minus_mogb,delta_threshold_s2c_minus_mogb
stackoverflow,0.5,100,0.8,0.8137771918259723,0.8995566427151812,0.8003333333333333,0.8003333333333333,0.177,0.0193333333333333,1.2223583686883457,0.9607299558152632,0.08577945088920891,0.0,-0.15766666666666668,-0.26162841287308247
stackoverflow,0.5,100,0.9,0.6727016696841682,0.8535186794092093,0.9003333333333333,0.9003333333333333,0.4426666666666666,0.1813333333333333,1.288672647827411,1.0831266424323016,0.1808170097250411,0.0,-0.2613333333333333,-0.20554600539510948
stackoverflow,0.5,100,0.95,0.4410891089108911,0.7386340877228119,0.9503333333333334,0.9503333333333334,0.703,0.3853333333333333,1.3388740437387732,1.1419978027359288,0.2975449788119208,0.0,-0.31766666666666665,-0.1968762410028444
stackoverflow,0.5,123,0.8,0.6001555814858032,0.883338504498914,0.8003333333333333,0.8003333333333333,0.4856666666666667,0.051,1.273296342194785,0.912205497887134,0.2831829230131109,0.0,-0.4346666666666667,-0.3610908443076509
stackoverflow,0.5,123,0.9,0.3768757687576876,0.8001454809965448,0.9003333333333333,0.9003333333333333,0.7446666666666667,0.2666666666666666,1.348295254451349,1.136827237503222,0.42326971223885723,0.0,-0.4780000000000001,-0.2114680169481269
stackoverflow,0.5,123,0.95,0.2123190462673857,0.570261066969353,0.9503333333333334,0.9503333333333334,0.8753333333333333,0.5813333333333334,1.403240934831814,1.2508763301825037,0.35794202070196723,0.0,-0.29399999999999993,-0.15236460464931034
stackoverflow,0.75,13,0.8,0.5766834767131415,0.755059678256357,0.8002222222222222,0.8002222222222222,0.352,0.03,1.3042474158225543,0.9296318865675238,0.17837620154321554,0.0,-0.32199999999999995,-0.3746155292550305
stackoverflow,0.75,13,0.9,0.4070290151205558,0.7510413329061199,0.9002222222222223,0.9002222222222223,0.668,0.2186666666666666,1.3739797013764965,1.1215754303845191,0.34401231778556407,0.0,-0.4493333333333335,-0.2524042709919774
stackoverflow,0.75,13,0.95,0.2443991853360488,0.6671820641669888,0.9502222222222222,0.9502222222222222,0.84,0.4246666666666667,1.423352417696399,1.2127999525074162,0.42278287883094,0.0,-0.4153333333333333,-0.21055246518898274
stackoverflow,0.75,42,0.8,0.3893924135615978,0.7420031463030938,0.8002222222222222,0.8002222222222222,0.6133333333333333,0.0566666666666666,1.3212941192940175,0.9443490908914784,0.352610732741496,0.0,-0.5566666666666666,-0.3769450284025391
stackoverflow,0.75,42,0.9,0.2241457858769931,0.7139557901682613,0.9002222222222223,0.9002222222222223,0.836,0.2786666666666667,1.3764346451945757,1.0649887676796237,0.4898100042912682,0.0,-0.5573333333333332,-0.311445877514952
stackoverflow,0.75,42,0.95,0.1392336751214247,0.6567978184651344,0.9502222222222222,0.9502222222222222,0.914,0.438,1.424137964219981,1.131090025676218,0.5175641433437097,0.0,-0.47600000000000003,-0.293047938543763
stackoverflow,0.75,87,0.8,0.6571508536244053,0.7511712649661635,0.8002222222222222,0.8002222222222222,0.2173333333333333,0.038,1.2415376244298355,0.9693149440859476,0.0940204113417582,0.0,-0.1793333333333333,-0.27222268034388786
stackoverflow,0.75,87,0.9,0.5455223880597015,0.7490372272143774,0.9002222222222223,0.9002222222222223,0.5126666666666667,0.222,1.3104935114557144,1.0709058560126277,0.20351483915467583,0.0,-0.29066666666666674,-0.2395876554430867
stackoverflow,0.75,87,0.95,0.3415103415103415,0.6241021548284118,0.9502222222222222,0.9502222222222222,0.7633333333333333,0.4786666666666667,1.3698854264606637,1.1141114055037686,0.2825918133180703,0.0,-0.2846666666666666,-0.25577402095689505
stackoverflow,0.75,100,0.8,0.5385318306427048,0.7310235387463634,0.8002222222222222,0.8002222222222222,0.4106666666666667,0.0786666666666666,1.2276302845790166,0.919316034108392,0.19249170810365857,0.0,-0.3320000000000001,-0.30831425047062455
stackoverflow,0.75,100,0.9,0.4096287229702162,0.6394415357766143,0.9002222222222223,0.9002222222222223,0.6653333333333333,0.3893333333333333,1.2927237777795173,1.1517100764463677,0.22981281280639815,0.0,-0.276,-0.1410137013331496
stackoverflow,0.75,100,0.95,0.2854301342615614,0.5402201524132092,0.9502222222222222,0.9502222222222222,0.8086666666666666,0.5746666666666667,1.3414987262272065,1.250100853970669,0.2547900181516478,0.0,-0.23399999999999999,-0.0913978722565374
stackoverflow,0.75,123,0.8,0.4320261437908497,0.7614868353123386,0.8002222222222222,0.8002222222222222,0.5593333333333333,0.0166666666666666,1.3574400855936088,0.909844501912968,0.32946069152148894,0.0,-0.5426666666666667,-0.4475955836806409
stackoverflow,0.75,123,0.9,0.2978165938864628,0.7856697819314642,0.9002222222222223,0.9002222222222223,0.7726666666666666,0.1593333333333333,1.4156662962146926,1.1433189512974096,0.4878531880450014,0.0,-0.6133333333333333,-0.2723473449172831
stackoverflow,0.75,123,0.95,0.1862177801157285,0.6068686868686869,0.9502222222222222,0.9502222222222222,0.882,0.4993333333333333,1.4655542332903615,1.2385363727742038,0.42065090675295835,0.0,-0.3826666666666667,-0.2270178605161577
