candidate_k,complexity,cross_intent_leakage,delta,improvement_over_k1,instability,intent,min_improvement,objective,proper_recall,representation,safe,selected_k,selection_source,self_rejection,union_overlap
3,2.0,0.09444444444444444,0.02,-0.23238308642932815,0.09175456793953474,haskell,0.01,0.48238308642932815,0.92,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.07999999999999996,0.265
4,3.0,0.10111111111111111,0.02,-0.31839254864688704,0.24912575014310412,haskell,0.01,0.568392548646887,0.91,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.08999999999999997,0.285
5,4.0,0.10222222222222223,0.02,-0.36017342400870567,0.4118048071459339,haskell,0.01,0.6101734240087057,0.92,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.07999999999999996,0.285
1,0.0,0.0,0.02,0.0,0.0,linq,0.01,0.13,0.87,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.13,0.0
2,1.0,0.0,0.02,-0.47054307642816195,0.6421723057126479,linq,0.01,0.600543076428162,0.87,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.13,0.3
3,2.0,0.017777777777777778,0.02,-0.3895503457891688,0.32709027204556396,linq,0.01,0.5195503457891688,0.96,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.040000000000000036,0.36
4,3.0,0.01888888888888889,0.02,-0.4295517352537871,0.4626513854595926,linq,0.01,0.5595517352537871,0.96,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.040000000000000036,0.355
5,4.0,0.027777777777777776,0.02,-0.5280383808317374,0.4810424122158381,linq,0.01,0.6580383808317374,0.91,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.08999999999999997,0.38
1,0.0,0.0,0.02,0.0,0.0,matlab,0.01,0.28,0.72,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.28,0.0
2,1.0,0.05333333333333334,0.02,-0.22703764664389203,0.03481725324223495,matlab,0.01,0.5070376466438921,0.86,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.14,0.295
3,2.0,0.057777777777777775,0.02,-0.336659003620952,0.435524903372697,matlab,0.01,0.616659003620952,0.85,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.15000000000000002,0.28
4,3.0,0.06777777777777778,0.02,-0.29637666865215406,0.15439556349750494,matlab,0.01,0.5763766686521541,0.82,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.18000000000000005,0.26
5,4.0,0.06444444444444444,0.02,-0.3700842137467921,0.38255907720939075,matlab,0.01,0.6500842137467921,0.81,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.18999999999999995,0.26
1,0.0,0.0,0.02,0.0,0.0,qt,0.01,0.10999999999999999,0.89,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.10999999999999999,0.0
2,1.0,0.0,0.02,-0.43141359487764164,0.19550593921706327,qt,0.01,0.5414135948776416,0.85,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.15000000000000002,0.3325371100733758
3,2.0,0.04111111111111111,0.02,-0.4060546490903245,0.09977415191685357,qt,0.01,0.5160546490903245,0.82,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.18000000000000005,0.25
4,3.0,0.03777777777777778,0.02,-0.47399783661450623,0.3248802353469131,qt,0.01,0.5839978366145062,0.84,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.16000000000000003,0.275
5,4.0,0.03888888888888889,0.02,-0.5650369758158639,0.4045923477079001,qt,0.01,0.6750369758158639,0.78,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.21999999999999997,0.275
1,0.0,0.0033333333333333335,0.02,0.0,0.0,svn,0.01,0.11333333333333331,0.89,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.10999999999999999,0.0
2,1.0,0.0044444444444444444,0.02,-0.36196234788409043,0.039648124570433874,svn,0.01,0.47529568121742377,0.87,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.13,0.32093920563037087
3,2.0,0.04,0.02,-0.339968404561666,0.09320695157999703,svn,0.01,0.4533017378949993,0.88,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.12,0.25
4,3.0,0.03888888888888889,0.02,-0.45914079525966234,0.2543409588164268,svn,0.01,0.5724741285929956,0.85,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.15000000000000002,0.29
5,4.0,0.03888888888888889,0.02,-0.4756828089349977,0.30050901351776804,svn,0.01,0.589016142268331,0.85,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.15000000000000002,0.285
1,0.0,0.0077777777777777776,0.02,0.0,0.0,visual-studio,0.01,0.18777777777777782,0.82,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.18000000000000005,0.0
2,1.0,0.01,0.02,-0.3229580033502284,0.2829431245120244,visual-studio,0.01,0.5107357811280062,0.85,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.15000000000000002,0.27
3,2.0,0.013333333333333334,0.02,-0.463219319494356,0.5690246729937846,visual-studio,0.01,0.6509970972721338,0.86,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.14,0.33540759569035433
4,3.0,0.06666666666666667,0.02,-0.44294528835991,0.6562255978840847,visual-studio,0.01,0.6307230661376878,0.93,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.06999999999999995,0.3
5,4.0,0.07111111111111111,0.02,-0.44983100220006866,0.5059906754669417,visual-studio,0.01,0.6376087799778465,0.91,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.08999999999999997,0.31
1,0.0,0.05555555555555555,0.02,0.0,0.0,wordpress,0.01,0.26555555555555554,0.79,frozen_minilm,True,1,proper_train_and_known_calibration_only,0.20999999999999996,0.0
2,1.0,0.03333333333333333,0.02,-0.30419475957291353,0.5149722118081282,wordpress,0.01,0.5697503151284691,0.74,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.26,0.13767392884310373
3,2.0,0.057777777777777775,0.02,-0.37799114454261973,0.5596823249368225,wordpress,0.01,0.6435467000981753,0.71,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.29000000000000004,0.1358483410861919
4,3.0,0.06222222222222222,0.02,-0.407203094147883,0.6237480648724023,wordpress,0.01,0.6727586497034386,0.72,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.28,0.1445994112631157
5,4.0,0.057777777777777775,0.02,-0.42428419355310054,0.6685744359751971,wordpress,0.01,0.6898397491086561,0.72,frozen_minilm,False,1,proper_train_and_known_calibration_only,0.28,0.14491836233707897
1,0.0,0.8411111111111111,0.02,0.0,0.0,apache,0.01,0.9311111111111111,0.91,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.08999999999999997,0.0
2,1.0,0.8377777777777777,0.02,-0.46866806427672547,0.6978805808820284,apache,0.01,1.3997791753878366,0.85,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.15000000000000002,0.2275312523895518
3,2.0,0.8611111111111112,0.02,-0.45194935523282587,0.38779742093130287,apache,0.01,1.383060466343937,0.89,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.10999999999999999,0.295
4,3.0,0.8711111111111111,0.02,-0.4842225268132939,0.3968901072531763,apache,0.01,1.415333637924405,0.87,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.13,0.285
5,4.0,0.8611111111111112,0.02,-0.4952722853779733,0.42108914151189225,apache,0.01,1.4263833964890844,0.86,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.14,0.28
1,0.0,0.8544444444444445,0.02,0.0,0.0,bash,0.01,0.9644444444444444,0.89,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.10999999999999999,0.0
2,1.0,0.8566666666666667,0.02,-0.3167347977118533,0.23669183226822876,bash,0.01,1.2811792421562977,0.87,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.13,0.22533961742257383
3,2.0,0.8633333333333333,0.02,-0.4277488273683676,0.4354397539179157,bash,0.01,1.392193271812812,0.89,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.10999999999999999,0.29
4,3.0,0.8588888888888889,0.02,-0.44781170616430366,0.453469046879436,bash,0.01,1.412256150608748,0.89,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.10999999999999999,0.3
5,4.0,0.8533333333333334,0.02,-0.4872776731151436,0.39355513690501787,bash,0.01,1.451722117559588,0.84,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.16000000000000003,0.3
1,0.0,0.8577777777777778,0.02,0.0,0.0,drupal,0.01,1.1277777777777778,0.73,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.27,0.0
2,1.0,0.8455555555555555,0.02,-0.21076994206537236,0.26956693529715037,drupal,0.01,1.3385477198431501,0.81,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.18999999999999995,0.22560043046330713
3,2.0,0.8488888888888889,0.02,-0.2640964838452118,0.4112698695355378,drupal,0.01,1.3918742616229896,0.81,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.18999999999999995,0.23016790535021647
4,3.0,0.8422222222222222,0.02,-0.19260590540128875,0.3326458438273775,drupal,0.01,1.3203836831790665,0.85,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.15000000000000002,0.215
5,4.0,0.8511111111111112,0.02,-0.27190579140422333,0.39428983228355974,drupal,0.01,1.399683569182001,0.87,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.13,0.28
1,0.0,0.8522222222222222,0.02,0.0,0.0,haskell,0.01,1.0222222222222221,0.83,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.17000000000000004,0.0
2,1.0,0.8611111111111112,0.02,-0.2192638939635181,0.1401332062988534,haskell,0.01,1.2414861161857402,0.79,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.20999999999999996,0.12534170349991575
3,2.0,0.8644444444444445,0.02,-0.3856508185582128,0.3877670666771177,haskell,0.01,1.407873040780435,0.79,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.20999999999999996,0.2164868296667111
4,3.0,0.8466666666666667,0.02,-0.2957538028855202,0.3014958584665125,haskell,0.01,1.3179760251077424,0.84,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.16000000000000003,0.20593539382444748
5,4.0,0.8477777777777777,0.02,-0.3158546981365904,0.43891442507635203,haskell,0.01,1.3380769203588125,0.86,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.14,0.2005705363119466
1,0.0,0.8533333333333334,0.02,0.0,0.0,linq,0.01,1.0233333333333334,0.83,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.17000000000000004,0.0
2,1.0,0.8511111111111112,0.02,-0.3379864885956847,0.41407670135339436,linq,0.01,1.3613198219290181,0.86,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.14,0.25668953547955825
3,2.0,0.8488888888888889,0.02,-0.2570793033356209,0.0995262421513956,linq,0.01,1.2804126366689543,0.86,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.14,0.24664218724221643
4,3.0,0.8688888888888889,0.02,-0.35764280262714654,0.44834898828636427,linq,0.01,1.38097613596048,0.91,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.08999999999999997,0.28
5,4.0,0.8733333333333333,0.02,-0.31994598242712025,0.41978392970848133,linq,0.01,1.3432793157604537,0.93,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.06999999999999995,0.255
1,0.0,0.8555555555555555,0.02,0.0,0.0,matlab,0.01,1.0755555555555554,0.78,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.21999999999999997,0.0
2,1.0,0.8611111111111112,0.02,-0.33415768174490434,0.2905980487630482,matlab,0.01,1.4097132373004597,0.74,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.26,0.20595261399858658
3,2.0,0.8755555555555555,0.02,-0.3892743514994248,0.5141422720356046,matlab,0.01,1.4648299070549802,0.81,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.18999999999999995,0.25073878349052353
4,3.0,0.8722222222222222,0.02,-0.3177767383323269,0.4444402866626401,matlab,0.01,1.3933322938878823,0.85,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.15000000000000002,0.23
5,4.0,0.8822222222222222,0.02,-0.3621886555444571,0.38208795551116137,matlab,0.01,1.4377442111000125,0.84,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.16000000000000003,0.26
1,0.0,0.85,0.02,0.0,0.0,qt,0.01,0.94,0.91,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.08999999999999997,0.0
2,1.0,0.8422222222222222,0.02,-0.2948966948690326,0.11069789058724111,qt,0.01,1.2348966948690325,0.91,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.08999999999999997,0.265
3,2.0,0.8766666666666667,0.02,-0.4730215745608066,0.4054196315765589,qt,0.01,1.4130215745608066,0.89,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.10999999999999999,0.305
4,3.0,0.8577777777777778,0.02,-0.5037989934731573,0.3240848627815177,qt,0.01,1.4437989934731572,0.82,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.18000000000000005,0.295
5,4.0,0.8544444444444445,0.02,-0.515607179112286,0.4246509386713666,qt,0.01,1.455607179112286,0.83,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.17000000000000004,0.285
1,0.0,0.8344444444444444,0.02,0.0,0.0,svn,0.01,0.9644444444444444,0.87,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.13,0.0
2,1.0,0.8444444444444444,0.02,-0.24505772044999063,0.12398565411648355,svn,0.01,1.209502164894435,0.82,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.18000000000000005,0.14406130692086971
3,2.0,0.8466666666666667,0.02,-0.3321061221412913,0.15953559967627595,svn,0.01,1.2965505665857358,0.86,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.14,0.25
4,3.0,0.8522222222222222,0.02,-0.3934338026473143,0.2826240994781454,svn,0.01,1.3578782470917587,0.84,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.16000000000000003,0.245
5,4.0,0.8255555555555556,0.02,-0.40480458802168373,0.3547739076422911,svn,0.01,1.3692490324661282,0.82,mogb_initial_bert,False,1,proper_train_and_known_calibration_only,0.18000000000000005,0.235
1,0.0,0.8566666666666667,0.02,0.0,0.0,visual-studio,0.01,1.0166666666666666,0.84,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.16000000000000003,0.0
2,1.0,0.8455555555555555,0.02,-0.3308747350155554,0.31844940032011104,visual-studio,0.01,1.347541401682222,0.88,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.12,0.2923734960466389
3,2.0,0.8533333333333334,0.02,-0.3027601523285146,0.32070570749369465,visual-studio,0.01,1.3194268189951812,0.87,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.13,0.23591705878842395
4,3.0,0.8544444444444445,0.02,-0.3707160661087232,0.47175315332378087,visual-studio,0.01,1.3873827327753898,0.86,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.14,0.245
5,4.0,0.84,0.02,-0.3774535081660142,0.4546067188837368,visual-studio,0.01,1.3941201748326808,0.86,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.14,0.2604684951117466
1,0.0,0.8255555555555556,0.02,0.0,0.0,wordpress,0.01,1.0055555555555555,0.82,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.18000000000000005,0.0
2,1.0,0.8266666666666667,0.02,-0.34952346815134017,0.6494381493533833,wordpress,0.01,1.3550790237068957,0.82,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.18000000000000005,0.17605281970188308
3,2.0,0.8377777777777777,0.02,-0.29498412128881935,0.37104759626638795,wordpress,0.01,1.3005396768443749,0.88,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.12,0.23
4,3.0,0.8433333333333334,0.02,-0.2997260163937707,0.38779295446397233,wordpress,0.01,1.3052815719493263,0.9,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.09999999999999998,0.235
5,4.0,0.8344444444444444,0.02,-0.2625705284664819,0.334726558310372,wordpress,0.01,1.2681260840220374,0.93,mogb_initial_bert,True,1,proper_train_and_known_calibration_only,0.06999999999999995,0.24
1,0.0,0.9077777777777778,0.02,0.0,0.0,apache,0.01,1.3377777777777777,0.57,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.43000000000000005,0.0
2,1.0,0.84,0.02,0.18915852022711488,0.7498963492928251,apache,0.01,1.1486192575506629,0.89,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.10999999999999999,0.0011451702274565098
3,2.0,0.8477777777777777,0.02,0.08221151287083628,0.58968898033283,apache,0.01,1.2555662649069415,0.78,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.21999999999999997,0.020366242045956197
4,3.0,0.8133333333333334,0.02,0.09509400389107014,0.5250975003929466,apache,0.01,1.2426837738867076,0.77,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.22999999999999998,0.038076065455137635
5,4.0,0.8188888888888889,0.02,0.029374776612228093,0.46744874690119353,apache,0.01,1.3084030011655496,0.71,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.29000000000000004,0.0426519255513623
1,0.0,0.95,0.02,0.0,0.0,bash,0.01,1.0899999999999999,0.86,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.14,0.0
2,1.0,0.8911111111111111,0.02,-0.4347420812695797,0.09452388063387307,bash,0.01,1.5247420812695796,0.41,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.5900000000000001,0.01
3,2.0,0.8511111111111112,0.02,-0.06193304832779045,0.5068659522533723,bash,0.01,1.1519330483277903,0.87,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.13,0.024105449153336036
4,3.0,0.8922222222222222,0.02,-0.723384273565598,0.5244323753672526,bash,0.01,1.8133842735655978,0.28,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.72,0.04005395750156232
5,4.0,0.8633333333333333,0.02,-0.4781600526984413,0.48186300498155377,bash,0.01,1.5681600526984412,0.52,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.48,0.06436096811971956
1,0.0,0.8322222222222222,0.02,0.0,0.0,drupal,0.01,0.8322222222222222,1.0,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.0,0.0
2,1.0,0.8277777777777777,0.02,-0.2598994163615256,0.6182469641045151,drupal,0.01,1.0921216385837478,0.91,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.08999999999999997,0.009782119779841296
3,2.0,0.8077777777777778,0.02,-0.18628285480612372,0.31274110615262773,drupal,0.01,1.018505077028346,0.91,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.08999999999999997,0.02254202271241121
4,3.0,0.8222222222222222,0.02,-0.29361120180561673,0.49745261860875756,drupal,0.01,1.125833424027839,0.9,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.09999999999999998,0.04924804715342732
5,4.0,0.8022222222222222,0.02,-0.31075935859758075,0.48174918387104415,drupal,0.01,1.142981580819803,0.87,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.13,0.050322062629819586
1,0.0,0.8766666666666667,0.02,0.0,0.0,haskell,0.01,0.8766666666666667,1.0,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.0,0.0
2,1.0,0.8077777777777778,0.02,-0.07281820330525046,0.19326193659548563,haskell,0.01,0.9494848699719172,0.92,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.07999999999999996,0.0033916080452679074
3,2.0,0.8177777777777778,0.02,-0.1509562108055198,0.3671759105259371,haskell,0.01,1.0276228774721865,0.92,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.07999999999999996,0.018051122062924408
4,3.0,0.79,0.02,-0.3074911492698449,0.5513363639774951,haskell,0.01,1.1841578159365116,0.8,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.19999999999999996,0.026323724942137673
5,4.0,0.8155555555555556,0.02,-0.23749938619872246,0.48727064688792177,haskell,0.01,1.1141660528653892,0.92,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.07999999999999996,0.056792835587853155
1,0.0,0.9322222222222222,0.02,0.0,0.0,linq,0.01,1.2922222222222222,0.64,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.36,0.0
2,1.0,0.8433333333333334,0.02,0.2793430769428529,0.2381832477841439,linq,0.01,1.0128791452793693,0.9,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.09999999999999998,0.0
3,2.0,0.8677777777777778,0.02,0.172745626504331,0.3328651778441992,linq,0.01,1.1194765957178912,0.87,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.13,0.01848252347906369
4,3.0,0.8066666666666666,0.02,0.20300060722625046,0.5106653662565602,linq,0.01,1.0892216149959717,0.9,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.09999999999999998,0.024888606765164984
5,4.0,0.8155555555555556,0.02,0.20813537601570764,0.3604758161936388,linq,0.01,1.0840868462065145,0.91,mogb_trained_hierarchical_bert,True,2,proper_train_and_known_calibration_only,0.08999999999999997,0.04841233660254923
1,0.0,0.8355555555555556,0.02,0.0,0.0,matlab,0.01,0.8355555555555556,1.0,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.0,0.0
2,1.0,0.8188888888888889,0.02,-0.02785431398608107,0.059001439122748245,matlab,0.01,0.8634098695416367,0.99,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.010000000000000009,0.009770620872060737
3,2.0,0.8055555555555556,0.02,-0.12113897599520318,0.28907562571627,matlab,0.01,0.9566945315507588,0.96,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.040000000000000036,0.018870069566135714
4,3.0,0.8288888888888889,0.02,-0.22476232963261866,0.5596169101115633,matlab,0.01,1.0603178851881743,0.98,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.020000000000000018,0.04152476877139455
5,4.0,0.8244444444444444,0.02,-0.30579781478178125,0.41233640448959674,matlab,0.01,1.1413533703373369,0.88,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.12,0.05382482477049326
1,0.0,0.8411111111111111,0.02,0.0,0.0,qt,0.01,0.9011111111111112,0.94,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.06000000000000005,0.0
2,1.0,0.8511111111111112,0.02,-0.3792161296598937,0.3728369891964236,qt,0.01,1.280327240771005,0.69,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.31000000000000005,0.016006882360787643
3,2.0,0.8044444444444444,0.02,-0.18383121527087143,0.7073826568814283,qt,0.01,1.0849423263819826,0.93,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.06999999999999995,0.013652217717181158
4,3.0,0.8444444444444444,0.02,-0.2652330866997725,0.5427802755646319,qt,0.01,1.1663441978108837,0.88,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.12,0.036204684475281135
5,4.0,0.8466666666666667,0.02,-0.2513055456170019,0.35477923384042265,qt,0.01,1.152416656728113,0.87,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.13,0.047055181601340854
1,0.0,0.86,0.02,0.0,0.0,svn,0.01,0.86,1.0,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.0,0.0
2,1.0,0.7944444444444444,0.02,-0.0891255188719915,0.45850024514618626,svn,0.01,0.9491255188719915,0.97,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.030000000000000027,5.601314100049014e-05
3,2.0,0.7766666666666666,0.02,-0.15834016154470743,0.4755085837897529,svn,0.01,1.0183401615447074,0.92,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.07999999999999996,0.022796348930602603
4,3.0,0.8066666666666666,0.02,-0.1406811036141239,0.22746380534263655,svn,0.01,1.0006811036141239,0.93,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.06999999999999995,0.03714848561179804
