dataset,kir,distance,intent,seed_count,mode_best_k,mode_agreement,all_seeds_multi_center,all_seeds_k1,mean_delta_oos_f1,mean_delta_known_recall
banking77,0.1,euclidean,transfer_timing,1,3,1.0,True,False,0.0793912492073557,-0.025
banking77,0.1,euclidean,unable_to_verify_identity,1,5,1.0,True,False,0.2019847328244274,0.0749999999999999
banking77,0.1,euclidean,verify_source_of_funds,2,1,1.0,False,True,0.0,0.0
banking77,0.1,euclidean,wrong_amount_of_cash_received,1,4,1.0,True,False,0.2060200668896321,0.025
banking77,0.1,euclidean,wrong_exchange_rate_for_cash_withdrawal,1,5,1.0,True,False,0.100704075101344,-0.05
banking77,0.1,mahalanobis_diag,Refund_not_showing_up,2,5,1.0,True,False,0.06364837524257799,-0.0625
banking77,0.1,mahalanobis_diag,atm_support,2,3,1.0,True,False,0.065260382333553,-0.025
banking77,0.1,mahalanobis_diag,automatic_top_up,1,4,1.0,True,False,0.0137693631669535,-0.125
banking77,0.1,mahalanobis_diag,card_about_to_expire,1,4,1.0,True,False,0.0106595602931379,-0.025
banking77,0.1,mahalanobis_diag,card_acceptance,1,4,1.0,True,False,0.024242424242424,-0.1999999999999999
banking77,0.1,mahalanobis_diag,card_linking,1,5,1.0,True,False,0.1530797101449273,-0.0999999999999999
banking77,0.1,mahalanobis_diag,compromised_card,3,3,1.0,True,False,0.0146885521885522,-0.09999999999999991
banking77,0.1,mahalanobis_diag,direct_debit_payment_not_recognised,2,1,1.0,False,True,0.0,0.0
banking77,0.1,mahalanobis_diag,extra_charge_on_statement,1,5,1.0,True,False,0.0115151515151515,-0.0999999999999999
banking77,0.1,mahalanobis_diag,getting_spare_card,1,1,1.0,False,True,0.0,0.0
banking77,0.1,mahalanobis_diag,passcode_forgotten,1,3,1.0,True,False,0.0284495021337127,0.05
banking77,0.1,mahalanobis_diag,pending_card_payment,1,3,1.0,True,False,0.0459627329192546,0.0499999999999999
banking77,0.1,mahalanobis_diag,pending_cash_withdrawal,3,4,1.0,True,False,0.13435933641057504,0.0666666666666666
banking77,0.1,mahalanobis_diag,pending_transfer,2,3,1.0,True,False,0.01919285013966485,0.0625
banking77,0.1,mahalanobis_diag,receiving_money,1,4,1.0,True,False,0.1408695652173912,-0.025
banking77,0.1,mahalanobis_diag,reverted_card_payment?,2,5,1.0,True,False,0.245863854087446,0.0
banking77,0.1,mahalanobis_diag,terminate_account,2,1,1.0,False,True,0.0,0.0
banking77,0.1,mahalanobis_diag,top_up_limits,1,3,1.0,True,False,0.0074723846653671,-0.05
banking77,0.1,mahalanobis_diag,top_up_reverted,1,5,1.0,True,False,0.0325293557600762,-0.25
banking77,0.1,mahalanobis_diag,transaction_charged_twice,1,1,1.0,False,True,0.0,0.0
banking77,0.1,mahalanobis_diag,transfer_fee_charged,3,2,1.0,True,False,0.11422852286982199,0.025000000000000005
banking77,0.1,mahalanobis_diag,transfer_not_received_by_recipient,1,5,1.0,True,False,0.1607290803645402,-0.125
banking77,0.1,mahalanobis_diag,transfer_timing,1,3,1.0,True,False,0.0885167464114834,-0.025
banking77,0.1,mahalanobis_diag,unable_to_verify_identity,1,5,1.0,True,False,0.1904761904761903,0.05
banking77,0.1,mahalanobis_diag,verify_source_of_funds,2,1,1.0,False,True,0.0,0.0
banking77,0.1,mahalanobis_diag,wrong_amount_of_cash_received,1,5,1.0,True,False,0.1704492820750347,-0.0999999999999999
banking77,0.1,mahalanobis_diag,wrong_exchange_rate_for_cash_withdrawal,1,2,1.0,True,False,0.073015873015873,-0.025
banking77,0.2,euclidean,Refund_not_showing_up,2,5,1.0,True,False,0.09907086700753204,-5.0306980803327406e-17
banking77,0.2,euclidean,activate_my_card,1,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,apple_pay_or_google_pay,1,2,1.0,True,False,0.0263157894736842,0.025
banking77,0.2,euclidean,atm_support,3,3,1.0,True,False,0.2872524611639841,0.08333333333333323
banking77,0.2,euclidean,automatic_top_up,2,2,0.5,True,False,0.18710055233060469,-0.04999999999999995
banking77,0.2,euclidean,balance_not_updated_after_bank_transfer,1,2,1.0,True,False,0.0374384236453201,-0.0999999999999999
banking77,0.2,euclidean,balance_not_updated_after_cheque_or_cash_deposit,1,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,beneficiary_not_allowed,1,5,1.0,True,False,0.1945373467112597,-0.125
banking77,0.2,euclidean,cancel_transfer,1,4,1.0,True,False,0.05045105245573,-0.05
banking77,0.2,euclidean,card_about_to_expire,1,4,1.0,True,False,0.0205391527599487,-0.0499999999999999
banking77,0.2,euclidean,card_acceptance,1,5,1.0,True,False,0.1460761460761462,-0.25
banking77,0.2,euclidean,card_arrival,2,4,1.0,True,False,0.25024358532657576,0.0
banking77,0.2,euclidean,card_linking,1,5,1.0,True,False,0.3087557603686636,-0.0999999999999999
banking77,0.2,euclidean,card_payment_wrong_exchange_rate,1,3,1.0,True,False,0.0543010752688171,-0.075
banking77,0.2,euclidean,cash_withdrawal_charge,1,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,compromised_card,3,3,0.6666666666666666,True,False,0.05797691448297034,-0.09166666666666656
banking77,0.2,euclidean,contactless_not_working,1,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,country_support,1,4,1.0,True,False,0.2328009828009828,0.0999999999999999
banking77,0.2,euclidean,declined_cash_withdrawal,1,3,1.0,True,False,0.04032874617737,-0.0499999999999999
banking77,0.2,euclidean,declined_transfer,1,2,1.0,True,False,0.1522062035823503,0.1749999999999999
banking77,0.2,euclidean,direct_debit_payment_not_recognised,2,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,exchange_rate,1,2,1.0,True,False,0.0531151306345104,0.0
banking77,0.2,euclidean,exchange_via_app,1,2,1.0,True,False,0.2628219740141325,0.0999999999999999
banking77,0.2,euclidean,extra_charge_on_statement,1,5,1.0,True,False,0.1172845845743041,0.025
banking77,0.2,euclidean,failed_transfer,1,5,1.0,True,False,0.2524544179523141,0.0
banking77,0.2,euclidean,getting_spare_card,1,4,1.0,True,False,0.144903940084663,0.0499999999999999
banking77,0.2,euclidean,getting_virtual_card,2,5,1.0,True,False,0.0177376171352077,-0.0999999999999999
banking77,0.2,euclidean,lost_or_stolen_card,1,4,1.0,True,False,0.0170221934927815,-0.0749999999999999
banking77,0.2,euclidean,order_physical_card,1,5,1.0,True,False,0.2128712871287127,-0.025
banking77,0.2,euclidean,passcode_forgotten,1,3,1.0,True,False,0.0410256410256409,0.0749999999999999
banking77,0.2,euclidean,pending_card_payment,1,3,1.0,True,False,0.0883136657784545,0.05
banking77,0.2,euclidean,pending_cash_withdrawal,3,5,1.0,True,False,0.2564174419246883,0.12499999999999993
banking77,0.2,euclidean,pending_transfer,3,3,0.6666666666666666,False,False,0.006109732677292267,-3.469446951953614e-17
banking77,0.2,euclidean,pin_blocked,1,3,1.0,True,False,0.0109803921568627,-0.0749999999999999
banking77,0.2,euclidean,receiving_money,1,4,1.0,True,False,0.313540260908682,0.0
banking77,0.2,euclidean,reverted_card_payment?,2,3,0.5,True,False,0.16677395293708924,0.02499999999999995
banking77,0.2,euclidean,terminate_account,2,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,top_up_by_bank_transfer_charge,1,5,1.0,True,False,0.3037288135593219,-0.025
banking77,0.2,euclidean,top_up_by_card_charge,1,4,1.0,True,False,0.2272727272727274,-0.025
banking77,0.2,euclidean,top_up_by_cash_or_cheque,1,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,top_up_limits,1,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,top_up_reverted,1,4,1.0,True,False,0.0958579079384448,-0.175
banking77,0.2,euclidean,transaction_charged_twice,1,2,1.0,True,False,0.0418918918918919,-0.025
banking77,0.2,euclidean,transfer_fee_charged,3,2,1.0,True,False,0.0812563578039382,0.025000000000000005
banking77,0.2,euclidean,transfer_into_account,1,5,1.0,True,False,0.0925925925925925,0.0
banking77,0.2,euclidean,transfer_not_received_by_recipient,1,5,1.0,True,False,0.110022533555403,-0.0999999999999999
banking77,0.2,euclidean,transfer_timing,1,3,1.0,True,False,0.0793912492073557,-0.025
banking77,0.2,euclidean,unable_to_verify_identity,2,4,0.5,True,False,0.1450122999670309,0.0749999999999999
banking77,0.2,euclidean,verify_my_identity,1,4,1.0,True,False,0.0493000608642726,-0.05
banking77,0.2,euclidean,verify_source_of_funds,2,1,1.0,False,True,0.0,0.0
banking77,0.2,euclidean,why_verify_identity,2,5,1.0,True,False,0.0814141037997604,-0.07499999999999996
banking77,0.2,euclidean,wrong_amount_of_cash_received,2,4,0.5,True,False,0.17157024973861246,0.02499999999999995
banking77,0.2,euclidean,wrong_exchange_rate_for_cash_withdrawal,2,5,1.0,True,False,0.09815565512173136,-0.05
banking77,0.2,mahalanobis_diag,Refund_not_showing_up,2,5,1.0,True,False,0.06364837524257799,-0.0625
banking77,0.2,mahalanobis_diag,activate_my_card,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,apple_pay_or_google_pay,1,2,1.0,True,False,0.0284495021337127,0.05
banking77,0.2,mahalanobis_diag,atm_support,3,3,0.6666666666666666,True,False,0.03597712057113093,-0.025000000000000005
banking77,0.2,mahalanobis_diag,automatic_top_up,2,4,1.0,True,False,0.0137693631669535,-0.125
banking77,0.2,mahalanobis_diag,balance_not_updated_after_bank_transfer,1,2,1.0,True,False,0.195382787302665,-0.125
banking77,0.2,mahalanobis_diag,balance_not_updated_after_cheque_or_cash_deposit,1,2,1.0,True,False,0.0533333333333334,0.0499999999999999
banking77,0.2,mahalanobis_diag,beneficiary_not_allowed,1,5,1.0,True,False,0.1288680948863169,-0.075
banking77,0.2,mahalanobis_diag,cancel_transfer,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,card_about_to_expire,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,card_acceptance,1,4,1.0,True,False,0.0194805194805193,-0.15
banking77,0.2,mahalanobis_diag,card_arrival,2,4,1.0,True,False,0.15551388599516955,-0.05
banking77,0.2,mahalanobis_diag,card_linking,1,5,1.0,True,False,0.1530797101449273,-0.0999999999999999
banking77,0.2,mahalanobis_diag,card_payment_wrong_exchange_rate,1,3,1.0,True,False,0.0805860805860805,-0.05
banking77,0.2,mahalanobis_diag,cash_withdrawal_charge,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,compromised_card,3,3,0.6666666666666666,False,False,0.006320861678004499,-0.0666666666666666
banking77,0.2,mahalanobis_diag,contactless_not_working,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,country_support,1,5,1.0,True,False,0.1744442558968267,0.05
banking77,0.2,mahalanobis_diag,declined_cash_withdrawal,1,4,1.0,True,False,0.0055640561969677,-0.1
banking77,0.2,mahalanobis_diag,declined_transfer,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,direct_debit_payment_not_recognised,2,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,exchange_rate,1,4,1.0,True,False,0.0085470085470085,-0.025
banking77,0.2,mahalanobis_diag,exchange_via_app,1,2,1.0,True,False,0.1193936552586341,0.0999999999999999
banking77,0.2,mahalanobis_diag,extra_charge_on_statement,1,5,1.0,True,False,0.0115151515151515,-0.0999999999999999
banking77,0.2,mahalanobis_diag,failed_transfer,1,4,1.0,True,False,0.237953488372093,-0.025
banking77,0.2,mahalanobis_diag,getting_spare_card,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,getting_virtual_card,2,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,lost_or_stolen_card,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,order_physical_card,1,5,1.0,True,False,0.180672268907563,-0.025
banking77,0.2,mahalanobis_diag,passcode_forgotten,1,3,1.0,True,False,0.0284495021337127,0.05
banking77,0.2,mahalanobis_diag,pending_card_payment,1,3,1.0,True,False,0.0459627329192546,0.0499999999999999
banking77,0.2,mahalanobis_diag,pending_cash_withdrawal,3,4,1.0,True,False,0.14864681082551326,0.0749999999999999
banking77,0.2,mahalanobis_diag,pending_transfer,3,1,0.6666666666666666,False,False,0.0045195848677602665,-0.024999999999999967
banking77,0.2,mahalanobis_diag,pin_blocked,1,3,1.0,True,False,0.0349650349650351,-0.075
banking77,0.2,mahalanobis_diag,receiving_money,1,4,1.0,True,False,0.1408695652173912,-0.025
banking77,0.2,mahalanobis_diag,reverted_card_payment?,2,5,1.0,True,False,0.2418956001191921,0.0
banking77,0.2,mahalanobis_diag,terminate_account,2,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,top_up_by_bank_transfer_charge,1,3,1.0,True,False,0.1632653061224489,-0.025
banking77,0.2,mahalanobis_diag,top_up_by_card_charge,1,3,1.0,True,False,0.1561175666438823,-0.025
banking77,0.2,mahalanobis_diag,top_up_by_cash_or_cheque,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,top_up_limits,1,3,1.0,True,False,0.0074723846653671,-0.05
banking77,0.2,mahalanobis_diag,top_up_reverted,1,5,1.0,True,False,0.0325293557600762,-0.25
banking77,0.2,mahalanobis_diag,transaction_charged_twice,1,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,transfer_fee_charged,3,2,1.0,True,False,0.0929672947870309,0.025000000000000005
banking77,0.2,mahalanobis_diag,transfer_into_account,1,2,1.0,True,False,0.0044444444444443,-0.025
banking77,0.2,mahalanobis_diag,transfer_not_received_by_recipient,1,5,1.0,True,False,0.218863991662324,-0.1499999999999999
banking77,0.2,mahalanobis_diag,transfer_timing,1,3,1.0,True,False,0.0885167464114834,-0.025
banking77,0.2,mahalanobis_diag,unable_to_verify_identity,2,4,0.5,True,False,0.123678009753959,0.0625
banking77,0.2,mahalanobis_diag,verify_my_identity,1,4,1.0,True,False,0.060736057800858,-0.0749999999999999
banking77,0.2,mahalanobis_diag,verify_source_of_funds,2,1,1.0,False,True,0.0,0.0
banking77,0.2,mahalanobis_diag,why_verify_identity,2,4,1.0,True,False,0.09719126798250305,-0.0374999999999999
banking77,0.2,mahalanobis_diag,wrong_amount_of_cash_received,2,2,0.5,True,False,0.17115122029983604,0.02500000000000005
banking77,0.2,mahalanobis_diag,wrong_exchange_rate_for_cash_withdrawal,2,2,1.0,True,False,0.0771767606719063,-0.0125
banking77,0.25,euclidean,Refund_not_showing_up,2,5,1.0,True,False,0.09907086700753204,-5.0306980803327406e-17
banking77,0.25,euclidean,activate_my_card,1,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,apple_pay_or_google_pay,1,2,1.0,True,False,0.0263157894736842,0.025
banking77,0.25,euclidean,atm_support,3,3,1.0,True,False,0.2872524611639841,0.08333333333333323
banking77,0.25,euclidean,automatic_top_up,3,4,0.3333333333333333,True,False,0.18984965587362668,-0.0333333333333333
banking77,0.25,euclidean,balance_not_updated_after_bank_transfer,1,5,1.0,True,False,0.0500625782227784,-0.125
banking77,0.25,euclidean,balance_not_updated_after_cheque_or_cash_deposit,1,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,beneficiary_not_allowed,1,5,1.0,True,False,0.2046283309957924,-0.0999999999999999
banking77,0.25,euclidean,cancel_transfer,2,4,1.0,True,False,0.05045105245573,-0.05
banking77,0.25,euclidean,card_about_to_expire,1,4,1.0,True,False,0.0205391527599487,-0.0499999999999999
banking77,0.25,euclidean,card_acceptance,1,5,1.0,True,False,0.1146601146601148,-0.25
banking77,0.25,euclidean,card_arrival,3,4,0.6666666666666666,True,False,0.24076531955407762,-0.016666666666666632
banking77,0.25,euclidean,card_linking,1,5,1.0,True,False,0.3087557603686636,-0.0999999999999999
banking77,0.25,euclidean,card_payment_fee_charged,1,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,card_payment_wrong_exchange_rate,1,4,1.0,True,False,0.0564116675839294,-0.075
banking77,0.25,euclidean,cash_withdrawal_charge,1,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,compromised_card,3,3,0.6666666666666666,True,False,0.05173315823921407,-0.09166666666666656
banking77,0.25,euclidean,contactless_not_working,2,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,country_support,1,4,1.0,True,False,0.2328009828009828,0.0999999999999999
banking77,0.25,euclidean,declined_cash_withdrawal,1,3,1.0,True,False,0.04032874617737,-0.0499999999999999
banking77,0.25,euclidean,declined_transfer,2,2,0.5,True,False,0.1083489974937343,0.1249999999999999
banking77,0.25,euclidean,direct_debit_payment_not_recognised,3,1,0.6666666666666666,False,False,0.0019736842105263,0.0
banking77,0.25,euclidean,exchange_charge,1,2,1.0,True,False,0.0388888888888889,-0.0499999999999999
banking77,0.25,euclidean,exchange_rate,2,2,1.0,True,False,0.042871498297854804,0.0
banking77,0.25,euclidean,exchange_via_app,2,2,1.0,True,False,0.2190921673092095,0.0999999999999999
banking77,0.25,euclidean,extra_charge_on_statement,1,5,1.0,True,False,0.1172845845743041,0.025
banking77,0.25,euclidean,failed_transfer,1,5,1.0,True,False,0.2408602150537634,0.0
banking77,0.25,euclidean,getting_spare_card,1,4,1.0,True,False,0.1571216372338669,0.0499999999999999
banking77,0.25,euclidean,getting_virtual_card,2,5,1.0,True,False,0.0177376171352077,-0.0999999999999999
banking77,0.25,euclidean,lost_or_stolen_card,1,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,lost_or_stolen_phone,1,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,order_physical_card,1,5,1.0,True,False,0.2128712871287127,-0.025
banking77,0.25,euclidean,passcode_forgotten,1,3,1.0,True,False,0.0410256410256409,0.0749999999999999
banking77,0.25,euclidean,pending_card_payment,2,3,1.0,True,False,0.0883136657784545,0.05
banking77,0.25,euclidean,pending_cash_withdrawal,3,5,1.0,True,False,0.2564174419246883,0.12499999999999993
banking77,0.25,euclidean,pending_transfer,3,3,0.6666666666666666,False,False,0.006109732677292267,-3.469446951953614e-17
banking77,0.25,euclidean,pin_blocked,1,3,1.0,True,False,0.0109803921568627,-0.0749999999999999
banking77,0.25,euclidean,receiving_money,2,4,1.0,True,False,0.2745640778776208,0.0125
banking77,0.25,euclidean,reverted_card_payment?,2,3,0.5,True,False,0.1631854361906778,0.02499999999999995
banking77,0.25,euclidean,terminate_account,2,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,top_up_by_bank_transfer_charge,1,5,1.0,True,False,0.2988034188034189,-0.025
banking77,0.25,euclidean,top_up_by_card_charge,1,4,1.0,True,False,0.2272727272727274,-0.025
banking77,0.25,euclidean,top_up_by_cash_or_cheque,1,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,top_up_failed,1,3,1.0,True,False,0.1794721407624634,0.0
banking77,0.25,euclidean,top_up_limits,1,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,top_up_reverted,2,4,1.0,True,False,0.0810824543218909,-0.175
banking77,0.25,euclidean,transaction_charged_twice,2,2,1.0,True,False,0.0532476540467408,-0.025
banking77,0.25,euclidean,transfer_fee_charged,3,2,1.0,True,False,0.061968124443279066,0.016666666666666666
banking77,0.25,euclidean,transfer_into_account,2,5,1.0,True,False,0.09383150756390185,0.0
banking77,0.25,euclidean,transfer_not_received_by_recipient,1,5,1.0,True,False,0.1032901296111664,-0.0999999999999999
banking77,0.25,euclidean,transfer_timing,1,3,1.0,True,False,0.0793912492073557,-0.025
banking77,0.25,euclidean,unable_to_verify_identity,3,5,0.6666666666666666,True,False,0.1640031109194964,0.0749999999999999
banking77,0.25,euclidean,verify_my_identity,1,4,1.0,True,False,0.0493000608642726,-0.05
banking77,0.25,euclidean,verify_source_of_funds,2,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,verify_top_up,2,1,1.0,False,True,0.0,0.0
banking77,0.25,euclidean,why_verify_identity,2,5,1.0,True,False,0.0814141037997604,-0.07499999999999996
banking77,0.25,euclidean,wrong_amount_of_cash_received,2,4,0.5,True,False,0.17157024973861246,0.02499999999999995
banking77,0.25,euclidean,wrong_exchange_rate_for_cash_withdrawal,2,5,1.0,True,False,0.09301118114419554,-0.05
banking77,0.25,mahalanobis_diag,Refund_not_showing_up,2,5,1.0,True,False,0.06364837524257799,-0.0625
banking77,0.25,mahalanobis_diag,activate_my_card,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,apple_pay_or_google_pay,1,2,1.0,True,False,0.0284495021337127,0.05
banking77,0.25,mahalanobis_diag,atm_support,3,3,0.6666666666666666,True,False,0.03597712057113093,-0.025000000000000005
banking77,0.25,mahalanobis_diag,automatic_top_up,3,4,1.0,True,False,0.0137693631669535,-0.125
banking77,0.25,mahalanobis_diag,balance_not_updated_after_bank_transfer,1,2,1.0,True,False,0.1754756871035941,-0.125
banking77,0.25,mahalanobis_diag,balance_not_updated_after_cheque_or_cash_deposit,1,2,1.0,True,False,0.0533333333333334,0.0499999999999999
banking77,0.25,mahalanobis_diag,beneficiary_not_allowed,1,5,1.0,True,False,0.1288680948863169,-0.075
banking77,0.25,mahalanobis_diag,cancel_transfer,2,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,card_about_to_expire,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,card_acceptance,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,card_arrival,3,4,0.6666666666666666,True,False,0.13634506208760447,-0.0583333333333333
banking77,0.25,mahalanobis_diag,card_linking,1,5,1.0,True,False,0.1530797101449273,-0.0999999999999999
banking77,0.25,mahalanobis_diag,card_payment_fee_charged,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,card_payment_wrong_exchange_rate,1,3,1.0,True,False,0.062806107749928,-0.05
banking77,0.25,mahalanobis_diag,cash_withdrawal_charge,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,compromised_card,3,3,0.6666666666666666,False,False,0.006320861678004499,-0.0666666666666666
banking77,0.25,mahalanobis_diag,contactless_not_working,2,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,country_support,1,5,1.0,True,False,0.1744442558968267,0.05
banking77,0.25,mahalanobis_diag,declined_cash_withdrawal,1,4,1.0,True,False,0.0055640561969677,-0.1
banking77,0.25,mahalanobis_diag,declined_transfer,2,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,direct_debit_payment_not_recognised,3,1,0.6666666666666666,False,False,0.02903600464576073,-0.0083333333333333
banking77,0.25,mahalanobis_diag,exchange_charge,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,exchange_rate,2,4,0.5,False,False,0.00427350427350425,-0.0125
banking77,0.25,mahalanobis_diag,exchange_via_app,2,2,1.0,True,False,0.11568514311130346,0.0999999999999999
banking77,0.25,mahalanobis_diag,extra_charge_on_statement,1,5,1.0,True,False,0.0115151515151515,-0.0999999999999999
banking77,0.25,mahalanobis_diag,failed_transfer,1,4,1.0,True,False,0.2333083270817705,-0.025
banking77,0.25,mahalanobis_diag,getting_spare_card,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,getting_virtual_card,2,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,lost_or_stolen_card,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,lost_or_stolen_phone,1,2,1.0,True,False,0.0087353583482233,0.05
banking77,0.25,mahalanobis_diag,order_physical_card,1,5,1.0,True,False,0.180672268907563,-0.025
banking77,0.25,mahalanobis_diag,passcode_forgotten,1,3,1.0,True,False,0.0284495021337127,0.05
banking77,0.25,mahalanobis_diag,pending_card_payment,2,3,1.0,True,False,0.0459627329192546,0.0499999999999999
banking77,0.25,mahalanobis_diag,pending_cash_withdrawal,3,4,1.0,True,False,0.14864681082551326,0.0749999999999999
banking77,0.25,mahalanobis_diag,pending_transfer,3,1,0.6666666666666666,False,False,0.0045195848677602665,-0.024999999999999967
banking77,0.25,mahalanobis_diag,pin_blocked,1,3,1.0,True,False,0.0349650349650351,-0.075
banking77,0.25,mahalanobis_diag,receiving_money,2,4,1.0,True,False,0.11508594539939324,-0.025
banking77,0.25,mahalanobis_diag,reverted_card_payment?,2,5,1.0,True,False,0.23999083821443024,0.0
banking77,0.25,mahalanobis_diag,terminate_account,2,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,top_up_by_bank_transfer_charge,1,3,1.0,True,False,0.1632653061224489,-0.025
banking77,0.25,mahalanobis_diag,top_up_by_card_charge,1,3,1.0,True,False,0.1561175666438823,-0.025
banking77,0.25,mahalanobis_diag,top_up_by_cash_or_cheque,1,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,top_up_failed,1,3,1.0,True,False,0.1501904036557503,0.0
banking77,0.25,mahalanobis_diag,top_up_limits,1,3,1.0,True,False,0.0074723846653671,-0.05
banking77,0.25,mahalanobis_diag,top_up_reverted,2,5,1.0,True,False,0.0268097784640744,-0.25
banking77,0.25,mahalanobis_diag,transaction_charged_twice,2,1,1.0,False,True,0.0,0.0
banking77,0.25,mahalanobis_diag,transfer_fee_charged,3,2,1.0,True,False,0.09422238072123655,0.016666666666666666
banking77,0.25,mahalanobis_diag,transfer_into_account,2,2,1.0,True,False,0.009921752738654099,-0.025
banking77,0.25,mahalanobis_diag,transfer_not_received_by_recipient,1,5,1.0,True,False,0.2173457730388422,-0.1499999999999999
