dataset,kir,method,method_label,intent,known_count_mean,known_false_reject_rate_mean,oos_false_accept_rate_mean
banking77,0.5,random_partition,Random K=2,compromised_card,40.0,0.3416666666666666,0.012393162393162393
banking77,0.5,random_partition,Random K=2,contactless_not_working,40.0,0.125,0.0003205128205128205
banking77,0.5,random_partition,Random K=2,country_support,40.0,0.21250000000000002,0.0057692307692307696
banking77,0.5,random_partition,Random K=2,declined_card_payment,40.0,0.037500000000000006,0.013782051282051282
banking77,0.5,random_partition,Random K=2,declined_cash_withdrawal,40.0,0.0625,0.02532051282051282
banking77,0.5,random_partition,Random K=2,declined_transfer,40.0,0.24166666666666667,0.019444444444444445
banking77,0.5,random_partition,Random K=2,direct_debit_payment_not_recognised,40.0,0.3,0.000641025641025641
banking77,0.5,random_partition,Random K=2,disposable_card_limits,40.0,0.1875,0.0035256410256410257
banking77,0.5,random_partition,Random K=2,edit_personal_details,40.0,0.10000000000000002,0.0
banking77,0.5,random_partition,Random K=2,exchange_charge,40.0,0.0875,0.0003205128205128205
banking77,0.5,random_partition,Random K=2,exchange_rate,40.0,0.075,0.0022435897435897434
banking77,0.5,random_partition,Random K=2,exchange_via_app,40.0,0.275,0.01217948717948718
banking77,0.5,random_partition,Random K=2,extra_charge_on_statement,40.0,0.2375,0.005128205128205128
banking77,0.5,random_partition,Random K=2,failed_transfer,40.0,0.05,0.022435897435897436
banking77,0.5,random_partition,Random K=2,fiat_currency_support,40.0,0.175,0.023717948717948717
banking77,0.5,random_partition,Random K=2,get_disposable_virtual_card,40.0,0.13333333333333333,0.0057692307692307696
banking77,0.5,random_partition,Random K=2,get_physical_card,40.0,0.15,0.008012820512820512
banking77,0.5,random_partition,Random K=2,getting_spare_card,40.0,0.2,0.004487179487179487
banking77,0.5,random_partition,Random K=2,getting_virtual_card,40.0,0.0875,0.0009615384615384616
banking77,0.5,random_partition,Random K=2,lost_or_stolen_card,40.0,0.1125,0.008974358974358974
banking77,0.5,random_partition,Random K=2,lost_or_stolen_phone,40.0,0.3,0.0
banking77,0.5,random_partition,Random K=2,order_physical_card,40.0,0.041666666666666664,0.02393162393162393
banking77,0.5,random_partition,Random K=2,passcode_forgotten,40.0,0.125,0.0
banking77,0.5,random_partition,Random K=2,pending_card_payment,40.0,0.2625,0.0003205128205128205
banking77,0.5,random_partition,Random K=2,pending_cash_withdrawal,40.0,0.21875,0.011217948717948718
banking77,0.5,random_partition,Random K=2,pending_transfer,40.0,0.09375,0.011057692307692308
banking77,0.5,random_partition,Random K=2,pin_blocked,40.0,0.2375,0.0009615384615384616
banking77,0.5,random_partition,Random K=2,receiving_money,40.0,0.11666666666666665,0.008974358974358974
banking77,0.5,random_partition,Random K=2,reverted_card_payment?,40.0,0.13333333333333333,0.024572649572649572
banking77,0.5,random_partition,Random K=2,supported_cards_and_currencies,40.0,0.15,0.01217948717948718
banking77,0.5,random_partition,Random K=2,terminate_account,40.0,0.2,0.0
banking77,0.5,random_partition,Random K=2,top_up_by_bank_transfer_charge,40.0,0.0625,0.01217948717948718
banking77,0.5,random_partition,Random K=2,top_up_by_card_charge,40.0,0.037500000000000006,0.008012820512820512
banking77,0.5,random_partition,Random K=2,top_up_by_cash_or_cheque,40.0,0.1375,0.005128205128205128
banking77,0.5,random_partition,Random K=2,top_up_failed,40.0,0.125,0.035256410256410256
banking77,0.5,random_partition,Random K=2,top_up_limits,40.0,0.075,0.003205128205128205
banking77,0.5,random_partition,Random K=2,top_up_reverted,40.0,0.075,0.04166666666666667
banking77,0.5,random_partition,Random K=2,topping_up_by_card,40.0,0.19375,0.038141025641025644
banking77,0.5,random_partition,Random K=2,transaction_charged_twice,40.0,0.1375,0.001282051282051282
banking77,0.5,random_partition,Random K=2,transfer_fee_charged,40.0,0.13125,0.008012820512820512
banking77,0.5,random_partition,Random K=2,transfer_into_account,40.0,0.15833333333333333,0.0029914529914529912
banking77,0.5,random_partition,Random K=2,transfer_not_received_by_recipient,40.0,0.2,0.019230769230769232
banking77,0.5,random_partition,Random K=2,transfer_timing,40.0,0.1375,0.009294871794871795
banking77,0.5,random_partition,Random K=2,unable_to_verify_identity,40.0,0.24166666666666667,0.007905982905982906
banking77,0.5,random_partition,Random K=2,verify_my_identity,40.0,0.0875,0.007051282051282051
banking77,0.5,random_partition,Random K=2,verify_source_of_funds,40.0,0.043750000000000004,0.0
banking77,0.5,random_partition,Random K=2,verify_top_up,40.0,0.037500000000000006,0.0
banking77,0.5,random_partition,Random K=2,virtual_card_not_working,40.0,0.20833333333333334,0.0038461538461538464
banking77,0.5,random_partition,Random K=2,visa_or_mastercard,40.0,0.16875,0.0004807692307692308
banking77,0.5,random_partition,Random K=2,why_verify_identity,40.0,0.03333333333333333,0.01388888888888889
banking77,0.5,random_partition,Random K=2,wrong_amount_of_cash_received,40.0,0.2,0.02275641025641026
banking77,0.5,random_partition,Random K=2,wrong_exchange_rate_for_cash_withdrawal,40.0,0.15,0.004871794871794872
banking77,0.5,single_centroid,Frozen K=1,Refund_not_showing_up,40.0,0.0625,0.010576923076923078
banking77,0.5,single_centroid,Frozen K=1,activate_my_card,40.0,0.1,0.000641025641025641
banking77,0.5,single_centroid,Frozen K=1,age_limit,40.0,0.175,0.0
banking77,0.5,single_centroid,Frozen K=1,apple_pay_or_google_pay,40.0,0.125,0.0
banking77,0.5,single_centroid,Frozen K=1,atm_support,40.0,0.2,0.003365384615384615
banking77,0.5,single_centroid,Frozen K=1,automatic_top_up,40.0,0.17499999999999996,0.01581196581196581
banking77,0.5,single_centroid,Frozen K=1,balance_not_updated_after_bank_transfer,40.0,0.025,0.025
banking77,0.5,single_centroid,Frozen K=1,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.125,0.0016025641025641025
banking77,0.5,single_centroid,Frozen K=1,beneficiary_not_allowed,40.0,0.16249999999999998,0.01794871794871795
banking77,0.5,single_centroid,Frozen K=1,cancel_transfer,40.0,0.125,0.0038461538461538464
banking77,0.5,single_centroid,Frozen K=1,card_about_to_expire,40.0,0.05,0.0019230769230769232
banking77,0.5,single_centroid,Frozen K=1,card_acceptance,40.0,0.1,0.013461538461538462
banking77,0.5,single_centroid,Frozen K=1,card_arrival,40.0,0.08333333333333333,0.02735042735042735
banking77,0.5,single_centroid,Frozen K=1,card_delivery_estimate,40.0,0.25625,0.009455128205128206
banking77,0.5,single_centroid,Frozen K=1,card_linking,40.0,0.15,0.01826923076923077
banking77,0.5,single_centroid,Frozen K=1,card_not_working,40.0,0.05,0.016666666666666666
banking77,0.5,single_centroid,Frozen K=1,card_payment_fee_charged,40.0,0.15833333333333333,0.0057692307692307696
banking77,0.5,single_centroid,Frozen K=1,card_payment_not_recognised,40.0,0.2333333333333333,0.027564102564102563
banking77,0.5,single_centroid,Frozen K=1,card_payment_wrong_exchange_rate,40.0,0.0625,0.00016025641025641026
banking77,0.5,single_centroid,Frozen K=1,card_swallowed,40.0,0.1875,0.0
banking77,0.5,single_centroid,Frozen K=1,cash_withdrawal_charge,40.0,0.037500000000000006,0.0016025641025641025
banking77,0.5,single_centroid,Frozen K=1,cash_withdrawal_not_recognised,40.0,0.125,0.027564102564102563
banking77,0.5,single_centroid,Frozen K=1,change_pin,40.0,0.13333333333333333,0.000641025641025641
banking77,0.5,single_centroid,Frozen K=1,compromised_card,40.0,0.3333333333333333,0.012393162393162393
banking77,0.5,single_centroid,Frozen K=1,contactless_not_working,40.0,0.075,0.0
banking77,0.5,single_centroid,Frozen K=1,country_support,40.0,0.25,0.00608974358974359
banking77,0.5,single_centroid,Frozen K=1,declined_card_payment,40.0,0.05,0.01282051282051282
banking77,0.5,single_centroid,Frozen K=1,declined_cash_withdrawal,40.0,0.1375,0.023076923076923078
banking77,0.5,single_centroid,Frozen K=1,declined_transfer,40.0,0.24166666666666667,0.02094017094017094
banking77,0.5,single_centroid,Frozen K=1,direct_debit_payment_not_recognised,40.0,0.30833333333333335,0.0010683760683760683
banking77,0.5,single_centroid,Frozen K=1,disposable_card_limits,40.0,0.2,0.0028846153846153848
banking77,0.5,single_centroid,Frozen K=1,edit_personal_details,40.0,0.125,0.0
banking77,0.5,single_centroid,Frozen K=1,exchange_charge,40.0,0.1,0.0003205128205128205
banking77,0.5,single_centroid,Frozen K=1,exchange_rate,40.0,0.075,0.0020833333333333333
banking77,0.5,single_centroid,Frozen K=1,exchange_via_app,40.0,0.275,0.011538461538461537
banking77,0.5,single_centroid,Frozen K=1,extra_charge_on_statement,40.0,0.275,0.0054487179487179484
banking77,0.5,single_centroid,Frozen K=1,failed_transfer,40.0,0.075,0.022435897435897436
banking77,0.5,single_centroid,Frozen K=1,fiat_currency_support,40.0,0.175,0.023557692307692307
banking77,0.5,single_centroid,Frozen K=1,get_disposable_virtual_card,40.0,0.16666666666666666,0.003632478632478632
banking77,0.5,single_centroid,Frozen K=1,get_physical_card,40.0,0.15,0.008333333333333333
banking77,0.5,single_centroid,Frozen K=1,getting_spare_card,40.0,0.21250000000000002,0.004487179487179487
banking77,0.5,single_centroid,Frozen K=1,getting_virtual_card,40.0,0.1,0.000641025641025641
banking77,0.5,single_centroid,Frozen K=1,lost_or_stolen_card,40.0,0.1125,0.008333333333333333
banking77,0.5,single_centroid,Frozen K=1,lost_or_stolen_phone,40.0,0.25,0.0
banking77,0.5,single_centroid,Frozen K=1,order_physical_card,40.0,0.041666666666666664,0.021581196581196577
banking77,0.5,single_centroid,Frozen K=1,passcode_forgotten,40.0,0.125,0.0
banking77,0.5,single_centroid,Frozen K=1,pending_card_payment,40.0,0.2625,0.0
banking77,0.5,single_centroid,Frozen K=1,pending_cash_withdrawal,40.0,0.225,0.011217948717948718
banking77,0.5,single_centroid,Frozen K=1,pending_transfer,40.0,0.09375,0.011858974358974358
banking77,0.5,single_centroid,Frozen K=1,pin_blocked,40.0,0.225,0.0019230769230769232
banking77,0.5,single_centroid,Frozen K=1,receiving_money,40.0,0.14166666666666666,0.007905982905982906
banking77,0.5,single_centroid,Frozen K=1,reverted_card_payment?,40.0,0.15833333333333333,0.023076923076923078
banking77,0.5,single_centroid,Frozen K=1,supported_cards_and_currencies,40.0,0.15,0.009615384615384616
banking77,0.5,single_centroid,Frozen K=1,terminate_account,40.0,0.15,0.0
banking77,0.5,single_centroid,Frozen K=1,top_up_by_bank_transfer_charge,40.0,0.125,0.01185897435897436
banking77,0.5,single_centroid,Frozen K=1,top_up_by_card_charge,40.0,0.075,0.007371794871794872
banking77,0.5,single_centroid,Frozen K=1,top_up_by_cash_or_cheque,40.0,0.1,0.0022435897435897434
banking77,0.5,single_centroid,Frozen K=1,top_up_failed,40.0,0.125,0.03653846153846154
banking77,0.5,single_centroid,Frozen K=1,top_up_limits,40.0,0.075,0.003205128205128205
banking77,0.5,single_centroid,Frozen K=1,top_up_reverted,40.0,0.1125,0.03974358974358974
banking77,0.5,single_centroid,Frozen K=1,topping_up_by_card,40.0,0.2375,0.03157051282051282
banking77,0.5,single_centroid,Frozen K=1,transaction_charged_twice,40.0,0.125,0.0016025641025641025
banking77,0.5,single_centroid,Frozen K=1,transfer_fee_charged,40.0,0.13125,0.006570512820512821
banking77,0.5,single_centroid,Frozen K=1,transfer_into_account,40.0,0.16666666666666666,0.0032051282051282055
banking77,0.5,single_centroid,Frozen K=1,transfer_not_received_by_recipient,40.0,0.175,0.019230769230769232
banking77,0.5,single_centroid,Frozen K=1,transfer_timing,40.0,0.1375,0.009615384615384616
banking77,0.5,single_centroid,Frozen K=1,unable_to_verify_identity,40.0,0.25,0.006837606837606838
banking77,0.5,single_centroid,Frozen K=1,verify_my_identity,40.0,0.1,0.0070512820512820505
banking77,0.5,single_centroid,Frozen K=1,verify_source_of_funds,40.0,0.05,0.0
banking77,0.5,single_centroid,Frozen K=1,verify_top_up,40.0,0.075,0.0
banking77,0.5,single_centroid,Frozen K=1,virtual_card_not_working,40.0,0.18333333333333335,0.004700854700854701
banking77,0.5,single_centroid,Frozen K=1,visa_or_mastercard,40.0,0.175,0.00016025641025641026
banking77,0.5,single_centroid,Frozen K=1,why_verify_identity,40.0,0.025000000000000005,0.014529914529914529
banking77,0.5,single_centroid,Frozen K=1,wrong_amount_of_cash_received,40.0,0.2,0.023076923076923078
banking77,0.5,single_centroid,Frozen K=1,wrong_exchange_rate_for_cash_withdrawal,40.0,0.15999999999999998,0.004743589743589743
banking77,0.5,trainable_k1,Trainable K=1,Refund_not_showing_up,40.0,0.10625,0.005128205128205128
banking77,0.5,trainable_k1,Trainable K=1,activate_my_card,40.0,0.15,0.0
banking77,0.5,trainable_k1,Trainable K=1,age_limit,40.0,0.15,0.0
banking77,0.5,trainable_k1,Trainable K=1,apple_pay_or_google_pay,40.0,0.125,0.0
banking77,0.5,trainable_k1,Trainable K=1,atm_support,40.0,0.13125,0.0
banking77,0.5,trainable_k1,Trainable K=1,automatic_top_up,40.0,0.15,0.00021367521367521368
banking77,0.5,trainable_k1,Trainable K=1,balance_not_updated_after_bank_transfer,40.0,0.0625,0.01955128205128205
banking77,0.5,trainable_k1,Trainable K=1,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.21250000000000002,0.0
banking77,0.5,trainable_k1,Trainable K=1,beneficiary_not_allowed,40.0,0.2625,0.012499999999999999
banking77,0.5,trainable_k1,Trainable K=1,cancel_transfer,40.0,0.18333333333333335,0.00021367521367521368
banking77,0.5,trainable_k1,Trainable K=1,card_about_to_expire,40.0,0.0875,0.0
banking77,0.5,trainable_k1,Trainable K=1,card_acceptance,40.0,0.25,0.004487179487179487
banking77,0.5,trainable_k1,Trainable K=1,card_arrival,40.0,0.10833333333333334,0.004273504273504273
banking77,0.5,trainable_k1,Trainable K=1,card_delivery_estimate,40.0,0.2,0.0057692307692307696
banking77,0.5,trainable_k1,Trainable K=1,card_linking,40.0,0.21250000000000002,0.0019230769230769232
banking77,0.5,trainable_k1,Trainable K=1,card_not_working,40.0,0.05,0.0038461538461538464
banking77,0.5,trainable_k1,Trainable K=1,card_payment_fee_charged,40.0,0.16666666666666666,0.0021367521367521365
banking77,0.5,trainable_k1,Trainable K=1,card_payment_not_recognised,40.0,0.25,0.004487179487179488
banking77,0.5,trainable_k1,Trainable K=1,card_payment_wrong_exchange_rate,40.0,0.09375,0.0
banking77,0.5,trainable_k1,Trainable K=1,card_swallowed,40.0,0.225,0.0003205128205128205
banking77,0.5,trainable_k1,Trainable K=1,cash_withdrawal_charge,40.0,0.1125,0.0
banking77,0.5,trainable_k1,Trainable K=1,cash_withdrawal_not_recognised,40.0,0.15,0.016025641025641024
banking77,0.5,trainable_k1,Trainable K=1,change_pin,40.0,0.16666666666666666,0.0
banking77,0.5,trainable_k1,Trainable K=1,compromised_card,40.0,0.4166666666666667,0.008333333333333333
banking77,0.5,trainable_k1,Trainable K=1,contactless_not_working,40.0,0.21250000000000002,0.0003205128205128205
banking77,0.5,trainable_k1,Trainable K=1,country_support,40.0,0.25,0.0016025641025641025
banking77,0.5,trainable_k1,Trainable K=1,declined_card_payment,40.0,0.1375,0.006089743589743589
banking77,0.5,trainable_k1,Trainable K=1,declined_cash_withdrawal,40.0,0.11249999999999999,0.011858974358974358
banking77,0.5,trainable_k1,Trainable K=1,declined_transfer,40.0,0.2833333333333333,0.012820512820512822
banking77,0.5,trainable_k1,Trainable K=1,direct_debit_payment_not_recognised,40.0,0.25833333333333336,0.0008547008547008547
banking77,0.5,trainable_k1,Trainable K=1,disposable_card_limits,40.0,0.21250000000000002,0.002564102564102564
banking77,0.5,trainable_k1,Trainable K=1,edit_personal_details,40.0,0.15833333333333333,0.0
banking77,0.5,trainable_k1,Trainable K=1,exchange_charge,40.0,0.15,0.0
banking77,0.5,trainable_k1,Trainable K=1,exchange_rate,40.0,0.10625000000000001,0.0009615384615384615
banking77,0.5,trainable_k1,Trainable K=1,exchange_via_app,40.0,0.3,0.0028846153846153848
banking77,0.5,trainable_k1,Trainable K=1,extra_charge_on_statement,40.0,0.25,0.003205128205128205
banking77,0.5,trainable_k1,Trainable K=1,failed_transfer,40.0,0.15,0.003205128205128205
banking77,0.5,trainable_k1,Trainable K=1,fiat_currency_support,40.0,0.1875,0.011538461538461539
banking77,0.5,trainable_k1,Trainable K=1,get_disposable_virtual_card,40.0,0.20833333333333334,0.0021367521367521365
banking77,0.5,trainable_k1,Trainable K=1,get_physical_card,40.0,0.15,0.0038461538461538464
banking77,0.5,trainable_k1,Trainable K=1,getting_spare_card,40.0,0.2,0.0
banking77,0.5,trainable_k1,Trainable K=1,getting_virtual_card,40.0,0.16249999999999998,0.0003205128205128205
banking77,0.5,trainable_k1,Trainable K=1,lost_or_stolen_card,40.0,0.225,0.003205128205128205
banking77,0.5,trainable_k1,Trainable K=1,lost_or_stolen_phone,40.0,0.2833333333333333,0.0
banking77,0.5,trainable_k1,Trainable K=1,order_physical_card,40.0,0.06666666666666667,0.0023504273504273503
banking77,0.5,trainable_k1,Trainable K=1,passcode_forgotten,40.0,0.11666666666666665,0.0
banking77,0.5,trainable_k1,Trainable K=1,pending_card_payment,40.0,0.2625,0.0
banking77,0.5,trainable_k1,Trainable K=1,pending_cash_withdrawal,40.0,0.24375000000000002,0.0014423076923076924
banking77,0.5,trainable_k1,Trainable K=1,pending_transfer,40.0,0.125,0.007051282051282051
banking77,0.5,trainable_k1,Trainable K=1,pin_blocked,40.0,0.275,0.0009615384615384616
banking77,0.5,trainable_k1,Trainable K=1,receiving_money,40.0,0.17499999999999996,0.005341880341880341
banking77,0.5,trainable_k1,Trainable K=1,reverted_card_payment?,40.0,0.16666666666666666,0.008547008547008546
banking77,0.5,trainable_k1,Trainable K=1,supported_cards_and_currencies,40.0,0.175,0.005128205128205128
banking77,0.5,trainable_k1,Trainable K=1,terminate_account,40.0,0.175,0.0
banking77,0.5,trainable_k1,Trainable K=1,top_up_by_bank_transfer_charge,40.0,0.1875,0.004166666666666667
banking77,0.5,trainable_k1,Trainable K=1,top_up_by_card_charge,40.0,0.0875,0.000641025641025641
banking77,0.5,trainable_k1,Trainable K=1,top_up_by_cash_or_cheque,40.0,0.15,0.0009615384615384616
banking77,0.5,trainable_k1,Trainable K=1,top_up_failed,40.0,0.15,0.01217948717948718
banking77,0.5,trainable_k1,Trainable K=1,top_up_limits,40.0,0.15,0.0019230769230769232
banking77,0.5,trainable_k1,Trainable K=1,top_up_reverted,40.0,0.175,0.02564102564102564
banking77,0.5,trainable_k1,Trainable K=1,topping_up_by_card,40.0,0.25625,0.016346153846153847
banking77,0.5,trainable_k1,Trainable K=1,transaction_charged_twice,40.0,0.125,0.0003205128205128205
banking77,0.5,trainable_k1,Trainable K=1,transfer_fee_charged,40.0,0.11875,0.003205128205128205
banking77,0.5,trainable_k1,Trainable K=1,transfer_into_account,40.0,0.2416666666666667,0.001282051282051282
banking77,0.5,trainable_k1,Trainable K=1,transfer_not_received_by_recipient,40.0,0.225,0.026923076923076925
banking77,0.5,trainable_k1,Trainable K=1,transfer_timing,40.0,0.25,0.0054487179487179484
banking77,0.5,trainable_k1,Trainable K=1,unable_to_verify_identity,40.0,0.21666666666666667,0.006196581196581196
banking77,0.5,trainable_k1,Trainable K=1,verify_my_identity,40.0,0.13125,0.003685897435897436
banking77,0.5,trainable_k1,Trainable K=1,verify_source_of_funds,40.0,0.043750000000000004,0.0
banking77,0.5,trainable_k1,Trainable K=1,verify_top_up,40.0,0.05,0.0
banking77,0.5,trainable_k1,Trainable K=1,virtual_card_not_working,40.0,0.3,0.002777777777777778
banking77,0.5,trainable_k1,Trainable K=1,visa_or_mastercard,40.0,0.23125,0.0
banking77,0.5,trainable_k1,Trainable K=1,why_verify_identity,40.0,0.049999999999999996,0.015598290598290598
banking77,0.5,trainable_k1,Trainable K=1,wrong_amount_of_cash_received,40.0,0.1875,0.015705128205128205
banking77,0.5,trainable_k1,Trainable K=1,wrong_exchange_rate_for_cash_withdrawal,40.0,0.215,0.002435897435897436
banking77,0.75,fixed_k2,Frozen K=2,Refund_not_showing_up,40.0,0.06,0.01473684210526316
banking77,0.75,fixed_k2,Frozen K=2,activate_my_card,40.0,0.125,0.0006578947368421052
banking77,0.75,fixed_k2,Frozen K=2,age_limit,40.0,0.175,0.0
banking77,0.75,fixed_k2,Frozen K=2,apple_pay_or_google_pay,40.0,0.1,0.0
banking77,0.75,fixed_k2,Frozen K=2,atm_support,40.0,0.1,0.0005263157894736842
banking77,0.75,fixed_k2,Frozen K=2,automatic_top_up,40.0,0.255,0.0007894736842105263
banking77,0.75,fixed_k2,Frozen K=2,balance_not_updated_after_bank_transfer,40.0,0.03125,0.017434210526315788
banking77,0.75,fixed_k2,Frozen K=2,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.13125,0.0006578947368421052
banking77,0.75,fixed_k2,Frozen K=2,beneficiary_not_allowed,40.0,0.24166666666666667,0.017105263157894738
banking77,0.75,fixed_k2,Frozen K=2,cancel_transfer,40.0,0.19166666666666665,0.0008771929824561404
banking77,0.75,fixed_k2,Frozen K=2,card_about_to_expire,40.0,0.125,0.0
banking77,0.75,fixed_k2,Frozen K=2,card_acceptance,40.0,0.25,0.0013157894736842105
banking77,0.75,fixed_k2,Frozen K=2,card_arrival,40.0,0.05,0.003421052631578947
banking77,0.75,fixed_k2,Frozen K=2,card_delivery_estimate,40.0,0.175,0.0010526315789473684
banking77,0.75,fixed_k2,Frozen K=2,card_linking,40.0,0.125,0.004824561403508772
banking77,0.75,fixed_k2,Frozen K=2,card_not_working,40.0,0.10000000000000002,0.018859649122807017
banking77,0.75,fixed_k2,Frozen K=2,card_payment_fee_charged,40.0,0.225,0.014912280701754385
banking77,0.75,fixed_k2,Frozen K=2,card_payment_not_recognised,40.0,0.2875,0.032565789473684215
banking77,0.75,fixed_k2,Frozen K=2,card_payment_wrong_exchange_rate,40.0,0.13999999999999999,0.0007894736842105263
banking77,0.75,fixed_k2,Frozen K=2,card_swallowed,40.0,0.3333333333333333,0.0
banking77,0.75,fixed_k2,Frozen K=2,cash_withdrawal_charge,40.0,0.17500000000000002,0.0
banking77,0.75,fixed_k2,Frozen K=2,cash_withdrawal_not_recognised,40.0,0.175,0.01513157894736842
banking77,0.75,fixed_k2,Frozen K=2,change_pin,40.0,0.125,0.0004385964912280702
banking77,0.75,fixed_k2,Frozen K=2,compromised_card,40.0,0.43333333333333335,0.002631578947368421
banking77,0.75,fixed_k2,Frozen K=2,contactless_not_working,40.0,0.4125,0.010197368421052632
banking77,0.75,fixed_k2,Frozen K=2,country_support,40.0,0.20000000000000004,0.0004385964912280702
banking77,0.75,fixed_k2,Frozen K=2,declined_card_payment,40.0,0.1,0.01019736842105263
banking77,0.75,fixed_k2,Frozen K=2,declined_cash_withdrawal,40.0,0.175,0.01631578947368421
banking77,0.75,fixed_k2,Frozen K=2,declined_transfer,40.0,0.15,0.004736842105263157
banking77,0.75,fixed_k2,Frozen K=2,direct_debit_payment_not_recognised,40.0,0.21666666666666667,0.010526315789473684
banking77,0.75,fixed_k2,Frozen K=2,disposable_card_limits,40.0,0.15,0.0
banking77,0.75,fixed_k2,Frozen K=2,edit_personal_details,40.0,0.1,0.0
banking77,0.75,fixed_k2,Frozen K=2,exchange_charge,40.0,0.1375,0.0
banking77,0.75,fixed_k2,Frozen K=2,exchange_rate,40.0,0.075,0.002368421052631579
banking77,0.75,fixed_k2,Frozen K=2,exchange_via_app,40.0,0.15625,0.005592105263157895
banking77,0.75,fixed_k2,Frozen K=2,extra_charge_on_statement,40.0,0.21250000000000002,0.011513157894736841
banking77,0.75,fixed_k2,Frozen K=2,failed_transfer,40.0,0.10625000000000001,0.011842105263157895
banking77,0.75,fixed_k2,Frozen K=2,fiat_currency_support,40.0,0.15625,0.010197368421052632
banking77,0.75,fixed_k2,Frozen K=2,get_disposable_virtual_card,40.0,0.15499999999999997,0.0010526315789473684
banking77,0.75,fixed_k2,Frozen K=2,get_physical_card,40.0,0.15,0.01118421052631579
banking77,0.75,fixed_k2,Frozen K=2,getting_spare_card,40.0,0.25,0.0006578947368421052
banking77,0.75,fixed_k2,Frozen K=2,getting_virtual_card,40.0,0.175,0.0
banking77,0.75,fixed_k2,Frozen K=2,lost_or_stolen_card,40.0,0.21875,0.009539473684210526
banking77,0.75,fixed_k2,Frozen K=2,lost_or_stolen_phone,40.0,0.225,0.0002631578947368421
banking77,0.75,fixed_k2,Frozen K=2,order_physical_card,40.0,0.15,0.017894736842105262
banking77,0.75,fixed_k2,Frozen K=2,passcode_forgotten,40.0,0.125,0.0
banking77,0.75,fixed_k2,Frozen K=2,pending_card_payment,40.0,0.275,0.0
banking77,0.75,fixed_k2,Frozen K=2,pending_cash_withdrawal,40.0,0.19375,0.005921052631578947
banking77,0.75,fixed_k2,Frozen K=2,pending_top_up,40.0,0.15,0.04144736842105263
banking77,0.75,fixed_k2,Frozen K=2,pending_transfer,40.0,0.05,0.012171052631578947
banking77,0.75,fixed_k2,Frozen K=2,pin_blocked,40.0,0.28500000000000003,0.002105263157894737
banking77,0.75,fixed_k2,Frozen K=2,receiving_money,40.0,0.14166666666666666,0.0004385964912280702
banking77,0.75,fixed_k2,Frozen K=2,request_refund,40.0,0.175,0.0059210526315789476
banking77,0.75,fixed_k2,Frozen K=2,reverted_card_payment?,40.0,0.17500000000000002,0.007456140350877193
banking77,0.75,fixed_k2,Frozen K=2,supported_cards_and_currencies,40.0,0.18333333333333335,0.021052631578947368
banking77,0.75,fixed_k2,Frozen K=2,terminate_account,40.0,0.3,0.0
banking77,0.75,fixed_k2,Frozen K=2,top_up_by_bank_transfer_charge,40.0,0.0875,0.010526315789473684
banking77,0.75,fixed_k2,Frozen K=2,top_up_by_card_charge,40.0,0.06666666666666667,0.0030701754385964917
banking77,0.75,fixed_k2,Frozen K=2,top_up_by_cash_or_cheque,40.0,0.08333333333333333,0.006578947368421052
banking77,0.75,fixed_k2,Frozen K=2,top_up_failed,40.0,0.15,0.021710526315789472
banking77,0.75,fixed_k2,Frozen K=2,top_up_limits,40.0,0.1,0.0
banking77,0.75,fixed_k2,Frozen K=2,top_up_reverted,40.0,0.25833333333333336,0.02236842105263158
banking77,0.75,fixed_k2,Frozen K=2,topping_up_by_card,40.0,0.22999999999999998,0.014473684210526316
banking77,0.75,fixed_k2,Frozen K=2,transaction_charged_twice,40.0,0.175,0.0
banking77,0.75,fixed_k2,Frozen K=2,transfer_fee_charged,40.0,0.0875,0.0042763157894736845
banking77,0.75,fixed_k2,Frozen K=2,transfer_into_account,40.0,0.21250000000000002,0.001973684210526316
banking77,0.75,fixed_k2,Frozen K=2,transfer_not_received_by_recipient,40.0,0.225,0.005263157894736842
banking77,0.75,fixed_k2,Frozen K=2,transfer_timing,40.0,0.225,0.011842105263157895
banking77,0.75,fixed_k2,Frozen K=2,unable_to_verify_identity,40.0,0.175,0.006578947368421052
banking77,0.75,fixed_k2,Frozen K=2,verify_my_identity,40.0,0.15,0.011842105263157895
banking77,0.75,fixed_k2,Frozen K=2,verify_source_of_funds,40.0,0.125,0.0005263157894736842
banking77,0.75,fixed_k2,Frozen K=2,verify_top_up,40.0,0.15,0.0
banking77,0.75,fixed_k2,Frozen K=2,virtual_card_not_working,40.0,0.21250000000000002,0.0
banking77,0.75,fixed_k2,Frozen K=2,visa_or_mastercard,40.0,0.23125,0.0
banking77,0.75,fixed_k2,Frozen K=2,why_verify_identity,40.0,0.075,0.0008771929824561404
banking77,0.75,fixed_k2,Frozen K=2,wrong_amount_of_cash_received,40.0,0.08750000000000001,0.0062499999999999995
banking77,0.75,fixed_k2,Frozen K=2,wrong_exchange_rate_for_cash_withdrawal,40.0,0.24,0.002105263157894737
banking77,0.75,mogb_minilm,MOGB-MiniLM,Refund_not_showing_up,40.0,0.53,0.0015789473684210526
banking77,0.75,mogb_minilm,MOGB-MiniLM,activate_my_card,40.0,0.4875,0.0
