dataset,kir,comparison_method,gold_type,transition,rate_mean,rate_std,n_seeds
banking77,0.25,random_partition,known,both_incorrect,0.12947368421052632,0.006999703199089675,5
banking77,0.25,random_partition,known,comparison_only_correct,0.052105263157894745,0.0028827503026587686,5
banking77,0.25,random_partition,known,trainable_only_correct,0.023157894736842106,0.0062135362911145235,5
banking77,0.25,random_partition,oos,both_correct,0.7713793103448275,0.04138335109581077,5
banking77,0.25,random_partition,oos,both_incorrect,0.09775862068965517,0.032482959952520506,5
banking77,0.25,random_partition,oos,comparison_only_correct,0.005517241379310344,0.0015954099589070474,5
banking77,0.25,random_partition,oos,trainable_only_correct,0.1253448275862069,0.02070401800314217,5
banking77,0.25,single_centroid,known,both_correct,0.7921052631578946,0.009624170288373552,5
banking77,0.25,single_centroid,known,both_incorrect,0.13473684210526315,0.0053122708521542985,5
banking77,0.25,single_centroid,known,comparison_only_correct,0.04684210526315789,0.0053122708521542985,5
banking77,0.25,single_centroid,known,trainable_only_correct,0.02631578947368421,0.007266684879728461,5
banking77,0.25,single_centroid,oos,both_correct,0.7764655172413792,0.04220023506423646,5
banking77,0.25,single_centroid,oos,both_incorrect,0.09810344827586207,0.03275663560228637,5
banking77,0.25,single_centroid,oos,comparison_only_correct,0.005172413793103448,0.0012566706669925216,5
banking77,0.25,single_centroid,oos,trainable_only_correct,0.12025862068965516,0.0184213669365156,5
banking77,0.5,fixed_k2,known,both_correct,0.77,0.004227965529752511,5
banking77,0.5,fixed_k2,known,both_incorrect,0.1223684210526316,0.005773002886442184,5
banking77,0.5,fixed_k2,known,comparison_only_correct,0.05552631578947369,0.0053366578396508565,5
banking77,0.5,fixed_k2,known,trainable_only_correct,0.05210526315789473,0.0077480897475985695,5
banking77,0.5,fixed_k2,oos,both_correct,0.6764102564102564,0.033598550421127575,5
banking77,0.5,fixed_k2,oos,both_incorrect,0.12435897435897436,0.024648248627859463,5
banking77,0.5,fixed_k2,oos,comparison_only_correct,0.03307692307692307,0.011597073357259104,5
banking77,0.5,fixed_k2,oos,trainable_only_correct,0.16615384615384615,0.037783554301758046,5
banking77,0.5,mogb_minilm,known,both_correct,0.33171052631578946,0.0211623375146951,5
banking77,0.5,mogb_minilm,known,both_incorrect,0.1755263157894737,0.005104517037176534,5
banking77,0.5,mogb_minilm,known,comparison_only_correct,0.0023684210526315787,0.0011008684559658888,5
banking77,0.5,mogb_minilm,known,trainable_only_correct,0.4903947368421052,0.019762045311734505,5
banking77,0.5,mogb_minilm,oos,both_correct,0.8424358974358974,0.03429457224887156,5
banking77,0.5,mogb_minilm,oos,both_incorrect,0.01076923076923077,0.004994243892508321,5
banking77,0.5,mogb_minilm,oos,comparison_only_correct,0.14666666666666667,0.029755606546885312,5
banking77,0.5,mogb_minilm,oos,trainable_only_correct,0.0001282051282051282,0.0002866753817307423,5
banking77,0.5,mogb_partition_ours_boundary,known,both_correct,0.5144736842105264,0.020574336540936704,5
banking77,0.5,mogb_partition_ours_boundary,known,both_incorrect,0.1705263157894737,0.004953908051846501,5
banking77,0.5,mogb_partition_ours_boundary,known,comparison_only_correct,0.007368421052631578,0.002522406514826423,5
banking77,0.5,mogb_partition_ours_boundary,known,trainable_only_correct,0.30763157894736837,0.01915027501737239,5
banking77,0.5,mogb_partition_ours_boundary,oos,both_correct,0.8402564102564103,0.03294397850778052,5
banking77,0.5,mogb_partition_ours_boundary,oos,both_incorrect,0.032692307692307694,0.009858049037967758,5
banking77,0.5,mogb_partition_ours_boundary,oos,comparison_only_correct,0.12474358974358975,0.024895409091233184,5
banking77,0.5,mogb_partition_ours_boundary,oos,trainable_only_correct,0.002307692307692308,0.0021066252211737156,5
banking77,0.5,ours_partition_mogb_boundary,known,both_correct,0.5243421052631578,0.01021327282648685,5
banking77,0.5,ours_partition_mogb_boundary,known,both_incorrect,0.16973684210526313,0.004082129488812785,5
banking77,0.5,ours_partition_mogb_boundary,known,comparison_only_correct,0.008157894736842105,0.003071741455244409,5
banking77,0.5,ours_partition_mogb_boundary,known,trainable_only_correct,0.29776315789473684,0.013252946152363712,5
banking77,0.5,ours_partition_mogb_boundary,oos,both_correct,0.8312820512820513,0.03209100103050759,5
banking77,0.5,ours_partition_mogb_boundary,oos,both_incorrect,0.04115384615384615,0.01342638878644734,5
banking77,0.5,ours_partition_mogb_boundary,oos,comparison_only_correct,0.1162820512820513,0.027840740608087958,5
banking77,0.5,ours_partition_mogb_boundary,oos,trainable_only_correct,0.011282051282051283,0.006717018921758839,5
banking77,0.5,random_partition,known,both_correct,0.7981578947368421,0.006402231908264639,5
banking77,0.5,random_partition,known,both_incorrect,0.11644736842105263,0.008282683100009321,5
banking77,0.5,random_partition,known,comparison_only_correct,0.061447368421052626,0.00845848997348693,5
banking77,0.5,random_partition,known,trainable_only_correct,0.02394736842105263,0.0033091516684103403,5
banking77,0.5,random_partition,oos,both_correct,0.6266666666666667,0.04081627265054341,5
banking77,0.5,random_partition,oos,both_incorrect,0.14910256410256412,0.03417815028066169,5
banking77,0.5,random_partition,oos,comparison_only_correct,0.008333333333333335,0.0038992067501911662,5
banking77,0.5,random_partition,oos,trainable_only_correct,0.21589743589743587,0.0315909246782202,5
banking77,0.5,single_centroid,known,both_correct,0.7921052631578946,0.011905895441351177,5
banking77,0.5,single_centroid,known,both_incorrect,0.11986842105263158,0.010164420456341638,5
banking77,0.5,single_centroid,known,comparison_only_correct,0.05802631578947368,0.009583609334015867,5
banking77,0.5,single_centroid,known,trainable_only_correct,0.03,0.009334225735598133,5
banking77,0.5,single_centroid,oos,both_correct,0.6403846153846153,0.04331313062664867,5
banking77,0.5,single_centroid,oos,both_incorrect,0.1462820512820513,0.034690682585546674,5
banking77,0.5,single_centroid,oos,comparison_only_correct,0.011153846153846155,0.004679926217549739,5
banking77,0.5,single_centroid,oos,trainable_only_correct,0.20217948717948717,0.03913040202859065,5
banking77,0.75,fixed_k2,known,both_correct,0.7681896551724139,0.005697160671301591,5
banking77,0.75,fixed_k2,known,both_incorrect,0.11267241379310344,0.004370273053667788,5
banking77,0.75,fixed_k2,known,comparison_only_correct,0.06318965517241379,0.0057231900960171365,5
banking77,0.75,fixed_k2,known,trainable_only_correct,0.055948275862068964,0.004965322673391105,5
banking77,0.75,fixed_k2,oos,both_correct,0.6068421052631578,0.04325526563945901,5
banking77,0.75,fixed_k2,oos,both_incorrect,0.1636842105263158,0.039698918815562895,5
banking77,0.75,fixed_k2,oos,comparison_only_correct,0.03236842105263158,0.007706079191761223,5
banking77,0.75,fixed_k2,oos,trainable_only_correct,0.19710526315789473,0.022434114060604447,5
banking77,0.75,mogb_minilm,known,both_correct,0.28500000000000003,0.012074352246149285,5
banking77,0.75,mogb_minilm,known,both_incorrect,0.17318965517241378,0.0037003751778163447,5
banking77,0.75,mogb_minilm,known,comparison_only_correct,0.002672413793103448,0.0007710579232757896,5
banking77,0.75,mogb_minilm,known,trainable_only_correct,0.5391379310344828,0.012921692027415232,5
banking77,0.75,mogb_minilm,oos,both_correct,0.8036842105263158,0.04534608376717213,5
banking77,0.75,mogb_minilm,oos,both_incorrect,0.007368421052631578,0.0037907527081284032,5
banking77,0.75,mogb_minilm,oos,comparison_only_correct,0.1886842105263158,0.044703935265867224,5
banking77,0.75,mogb_minilm,oos,trainable_only_correct,0.0002631578947368421,0.0005884389414473131,5
banking77,0.75,mogb_partition_ours_boundary,known,both_correct,0.4511206896551724,0.023794118544063395,5
banking77,0.75,mogb_partition_ours_boundary,known,both_incorrect,0.16836206896551725,0.0037154072309499913,5
banking77,0.75,mogb_partition_ours_boundary,known,comparison_only_correct,0.0075,0.0016012220362936818,5
banking77,0.75,mogb_partition_ours_boundary,known,trainable_only_correct,0.37301724137931036,0.025051225758623327,5
banking77,0.75,mogb_partition_ours_boundary,oos,both_correct,0.8007894736842106,0.045481419907328166,5
banking77,0.75,mogb_partition_ours_boundary,oos,both_incorrect,0.03736842105263158,0.017221266566680417,5
banking77,0.75,mogb_partition_ours_boundary,oos,comparison_only_correct,0.1586842105263158,0.046896405546540496,5
banking77,0.75,mogb_partition_ours_boundary,oos,trainable_only_correct,0.003157894736842105,0.00497570273715501,5
banking77,0.75,ours_partition_mogb_boundary,known,both_correct,0.5279310344827586,0.004880406846454526,5
banking77,0.75,ours_partition_mogb_boundary,known,both_incorrect,0.1681896551724138,0.004194565733000986,5
banking77,0.75,ours_partition_mogb_boundary,known,comparison_only_correct,0.007672413793103449,0.0013424492674480554,5
banking77,0.75,ours_partition_mogb_boundary,known,trainable_only_correct,0.2962068965517241,0.005850012957697777,5
banking77,0.75,ours_partition_mogb_boundary,oos,both_correct,0.7868421052631579,0.039462717774917964,5
banking77,0.75,ours_partition_mogb_boundary,oos,both_incorrect,0.06421052631578947,0.013105157471567088,5
banking77,0.75,ours_partition_mogb_boundary,oos,comparison_only_correct,0.1318421052631579,0.03460551330708067,5
banking77,0.75,ours_partition_mogb_boundary,oos,trainable_only_correct,0.017105263157894738,0.008164258977625564,5
banking77,0.75,random_partition,known,both_correct,0.7986206896551724,0.006575218763173684,5
banking77,0.75,random_partition,known,both_incorrect,0.10172413793103448,0.00452072779383686,5
banking77,0.75,random_partition,known,comparison_only_correct,0.07413793103448277,0.007871544124030027,5
banking77,0.75,random_partition,known,trainable_only_correct,0.025517241379310347,0.0046663340009394354,5
banking77,0.75,random_partition,oos,both_correct,0.49947368421052635,0.059097845998496844,5
banking77,0.75,random_partition,oos,both_incorrect,0.1886842105263158,0.042754047612566674,5
banking77,0.75,random_partition,oos,comparison_only_correct,0.00736842105263158,0.003903262361629296,5
banking77,0.75,random_partition,oos,trainable_only_correct,0.30447368421052634,0.024503377572599575,5
banking77,0.75,single_centroid,known,both_correct,0.7936206896551724,0.005713442958492888,5
banking77,0.75,single_centroid,known,both_incorrect,0.10534482758620689,0.003319245397961802,5
banking77,0.75,single_centroid,known,comparison_only_correct,0.07051724137931034,0.006324614072249878,5
banking77,0.75,single_centroid,known,trainable_only_correct,0.030517241379310344,0.00419456573300099,5
banking77,0.75,single_centroid,oos,both_correct,0.5113157894736842,0.057757013220710175,5
banking77,0.75,single_centroid,oos,both_incorrect,0.18736842105263157,0.04352658626530868,5
banking77,0.75,single_centroid,oos,comparison_only_correct,0.008684210526315789,0.0035550673910806044,5
banking77,0.75,single_centroid,oos,trainable_only_correct,0.29263157894736846,0.027750371213608568,5
clinc150,0.25,fixed_k2,known,both_correct,0.6671929824561403,0.008289357652580678,5
clinc150,0.25,fixed_k2,known,both_incorrect,0.18736842105263157,0.01239917788356816,5
clinc150,0.25,fixed_k2,known,comparison_only_correct,0.0763157894736842,0.010135280709027493,5
clinc150,0.25,fixed_k2,known,trainable_only_correct,0.06912280701754386,0.007217544712534813,5
clinc150,0.25,fixed_k2,oos,both_correct,0.9443859649122807,0.0171905207689883,5
clinc150,0.25,fixed_k2,oos,both_incorrect,0.024035087719298246,0.008276293708539797,5
clinc150,0.25,fixed_k2,oos,comparison_only_correct,0.008333333333333333,0.0030896935972818795,5
clinc150,0.25,fixed_k2,oos,trainable_only_correct,0.02324561403508772,0.0070619483281160605,5
clinc150,0.25,mogb_minilm,known,both_correct,0.3678947368421053,0.02484640412799647,5
clinc150,0.25,mogb_minilm,known,both_incorrect,0.26052631578947366,0.008837474420881538,5
clinc150,0.25,mogb_minilm,known,comparison_only_correct,0.003157894736842105,0.0024498666743454282,5
clinc150,0.25,mogb_minilm,known,trainable_only_correct,0.3684210526315789,0.020951878793852956,5
clinc150,0.25,mogb_minilm,oos,both_correct,0.9673684210526317,0.010612086598010833,5
clinc150,0.25,mogb_minilm,oos,both_incorrect,0.00631578947368421,0.0026196733612312193,5
clinc150,0.25,mogb_minilm,oos,comparison_only_correct,0.026052631578947372,0.009490066650735152,5
clinc150,0.25,mogb_minilm,oos,trainable_only_correct,0.0002631578947368421,0.0004754272672955877,5
clinc150,0.25,mogb_partition_ours_boundary,known,both_correct,0.5838596491228071,0.03583416542227872,5
clinc150,0.25,mogb_partition_ours_boundary,known,both_incorrect,0.2457894736842105,0.014392381966311355,5
clinc150,0.25,mogb_partition_ours_boundary,known,comparison_only_correct,0.017894736842105262,0.010771986970532457,5
clinc150,0.25,mogb_partition_ours_boundary,known,trainable_only_correct,0.1524561403508772,0.0324644370618954,5
clinc150,0.25,mogb_partition_ours_boundary,oos,both_correct,0.9628070175438597,0.010752996032214543,5
clinc150,0.25,mogb_partition_ours_boundary,oos,both_incorrect,0.017543859649122806,0.0059635415091610295,5
clinc150,0.25,mogb_partition_ours_boundary,oos,comparison_only_correct,0.014824561403508773,0.00634564398617361,5
clinc150,0.25,mogb_partition_ours_boundary,oos,trainable_only_correct,0.004824561403508771,0.0018282162281286257,5
clinc150,0.25,ours_partition_mogb_boundary,known,both_correct,0.40842105263157896,0.014206735470112745,5
clinc150,0.25,ours_partition_mogb_boundary,known,both_incorrect,0.25315789473684214,0.006523155243009895,5
clinc150,0.25,ours_partition_mogb_boundary,known,comparison_only_correct,0.010526315789473684,0.0031013455315199454,5
clinc150,0.25,ours_partition_mogb_boundary,known,trainable_only_correct,0.3278947368421053,0.01029347748189892,5
clinc150,0.25,ours_partition_mogb_boundary,oos,both_correct,0.9665350877192983,0.011490265461221701,5
clinc150,0.25,ours_partition_mogb_boundary,oos,both_incorrect,0.010701754385964912,0.005082801616076538,5
clinc150,0.25,ours_partition_mogb_boundary,oos,comparison_only_correct,0.021666666666666667,0.00784340034049011,5
clinc150,0.25,ours_partition_mogb_boundary,oos,trainable_only_correct,0.0010964912280701754,0.0007753363828799863,5
clinc150,0.25,random_partition,known,both_correct,0.7126315789473685,0.013891812557774922,5
clinc150,0.25,random_partition,known,both_incorrect,0.18789473684210528,0.018940057068891143,5
clinc150,0.25,random_partition,known,comparison_only_correct,0.07578947368421053,0.01405700043790185,5
clinc150,0.25,random_partition,known,trainable_only_correct,0.023684210526315787,0.009865984104563151,5
clinc150,0.25,random_partition,oos,both_correct,0.936578947368421,0.015281327408788022,5
clinc150,0.25,random_partition,oos,both_incorrect,0.030657894736842106,0.010667456543930764,5
clinc150,0.25,random_partition,oos,comparison_only_correct,0.0017105263157894735,0.0005884389414473131,5
clinc150,0.25,random_partition,oos,trainable_only_correct,0.031052631578947366,0.005237051481312095,5
clinc150,0.25,single_centroid,known,both_correct,0.7124561403508772,0.012793191286994555,5
clinc150,0.25,single_centroid,known,both_incorrect,0.19666666666666666,0.015486866326800661,5
clinc150,0.25,single_centroid,known,comparison_only_correct,0.06701754385964911,0.010754114074580285,5
clinc150,0.25,single_centroid,known,trainable_only_correct,0.023859649122807018,0.01170978708488789,5
clinc150,0.25,single_centroid,oos,both_correct,0.9382894736842106,0.013619109652901902,5
clinc150,0.25,single_centroid,oos,both_incorrect,0.031008771929824562,0.010542978405535485,5
clinc150,0.25,single_centroid,oos,comparison_only_correct,0.0013596491228070177,0.0005676394344537185,5
clinc150,0.25,single_centroid,oos,trainable_only_correct,0.02934210526315789,0.003584704691526764,5
clinc150,0.5,fixed_k2,known,both_correct,0.6752,0.007399699693606232,5
clinc150,0.5,fixed_k2,known,both_incorrect,0.17937777777777777,0.01055777754390888,5
clinc150,0.5,fixed_k2,known,comparison_only_correct,0.07617777777777777,0.009187216023997953,5
clinc150,0.5,fixed_k2,known,trainable_only_correct,0.06924444444444444,0.004811508836524215,5
clinc150,0.5,fixed_k2,oos,both_correct,0.9268405797101449,0.00385409162634076,5
clinc150,0.5,fixed_k2,oos,both_incorrect,0.02817391304347826,0.004538800957927743,5
clinc150,0.5,fixed_k2,oos,comparison_only_correct,0.008753623188405798,0.005751268090263465,5
clinc150,0.5,fixed_k2,oos,trainable_only_correct,0.036231884057971016,0.00682237814257381,5
clinc150,0.5,mogb_minilm,known,both_correct,0.31324444444444444,0.01402431750501542,5
clinc150,0.5,mogb_minilm,known,both_incorrect,0.25306666666666666,0.003244748844167834,5
clinc150,0.5,mogb_minilm,known,comparison_only_correct,0.002488888888888889,0.0013553733939535028,5
clinc150,0.5,mogb_minilm,known,trainable_only_correct,0.4312,0.012886589833267164,5
clinc150,0.5,mogb_minilm,oos,both_correct,0.9624347826086957,0.007279922354064078,5
clinc150,0.5,mogb_minilm,oos,both_incorrect,0.008405797101449276,0.0014492753623188406,5
clinc150,0.5,mogb_minilm,oos,comparison_only_correct,0.028521739130434785,0.007271261619323841,5
clinc150,0.5,mogb_minilm,oos,trainable_only_correct,0.0006376811594202899,0.0005185085165216903,5
clinc150,0.5,mogb_partition_ours_boundary,known,both_correct,0.5166222222222222,0.01662543046876095,5
clinc150,0.5,mogb_partition_ours_boundary,known,both_incorrect,0.23875555555555555,0.006743263671121837,5
clinc150,0.5,mogb_partition_ours_boundary,known,comparison_only_correct,0.016800000000000002,0.0065046991560802495,5
clinc150,0.5,mogb_partition_ours_boundary,known,trainable_only_correct,0.22782222222222223,0.01421041176282855,5
clinc150,0.5,mogb_partition_ours_boundary,oos,both_correct,0.9549565217391305,0.006269183958604668,5
clinc150,0.5,mogb_partition_ours_boundary,oos,both_incorrect,0.016869565217391306,0.0029940780309835892,5
clinc150,0.5,mogb_partition_ours_boundary,oos,comparison_only_correct,0.020057971014492755,0.0066742238200470936,5
clinc150,0.5,mogb_partition_ours_boundary,oos,trainable_only_correct,0.008115942028985506,0.0019117255011989738,5
clinc150,0.5,ours_partition_mogb_boundary,known,both_correct,0.41253333333333336,0.014997612978795262,5
clinc150,0.5,ours_partition_mogb_boundary,known,both_incorrect,0.2456888888888889,0.004590919647508152,5
clinc150,0.5,ours_partition_mogb_boundary,known,comparison_only_correct,0.009866666666666666,0.0025023445796016433,5
clinc150,0.5,ours_partition_mogb_boundary,known,trainable_only_correct,0.3319111111111111,0.014481661455734905,5
clinc150,0.5,ours_partition_mogb_boundary,oos,both_correct,0.959768115942029,0.006011960353893433,5
clinc150,0.5,ours_partition_mogb_boundary,oos,both_incorrect,0.01356521739130435,0.001682658002747825,5
clinc150,0.5,ours_partition_mogb_boundary,oos,comparison_only_correct,0.02336231884057971,0.007942240555734798,5
clinc150,0.5,ours_partition_mogb_boundary,oos,trainable_only_correct,0.0033043478260869562,0.0020144406207413396,5
clinc150,0.5,random_partition,known,both_correct,0.7168888888888889,0.008279082671198756,5
clinc150,0.5,random_partition,known,both_incorrect,0.1776888888888889,0.010806490962082941,5
clinc150,0.5,random_partition,known,comparison_only_correct,0.07786666666666667,0.008734209738327016,5
clinc150,0.5,random_partition,known,trainable_only_correct,0.027555555555555555,0.006285393610547089,5
clinc150,0.5,random_partition,oos,both_correct,0.9088695652173913,0.00414300147811184,5
clinc150,0.5,random_partition,oos,both_incorrect,0.035420289855072465,0.006942618957714624,5
clinc150,0.5,random_partition,oos,comparison_only_correct,0.0015072463768115941,0.0009914568913905546,5
clinc150,0.5,random_partition,oos,trainable_only_correct,0.054202898550724646,0.007114746497758594,5
clinc150,0.5,single_centroid,known,both_correct,0.7152888888888889,0.007300262129574068,5
clinc150,0.5,single_centroid,known,both_incorrect,0.1832888888888889,0.011694041956652568,5
clinc150,0.5,single_centroid,known,comparison_only_correct,0.07226666666666667,0.010167000601680314,5
clinc150,0.5,single_centroid,known,trainable_only_correct,0.029155555555555556,0.005236151635563783,5
clinc150,0.5,single_centroid,oos,both_correct,0.9104927536231884,0.004715827118844471,5
clinc150,0.5,single_centroid,oos,both_incorrect,0.035594202898550725,0.0069788289684026734,5
clinc150,0.5,single_centroid,oos,comparison_only_correct,0.0013333333333333333,0.0012056019909035026,5
clinc150,0.5,single_centroid,oos,trainable_only_correct,0.05257971014492754,0.006684286733895905,5
clinc150,0.75,fixed_k2,known,both_correct,0.6813095238095238,0.010293489400406534,5
clinc150,0.75,fixed_k2,known,both_incorrect,0.17208333333333334,0.007408861405389014,5
clinc150,0.75,fixed_k2,known,comparison_only_correct,0.07672619047619048,0.0031665323995881864,5
clinc150,0.75,fixed_k2,known,trainable_only_correct,0.06988095238095238,0.006297298353523358,5
clinc150,0.75,fixed_k2,oos,both_correct,0.9167521367521367,0.006952822034193774,5
clinc150,0.75,fixed_k2,oos,both_incorrect,0.03017094017094017,0.004374866287887084,5
clinc150,0.75,fixed_k2,oos,comparison_only_correct,0.01,0.004488196872860213,5
clinc150,0.75,fixed_k2,oos,trainable_only_correct,0.04307692307692308,0.007229678040959837,5
clinc150,0.75,mogb_minilm,known,both_correct,0.2891071428571429,0.01221435243182373,5
clinc150,0.75,mogb_minilm,known,both_incorrect,0.24595238095238098,0.00844053076078806,5
clinc150,0.75,mogb_minilm,known,comparison_only_correct,0.002857142857142857,0.0005801663300481526,5
clinc150,0.75,mogb_minilm,known,trainable_only_correct,0.46208333333333335,0.0055822417452574095,5
clinc150,0.75,mogb_minilm,oos,both_correct,0.9583760683760684,0.004385290096535144,5
clinc150,0.75,mogb_minilm,oos,both_incorrect,0.0068376068376068385,0.0026858557884565245,5
clinc150,0.75,mogb_minilm,oos,comparison_only_correct,0.03333333333333333,0.0038933476833950017,5
clinc150,0.75,mogb_minilm,oos,trainable_only_correct,0.001452991452991453,0.0018281409945476443,5
clinc150,0.75,mogb_partition_ours_boundary,known,both_correct,0.46678571428571425,0.021719666339419023,5
clinc150,0.75,mogb_partition_ours_boundary,known,both_incorrect,0.23470238095238094,0.006975342261126985,5
clinc150,0.75,mogb_partition_ours_boundary,known,comparison_only_correct,0.014107142857142856,0.0022821773229381934,5
clinc150,0.75,mogb_partition_ours_boundary,known,trainable_only_correct,0.28440476190476194,0.014275790203734514,5
clinc150,0.75,mogb_partition_ours_boundary,oos,both_correct,0.9536752136752137,0.003757282844501452,5
clinc150,0.75,mogb_partition_ours_boundary,oos,both_incorrect,0.012735042735042734,0.0028571819915293637,5
clinc150,0.75,mogb_partition_ours_boundary,oos,comparison_only_correct,0.027435897435897433,0.004546815753254833,5
clinc150,0.75,mogb_partition_ours_boundary,oos,trainable_only_correct,0.006153846153846154,0.0034134573585839077,5
clinc150,0.75,ours_partition_mogb_boundary,known,both_correct,0.4183928571428572,0.01247943319363774,5
clinc150,0.75,ours_partition_mogb_boundary,known,both_incorrect,0.23875000000000002,0.008413727849564115,5
clinc150,0.75,ours_partition_mogb_boundary,known,comparison_only_correct,0.01005952380952381,0.0007105557372805548,5
clinc150,0.75,ours_partition_mogb_boundary,known,trainable_only_correct,0.33279761904761906,0.007744960324678174,5
clinc150,0.75,ours_partition_mogb_boundary,oos,both_correct,0.9569230769230769,0.004158714743830093,5
clinc150,0.75,ours_partition_mogb_boundary,oos,both_incorrect,0.015897435897435898,0.0036437732901354195,5
clinc150,0.75,ours_partition_mogb_boundary,oos,comparison_only_correct,0.024273504273504273,0.00534102557263863,5
clinc150,0.75,ours_partition_mogb_boundary,oos,trainable_only_correct,0.002905982905982906,0.0012962180246241968,5
clinc150,0.75,random_partition,known,both_correct,0.7192261904761905,0.009294581389028691,5
clinc150,0.75,random_partition,known,both_incorrect,0.16755952380952382,0.010993791409085633,5
clinc150,0.75,random_partition,known,comparison_only_correct,0.08125,0.005240124065969947,5
clinc150,0.75,random_partition,known,trainable_only_correct,0.03196428571428571,0.006050530092404548,5
clinc150,0.75,random_partition,oos,both_correct,0.8961538461538462,0.010049552150687927,5
clinc150,0.75,random_partition,oos,both_incorrect,0.03854700854700855,0.0036687480395444032,5
clinc150,0.75,random_partition,oos,comparison_only_correct,0.0016239316239316241,0.0007022084070579054,5
clinc150,0.75,random_partition,oos,trainable_only_correct,0.06367521367521367,0.0098476227536777,5
clinc150,0.75,single_centroid,known,both_correct,0.715952380952381,0.009382319516043663,5
clinc150,0.75,single_centroid,known,both_incorrect,0.17404761904761906,0.011072868569948211,5
clinc150,0.75,single_centroid,known,comparison_only_correct,0.07476190476190477,0.005927776529230741,5
clinc150,0.75,single_centroid,known,trainable_only_correct,0.035238095238095235,0.004661326208080763,5
clinc150,0.75,single_centroid,oos,both_correct,0.8976068376068376,0.006292363186087544,5
clinc150,0.75,single_centroid,oos,both_incorrect,0.0388034188034188,0.004191521311192896,5
clinc150,0.75,single_centroid,oos,comparison_only_correct,0.0013675213675213677,0.0011467015269229692,5
clinc150,0.75,single_centroid,oos,trainable_only_correct,0.06222222222222222,0.007032479463495458,5
stackoverflow,0.25,fixed_k2,known,both_correct,0.7872,0.008211103593441163,5
stackoverflow,0.25,fixed_k2,known,both_incorrect,0.09213333333333333,0.021078688552922623,5
stackoverflow,0.25,fixed_k2,known,comparison_only_correct,0.06493333333333333,0.022363661000232796,5
stackoverflow,0.25,fixed_k2,known,trainable_only_correct,0.055733333333333336,0.010398717869686307,5
