dataset,kir,seed,method,population,bin_center,density,n,display_max,overflow_in_last_bin
stackoverflow,0.5,42,trainable_k1,OOS,1.2035744245319,1.812845433610504,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.2269448017072766,2.021713289197996,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.2503151788826532,2.1508605892177424,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.27368555605803,2.262469367012586,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.2970559332334066,2.378861378141493,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.3204263104087834,2.4601763448205896,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.34379668758416,2.4761204559341383,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.3671670647595366,2.447421055929748,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.3905374419349135,2.4027775448118125,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.4139078191102903,2.326245811466776,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.4372781962856669,2.157238233663161,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.4606485734610435,1.9308318558507669,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.4840189506364203,1.6884813669248262,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.507389327811797,1.4525085224443026,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.5307597049871737,1.2165356779637786,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.5541300821625503,0.9837516557059648,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.577500459337927,0.7685061556730544,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.6008708365133038,0.6106594556489218,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.6242412136886806,0.4448407000680134,2997,1.6592967794517455,18
stackoverflow,0.5,42,trainable_k1,OOS,1.6476115908640572,0.31888222227097796,2997,1.6592967794517455,18
