dataset,kir,seed,distance,metric,ce_recon,ce_recon_geometry,geometry_minus_ce_recon
stackoverflow,0.5,123,mahalanobis_diag,near_oos_f1,0.5470548408937035,0.5473823724320742,0.0003275315383707289
stackoverflow,0.5,123,mahalanobis_diag,id_recall,0.8423333333333334,0.8346666666666667,-0.0076666666666667105
stackoverflow,0.5,123,mahalanobis_diag,false_accept_rate,0.101,0.0843333333333333,-0.016666666666666705
stackoverflow,0.5,123,mahalanobis_diag,false_reject_rate,0.1576666666666666,0.1653333333333333,0.0076666666666667105
stackoverflow,0.5,123,mahalanobis_diag,auroc,0.9192614444444444,0.9152355555555556,-0.004025888888888773
stackoverflow,0.5,123,mahalanobis_diag,aupr_oos,0.8884611834881714,0.8703898139590556,-0.01807136952911581
stackoverflow,0.5,13,mahalanobis_diag,oos_f1,0.7669118966445362,0.8344259539418389,0.06751405729730275
stackoverflow,0.5,13,mahalanobis_diag,near_oos_f1,0.4350453172205438,0.4897381457891012,0.054692828568557394
stackoverflow,0.5,13,mahalanobis_diag,id_recall,0.8546666666666667,0.8443333333333334,-0.010333333333333306
stackoverflow,0.5,13,mahalanobis_diag,false_accept_rate,0.2876666666666667,0.1726666666666666,-0.11500000000000007
stackoverflow,0.5,13,mahalanobis_diag,false_reject_rate,0.1453333333333333,0.1556666666666666,0.010333333333333306
stackoverflow,0.5,13,mahalanobis_diag,auroc,0.8898207777777779,0.889938111111111,0.0001173333333330806
stackoverflow,0.5,13,mahalanobis_diag,aupr_oos,0.8303334738167966,0.824944317827432,-0.0053891559893645136
stackoverflow,0.5,42,mahalanobis_diag,oos_f1,0.8628599316739873,0.8681672025723473,0.005307270898359917
stackoverflow,0.5,42,mahalanobis_diag,near_oos_f1,0.5592105263157895,0.5594855305466238,0.00027500423083426373
stackoverflow,0.5,42,mahalanobis_diag,id_recall,0.835,0.8266666666666667,-0.008333333333333304
stackoverflow,0.5,42,mahalanobis_diag,false_accept_rate,0.116,0.1,-0.016
stackoverflow,0.5,42,mahalanobis_diag,false_reject_rate,0.165,0.1733333333333333,0.008333333333333304
stackoverflow,0.5,42,mahalanobis_diag,auroc,0.9226711111111112,0.91337,-0.009301111111111204
stackoverflow,0.5,42,mahalanobis_diag,aupr_oos,0.889390865027242,0.8666097394615648,-0.02278112556567713
stackoverflow,0.5,87,mahalanobis_diag,oos_f1,0.874572962420693,0.8796520057999033,0.00507904337921028
stackoverflow,0.5,87,mahalanobis_diag,near_oos_f1,0.5582028590878149,0.5582329317269076,3.0072639092715292e-05
stackoverflow,0.5,87,mahalanobis_diag,id_recall,0.847,0.841,-0.006000000000000005
stackoverflow,0.5,87,mahalanobis_diag,false_accept_rate,0.104,0.09,-0.013999999999999999
stackoverflow,0.5,87,mahalanobis_diag,false_reject_rate,0.153,0.159,0.006000000000000005
stackoverflow,0.5,87,mahalanobis_diag,auroc,0.917545222222222,0.915487,-0.0020582222222219615
stackoverflow,0.5,87,mahalanobis_diag,aupr_oos,0.8642552118989891,0.8539961796265467,-0.010259032272442403
stackoverflow,0.75,100,mahalanobis_diag,oos_f1,0.7325343466822567,0.730835734870317,-0.0016986118119396432
stackoverflow,0.75,100,mahalanobis_diag,near_oos_f1,0.3106457242582897,0.3088607594936708,-0.0017849647646188682
stackoverflow,0.75,100,mahalanobis_diag,id_recall,0.8515555555555556,0.844,-0.007555555555555649
stackoverflow,0.75,100,mahalanobis_diag,false_accept_rate,0.1646666666666666,0.1546666666666666,-0.010000000000000009
stackoverflow,0.75,100,mahalanobis_diag,false_reject_rate,0.1484444444444444,0.156,0.007555555555555593
stackoverflow,0.75,100,mahalanobis_diag,auroc,0.9289253333333332,0.9269545185185184,-0.0019708148148147586
stackoverflow,0.75,100,mahalanobis_diag,aupr_oos,0.7767154385471823,0.7676363184212773,-0.00907912012590495
stackoverflow,0.75,123,mahalanobis_diag,oos_f1,0.7672849915682968,0.7787222374554428,0.011437245887146008
stackoverflow,0.75,123,mahalanobis_diag,near_oos_f1,0.4225575853852263,0.4163454124903624,-0.006212172894863921
stackoverflow,0.75,123,mahalanobis_diag,id_recall,0.846,0.8384444444444444,-0.007555555555555538
stackoverflow,0.75,123,mahalanobis_diag,false_accept_rate,0.09,0.0533333333333333,-0.036666666666666695
stackoverflow,0.75,123,mahalanobis_diag,false_reject_rate,0.154,0.1615555555555555,0.00755555555555551
stackoverflow,0.75,123,mahalanobis_diag,auroc,0.9188645925925926,0.9212183703703704,0.002353777777777788
stackoverflow,0.75,123,mahalanobis_diag,aupr_oos,0.6925084204012911,0.7283976834567454,0.03588926305545426
stackoverflow,0.75,13,mahalanobis_diag,oos_f1,0.7980769230769231,0.792046396023198,-0.006030527053725088
stackoverflow,0.75,13,mahalanobis_diag,near_oos_f1,0.425531914893617,0.4067796610169492,-0.018752253876667846
stackoverflow,0.75,13,mahalanobis_diag,id_recall,0.8611111111111112,0.8473333333333333,-0.013777777777777889
stackoverflow,0.75,13,mahalanobis_diag,false_accept_rate,0.0593333333333333,0.044,-0.015333333333333303
stackoverflow,0.75,13,mahalanobis_diag,false_reject_rate,0.1388888888888889,0.1526666666666666,0.013777777777777694
stackoverflow,0.75,13,mahalanobis_diag,auroc,0.9284256296296296,0.9243835555555556,-0.004042074074073976
stackoverflow,0.75,13,mahalanobis_diag,aupr_oos,0.7255377501496978,0.6951026850821624,-0.03043506506753535
stackoverflow,0.75,42,mahalanobis_diag,oos_f1,0.7732804981602038,0.767480577136515,-0.00579992102368887
stackoverflow,0.75,42,mahalanobis_diag,near_oos_f1,0.3802345058626465,0.3611556982343499,-0.019078807628296612
stackoverflow,0.75,42,mahalanobis_diag,id_recall,0.8517777777777777,0.8397777777777777,-0.01200000000000001
stackoverflow,0.75,42,mahalanobis_diag,false_accept_rate,0.0893333333333333,0.078,-0.011333333333333306
stackoverflow,0.75,42,mahalanobis_diag,false_reject_rate,0.1482222222222222,0.1602222222222222,0.01200000000000001
stackoverflow,0.75,42,mahalanobis_diag,auroc,0.9474669629629628,0.9356804444444444,-0.011786518518518418
stackoverflow,0.75,42,mahalanobis_diag,aupr_oos,0.8566079198737782,0.7984304229170651,-0.05817749695671304
stackoverflow,0.75,87,mahalanobis_diag,oos_f1,0.767887323943662,0.7711771177117712,0.003289793768109228
stackoverflow,0.75,87,mahalanobis_diag,near_oos_f1,0.3859362224039248,0.3754909662215239,-0.010445256182400886
stackoverflow,0.75,87,mahalanobis_diag,id_recall,0.8473333333333333,0.8368888888888889,-0.010444444444444367
stackoverflow,0.75,87,mahalanobis_diag,false_accept_rate,0.0913333333333333,0.0653333333333333,-0.025999999999999995
stackoverflow,0.75,87,mahalanobis_diag,false_reject_rate,0.1526666666666666,0.1631111111111111,0.010444444444444506
stackoverflow,0.75,87,mahalanobis_diag,auroc,0.9257244444444443,0.9287757037037038,0.00305125925925942
stackoverflow,0.75,87,mahalanobis_diag,aupr_oos,0.7412140575612297,0.7552308606761314,0.014016803114901721
