dataset,kir,data_seed,representation,k_name,k_gate,threshold,validation_near_q20_similarity,validation_far_q80_similarity,group_type,group,oos_count,false_accept_count,false_accept_rate,representation_collision_count,representation_collision_rate,boundary_overcoverage_count,boundary_overcoverage_rate,correct_rejection_count,correct_rejection_rate,mean_nearest_known_similarity,mean_gate_score
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,6,265,0,0.0,265,1.0,0,0.0,265,1.0,0.730055157550633,1.4289487738796498
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,7,306,0,0.0,306,1.0,0,0.0,306,1.0,0.7813207441575961,1.30403675459973
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,8,291,56,0.19243986254295534,291,1.0,0,0.0,235,0.8075601374570447,0.850647809596636,1.099582165227481
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,9,300,228,0.76,300,1.0,0,0.0,72,0.24,0.9188473090238479,0.7865858910688749
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,0,341,2,0.005865102639296188,34,0.09970674486803519,2,0.005865102639296188,339,0.9941348973607038,0.3513819095919894,1.2884895915726713
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,1,276,13,0.04710144927536232,62,0.2246376811594203,7,0.025362318840579712,263,0.9528985507246377,0.4597622892386494,1.2225178986921257
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,2,289,46,0.15916955017301038,154,0.532871972318339,17,0.058823529411764705,243,0.8408304498269896,0.521314751396432,1.1445596687132895
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,3,319,93,0.29153605015673983,211,0.6614420062695925,20,0.06269592476489028,226,0.7084639498432602,0.573625476089426,1.0822323964622127
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,4,340,125,0.36764705882352944,305,0.8970588235294118,20,0.058823529411764705,215,0.6323529411764706,0.6292775040692193,1.0300893803818179
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,5,269,149,0.5539033457249071,269,1.0,0,0.0,120,0.44609665427509293,0.6838753916314885,0.9763988327922498
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,6,265,222,0.8377358490566038,265,1.0,0,0.0,43,0.16226415094339622,0.730055157550633,0.9134971734180142
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,7,306,297,0.9705882352941176,306,1.0,0,0.0,9,0.029411764705882353,0.7813207441575961,0.845563876520408
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,8,291,290,0.9965635738831615,291,1.0,0,0.0,1,0.003436426116838488,0.850647809596636,0.7303436610541421
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,9,300,300,1.0,300,1.0,0,0.0,0,0.0,0.9188473090238479,0.6523932223266822
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,0,341,0,0.0,34,0.09970674486803519,0,0.0,341,1.0,0.3513819095919894,2.2054473645048356
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,1,276,0,0.0,62,0.2246376811594203,0,0.0,276,1.0,0.4597622892386494,2.0099516338346324
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,2,289,0,0.0,154,0.532871972318339,0,0.0,289,1.0,0.521314751396432,1.8835836388507257
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,3,319,0,0.0,211,0.6614420062695925,0,0.0,319,1.0,0.573625476089426,1.7509391656777693
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,4,340,0,0.0,305,0.8970588235294118,0,0.0,340,1.0,0.6292775040692193,1.6447610280539366
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,5,269,0,0.0,269,1.0,0,0.0,269,1.0,0.6838753916314885,1.543521447615183
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,6,265,0,0.0,265,1.0,0,0.0,265,1.0,0.730055157550633,1.4289487738796498
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,7,306,0,0.0,306,1.0,0,0.0,306,1.0,0.7813207441575961,1.30403675459973
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,8,291,56,0.19243986254295534,291,1.0,0,0.0,235,0.8075601374570447,0.850647809596636,1.099582165227481
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,similarity_bin,9,300,228,0.76,300,1.0,0,0.0,72,0.24,0.9188473090238479,0.7865858910688749
