dataset,kir,data_seed,representation,k_name,k_gate,threshold,validation_near_q20_similarity,validation_far_q80_similarity,group_type,group,oos_count,false_accept_count,false_accept_rate,representation_collision_count,representation_collision_rate,boundary_overcoverage_count,boundary_overcoverage_rate,correct_rejection_count,correct_rejection_rate,mean_nearest_known_similarity,mean_gate_score
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,bucket,all,2994,78,0.026052104208416832,1855,0.6195724782899131,0,0.0,2916,0.9739478957915831,0.5459298137274362,1.6713244034740322
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,bucket,near,638,78,0.12225705329153605,638,1.0,0,0.0,560,0.877742946708464,0.752110306875289,1.2748030968326196
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,bucket,medium,1762,0,0.0,1115,0.6328036322360954,0,0.0,1762,1.0,0.5413986693827713,1.727693983154155
stackoverflow,50,13,ce_recon,k1,1,1.0,0.41355548006420906,0.6729763789539398,bucket,far,594,0,0.0,102,0.1717171717171717,0,0.0,594,1.0,0.3379175607088661,1.9300068853609764
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,bucket,all,2994,590,0.19706078824315298,1855,0.6195724782899131,33,0.011022044088176353,2404,0.802939211756847,0.5459298137274362,1.1437848268849242
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,bucket,near,638,411,0.6442006269592476,638,1.0,0,0.0,227,0.3557993730407524,0.752110306875289,0.9322668015085207
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,bucket,medium,1762,179,0.10158910329171396,1115,0.6328036322360954,33,0.01872871736662883,1583,0.898410896708286,0.5413986693827713,1.1648583247648465
stackoverflow,50,13,ce_recon,k2,2,1.0,0.41355548006420906,0.6729763789539398,bucket,far,594,0,0.0,102,0.1717171717171717,0,0.0,594,1.0,0.3379175607088661,1.308459905884457
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,bucket,all,2994,590,0.19706078824315298,1855,0.6195724782899131,33,0.011022044088176353,2404,0.802939211756847,0.5459298137274362,1.1437848268849242
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,bucket,near,638,411,0.6442006269592476,638,1.0,0,0.0,227,0.3557993730407524,0.752110306875289,0.9322668015085207
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,bucket,medium,1762,179,0.10158910329171396,1115,0.6328036322360954,33,0.01872871736662883,1583,0.898410896708286,0.5413986693827713,1.1648583247648465
stackoverflow,50,13,ce_recon,frozen_selected_k,2,1.0,0.41355548006420906,0.6729763789539398,bucket,far,594,0,0.0,102,0.1717171717171717,0,0.0,594,1.0,0.3379175607088661,1.308459905884457
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,bucket,all,2997,120,0.04004004004004004,1613,0.5382048715382048,0,0.0,2877,0.95995995995996,0.5697358284887807,1.6364755647437275
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,bucket,near,560,120,0.21428571428571427,525,0.9375,0,0.0,440,0.7857142857142857,0.7869545139267035,1.1203529092734978
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,bucket,medium,1845,0,0.0,971,0.5262872628726287,0,0.0,1845,1.0,0.5676598798607999,1.686564908659485
stackoverflow,50,42,ce_recon,k1,1,1.0,0.4375990732418426,0.7104563421906035,bucket,far,592,0,0.0,117,0.19763513513513514,0,0.0,592,1.0,0.37072849972761174,1.9685935504510863
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,bucket,all,2997,976,0.325658992325659,1613,0.5382048715382048,314,0.10477143810477144,2021,0.674341007674341,0.5697358284887807,1.0910525602105745
