dataset,kir,method,metric,n_seeds,mean_trainable_minus_baseline,ci95_low,ci95_high,wins,ties,losses,bootstrap_seed,bootstrap_samples
stackoverflow,0.75,energy,known_recall,5,-0.1156444444444444,-0.11991111111111105,-0.11084444444444438,0,0,5,20260725,10000
stackoverflow,0.75,energy,false_accept_rate,5,-0.676,-0.7412000000000001,-0.5904000000000001,0,0,5,20260725,10000
stackoverflow,0.75,energy,auroc,5,0.06530165925925924,0.053700088888888754,0.07959887407407415,5,0,0,20260725,10000
stackoverflow,0.75,energy,aupr_oos,5,0.1748419190894513,0.14393833632891267,0.20574550184998994,5,0,0,20260725,10000
stackoverflow,0.75,knn,oos_f1,5,0.283447482986627,0.20742692501594417,0.3419993156978151,5,0,0,20260725,10000
stackoverflow,0.75,knn,f1_all,5,0.13862881294491533,0.12267813367329383,0.15766787744328867,5,0,0,20260725,10000
stackoverflow,0.75,knn,known_recall,5,-0.10719999999999999,-0.1129333333333333,-0.10035555555555557,0,0,5,20260725,10000
stackoverflow,0.75,knn,false_accept_rate,5,-0.5432,-0.6114666666666666,-0.44586666666666674,0,0,5,20260725,10000
stackoverflow,0.75,knn,auroc,5,0.07007068148148152,0.060910311111111136,0.0792310518518519,5,0,0,20260725,10000
stackoverflow,0.75,knn,aupr_oos,5,0.13636400970783671,0.10200525014157524,0.17458241502008068,5,0,0,20260725,10000
stackoverflow,0.75,lof,oos_f1,5,0.439204436117355,0.3598816242437445,0.5463184280280395,5,0,0,20260725,10000
stackoverflow,0.75,lof,f1_all,5,0.17080497081958645,0.153695834699692,0.18722220062142025,5,0,0,20260725,10000
stackoverflow,0.75,lof,known_recall,5,-0.11284444444444444,-0.1191111111111111,-0.10577777777777775,0,0,5,20260725,10000
stackoverflow,0.75,lof,false_accept_rate,5,-0.6842666666666666,-0.7513333333333334,-0.6184,0,0,5,20260725,10000
stackoverflow,0.75,lof,auroc,5,0.13051200000000002,0.0992077481481481,0.17576103703703716,5,0,0,20260725,10000
stackoverflow,0.75,lof,aupr_oos,5,0.2488307221674781,0.206683666171884,0.31828065854669907,5,0,0,20260725,10000
stackoverflow,0.75,msp,oos_f1,5,0.3469173561568005,0.3127020085667662,0.37653179038168194,5,0,0,20260725,10000
stackoverflow,0.75,msp,f1_all,5,0.07143350797615071,0.061277615147821395,0.08158940080448003,5,0,0,20260725,10000
stackoverflow,0.75,msp,known_recall,5,-0.11222222222222222,-0.11782222222222223,-0.10604444444444443,0,0,5,20260725,10000
stackoverflow,0.75,msp,false_accept_rate,5,-0.612,-0.6589333333333334,-0.56,0,0,5,20260725,10000
stackoverflow,0.75,msp,auroc,5,0.06410091851851854,0.05566737777777771,0.07191475555555567,5,0,0,20260725,10000
stackoverflow,0.75,msp,aupr_oos,5,0.15033920706079026,0.12244936472799266,0.17496444646246656,5,0,0,20260725,10000
