dataset,kir,method,state,count_mean,count_std,rate_all_mean,rate_all_std,rate_known_mean,rate_oos_mean,n_seeds
stackoverflow,0.75,ADB,known_correct,3585.0,37.3697738821096,0.5974999999999999,0.006228295647018267,0.7966666666666666,,5
stackoverflow,0.75,ADB,known_rejected,862.0,42.166337284616034,0.14366666666666666,0.007027722880769331,0.19155555555555556,,5
stackoverflow,0.75,ADB,known_wrong,53.0,24.443813123160634,0.008833333333333334,0.004073968853860106,0.011777777777777778,,5
stackoverflow,0.75,ADB,oos_correct_rejected,1378.2,23.220680437919988,0.22970000000000002,0.0038701134063199964,,0.9188000000000001,5
stackoverflow,0.75,ADB,oos_false_accept,121.8,23.220680437919988,0.020300000000000002,0.0038701134063199977,,0.08120000000000001,5
stackoverflow,0.75,Trainable-K1,known_correct,3698.4,39.66484589658707,0.6164,0.006610807649431198,0.8218666666666667,,5
stackoverflow,0.75,Trainable-K1,known_rejected,714.8,30.268795813510653,0.11913333333333334,0.005044799302251778,0.15884444444444445,,5
stackoverflow,0.75,Trainable-K1,known_wrong,86.8,23.058620947489466,0.014466666666666666,0.0038431034912482444,0.01928888888888889,,5
stackoverflow,0.75,Trainable-K1,oos_correct_rejected,1368.0,89.56282711035868,0.22799999999999998,0.01492713785172645,,0.9119999999999999,5
stackoverflow,0.75,Trainable-K1,oos_false_accept,132.0,89.56282711035868,0.022,0.014927137851726446,,0.088,5
