dataset,kir,method,method_label,intent,known_count_mean,known_false_reject_rate_mean,oos_false_accept_rate_mean,trainable_known_fr,trainable_oos_fa,delta_known_fr_vs_trainable,delta_oos_fa_vs_trainable
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_about_to_expire,40.0,0.575,0.0,0.05,0.0,0.5249999999999999,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_acceptance,40.0,0.825,0.0004310344827586,0.275,0.0025862068965517,0.5499999999999999,-0.0021551724137931
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_arrival,40.0,0.65,0.0007183908045977,0.125,0.0084770114942528,0.525,-0.0077586206896550994
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_linking,40.0,0.6,0.0,0.15,0.0086206896551724,0.44999999999999996,-0.0086206896551724
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_payment_fee_charged,40.0,0.675,0.0,0.175,0.0021551724137931,0.5,-0.0021551724137931
banking77,0.25,mogb_minilm,MOGB-MiniLM,card_payment_wrong_exchange_rate,40.0,0.475,0.0008620689655172,0.075,0.0034482758620689,0.39999999999999997,-0.0025862068965517
banking77,0.25,mogb_minilm,MOGB-MiniLM,cash_withdrawal_charge,40.0,0.575,0.0,0.125,0.0017241379310344,0.44999999999999996,-0.0017241379310344
banking77,0.25,mogb_minilm,MOGB-MiniLM,compromised_card,40.0,0.8416666666666667,0.0,0.4083333333333334,0.0066091954022988,0.4333333333333333,-0.0066091954022988
banking77,0.25,mogb_minilm,MOGB-MiniLM,contactless_not_working,40.0,0.5874999999999999,0.0,0.2,0.0008620689655172,0.3874999999999999,-0.0008620689655172
banking77,0.25,mogb_minilm,MOGB-MiniLM,country_support,40.0,0.425,0.0,0.225,0.0,0.19999999999999998,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,declined_cash_withdrawal,40.0,0.8,0.0,0.1,0.0047413793103448,0.7000000000000001,-0.0047413793103448
banking77,0.25,mogb_minilm,MOGB-MiniLM,declined_transfer,40.0,0.5375000000000001,0.0,0.3125,0.0053879310344827,0.2250000000000001,-0.0053879310344827
banking77,0.25,mogb_minilm,MOGB-MiniLM,direct_debit_payment_not_recognised,40.0,0.6749999999999999,0.0,0.3083333333333333,0.0060344827586206,0.36666666666666664,-0.0060344827586206
banking77,0.25,mogb_minilm,MOGB-MiniLM,exchange_charge,40.0,0.65,0.0,0.2,0.0012931034482758,0.45,-0.0012931034482758
banking77,0.25,mogb_minilm,MOGB-MiniLM,exchange_rate,40.0,0.475,0.0006465517241379,0.1,0.0019396551724137,0.375,-0.0012931034482758
banking77,0.25,mogb_minilm,MOGB-MiniLM,exchange_via_app,40.0,0.625,0.0004310344827586,0.2875,0.0045258620689655,0.3375,-0.0040948275862069
banking77,0.25,mogb_minilm,MOGB-MiniLM,extra_charge_on_statement,40.0,0.625,0.0,0.275,0.0077586206896551,0.35,-0.0077586206896551
banking77,0.25,mogb_minilm,MOGB-MiniLM,failed_transfer,40.0,0.5,0.0012931034482758,0.175,0.0112068965517241,0.325,-0.0099137931034483
banking77,0.25,mogb_minilm,MOGB-MiniLM,getting_spare_card,40.0,0.625,0.0,0.25,0.0004310344827586,0.375,-0.0004310344827586
banking77,0.25,mogb_minilm,MOGB-MiniLM,getting_virtual_card,40.0,0.45,0.0,0.1375,0.0006465517241379,0.3125,-0.0006465517241379
banking77,0.25,mogb_minilm,MOGB-MiniLM,lost_or_stolen_card,40.0,0.8,0.0,0.175,0.0012931034482758,0.625,-0.0012931034482758
banking77,0.25,mogb_minilm,MOGB-MiniLM,lost_or_stolen_phone,40.0,0.85,0.0,0.3,0.0004310344827586,0.55,-0.0004310344827586
banking77,0.25,mogb_minilm,MOGB-MiniLM,order_physical_card,40.0,0.55,0.0,0.125,0.0103448275862068,0.42500000000000004,-0.0103448275862068
banking77,0.25,mogb_minilm,MOGB-MiniLM,passcode_forgotten,40.0,0.475,0.0,0.125,0.0,0.35,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,pending_card_payment,40.0,0.6125,0.0,0.3125,0.0002155172413793,0.30000000000000004,-0.0002155172413793
banking77,0.25,mogb_minilm,MOGB-MiniLM,pending_cash_withdrawal,40.0,0.725,0.0,0.2416666666666667,0.0024425287356321,0.4833333333333333,-0.0024425287356321
banking77,0.25,mogb_minilm,MOGB-MiniLM,pending_transfer,40.0,0.7083333333333334,0.0011494252873563,0.1083333333333333,0.0086206896551724,0.6000000000000001,-0.0074712643678161
banking77,0.25,mogb_minilm,MOGB-MiniLM,pin_blocked,40.0,0.525,0.0,0.275,0.0012931034482758,0.25,-0.0012931034482758
banking77,0.25,mogb_minilm,MOGB-MiniLM,receiving_money,40.0,0.8,0.0,0.1624999999999999,0.0053879310344827,0.6375000000000002,-0.0053879310344827
banking77,0.25,mogb_minilm,MOGB-MiniLM,reverted_card_payment?,40.0,0.5874999999999999,0.0019396551724137,0.1624999999999999,0.0107758620689655,0.42500000000000004,-0.0088362068965518
banking77,0.25,mogb_minilm,MOGB-MiniLM,terminate_account,40.0,0.525,0.0,0.1624999999999999,0.0,0.36250000000000016,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_by_bank_transfer_charge,40.0,0.475,0.0012931034482758,0.2,0.0068965517241379,0.27499999999999997,-0.005603448275862099
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_by_card_charge,40.0,0.725,0.0,0.075,0.0025862068965517,0.65,-0.0025862068965517
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_by_cash_or_cheque,40.0,0.475,0.0,0.2,0.0021551724137931,0.27499999999999997,-0.0021551724137931
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_failed,40.0,0.475,0.0038793103448275,0.125,0.0142241379310344,0.35,-0.0103448275862069
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_limits,40.0,0.45,0.0,0.1,0.0017241379310344,0.35,-0.0017241379310344
banking77,0.25,mogb_minilm,MOGB-MiniLM,top_up_reverted,40.0,0.6375,0.0012931034482758,0.1624999999999999,0.0224137931034482,0.4750000000000001,-0.0211206896551724
banking77,0.25,mogb_minilm,MOGB-MiniLM,transaction_charged_twice,40.0,0.65,0.0,0.1125,0.0,0.5375,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,transfer_fee_charged,40.0,0.5833333333333334,0.0001436781609195,0.125,0.0040229885057471,0.45833333333333337,-0.0038793103448276005
banking77,0.25,mogb_minilm,MOGB-MiniLM,transfer_into_account,40.0,0.6375,0.0,0.275,0.0015086206896551,0.36249999999999993,-0.0015086206896551
banking77,0.25,mogb_minilm,MOGB-MiniLM,transfer_not_received_by_recipient,40.0,0.725,0.0064655172413793,0.325,0.0288793103448275,0.39999999999999997,-0.022413793103448203
banking77,0.25,mogb_minilm,MOGB-MiniLM,transfer_timing,40.0,0.6,0.0004310344827586,0.2,0.0043103448275862,0.39999999999999997,-0.0038793103448276
banking77,0.25,mogb_minilm,MOGB-MiniLM,unable_to_verify_identity,40.0,0.525,0.0081896551724137,0.2166666666666666,0.0136494252873563,0.30833333333333346,-0.0054597701149426
banking77,0.25,mogb_minilm,MOGB-MiniLM,verify_my_identity,40.0,0.35,0.0025862068965517,0.15,0.0137931034482758,0.19999999999999998,-0.0112068965517241
banking77,0.25,mogb_minilm,MOGB-MiniLM,verify_source_of_funds,40.0,0.475,0.0,0.05,0.0,0.425,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,verify_top_up,40.0,0.4375,0.0,0.05,0.0,0.3875,0.0
banking77,0.25,mogb_minilm,MOGB-MiniLM,why_verify_identity,40.0,0.4875,0.0064655172413793,0.025,0.0183189655172413,0.46249999999999997,-0.011853448275862002
banking77,0.25,mogb_minilm,MOGB-MiniLM,wrong_amount_of_cash_received,40.0,0.675,0.0004310344827586,0.15,0.0178879310344827,0.525,-0.0174568965517241
banking77,0.25,mogb_minilm,MOGB-MiniLM,wrong_exchange_rate_for_cash_withdrawal,40.0,0.6625000000000001,0.0002155172413793,0.25,0.0068965517241379,0.4125000000000001,-0.006681034482758599
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,Refund_not_showing_up,40.0,0.1875,0.0049568965517241,0.1375,0.0032327586206896,0.04999999999999999,0.0017241379310345
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,activate_my_card,40.0,0.225,0.0,0.15,0.0,0.07500000000000001,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,apple_pay_or_google_pay,40.0,0.275,0.0,0.125,0.0,0.15000000000000002,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,atm_support,40.0,0.375,0.0001436781609195,0.15,0.0007183908045977,0.225,-0.0005747126436781999
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,automatic_top_up,40.0,0.425,0.0,0.15,0.0,0.275,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,balance_not_updated_after_bank_transfer,40.0,0.55,0.0,0.025,0.0133620689655172,0.525,-0.0133620689655172
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,balance_not_updated_after_cheque_or_cash_deposit,40.0,0.5,0.0,0.2,0.0,0.3,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,beneficiary_not_allowed,40.0,0.5,0.0043103448275862,0.275,0.0193965517241379,0.22499999999999998,-0.0150862068965517
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,cancel_transfer,40.0,0.2875,0.0002155172413793,0.2125,0.0,0.07499999999999998,0.0002155172413793
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_about_to_expire,40.0,0.35,0.0,0.05,0.0,0.3,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_acceptance,40.0,0.6,0.0012931034482758,0.275,0.0025862068965517,0.32499999999999996,-0.0012931034482758998
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_arrival,40.0,0.3416666666666666,0.0025862068965517,0.125,0.0084770114942528,0.21666666666666662,-0.0058908045977011
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_linking,40.0,0.325,0.0004310344827586,0.15,0.0086206896551724,0.17500000000000002,-0.008189655172413799
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_payment_fee_charged,40.0,0.5,0.0,0.175,0.0021551724137931,0.325,-0.0021551724137931
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,card_payment_wrong_exchange_rate,40.0,0.175,0.0025862068965517,0.075,0.0034482758620689,0.09999999999999999,-0.0008620689655172002
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,cash_withdrawal_charge,40.0,0.225,0.0,0.125,0.0017241379310344,0.1,-0.0017241379310344
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,compromised_card,40.0,0.7083333333333334,0.0001436781609195,0.4083333333333334,0.0066091954022988,0.3,-0.0064655172413793
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,contactless_not_working,40.0,0.575,0.0,0.2,0.0008620689655172,0.37499999999999994,-0.0008620689655172
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,country_support,40.0,0.25,0.0017241379310344,0.225,0.0,0.024999999999999994,0.0017241379310344
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,declined_cash_withdrawal,40.0,0.65,0.0004310344827586,0.1,0.0047413793103448,0.55,-0.0043103448275862
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,declined_transfer,40.0,0.4625,0.0,0.3125,0.0053879310344827,0.15000000000000002,-0.0053879310344827
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,direct_debit_payment_not_recognised,40.0,0.5166666666666667,0.0,0.3083333333333333,0.0060344827586206,0.20833333333333343,-0.0060344827586206
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,exchange_charge,40.0,0.45,0.0,0.2,0.0012931034482758,0.25,-0.0012931034482758
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,exchange_rate,40.0,0.2875,0.0008620689655172,0.1,0.0019396551724137,0.18749999999999997,-0.0010775862068965
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,exchange_via_app,40.0,0.275,0.0008620689655172,0.2875,0.0045258620689655,-0.012499999999999956,-0.0036637931034483005
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,extra_charge_on_statement,40.0,0.35,0.0008620689655172,0.275,0.0077586206896551,0.07499999999999996,-0.006896551724137901
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,failed_transfer,40.0,0.225,0.0030172413793103,0.175,0.0112068965517241,0.05000000000000002,-0.008189655172413799
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,getting_spare_card,40.0,0.25,0.0,0.25,0.0004310344827586,0.0,-0.0004310344827586
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,getting_virtual_card,40.0,0.125,0.0012931034482758,0.1375,0.0006465517241379,-0.012500000000000011,0.0006465517241379
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,lost_or_stolen_card,40.0,0.525,0.0,0.175,0.0012931034482758,0.35000000000000003,-0.0012931034482758
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,lost_or_stolen_phone,40.0,0.45,0.0,0.3,0.0004310344827586,0.15000000000000002,-0.0004310344827586
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,order_physical_card,40.0,0.275,0.0004310344827586,0.125,0.0103448275862068,0.15000000000000002,-0.009913793103448199
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,passcode_forgotten,40.0,0.225,0.0,0.125,0.0,0.1,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,pending_card_payment,40.0,0.5125,0.0,0.3125,0.0002155172413793,0.19999999999999996,-0.0002155172413793
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,pending_cash_withdrawal,40.0,0.4333333333333333,0.0010057471264367,0.2416666666666667,0.0024425287356321,0.1916666666666666,-0.0014367816091954001
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,pending_transfer,40.0,0.5333333333333333,0.0025862068965517,0.1083333333333333,0.0086206896551724,0.42500000000000004,-0.0060344827586207
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,pin_blocked,40.0,0.325,0.0025862068965517,0.275,0.0012931034482758,0.04999999999999999,0.0012931034482758998
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,receiving_money,40.0,0.675,0.0004310344827586,0.1624999999999999,0.0053879310344827,0.5125000000000002,-0.0049568965517241
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,reverted_card_payment?,40.0,0.425,0.0036637931034482,0.1624999999999999,0.0107758620689655,0.26250000000000007,-0.007112068965517301
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,terminate_account,40.0,0.175,0.0,0.1624999999999999,0.0,0.012500000000000094,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_bank_transfer_charge,40.0,0.275,0.0025862068965517,0.2,0.0068965517241379,0.07500000000000001,-0.0043103448275862
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_card_charge,40.0,0.6,0.0,0.075,0.0025862068965517,0.525,-0.0025862068965517
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_by_cash_or_cheque,40.0,0.35,0.0,0.2,0.0021551724137931,0.14999999999999997,-0.0021551724137931
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_failed,40.0,0.25,0.0073275862068965,0.125,0.0142241379310344,0.125,-0.006896551724137901
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_limits,40.0,0.2,0.0012931034482758,0.1,0.0017241379310344,0.1,-0.00043103448275859987
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,top_up_reverted,40.0,0.3875,0.0114224137931034,0.1624999999999999,0.0224137931034482,0.22500000000000012,-0.0109913793103448
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transaction_charged_twice,40.0,0.375,0.0,0.1125,0.0,0.2625,0.0
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transfer_fee_charged,40.0,0.2666666666666666,0.0011494252873563,0.125,0.0040229885057471,0.1416666666666666,-0.0028735632183908002
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transfer_into_account,40.0,0.4125,0.0002155172413793,0.275,0.0015086206896551,0.13749999999999996,-0.0012931034482758
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transfer_not_received_by_recipient,40.0,0.625,0.0150862068965517,0.325,0.0288793103448275,0.3,-0.013793103448275801
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,transfer_timing,40.0,0.5,0.0,0.2,0.0043103448275862,0.3,-0.0043103448275862
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + ours,unable_to_verify_identity,40.0,0.3833333333333333,0.0123563218390804,0.2166666666666666,0.0136494252873563,0.1666666666666667,-0.0012931034482758993
